[2026-04-24 22:39:26] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-23
正在获取论文...
[arXiv] 2026-04-23 | pygridsynth: A fast numerical tool for ancilla-free Clifford+T synthesis
[NO] 519/1766 | Lean-certified four-point HRT results for three lattice points and one off-lattice point
[NO] 520/1766 | Neutron and X-ray Diffraction Reveal the Limits of Long-Range Machine Learning Potentials for Medium-Range Order in Silica Glass
[NO] 521/1766 | Calculation of a regularized Teukolsky Green function in Schwarzschild spacetime
[NO] 522/1766 | Early metal-enriched baryon cycling before the midpoint of cosmic reionization
[NO] 523/1766 | Axisymmetric Navier--Stokes with Swirl:\ Final Master Manuscript for the Unconditional Global Existence Program
[NO] 524/1766 | Align Generative Artificial Intelligence with Human Preferences: A Novel Large Language Model Fine-Tuning Method for Online Review Management
[NO] 525/1766 | When Constraints Limit and Inspire: Characterizing Presentation Authoring Practices for Evolving Narratives
[NO] 526/1766 | On Reasoning Behind Next Occupation Recommendation
[NO] 527/1766 | Cannon--Thurston maps for Anosov foliations
[NO] 528/1766 | Toward Efficient Membership Inference Attacks against Federated Large Language Models: A Projection Residual Approach
[NO] 529/1766 | Linking molecular timescales to linear viscoelastic response in dilute and semidilute unentangled wormlike micelle solutions
[NO] 530/1766 | Physically Unclonable Functions for Secure IoT Authentication and Hardware-Anchored AI Model Integrity
[NO] 531/1766 | Revisiting Subgradient Dominance in Robust MDPs: Counterexamples, Hardness, and Sufficient Conditions
[NO] 532/1766 | Higher Covariant Derivative and the Bundle of Atomic Currents
[NO] 533/1766 | Effects conditional on post-treatment events generated by independent mechanisms
[NO] 534/1766 | Gauging the Categorical Connes' $\tildeχ(M)$
[NO] 535/1766 | Complexity Classes Arising from Circuits over Finite Algebraic Structures
[NO] 536/1766 | Beyond Rules: Towards Basso Continuo Personal Style Identification
[NO] 537/1766 | Robust continuous symmetry breaking and multiversality in the chiral Dicke model
[NO] 538/1766 | Formulae for the Drazin inverse of Modified Tensors via the Einstein Product
[NO] 539/1766 | Probably Approximately Consensus: On the Learning Theory of Finding Common Ground
[NO] 540/1766 | Who Defines "Best"? Towards Interactive, User-Defined Evaluation of LLM Leaderboards
[NO] 541/1766 | Photon Sorting with a Quantum Emitter
[NO] 542/1766 | Maximum principle and local stability for a class of coupled nonlinear thermo--reaction--phase systems
[NO] 543/1766 | Gauging the Impact of Cosmic Ray Feedback on the Stellar Initial Mass Function
[NO] 544/1766 | Stable and asymptotic preserving space-time discretizations of a linear kinetic transport equation in diffusive scaling
[NO] 545/1766 | OptoCENTAL: a standardised, bench-testing platform based on phantoms for validating optical systems aimed at clinical monitoring of the placenta
[NO] 546/1766 | Hi-WM: Human-in-the-World-Model for Scalable Robot Post-Training
[NO] 547/1766 | On the induction functor from group algebras to distribution algebras
[NO] 548/1766 | Correlation between active regions' spectra at high radio frequencies and solar flare occurrences
[NO] 549/1766 | Towards hybrid kinetic/drift-kinetic simulations in 6d Vlasov codes
[NO] 550/1766 | Phonological Subspace Collapse Is Aetiology-Specific and Cross-Lingually Stable: Evidence from 3,374 Speakers
[NO] 551/1766 | Segment convergence for super-linear stochastic functional differential equations by the truncated Euler-Maruyama method
[NO] 552/1766 | Lusztig constants and endoscopy
[NO] 553/1766 | Self-phoretic colloids in chiral active fluids
[NO] 554/1766 | PHOTON: Non-Invasive Optical Tracking of Key-Lever Motion in Historical Keyboard Instruments
[NO] 555/1766 | Geometric Monomial (GEM): a family of rational 2N-differentiable activation functions
[NO] 556/1766 | Optimal control of therapies related to an oxytaxis glioblastoma model
[NO] 557/1766 | Agentic Artificial Intelligence in Finance: A Comprehensive Survey
[NO] 558/1766 | Effective field theory interpretation of ATLAS measurements involving the Higgs boson, electroweak bosons and the top quark
[NO] 559/1766 | Conformal anomaly transport induced by dark photon
[NO] 560/1766 | Normal Functions, Even Theta Characteristics and the Theta Divisor
[NO] 561/1766 | Causal Disentanglement for Full-Reference Image Quality Assessment
[NO] 562/1766 | Exploring climate change effects on concurrent floods and concurrent droughts via statistical deep learning
[NO] 563/1766 | A microwave super-resolution imaging approach towards breast cancer margin mapping
[NO] 564/1766 | Two-gap to Single-gap Transition and Two-dome-like Superconductivity in Alkali-Metal Intercalated Bilayer PdTe2
[NO] 565/1766 | Time vs. Layer: Locating Predictive Cues for Dysarthric Speech Descriptors in wav2vec 2.0
[NO] 566/1766 | Emergence of a non-bulk hexagonal Fe$_2$S$_2$ single layer via phase transformation
[NO] 567/1766 | Hybridization of Kerr Solitons in Coupled Microresonators
[NO] 568/1766 | On the Role of Preprocessing and Memristor Dynamics in Reservoir Computing for Image Classification
[NO] 569/1766 | Positivity-Preserving and Entropy-Stable Oscillation-Eliminating DGSEM for the Compressible Euler Equations on Curvilinear Meshes with Adaptive Mesh Refinement
[NO] 570/1766 | Wave physics as a choreographic notation for partner dance
[NO] 571/1766 | Cryogenic shock exfoliation for ultrahigh mobility rhombohedral graphite nanoelectronics
[NO] 572/1766 | Directional Confusions Reveal Divergent Inductive Biases Through Rate-Distortion Geometry in Human and Machine Vision
[NO] 573/1766 | Efficient Classical Simulation of Heuristic Peaked Quantum Circuits
[NO] 574/1766 | A Multi-Stage Warm-Start Deep Learning Framework for Unit Commitment
[NO] 575/1766 | A Multimodal Text- and Graph-Based Approach for Open-Domain Event Extraction from Documents
[NO] 576/1766 | Revisiting Non-Verbatim Memorization in Large Language Models: The Role of Entity Surface Forms
[NO] 577/1766 | A simple $(2+ε)$-approximation for knapsack interdiction
[NO] 578/1766 | Mitigating Systematic Errors in Parameter Estimation of Binary Black Hole Mergers in O1-O3 LIGO-Virgo Data
[NO] 579/1766 | Bounding the Black Box: A Statistical Certification Framework for AI Risk Regulation
[NO] 580/1766 | Straight polyomino tilings of rectangles and special rim-hook tableaux
[NO] 581/1766 | Broad-band High-Energy Resolution Hard X-ray Spectroscopy using Transition Edge Sensors at SPring-8
[NO] 582/1766 | Magnetic-field control of interactions in alkaline-earth Rydberg atoms and applications to {\it XXZ} models
[NO] 583/1766 | Unitary Time Evolution and Vacuum for a Quantum Stable Ghost
[NO] 584/1766 | Phase transition structure of scalarized neutron stars: the effect of rotation and linear coupling
[NO] 585/1766 | A theory of generalized Lamé curves
[NO] 586/1766 | Galois representations over convergent de Rham period ring
[NO] 587/1766 | A gap principle for polynomial volume growth of zero-entropy automorphisms
[NO] 588/1766 | Revealing Geography-Driven Signals in Zone-Level Claim Frequency Models: An Empirical Study using Environmental and Visual Predictors
[YES] 589/1766 | Phenomenological Detector Design and Optimization in Vertically-Integrated Differentiable Full Simulations with Agentic-AI
[NO] 590/1766 | Residues of a tropical zeta function for convex domains
[NO] 591/1766 | Inhomogeneous parabolic equations with Hardy potential and memory on the Heisenberg group
[YES] 592/1766 | PrismaDV: Automated Task-Aware Data Unit Test Generation
[NO] 593/1766 | Neural surrogates for crystal growth dynamics with variable supersaturation: explicit vs. implicit conditioning
[NO] 594/1766 | Calderón-Zygmund estimates for parabolic $p$-Laplacian systems with non-divergence form right-hand sides
[NO] 595/1766 | Promoting Simple Agents: Ensemble Methods for Event-Log Prediction
[NO] 596/1766 | Efficient generation of expected-degree graphs via edge-arrivals
[NO] 597/1766 | A Temperature-Coupled Cahn-Hilliard-Stokes-Heat Model for Thermally Driven Phase Separation
[NO] 598/1766 | AUDITA: A New Dataset to Audit Humans vs. AI Skill at Audio QA
[YES] 599/1766 | Agentic AI-assisted coding offers a unique opportunity to instill epistemic grounding during software development
[NO] 600/1766 | Flexible Piezoresistive Yarn Sensor for Human Physiological Signal Measurement
[NO] 601/1766 | Identifying dynamical network markers of financial market instability
[NO] 602/1766 | Ion Channel Dynamics in Temperature-Dependent Weibel Instability Saturation
[NO] 603/1766 | Fine-Grained Perspectives: Modeling Explanations with Annotator-Specific Rationales
[NO] 604/1766 | Assessing Emulator Design and Training for Modal Aerosol Microphysics Parameterizations in E3SMv2
[NO] 605/1766 | Exact formulas for arbitrary order velocity-gradient moments in isotropic turbulence
[NO] 606/1766 | OmniFit: Multi-modal 3D Body Fitting via Scale-agnostic Dense Landmark Prediction
[NO] 607/1766 | Fermion Condensate Inflation, Dynamical Waterfall Mechanism and Primordial Black Holes
[NO] 608/1766 | Representation growth of quasi-semisimple profinite groups
[NO] 609/1766 | Unbiased Prevalence Estimation with Multicalibrated LLMs
[NO] 610/1766 | Adversarial Robustness of Near-Field Millimeter-Wave Imaging under Waveform-Domain Attacks
[YES] 611/1766 | StabilizerBench: A Benchmark for AI-Assisted Quantum Error Correction Circuit Synthesis
[YES] 612/1766 | CoFEE: Reasoning Control for LLM-Based Feature Discovery
[NO] 613/1766 | Robust Beamforming for MIMO Radar with Imperfect Prior Distribution Information
[YES] 614/1766 | SpecSyn: LLM-based Synthesis and Refinement of Formal Specifications for Real-world Program Verification
[NO] 615/1766 | Leveraging SIMD for Accelerating Large-number Arithmetic
[NO] 616/1766 | On the largest chromatic number of $F$-free hypergraphs
[NO] 617/1766 | Modulation of Spin Angular Momentum of Emission in Symmetric 1D Plasmonic Crystals by Cathodoluminescence
[NO] 618/1766 | Nonparametric Point Identification of Treatment Effect Distributions via Rank Stickiness
[NO] 619/1766 | X2-N: A Transformable Wheel-legged Humanoid Robot with Dual-mode Locomotion and Manipulation
[NO] 620/1766 | On a class of constrained particle filters for continuous-discrete state space models
[NO] 621/1766 | The CriticalSet problem: Identifying Critical Contributors in Bipartite Dependency Networks
[NO] 622/1766 | Pre-trained LLMs Meet Sequential Recommenders: Efficient User-Centric Knowledge Distillation
[NO] 623/1766 | Weighted complement graphs of spatial networks with functional connections reveal nodes with high potential for new links
[NO] 624/1766 | A temporal deep learning framework for calibration of low-cost air quality sensors
[NO] 625/1766 | Catalytic quantum thermodynamics beyond additivity and reduced-state monotones
[NO] 626/1766 | DiariZen Explained: A Tutorial for the Open Source State-of-the-Art Speaker Diarization Pipeline
[NO] 627/1766 | Solving Cosmological Puzzles using Finite Temperature $ν$SMEFT
[NO] 628/1766 | Benchmarking the Utility of Privacy-Preserving Cox Regression Under Data-Driven Clipping Bounds: A Multi-Dataset Simulation Study
[NO] 629/1766 | Intertwined charge density wave, tunable anti-dome superconductivity, and topological states in kagome metal VSn
[YES] 630/1766 | Efficient Agent Evaluation via Diversity-Guided User Simulation
[NO] 631/1766 | A Thin Sheet Volume Integral Equation Solver for Simulation of Bianisotropic Metasurfaces
[NO] 632/1766 | ID-Eraser: Proactive Defense Against Face Swapping via Identity Perturbation
[NO] 633/1766 | HEOM-in-Calibration-Loop: Exposing Non-Markovian Bath Signatures That Markovian Calibration Elides in Superconducting-Qubit Tune-Up
[NO] 634/1766 | VARestorer: One-Step VAR Distillation for Real-World Image Super-Resolution
[NO] 635/1766 | Research on the efficiency of data loading and storage in Data Lakehouse architectures for the formation of analytical data systems
[NO] 636/1766 | Mini-Batch Stochastic Halpern Algorithm for Nonexpansive Fixed point Problems
[NO] 637/1766 | SFUMATO#: a GPU accelerated code for Self-Gravitational Radiation Hydrodynamics Simulation with Adaptive Mesh Refinement
[NO] 638/1766 | Universal Local Roughness from Disorder Crossover in Urban-Front Growth
[NO] 639/1766 | ChatGPT as a Time Capsule: The Limits of Price Discovery
[NO] 640/1766 | JAX-BEM: Gradient-Based Acoustic Shape Optimisation via a Differentiable Boundary Element Method
[NO] 641/1766 | Microwave noise downconversion in interband cascade laser frequency combs
[NO] 642/1766 | SemanticAgent: A Semantics-Aware Framework for Text-to-SQL Data Synthesis
[NO] 643/1766 | A New Pathway to Single Be Stars: Ejected Companions from Type Ia Supernovae
[NO] 644/1766 | VG-CoT: Towards Trustworthy Visual Reasoning via Grounded Chain-of-Thought
[NO] 645/1766 | Supervised Learning Has a Necessary Geometric Blind Spot: Theory, Consequences, and Minimal Repair
[NO] 646/1766 | Relocation of compact sets in $\mathbb{R}^n$ by diffeomorphisms and linear separability of datasets in $\mathbb{R}^n$
[NO] 647/1766 | Unveiling universality, encloseness, and orthogonality in dynamics
[NO] 648/1766 | A Synchronized Spin Model for Black-Hole Accretion Systems
[NO] 649/1766 | Bayesian Phase Stabilization at the Shot-Noise Limit for Scalable Quantum Networks
[YES] 650/1766 | VLAA-GUI: Knowing When to Stop, Recover, and Search, A Modular Framework for GUI Automation
[NO] 651/1766 | Optimal basis risk weighting in expectile-based parametric insurance
[NO] 652/1766 | Time-Uniform Error Bound for Temporal Coarse Graining in Markovian Open Quantum Systems
[NO] 653/1766 | A Deployable Embodied Vision-Language Navigation System with Hierarchical Cognition and Context-Aware Exploration
[NO] 654/1766 | KD-CVG: A Knowledge-Driven Approach for Creative Video Generation
[NO] 655/1766 | ReaGeo: Reasoning-Enhanced End-to-End Geocoding with LLMs
[NO] 656/1766 | Ghost Degrees of Freedom Without Quantum Runaway: Exact Moment Bounds from an Operator Conservation Law
[NO] 657/1766 | Symbolic Grounding Reveals Representational Bottlenecks in Abstract Visual Reasoning
[NO] 658/1766 | True Leptonium ($l^+ l^-$) Production in UPC Triphoton Interaction
[NO] 659/1766 | High-energy photon hologram of a photon gas
[NO] 660/1766 | GFlowState: Visualizing the Training of Generative Flow Networks Beyond the Reward
[NO] 661/1766 | Norm-based convergence bounds for nonsymmetric algebraic V-cycle multigrid methods
[NO] 662/1766 | Divide-then-Diagnose: Weaving Clinician-Inspired Contexts for Ultra-Long Capsule Endoscopy Videos
