[2026-09-10 23:45:39] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-09
正在获取论文...
[arXiv] 2026-09-09 | Stencil Computation at the Intersection of AI and HPC
[NO] 112/1997 | When Does Defendant Statement Matter? A Study of Bias and Persuasion in LLM-Simulated Jurors
[NO] 113/1997 | Albedo Estimation via Latent Bridge Matching
[NO] 114/1997 | Studies of Two Post Common Envelope Binary Stars
[NO] 115/1997 | From Pixels to Hierarchical Sequences: Quadtree Mask Encoding for Vision-Language Binary Change Detection
[NO] 116/1997 | Computation of unknotting numbers: which knot breaks the Bernhard-Jablan Conjecture
[NO] 117/1997 | How an Economy Shrinks in Space: Concavity-on-Jobs and Upward Consolidation under Demographic Decline
[NO] 118/1997 | With a Thermomix You Lose the Ability to Cook: A Kitchen Machine Analogy for Applications of Generative AI in Education
[NO] 119/1997 | $S^3$-Bench: Evaluating Speech Interaction Models as Scientific Voice Assistants
[NO] 120/1997 | Subgroup Membership Inference Audits of Differentially Private Synthetic Text
[NO] 121/1997 | Simple QKD keyrate computations from tangent-line bounds
[NO] 122/1997 | Entropy-Regularized Optimal Transport for Time-Varying Multi-Agent Coverage Control
[NO] 123/1997 | Layerwise Tunable Lifting Scheme for the Convolutional Neural Network
[NO] 124/1997 | In Medical Claims Data, Enhancing Predictive Performance for Major Adverse Cardiovascular Events Using Cross Attention
[NO] 125/1997 | The hyperbolic class and vanishing laws in a TMF-valued four-manifold invariant
[NO] 126/1997 | Outward minimizing $p$-capacity, horizons, and Schwarzschild rigidity
[NO] 127/1997 | Online Inverse Integer Linear Optimization via Small-Gradient Skipping: Constant Regret and Finite Mistakes
[NO] 128/1997 | Small-Bias Quantum Approximate Counting via the Multiplicative Adversary Method
[NO] 129/1997 | Learning-Aided Short Code Design for ISAC based on MIMO-OFDM
[NO] 130/1997 | A practical DIRECT-type algorithm for medium-scale black-box global optimization
[NO] 131/1997 | Spatial LLM Workload Shifting Needs Foresight: Model Commitment for AI Data Center Operation under Power Grid Constraints
[NO] 132/1997 | BRACE: Anchored Bellman-Residual Correction for Stale Critics in Asynchronous RL
[NO] 133/1997 | Power quasinormal operators and the root problem
[NO] 134/1997 | Facile hBN-hBN Interfacial Overlap Engineering for Enhanced Quantum Emitter Formation
[NO] 135/1997 | MethaneFuse: Learning from Multi-Sensor Satellite Observations for Methane Plume Detection
[NO] 136/1997 | Arithmetic Scar Accessibility and Generic Schrodinger Control on Metric Graphs
[NO] 137/1997 | Generalized Fidelity and the Data Processing Inequality
[NO] 138/1997 | HiRAD: A Flexible Large-Scale AGV Routing System
[NO] 139/1997 | A counterexample to Huang's weak majorization conjecture
[NO] 140/1997 | Euler-Poincare Reduction: A Geometric Treatment of the Relativistic Spinning Particle
[NO] 141/1997 | From Pythagorean Runs to Pell-Generated Cubic Runs
[NO] 142/1997 | Efficient Graph Neural Networks for Multicarrier Wideband Hybrid Beamforming Optimization
[NO] 143/1997 | AppetiteCheck: Feasibility of Momentary Vagus Nerve Stimulation as an Implicit Intervention for Eating Behavior
[NO] 144/1997 | Looped GPT-BERT: Trading Parameters for Computation in Small Language Modeling
[NO] 145/1997 | A Self-Contained Proof of the Portmanteau Theorem
[NO] 146/1997 | Automated Generation of Commensurate Magnetic Structures based on Spin Space Groups and Graph Theory
[NO] 147/1997 | Recovering Biomechanical Signals from Missing Keypoints Using Temporal Interpolation in Monocular Gait Analysis
[NO] 148/1997 | PRAGMA: Evaluating Personalized Guidance with Memory Alignment in Lifelong Conversations
[NO] 149/1997 | Perfect State Transfer from a Localised Two-Excitation State to a Dicke State via Static Spin-Network Hamiltonians
[NO] 150/1997 | Probabilistic Symbol-Level Precoding based Affine Frequency Division Multiplexing Transmission
[NO] 151/1997 | UNISON: A Co-Designed Near-Memory Scheduler of Session KV Residency for LLM Agents
[NO] 152/1997 | Sharp Typical Distance and Exponential Small-Ball Bounds in One-Step-Cliff Nielsen Geometry
[NO] 153/1997 | Stabilization index of V-number of powers of edge ideals of graphs
[NO] 154/1997 | A Sum-of-Squares Hierarchy with Quadratic Convergence for Quantum Channel Coding
[NO] 155/1997 | Who Are They to Each Other? Multi-Agent Reasoning for Speaker Relationship Inference
[NO] 156/1997 | Seven Sources of Physical AI Capability Formation
[NO] 157/1997 | Scalable Composition of Byzantine Agreements under Reorder Attacks
[NO] 158/1997 | CougarTail & CUB: A General-Purpose Mast and Central Utility Board for Cylindrical Underwater Enclosures
[NO] 159/1997 | Thermodynamics of Kerr-Newman-Bertotti-Robinson black holes
[NO] 160/1997 | Through-thickness coupling of diffusion and viscoelastic relaxation in the transient bending of bilayer microcantilevers
[NO] 161/1997 | Graph-Based Characterization of Vision-Derived Dynamic Modes for Structural Damage Identification
[NO] 162/1997 | Null String Holography, Null Strings Probe Projective Boundary of Their Target Spaces
[NO] 163/1997 | Birational cubic fourfolds via an Enriques Cremona transformation
[NO] 164/1997 | Search for refractive substructure in active galactic nuclei using ground-based VLBI observations
[NO] 165/1997 | Non-Existence of PMMS Allocations and a $4/3$-PMMS Guarantee for Additive Chores
[NO] 166/1997 | Analytical properties of polygonal Stokes and BGG Hessian complexes with application to Kirchhoff--Love plates
[NO] 167/1997 | The magnetic field in M16: new results from the JCMT BISTRO survey
[NO] 168/1997 | Primordial turbulence from inflation: a new inflaton-driven turbulent regime
[NO] 169/1997 | Phase transitions in first-detection statistics of monitored long-range quantum walks
[NO] 170/1997 | Can Foundation Models Moderate Online Content? Evaluating Instruction- vs. Example-Driven Policy Operationalization
[NO] 171/1997 | The Cuntz-Pimsner algebra of the simplest Motzkin subproduct system is 2-subhomogeneous
[NO] 172/1997 | Magnetically Driven Obliquity in Circumplanetary Disks and Twisted Bipolar-jet Formation
[NO] 173/1997 | Gromov--Hausdorff Distance Between Euclidean Unit Balls
[NO] 174/1997 | Semi-device-independent quantum randomness certification in semiconductor spin-noise measurements
[NO] 175/1997 | Overcoming Transport Layer Bottlenecks to Quantify Ionic Parameters from Transient Ion Current Measurements of Perovskite Solar Cells
[NO] 176/1997 | Cosmic-ray electron propagation in the peculiar barred spiral galaxy NGC 2442
[NO] 177/1997 | Stable, Compact, and Direct Ghost-Cell Reconstruction: A Non-Iterative Approach for Embedded-Boundary Methods
[NO] 178/1997 | The FU Ori outburst of PR Ori B
[NO] 179/1997 | A computer-assisted proof of robust transitivity
[NO] 180/1997 | IdeaAMBIG: Benchmarking Implementation-Critical Gaps in Research-Idea Specifications
[NO] 181/1997 | For Whom Does Bell Hold?
[NO] 182/1997 | A sharp threshold for mixed $Q$-curvature rigidity
[NO] 183/1997 | Characterizing Language Generation in the Limit: Finite Witnesses and a Separation-Width Hierarch
[NO] 184/1997 | Precision in Rice Variety Classification using Stacking-Based Ensemble Learning
[NO] 185/1997 | Rogue-like waves from collision of mKdV solitons
[NO] 186/1997 | A Candidate Innermost Fifth Planet In the HR 8799 System Revealed By JWST NIRISS Aperture Masking Interferometry
[YES] 187/1997 | Wicked Problem, Parsimonious Solution: Securing Electric Vehicle Charging Station Software
[NO] 188/1997 | Testing the Binary Rank with Polynomial Query Complexity
[NO] 189/1997 | Artificial Intelligence Literacy and Sustainable Development: An Ethical Governance and Development Goals Framework
[NO] 190/1997 | Difference Equations for Local Gromov-Witten Potentials of Threefold Flops
[NO] 191/1997 | Box dimension prints
[NO] 192/1997 | Open Inextensible Filaments in Planar Stokes Flow: Well-Posedness, Endpoint Asymptotics, and Straightening
[NO] 193/1997 | Invariant domain preservation for hybrid point-value and cell-average discretizations of hyperbolic equations on general meshes
[NO] 194/1997 | Symmetry structure dependent diagnostic of the Quantum Mpemba Effect
[NO] 195/1997 | MotionCanvas: Learning Implicit Motion Planning from Composable Kinematic Cues
[NO] 196/1997 | Advanced Brain Tissue Imaging with Data-Consistent Diffusion Priors in Laminographic X-Ray Nanoimaging
[NO] 197/1997 | Coherent advantage in the computational expressivity of excitonic networks
[NO] 198/1997 | Building Multilingual Bridges: Data Mixing as the Pillar of Generalization for In-Language Reasoning
[NO] 199/1997 | Mobility Information Capacity in the Sky: A Gaussian Channel Perspective
[NO] 200/1997 | Assessing extreme flood impacts on urban rail transit: A passenger-oriented, resilience-informed framework
[NO] 201/1997 | Faster Computation with the Generalized Laplacian Quantum Walk
[NO] 202/1997 | Cascade models of anisotropic turbulence in magnetized plasma of solar wind
[NO] 203/1997 | The Schrödinger equation with fluctuating nonlinearity in the energy space
[YES] 204/1997 | Towards Scalable and Cost-Efficient Vulnerability Detection: A Study on Automatic Query Generation
[NO] 205/1997 | HybridFLow: SDN-Orchestrated Client Partitioning for Hybrid Federated Learning
[NO] 206/1997 | Rosetta at AlexandriaX-2026: LoRA-Adapted NileChat for Context-Aware Dialectal Arabic Dialogue Translation
[NO] 207/1997 | Wide Field Localization Using Fixed Modulation Collimators
[NO] 208/1997 | Searching for New Physics with Reinforcement Learning
[NO] 209/1997 | Extremal entropy for products of Fuchsian representations
[NO] 210/1997 | Violet: Enabling Full Virtualization for M-mode RTOS on RISC-V
[NO] 211/1997 | On Two Open Problems by Johnson and Kollár
[NO] 212/1997 | Thermal Quantum Sensing: Fisher Information and Work Beyond Gaussian Signals
[NO] 213/1997 | Avatar: Toward Autonomous End-to-End Orchestration of Scientific Workflows using LLMs
[NO] 214/1997 | Anomalies at the End of the Universe?
[NO] 215/1997 | From Retrieval to Weights: Parametric Individualization of Small Language Models with Individual Text Corpora
[NO] 216/1997 | Monitoring Hierarchies in Knowledge Production
[NO] 217/1997 | Extending Symmetric Layer-Rainbow Latin Cubes
[NO] 218/1997 | Sharp Conditioning for Matrix Recovery by Finite Affine Orbits
[NO] 219/1997 | Planetary Nebula Central Stars as Tracers of Planetary Nebula-Star Cluster Associations in the Galaxy
[NO] 220/1997 | Probing quantum chaos near a wormhole throat with a circular string
[NO] 221/1997 | Convex-Gaussianity of fermionic Gibbs states in perturbation theory
[NO] 222/1997 | Tile sets consisting of two types of concave polygons derived from periodic tilings corresponding to non-periodic tilings with hat and turtle tiles
[NO] 223/1997 | Composing group automorphisms with colour-preserving automorphisms of Cayley graphs
[NO] 224/1997 | Beyond Top Words: MonoTM for Topic Modeling with Interpretable Monosemantic Features
[NO] 225/1997 | Nonclassical Weyl laws and Connes' Integration for weak Lorentz ideals, II
[NO] 226/1997 | Composition and Surface Termination Control Band Alignments in P3HT/Perovskite Heterostructures
[NO] 227/1997 | Robust Industrial Cyber Physical Classification Using Neuromorphic Temporal Embeddings and Hybrid SNN XGBoost Under Machine Unlearning Attacks
[NO] 228/1997 | Curvature-Induced Geometric Universality in Non-Hermitian Anderson Transitions
[NO] 229/1997 | Towards Automatic Evolution Tree Generation from Citation Graphs
[NO] 230/1997 | $F$-depth and $F$-nilpotent rings: generalizations and applications
[NO] 231/1997 | From Certifying Rank $k$ Projectors To Non-Positivity, Entanglement, And Non-Hermitian Witnesses Through Traces Of Matrix Powers
[NO] 232/1997 | Contextual Utility of Quantization Moves in Extreme Low-Bit LLMs
[NO] 233/1997 | Universal norms and de Rham representations
[NO] 234/1997 | MPFA: A Pareto Front Approximation Method for Riemannian Bi-objective Optimization
[NO] 235/1997 | When Does a Quantum Speedup Survive End-to-End?
[NO] 236/1997 | Can AI Agents Detect and Repair Artifact Drift in Network Experiments?
[NO] 237/1997 | Semi-Cooperative Passive Integrated Sensing and Communication by Utilizing Physical Layer Information of 5G Signals
[NO] 238/1997 | TempTPI: Informer-Based trajectory prediction for maritime vessels
[NO] 239/1997 | Proximity Gaps for Gabidulin Codes and Applications
[NO] 240/1997 | Robust Device-Independent Certification of Boolean-Phase Gates
[NO] 241/1997 | HyperTrace: Hypothesis-Based Preference Tracing for Online LLM Personalization
[NO] 242/1997 | Proportional-limit asymptotics for Diaconis-Ylvisaker-penalised logistic regression with fitted intercept
[NO] 243/1997 | Stable vortex soliton arrays in disclination-fractal systems
[NO] 244/1997 | Validity of the CRD limit for modeling scattering polarization in the photospheric Sr I 4607 Å line
[NO] 245/1997 | Comprehensive Study of L-Menthol and Octanoic Acid as a Hydrophobic Eutectic Solvent
[NO] 246/1997 | Classification of finite-dimensional Nichols algebras of rank two in twisted Yetter--Drinfeld categories
[NO] 247/1997 | GTA-2: A Multi-VLM Framework for Synthesizing Robot Manipulation Skills via Grounded Task Axes
[NO] 248/1997 | uFlowCSP: Crystal Structure Prediction using Mean flow generative models
[NO] 249/1997 | Uniform Chebyshev approximations of functions satisfying a variation-type condition: reconstruction of time-varying signals on graphs
[NO] 250/1997 | More QCD Masterclass Lectures on Jet Physics and Machine Learning
[NO] 251/1997 | Optimal dimension-dependent $\ell^p$ and $\ell^{1,\infty}$ estimates of the second-order discrete Riesz transforms
[NO] 252/1997 | Closed-loop $α$-Potential Stochastic Differential Games via a BSDE Approach
[NO] 253/1997 | Epoch: Compiling Diffusion Blocks for Sparse MoE Serving
[NO] 254/1997 | Heavy-Ball Method under Randomized Schedules
[NO] 255/1997 | A counterexample to the periodicity conjecture for finite-dimensional algebras
[NO] 256/1997 | Record-Breaking Elemental Superconductivity in Tetralayer Kagome Borophene
[NO] 257/1997 | EFQ-Softmax: Exp-Free Quantization for Softmax
[NO] 258/1997 | Enhancing Pauli Correlation Encoding for quantum optimization via systematic expressivity analysis
[NO] 259/1997 | VFNet: Multi-View Spatio-Temporal Model for Void Fraction Estimation in Gas-Liquid Two-Phase Flow
[NO] 260/1997 | The Evolution of Thermal and Non-thermal Emission Components in GRB 250920C
[NO] 261/1997 | Boundary-layer scheme selection outweighs microphysics in WRF simulations of the August 2018 Kerala extreme rainfall event
[NO] 262/1997 | Counterexamples for BFGS-type methods under arbitrary strong Wolfe constants
[NO] 263/1997 | ALIGN-HOLD: Experience Alignment for Real-Time Hold Control in Large-Scale Ride-Hailing Matching at DiDi
[NO] 264/1997 | Which Medical Questions Deserve Rationales? Perturbation-Sensitive Selection for Robust QA
[NO] 265/1997 | Beyond Accuracy: ARIA-Rubrics for Evaluating Audio Reasoning in Large Audio Language Models
[NO] 266/1997 | X2-NativeCursor: Native-Token Text Progress Tracking for Incremental-Text Streaming Codec TTS
[NO] 267/1997 | Muon-C: Operator-Aligned Muon for Convolutional Kernels
[NO] 268/1997 | SEA-SpeechBench: A Large-Scale Multitask Benchmark for Speech Understanding Across Southeast Asia
[NO] 269/1997 | Koopman Spectral Reduced-Order Modeling of Spherical Diffusion in Lithium-Ion Batteries
[NO] 270/1997 | Pulse Signal Simulation of Pulsars
[NO] 271/1997 | The three Kanade-Russell identities modulo nine
[NO] 272/1997 | A polar-harmonic unified gas-kinetic scheme for magnetized ion dynamics from cyclotron kinetics to the Hall-Pedersen constitutive limit
[YES] 273/1997 | UnsafeChecker: Finding Soundness Bugs in Rust Safe Abstractions
[NO] 274/1997 | Analysis and stability of the FitzHugh-Nagumo system with rapidly oscillating Neumann boundary condition
[NO] 275/1997 | Macroscale vortex impingement at a porous-fluid interface induces local heat-transfer enhancement
[NO] 276/1997 | Littlewood subordination for de Branges--Rovnyak spaces
[NO] 277/1997 | Beyond Training: A Feasibility Taxonomy for Inference-Time AI Governance
[NO] 278/1997 | LinearMask-GS: Stable-Mask Importance Pruning for Compact 3D Gaussian Splatting
