[2026-06-27 23:02:59] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-26
正在获取论文...
[ACM] 2026-6-26 | VFDelta: A Framework for Detecting Silent Vulnerability Fixes by Enhancing Code Change Learning
[NO] 257/845 | Pikavolt: A Cloud-Native BlockDAG Consensus Protocol for Scalable Blockchain Networks
[NO] 258/845 | Effective Broadband RCS Reduction in Metasurfaces through Composite Vortex Phase Modulation
[NO] 259/845 | Design and Demonstration of a D-Band Scanning Lens Array for Automotive Radar Applications
[NO] 260/845 | A Dual-Branch Contrastive Learning Framework for Cross-Subject Thermal Sensation Prediction
[NO] 261/845 | Effects of Moisture on Dissolved Gas Diffusion in Vegetable-Based Insulating Oil
[NO] 262/845 | A Systematic Optimization Framework for Student Performance Prediction Using CatBoost
[NO] 263/845 | AI-Based Modeling of Dielectric Properties for Hydrocarbon Contaminated Soil
[NO] 264/845 | Financial Technology (FinTech) Overview: A Conceptual Study
[NO] 265/845 | AI-based Data Management for Environmental Disasters Resilience and Sustainability in the Cloud Continuum: A Survey
[NO] 266/845 | An AI- and IoT-Driven Quality Monitoring System for Sustainable Management of Cruciferous Vegetables
[NO] 267/845 | Role of AI in Advancing Energy Supply Field by Photovoltaic Panel Systems
[NO] 268/845 | On the Ability of Speech Recordings to Reflect OSA Severity
[NO] 269/845 | Data-Driven AI Framework for Intelligent Fault Detection in Smart Power Grids
[NO] 270/845 | Reinforcement Learning for Adaptive Resource Allocation and Scheduling in Maritime Logistics and Smart Transportation Systems
[NO] 271/845 | Async/await is an Effective Paradigm for Event Management of User Interfaces
[NO] 272/845 | AME-PIM: Can Memory be Your Next Tensor Accelerator?
[NO] 273/845 | Hardware-Constrained Online Coordination for Hybrid CXL-RDMA Disaggregated Memory
[NO] 274/845 | M3DSRec: Memory-Enhanced Multimodal Sequential Recommendation with Multiple Distillation
[NO] 275/845 | KBase Research Agent: Automated Multi-Agent Workflow Construction for Reproducible Genome Analysis
[NO] 276/845 | EEG Decoding Performance and Emotional states in Speech and Language Games for ASD: A pilot study
[NO] 277/845 | Cross-view Multimodal Vision-Based Assessment Framework for Traditional Chinese Medicine Rehabilitation Training_supp2-3705649.mp4
[NO] 278/845 | Adaptive NN-based Finite-Time Tracking Control for Time-Delay High-Order Nonlinear Systems in the Presence of Input Quantization and Unknown Uncertainties
[NO] 279/845 | Quantifying Interpretability of Res-U-Net and U-Net Performance in Identifying Ocean Fronts based on thermal infrared remotely sensed data
[NO] 280/845 | Machine Learning–Driven Predictive Maintenance for Sustainable Industrial Water-Treatment Operations
[NO] 281/845 | Digital twin model of an intelligent irrigation system for water-efficient agricultural crop production
[NO] 282/845 | Prosthetic Arm Control in a BCI System Using CNN with Scalogram and Wavelets
[NO] 283/845 | A Modular Two-Stage Deep Learning Pipeline for COVID-19 Screening and Lesion Localization from Chest X-ray Images
[NO] 284/845 | Comparative Evaluation of Hybrid Machine Learning Models for Predicting Weather and Air Quality in Dhaka City: Insights for Urban Environmental Management
[NO] 285/845 | Artificial Intelligence for Supply Chain Optimization and Demand Forecasting: An End-to-End Cost-Aware Learning Framework
[NO] 286/845 | wdCP: Windowed Incremental Checkpointing for Efficient and Bounded LLM Recovery
[NO] 287/845 | The Adaptive Turn in User Interfaces
[NO] 288/845 | Hadamard-Based Recursive Aperture Decoded Ultrasound Imaging (READI) With Estimated Motion-Compensated Compounding ( EMC ) Using Top-Orthogonal to Bottom Electrode (TOBE) Arrays_supp3-3704971.mp4
[NO] 289/845 | Low Complexity Power-efficient Waveform Design for RIS-aided ISAC
[NO] 290/845 | Linear Lyapunov Functions for Nonlinear Compartmental Systems
[NO] 291/845 | SHED: Semantic Heterogeneous Graph Learning for Estimating Eating Disorder Severity_supp1-3707439.pdf
[NO] 292/845 | Towards Low-Latency Event Stream-based Visual Object Tracking: A Slow-Fast Approach
[NO] 293/845 | Autonomous Artificial Egg for Natural Incubation Mimicry and Monitoring in_supp4-3704053.mp4
[NO] 294/845 | Benchmarking Spatial Operations over Heterogeneous Data: The Case of Zonal Statistics
[NO] 295/845 | Proceedings of the 2026 11th International Workshop on Testing Database Systems
[NO] 296/845 | The Integration of Business Intelligence and Blockchain Technology during the Generative Artificial Intelligence Era
[NO] 297/845 | The Role of Information Technology Governance in Enhancing Sustainable Financial Performance: A Conceptual Review and Framework Proposal
[NO] 298/845 | Multiclass Classification of Mood Swings Using Gaussian Kernel Support Vector Machines on Structured Mental Health Data
[NO] 299/845 | AI-Driven Data Security Intelligent and Adaptive Frameworks for Protecting Data in Modern Digital Ecosystems
[NO] 300/845 | Towards a Generative AI-Driven Environment for the Specification and Evaluation of IoT Software Systems Requirements
[NO] 301/845 | eHenna: A Topology-Centered Taxonomy of Geometry-Defined Finger Input on Skin and Glove Conductive Interfaces
[NO] 302/845 | Lightweight Hybrid CNN–Transformer Model for Real-Time Detection of Rice Diseases Using Multispectral Drone Images
[NO] 303/845 | The Role of Artificial Intelligence in Economic Transformation at Palestinian Universities: Al-Istiqlal University as a Case Study
[NO] 304/845 | Augmented and Virtual Reality in Healthcare: Opportunities, Challenges, and Future Directions - A Qualitative Analysis
[NO] 305/845 | Streamlining Repository Tasks with Effective Snippet Retrieval
[NO] 306/845 | An Integrated Flexible Antenna with a Four-Element Parasitic Array for Multibeam Radiation and Solar Energy Harvesting
[NO] 307/845 | Efficient Pattern Synthesis of Separable Cylindrical Antenna Array Employing Alternating Fast Segmented Cyclic Convolution and FFT
[NO] 308/845 | Phy-HHMR: Physics-Aware Holistic Human Mesh Reconstruction
[NO] 309/845 | Design of a High-Stiffness Triaxial Force/Torque Sensor Exploiting Anisotropic Force-Frequency Response of Quartz Resonators
[NO] 310/845 | Generalised Medical Phrase Grounding
[NO] 311/845 | Reinforcement Learning Optimization of Energy Storage Dispatch in Renewable Energy Microgrids
[NO] 312/845 | Hippocampus-Based Alzheimer Detection Using Deep Learning Techniques
[NO] 313/845 | Large Language Models for Bangla Sentiment Analysis: Understanding Context and Emotion in Political Discourse
[NO] 314/845 | AI Based Digital Human Resource Planning and Employee Productivity
[NO] 315/845 | Deep Learning Based Multi Class Recognition of Medicinal Plant Leaf Diseases
[NO] 316/845 | CNN-Based Detection of Structural Cracks in Bridges Using UAV Visual Inspection Data
[NO] 317/845 | Cloud Analytics Benchmarking: Where We Are, What Is Missing, and Where We Should Go
[NO] 318/845 | Data-Free Knowledge Distillation for LiDAR-Aided Beam Tracking in MmWave Systems
[NO] 319/845 | Input-to-State Stability Analysis for Pneumatic Valve Control Systems With PI Controllers
[NO] 320/845 | POSTER: Enabling Fine-Grain DVFS for Multi-Kernel GPU Workloads
[NO] 321/845 | AExec: Asynchronous Multi-accelerator Execution and Management Mechanism
[NO] 322/845 | SeT-Diff: Towards Semantic Foundation Models for HPC Telemetry and Time-Series
[NO] 323/845 | POSTER: A Reliable Multi-FPGA RISC-V Based Cluster for Space AI Inference
[NO] 324/845 | POSTER: AI Act Sandboxes: A Safety-by-Co-Design Framework
[NO] 325/845 | A Framework Supporting Context-Awareness for Transitional Cross-Reality Applications
[NO] 326/845 | A Deep Learning Framework for Detecting Deforestation in the Western Ghats Using Sentinel-2 Imagery
[NO] 327/845 | Life Cycle Cost Analysis of Fixed and Dual-Axis Tracking PV Systems for Rural Microgrids in Senegal
[NO] 328/845 | Model YIQ in the Study of Lymphoblastic Leukemia from Digital Microscopic Images of Blood Smears
[NO] 329/845 | Using Artificial Intelligence in Digital Content Creation for ELearning Environments: An Applied Experiment at Jadara University
[NO] 330/845 | Digital Transformation’s Role in Enhancing Supply Chain Sustainability: The Impact of E-Commerce Platforms on Environmental Integration through Innovation
[NO] 331/845 | AI-Based Predictive Risk Intelligence for Smart and Sustainable IT Project Systems
[NO] 332/845 | Attention-Based Deep Learning for CO
                    <sub>2</sub>
                    Global Emission Forecasting to Support Sustainable Global Climate Actions
[NO] 333/845 | Integrating Emerging Technologies in Telemedicine: A Systematic Literature Review of Health Informatics Advances
[NO] 334/845 | Design treatment of antique service buildings through metaverse technology (Applied study: Faculty of Fine Arts Mazloum building
[NO] 335/845 | AI-Driven Anomaly Detection in Industrial IoT Networks for Predictive Maintenance
[NO] 336/845 | A Hybrid Machine Learning and Mathematical Optimisation Framework for Energy Consumption Prediction in Smart Sustainable Systems
[NO] 337/845 | Emotion Aware AI Mentorship System for Personalized Learning Enhancement Using Multilingual Emotion Detection
[NO] 338/845 | An Empirical Study of Delayed Causal Relationships Between Market Variables and Bitcoin Prices
[NO] 339/845 | Explainable Multilingual Hybrid Transformer-Based Model for Cyberbullying Detection in Social Media: A Systematic Review
[NO] 340/845 | A Throughput Model Framework for Dynamic Ethical Governance in AI-Driven Biometric Systems
[NO] 341/845 | IEEE Recommended Practice for Test and Verification Procedures for Inverter-Based Resources Interconnecting with Bulk Power Systems
[YES] 342/845 | Extracting Conditional Expressions as Local Variables: Frequency, Motivation, and Automated Recommendation
[NO] 343/845 | Spectrum Sharing and Sensing-based Scheduling in Integrated Terrestrial-Non-Terrestrial Networks
[NO] 344/845 | S2EKD: Sequence-to-Epoch Knowledge Distillation for Real-Time Sleep Staging_supp1-3707389.pdf
[NO] 345/845 | Effective Mel-Spectrogram Synthesis for Multi-Speaker Text-to-Speech with Band-Specific Acoustic Modeling
[NO] 346/845 | Integrated Network Design and Demand Estimation for Advanced Air Mobility Using an Extended Multiple-Allocation p-Hub Median Framework
[NO] 347/845 | Online Industrial Sensor Drift Identification Using Anomaly Detection Methods
[NO] 348/845 | Cross-Domain Distribution Alignment for Segmentation of Private Unannotated 3D Medical Images
[NO] 349/845 | Whither Computing?
[NO] 350/845 | PSD-Guided Multi-Template Waveform Saturation Recovery for Wide-Dynamic-Range Fast-Neutron Spectrometry with SiPM Readout
[NO] 351/845 | GLLA: A Unified Force-Directed Graph Layout Framework Supporting Local Adjustments
[NO] 352/845 | AvatarVTON: 4D Virtual Try-On for Animatable Avatars_supp2-3705812.mp4
[NO] 353/845 | Looking Broader for Knowledge Distillation Via Receptive-Field Alignment_supp1-3704741.pdf
[NO] 354/845 | Benchmarking Column Statistics for Analytical Query Pruning
[NO] 355/845 | Energy-Aware Federated Distillation via Quantum-Driven Task Offloading in LEO Satellite Networks
[NO] 356/845 | FDMamba-FMT: Physical Consistency-guided Feature-decoupled Mamba for Fluorescence Molecular Tomography
[NO] 357/845 | Two-State Beam-Switchable Microstrip Patch Antenna Enabled by a Nematic Liquid Crystal Layer and Parasitic Coupling
[NO] 358/845 | Empathetic Response in Audio-Visual Conversations Using Emotion Preference Optimization and MambaCompressor
[NO] 359/845 | Hardware–Algorithm Co-Design for Efficient Bit-Serial Acceleration of Lightweight CNNs With Standard and Depthwise Convolutions on FPGA
[NO] 360/845 | Intelligent Control Strategies for Autonomous Robotic Assembly in Mechanical Manufacturing
[NO] 361/845 | Evaluating Green SCM and Employee CSR with Modified Servqual Dimensions in the Manufacturing Industry
[NO] 362/845 | AI Adoption in Smart Manufacturing and Sustainable Manufacturing Performance
[NO] 363/845 | AI-Driven Industrial Data Analytics for Process Optimization in Automated Mechanical Production
[NO] 364/845 | IoT-Based Smart Power Quality Analyzer
[NO] 365/845 | 2026 International Conference on Artificial Intelligence for Sustainable Engineering and Innovation (AISEI)
[NO] 366/845 | Remote Estimation of Gauss-Markov Processes over Multiple Channels: A Whittle Index Policy_supp1-3706007.pdf
[NO] 367/845 | Cogging Torque Characteristics and Mitigation of Permanent Magnet Synchronous Machines With Axial Excitation Ports
[NO] 368/845 | Adaptive Space-Time Shift Keying and Concatenated Adaptive Space-Time Shift Keying
[NO] 369/845 | TFS-Net: Time–Frequency Signal Modeling for Few-Shot Low-Rate DoS Detection
[NO] 370/845 | Efficient Multi-scale Hierarchical Feature Extraction and Fusion Network for Hyperspectral Image Classification
[NO] 371/845 | Systematic Acoustic Monitoring of Underwater Floating Debris Using Deep Learning With Temporal Information
[NO] 372/845 | Hyper-modal Imputation Diffusion Embedding with Dual-Distillation for Federated Multimodal Knowledge Graph Completion_supp1-3705201.pdf
[YES] 373/845 | LLM-based Intelligent Agents for Cybersecurity: A Tutorial and Survey of Automated Vulnerability Discovery
[NO] 374/845 | STORM-Net: Summary-Token Object-Relational Mamba Network for Dynamic Crime-Scene Graph Generation
[NO] 375/845 | Multi-Objective Optimization of Residential Layout and Envelope Design for Daylight, Thermal Comfort, and Cooling Energy in Hot-Arid Climates
[NO] 376/845 | Feasibility of a Center of Mass Based Fuzzy-Logic Phase Detection Algorithm for Post-Spinal Cord Injury Gait_supp1-3705681.docx
[NO] 377/845 | MVOFormer: Flow-Semantic Transformer for Robust Monocular Visual Odometry_supp1-3707361.mp4
[NO] 378/845 | VIKSER: Visual Knowledge-Driven Self-Reinforcing Reasoning Framework_supp1-3707187.pdf
[NO] 379/845 | A Wideband Spaceborne Stacked GNSS Antenna With Low Hemispherical AR for Stable Phase Center
[NO] 380/845 | AWC-LVI: Robust LiDAR-Visual-Inertial SLAM With Residual-Based Adaptive Weighting Controller in Complex Environments
[NO] 381/845 | Green synthesized Ceria nanoparticles based electrochemical sensor for Creatinine detection_supp1-3707221.pdf
[NO] 382/845 | Explainable Machine Learning for Identifying Key Environmental and Operational Factors Affecting Transport System Performance
[NO] 383/845 | Adaptive AI-Based Control Algorithms for Intelligent Industrial Robotic Manipulators in Automated Assembly Systems
