[2026-04-06 22:37:25] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-05
正在获取论文...
[ACM] 2026-4-6 | Learner-Customized Algorithm Visualization Using Generative AI
[NO] 318/1000 | Retraction Notice: A Review of Machine Learning Techniques for Breast Cancer Diagnosis in Medical Applications
[NO] 319/1000 | IEEE Awards
[NO] 320/1000 | Improved Classification Accuracy of Convolutional Neural Networks with Connected Layers for Electroencephalogram Data
[NO] 321/1000 | Algorithm Design and Regret Analysis for Aggregative Optimization in Open Multi-Agent Systems
[NO] 322/1000 | Hybrid GNN-Centric Architectures for AI-Native 6G Wireless Networks: A Comprehensive Survey
[NO] 323/1000 | Hierarchical Gradient Preserved Network for High Resolution Hyperspectral Fusion Imaging_supp1-3680385.pdf
[NO] 324/1000 | Personalized Vehicular Health Diagnosis via Large Language Model
[NO] 325/1000 | Continuous-Space Multi-Agent Path Finding via Enhanced Prioritized Search with Ackermann Kinematic Constraints
[NO] 326/1000 | Toward Functional Testing of Autonomous Ships: A Structured Survey With a Hybrid Virtual-Real Implementation Framework
[NO] 327/1000 | Modelling Different Penetration Rates of Automated Eco-Driving Electric Vehicles in an Urban Area
[NO] 328/1000 | Stabilization of G-Stochastic Complex Networks via Asynchronous Hierarchical-Triggered Intermittent Control
[YES] 329/1000 | Open Source Knowledge Automated Reviewer (OSKAR)
[NO] 330/1000 | Robust Adaptive Algorithms for High-Fidelity Next-Generation Video Streaming
[NO] 331/1000 | Comparing Independent and Centralized Multi-Agent Learning for District Energy Systems
[NO] 332/1000 | Methodology for Evaluating the Occurrence, Multiplication, and Spread of Errors in Artificial Intelligence Models
[NO] 333/1000 | Full-Scale 3D Models for Training in Rhinoscopic Interventions
[NO] 334/1000 | BFX: An Interpretable Statistical Tool for Anomaly-Oriented Examination of BGP Features
[NO] 335/1000 | Quantum compressed sensing tomographic reconstruction algorithm
[NO] 336/1000 | Characterization of Patterned Self-Assembled Electrets for Vibrational Energy Harvesters
[NO] 337/1000 | Disturbance-Observer-Based Sliding Mode Controller for Physical Human-Robot Interaction in Multi-Joint Exoskeleton Robots
[NO] 338/1000 | Through a Glass Darkly [Turnstile]
[NO] 339/1000 | Efficiency-aware Federated Learning for Image Classification via Model Adaptation
[NO] 340/1000 | Full W-Band HDI Antenna-in-Package Array Based on a Coplanar Magnetoelectric Dipole
[NO] 341/1000 | Retraction Notice: Implication Centered Learning Mechanism for Exploring Analysis of Variance by Means of Linear Regression in Artificial Neural Networks
[NO] 342/1000 | Retraction Notice: A Reflection of Driver Drowsiness Detection Techniques
[NO] 343/1000 | Improving the Dynamics of a Lifting Mechanism Based on Fuzzy Control Approaches
[NO] 344/1000 | Retraction Notice: An Overview of the Challenges and Applications towards Web Mining
[NO] 345/1000 | The Impact of Stress on Cognitive Performance in University Students: EEG-Based Study
[NO] 346/1000 | Retraction Notice: Advances in Vision based Lane Detection Algorithm Based on Reliable Lane Markings
[NO] 347/1000 | Designing an Adaptive Color Morphology Operator for Exudates and Microaneurysms Detection in Color Fundus Images
[NO] 348/1000 | A Hybrid Model for Enhancing 3D Medical Image Segmentation with Self-Attention Volumetric Transformer and Convolutional Neural Network
[NO] 349/1000 | AI-Assisted Semiotic Analysis of the Cultural Absence of the Zulfikar Sword in Chinese Islamic Visual Culture
[NO] 350/1000 | Continuous representation of tactile information by an unsupervised liquid state machine_supp1-3680544.pdf
[NO] 351/1000 | RISE: Resource-Efficient RFID Security Protocol in IoT with S-Box and Elliptic Curve Cryptography
[NO] 352/1000 | <i>NaviGate</i>
                    app: a Digital Catalyst Supporting Coordination in a Smart Port Ecosystem
[NO] 353/1000 | FAR-RIO: A Fast and Robust Radar-Inertial Odometry with Isotropic Uncertainty Model and Dual-Observation Update Pipeline
[NO] 354/1000 | A High Efficiency Asymmetric Three-Level Buck–Boost Converter for Battery Charging Applications
[NO] 355/1000 | VMD and Gramian Angular Field Empowered CNN for Drone RF Signal Recognition
[NO] 356/1000 | Nematic Liquid Crystal-Embedded Optical Fiber Cryogenic Temperature Sensor Amplified by Vernier Effect
[YES] 357/1000 | Making Sense of AI Agents Hype: Adoption, Architectures, and Takeaways from Practitioners
[NO] 358/1000 | XR Intergenerational Exergaming: Exploring the Complementary Roles of VR, MR, and Environmental Context
[NO] 359/1000 | <i>InverseDraping:</i>
                    Recovering Sewing Patterns from 3D Garment Surfaces via BoxMesh Bridging
[NO] 360/1000 | DREMnet: An Interpretable Denoising Framework for Semi-Airborne Transient Electromagnetic Signal
[NO] 361/1000 | Retraction Notice: Distinguishing Reviews Through Sentiment Analysis Using Machine Learning Techniques
[NO] 362/1000 | Data-Driven Control of Continuous-Time LTI Systems via Non-Minimal Realizations
[NO] 363/1000 | GestureSync: Low-Latency Hand Gesture Control for Real-Time Audiovisual Performance
[NO] 364/1000 | Intelligent Computational Model for QoS-Aware Traffic Engineering Queues
[NO] 365/1000 | TCSET 2026 Committees
[NO] 366/1000 | HarassGuard: Detecting Harassment Behaviors in Social Virtual Reality with Vision-Language Models_supp1-3680723.pdf
[NO] 367/1000 | SkyFind: A Large-Scale Benchmark Unveiling Referring Expression Comprehension for UAV
[NO] 368/1000 | Reinforcement Learning-Based Parameter Optimization for Multi-Material Cloth Simulation
[NO] 369/1000 | Methods for Over-the-Air Detection and Digital Processing of Wireless Analog Video Signals Using a Microcontroller with Built-in ADC
[NO] 370/1000 | Context-Aware Computational Model for Adaptive Big Data Processing Pipelines
[NO] 371/1000 | Method of Resource-Optimised Selective Video Encryption using U-Net Semantic Segmentation
[NO] 372/1000 | AI-Integrated Gamified Learning Media for Enhancing Chinese Pronunciation: A Design and Implementation Study
[NO] 373/1000 | Spectral And Photovoltaic Analysis Of InAgS Quantum Dot-Based Ternary Solar Cells: A Comparison With Standard P3HT:C70 Systems
[NO] 374/1000 | On the Competition of Modes in a Magnetron with Significant Role of Space Charge
[NO] 375/1000 | The Impact of Employee Compensation, Benefits, and Reward Programs on Retention and Productivity in the Hotel Industry in Thailand
[NO] 376/1000 | Probabilistic inversion of airborne electromagnetic data using conditional variational autoencoder: Yellowstone case study
[NO] 377/1000 | Global Token Dictionary Augmented Patch Transformer for Hyperspectral Image Reconstruction
[NO] 378/1000 | Instantaneous State InSAR: Estimation and Prediction for Near Real-Time Displacement Monitoring
[NO] 379/1000 | Retraction Notice: Integration between wireless sensor and cloud
[NO] 380/1000 | Retraction Notice: Indiscriminate assortment navigation methods for secure statistics transmission in wireless sensor networks
[NO] 381/1000 | Meta-Path Propagation Profiles with Machine Learning for Accurate Drug-Disease Prediction
[NO] 382/1000 | Verifiable Multi-user Dynamic Searchable Symmetric Encryption with Forward and Backward Privacy Feasible for Cloud Storage
[NO] 383/1000 | Low Common-Mode Noise Driver Design With Parasitic Parameter Extraction of Current-Mode Logic Driver
[NO] 384/1000 | Retraction Notice: Information Measure Computation and its Impact in MI COCO Dataset
[NO] 385/1000 | UAV-RIS-Assisted Covert ISCC System for Near-Field Low-Latency Scenarios: System Design and Performance Analysis
[NO] 386/1000 | Automatic Depression Level Prediction Based on Facial Video With Emotional Cues Using a Hybrid Machine Learning Framework
[NO] 387/1000 | Tunnel-Guided Assist-as-Needed Control for Hand Pre-Shaping: Development and Validation in Healthy Participants
[NO] 388/1000 | Evaluation of Metallic Interference in Electromagnetic Tracker for Handheld Robotics
[NO] 389/1000 | Implantable Multiband Antennas for Future Wireless Brain Health Devices: Review on Design Approaches and Recent Developments [Bioelectromagnetics]
[NO] 390/1000 | Frame-Wise Optimized Range Gate Pull-Off Jamming Strategy via Action Masking Reinforcement Learning
[NO] 391/1000 | Table of Contents
[NO] 392/1000 | Preisach-Deep Learning Hybrid Approach for Hysteresis-Nonlinear Dynamic Identification of a 2-DoF Force Feedback Mechanism Using MR Fluid Actuators
[NO] 393/1000 | Blinded by the Beam: A Unified Real-Time Defense Against Laser-Based Attacks on Navigational Perception of Autonomous Vehicles
[NO] 394/1000 | RV-DroneEye: Unity-based framework for a Synthetic dataset for robust UAV recognition
[NO] 395/1000 | A Lightweight Framework With Pruning and Knowledge Distillation for Ship Detection in SAR Images
[NO] 396/1000 | A Double-Stage Detail Enhancement Framework for Small Object Detection in High Spatial Resolution Remote Sensing Images
[NO] 397/1000 | Rapid Multipoint Gas Sensing Using a Silicon-Photonic-Integrated Widely-Tunable Narrow-Linewidth Laser by FMCW Interferometry
[NO] 398/1000 | Large Language Model-based Smart Agents for Attack-Defense Game on Cyber-Physical Power Systems
[NO] 399/1000 | Validation of Real-Time Text (RTT) over IMS Functionalities A Case Study in a Telecommunications Laboratory Environment to Ensure Software Quality
[NO] 400/1000 | JNTD-DS: A Benchmark Dataset for Just Noticeable frame rate-based Temporal Difference in Perceptual Video Coding
[NO] 401/1000 | Real-time hybrid DAS/F-DMAS block-wise beamforming in imaging systems with 2-D matrix arrays and embedded microbeamformers
[NO] 402/1000 | Updating Arc-Flash Analysis for Offshore Platform to IEEE Std 1584
                    <sup>TM</sup>
                    -2018
[NO] 403/1000 | Role of Hydrogen on the ITO/Ag Contact Resistance for Low-Temperature Screen-Printing Metallization of Pero/Si Tandems
[NO] 404/1000 | SPCS-RSNet: Shape Perception and Context Synergy for Lightweight Remote Sensing Object Detection
[NO] 405/1000 | Defense Surface Enhancement Control for Capturing a Superior Evader in Reach-Avoid Games With Incomplete Information
[NO] 406/1000 | FFGSM: A Novel Fuzzy Logic-Based FGSM Attack for Deep Neural Networks Vulnerability Assessment
[NO] 407/1000 | Joint Power Allocation and Performance Analysis for NOMA-Based Communication-Radar Co-Existence Systems
[NO] 408/1000 | ESHIC: Efficient Learning-Based Scalable HDR Compression with Hybrid Structural-Tonal Prior Modeling
[NO] 409/1000 | Interval Type-2 Fuzzy-Based Dynamic Event-Triggered Distributed Control for Multiarea Power Systems Against Hybrid Attacks
[NO] 410/1000 | Author Index
[NO] 411/1000 | A Cyclic Shift Chirp Modulation Scheme for Analog Message with Simplified PPM Demodulation
[NO] 412/1000 | Implementation of Accuracy Improvement Methods for Sensory Data Measurements in Embedded Systems
[NO] 413/1000 | Expert System for Coin Condition Assessment Using Interval Type-2 Fuzzy Sets
[NO] 414/1000 | Retraction Notice: A Model based on Embedded Artificial Intelligence for Retail Industry
[NO] 415/1000 | Unhealthy OCT Image Detection Using Machine Learning Based on Line Profile Features
[NO] 416/1000 | Development of a Natural Language Processing Model for Mental Health Risk Assessment
[NO] 417/1000 | Investigating Psychosocial Risk Factors in the Workplace: A Systematic Review
[NO] 418/1000 | Cloud Resource Allocation Framework using Machine Learning
[NO] 419/1000 | 4D BIM-Driven Framework for Automated Construction Progress Monitoring Using MCP-Enabled LLM
[NO] 420/1000 | ESM-YOLO: A Visual-Based Monitoring and Prediction System for Growth Stages of Edible Fungi
[NO] 421/1000 | ISM: Intelligent Multi-Path Scheduler for Multi-Camera Networked Systems
[NO] 422/1000 | VIDEA-Dublin Dataset: 8K 60FPS Video Sequences for Analysis and Development
[NO] 423/1000 | Optimal I-PD and I-TD Controllers Design for Vehicle Cruise Control System Using Whale Optimization Algorithm
[NO] 424/1000 | Interactive Word-Cloud-Based Learning Approach to Enhance Chinese Vocabulary Learning in Primary Students
[NO] 425/1000 | Sustainability and Monetization Approaches in EU Digital Innovation Hubs and EU Excellence Hubs
[NO] 426/1000 | Retraction Notice: A Machine Learning Approach for Adversarial Attack Detection and Mitigation in Cybersecurity
[NO] 427/1000 | Quasi Colored Noise Models And Their Amplitude Distributions
[NO] 428/1000 | Design and Development of the Food Expiration Reminder Application Based on the Theory of Planned Behavior as an Innovative Solution to Reduce Food Waste
[NO] 429/1000 | A Conceptual ARP-Based Framework for DHCP IP Address Recovery in ICMP-Restricted Environments
[NO] 430/1000 | ILSMPA: An Iterated Local Search Marine Predators Algorithm for AUV Magnetic Calibration
[NO] 431/1000 | ChargeX: Exploring State and Rate Attacks in Electric Vehicle Charging Systems
[NO] 432/1000 | Manufacturers' Vertical Integration Strategies in Chain-to-Chain Competition with Downstream Risks and Upstream Innovation
[NO] 433/1000 | SemanticAction: a Semantic-Driven and Behavior-Aware Password Framework for Adaptive VR Authentication under Observation Attacks
[NO] 434/1000 | Retraction Notice: A Graphic Model, Simulators and Formal Evaluation of Protocols For Wireless Communication
[NO] 435/1000 | GVF-MPC Depth Control Framework Motivated by Restoring-Moment Mechanism Analysis for Bionic Robotic Fish
[NO] 436/1000 | FPGA IMPLEMENTATION of NLMS and VSLMS ALGORITHMS for UNDERWATER ACOUSTICS APPLICATIONS
[NO] 437/1000 | Federated Digital Twin with Spatio-Temporal Learning and Post-Quantum Security for Robust IIoT Anomaly Detection
[NO] 438/1000 | FUSION Dialogue System for Fuzzy Rule Matching
[NO] 439/1000 | Semantic Image Synthesis via Diffusion Models
[NO] 440/1000 | Table of Contents
[NO] 441/1000 | A Novel Adaptive TSCH-MAC Protocol for Industrial IoT: Enhancing Efficiency via Topology, Trust, and Data Diversity
[NO] 442/1000 | Autonomous Robotic Liver Ultrasound via Vision-Guided Initialization and Imitation Learning
[NO] 443/1000 | Energy-Efficient Task Orchestration in the Edge-Cloud Continuum Using Deep Reinforcement and Federated Learning for Sustainable IOT
[NO] 444/1000 | Table of Contents
[NO] 445/1000 | Robust Adversarial Patch for Object Detection Using Self-Similarity for Multiscale Attacks
[NO] 446/1000 | Enhanced Privacy-Preserving Protocol Based on Novel Triangular Matrix Blinding Technique for Matrix Inversion Computation
[NO] 447/1000 | FedVSR: Towards Model-Agnostic Federated Learning in Video Super-Resolution
[NO] 448/1000 | Retraction Notice: Hyperspectral Information in Urban Areas Using Big Data and Machine Learning
[NO] 449/1000 | Retraction Notice: A Review on Power Generation Using Vertical Windmill
