[2026-07-29 22:59:31] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-28
正在获取论文...
[arXiv] 2026-07-28 | OmniQEC: discovering practical quantum error-correcting codes by an AI scientist
[IEEE] 2026-7-29 | Design of Japanese Automatic Recognition and Simultaneous Interpretation System Based on Improved YOLO Algorithm and CRNN Network
[IEEE] 2026-7-29 | IEEE Control Systems Society Information
[IEEE] 2026-7-29 | BrainDreamer: Reasoning-Coherent and Controllable Image Generation From EEG Brain Signals Via Language Guidance
[IEEE] 2026-7-29 | Lightweight CNN-transformer model for predicting batteries remaining useful life through electrochemical impedance spectroscopy
[IEEE] 2026-7-28 | QSMnet-INR: Single-Orientation Quantitative Susceptibility Mapping via Implicit Neural Representation in k-Space
[IEEE] 2026-7-29 | Diffusion Model based Preference-Guided Learning for Edge Server Placement_supp1-3716074.pdf
[IEEE] 2026-7-29 | Enhancing 300-GHz Transmission Performance Using Native-FSR Multi-Soliton Microcombs
[IEEE] 2026-7-29 | Redefining Quality for Reliability Engineering: From Stability to Adaptive Resilience
[IEEE] 2026-7-29 | Design and Development of an AI-Driven Safety Production Automation Early Warning System for Chemical Enterprises Based on Multimodal Data Fusion and Digital Twins
[IEEE] 2026-7-29 | Zero-Premise Genesis: Redefining Intrusion Detection—Is IDS Possible Without Any Prior Data?
[IEEE] 2026-7-29 | Application of Grammatical Dependency-Encoded Dual-Attention Transformers in ESP Engineering English Instruction
[IEEE] 2026-7-29 | Design and Implementation of an IoT and Sensor-Integrated Smart System for E- SUVs: Opportunities and Challenges for Distributors and Consumers
[IEEE] 2026-7-29 | Receiver G/T Analysis of Phased-Array-Fed Lens Systems
[IEEE] 2026-7-29 | Influential User Identification in Social Networks Based on Spark GraphX
共写入 1904 条记录，保存到 papers/paper2026-07-28.json。
论文获取成功，文件路径: papers/paper2026-07-28.json
正在筛选、翻译并发送邮件...
[YES] 1/1904 | OmniQEC: discovering practical quantum error-correcting codes by an AI scientist
[NO] 2/1904 | The Winding Number at the Critical Hölder Exponent 1/3: Failure of Universal Fourier Summation
[NO] 3/1904 | Calibration of scintillator-based X-ray detectors for broadband laser-driven X-ray radiation
[NO] 4/1904 | Mori-Zwanzig formalism: An existence proof for weak solutions of the orthogonal dynamics equation
[NO] 5/1904 | WarmTuner: Program-Specific Warm Starts for Compiler Autotuning via Offline-to-Online Reinforcement Learning
[NO] 6/1904 | Shear interaction and acceleration of a corotating stream detected by Parker Solar Probe
[NO] 7/1904 | Hypothesis-Driven Shelf Generation for Personalised Recommendation
[NO] 8/1904 | Ly$α$ Escape in JWST/NIRCam F430M-Selected H$α$ Emitters at $z\simeq5.5$
[NO] 9/1904 | HI Depletion Begins Well Beyond the Virial Radius: A FAST Stacking Study of 36 Galaxy Clusters to 5R200
[NO] 10/1904 | High-Frequency Magnetohydrodynamic Waves with Substantial Energy in the Solar Polar Corona
[NO] 11/1904 | SpectONet: A Physics-Guided Spectral Deep Operator Network for Euler-Bernoulli Beam Dynamics
[NO] 12/1904 | Tripody: An Overconstrained 3-SPR-like Parallel Robot for High-Reach Construction Tasks
[NO] 13/1904 | A Hierarchical Optimisation Framework for Integrated Electric-Hydrogen-Transport Systems
[NO] 14/1904 | Multi-Sensor Alignment for Weather Simulations
[NO] 15/1904 | From Markovian actions to Anosov flows
[NO] 16/1904 | Projective Ore-Degree Conditions for Intersection Theorems in Vector Spaces
[NO] 17/1904 | Ferroelectricity and antiferroelectricity in the BaS-PbS system with the rocksalt structure
[NO] 18/1904 | Evaluation of forced alignment of code-mixed speech: the case of Hindi-English
[NO] 19/1904 | Establishing a national masters programme in high-energy physics: lessons from a Romanian case study
[NO] 20/1904 | Growth gaps and exponential genericity in acylindrically hyperbolic groups
[NO] 21/1904 | Few-Shot Open-Vocabulary Remote Sensing Segmentation via Textual Inversion
[NO] 22/1904 | Joint Channel Estimation and Data Detection for Multi-LEO-Satellite Cell-Free OTFS Uplinks
[NO] 23/1904 | Sublinear projection tracking in acylindrically hyperbolic groups
[NO] 24/1904 | The Influence of Dust Composition on Accretion Outbursts
[NO] 25/1904 | From real polymers to random graphs: percolation thresholds in associative polymer solutions
[NO] 26/1904 | Multi-Scale Structural Features for Continual, Comprehensible Visual Recognition in a Developmental Learning Framework
[NO] 27/1904 | Error Estimates for a Linear Fully-Discrete Finite Element Method for the Ferromagnetic Magnetohydrodynamical Model
[NO] 28/1904 | A Causality-aware Infer-diagnose-refine Framework for Test-time Modality Adaptation in VLA Models
[NO] 29/1904 | Chemistry of Dark Molecular Clouds
[NO] 30/1904 | Group Equivariant Diffusion for Anomaly Detection in Computational Cytology
[NO] 31/1904 | Anti-Backdoor Coreset Selection via Cumulative Entropy
[NO] 32/1904 | Beyond Prefill-Decode Disaggregation: Dissecting LLM Inference for Heterogeneous Platforms via Dynamic Operator Scheduling
[NO] 33/1904 | Automated Numerical Stability Analysis of Deep Learning Operators
[NO] 34/1904 | Quantum Speedups for Stochastic Optimization with Heavy-Tailed Noise
[NO] 35/1904 | CoTinyVLA: Chain-of-Thought Distillation for a Sub-Billion-Parameter Vision-Language-Action Model
[NO] 36/1904 | Photon Gas Thermodynamics in Doubly Special Relativity at the Planck Scale
[NO] 37/1904 | Algorithm-Driven Information Similarity and Collective Action: An Experimental Study
[NO] 38/1904 | Initial algebras from constructive ordinals
[NO] 39/1904 | Reading Legends on Ancient Coins: An Object Detection Approach for Character Recognition on a Novel Roman Republican Dataset
[NO] 40/1904 | Memory Effect for deformed gravitational waves
[NO] 41/1904 | CoRenew: A large language model agent-based policy simulation platform for multifamily residential redevelopment
[NO] 42/1904 | Quantum estimates for classical polynomial optimization
[NO] 43/1904 | On an asymmetric additive energy inequality
[NO] 44/1904 | Robust Unsupervised Network Intrusion Detection via Federated Learning with Selective Aggregation under Anomalous Sample Contamination
[NO] 45/1904 | On the Cost of Entrainment in Protein Translation
[NO] 46/1904 | SafeStats: Efficient 2PC Protocols for Data Statistic-Related Functions
[NO] 47/1904 | Salient Knowledge Pathways: Sparse Cross-Modal Routing for Efficient Knowledge-Intensive Multimodal Question Answering
[NO] 48/1904 | A Hierarchical Stochastic Model Predictive Control Framework for Integrated Request-aware Charge Scheduling and Service Allocation
[YES] 49/1904 | A Control System, a Dataset, and a Recipe for Making Frozen LLM Agents Learn a Domain
[NO] 50/1904 | A minimally nonperfectly divisible graph with a bisimplicial vertex
[NO] 51/1904 | Polaris: a flexible stellarator demonstration experiment with simple modular coils
[NO] 52/1904 | Extreme values of quadratic Dirichlet $L$-functions with prime-related moduli
[NO] 53/1904 | Raikov Remainders of Quotients by Raikov-Complete Almost Metrizable Normal Subgroups
[YES] 54/1904 | COVENANT: Natural-Language Workflow Compilation for Aligned Agent Execution
[NO] 55/1904 | Decompose and Reorganize: Planning with Primitives and Visuomotor Policies Learned from Demonstrations
[NO] 56/1904 | Noise-Free One-Step LoRA for Task-Driven Image Restoration with Diffusion Priors
[NO] 57/1904 | Reciprocal theorem for ion-releasing colloidal particles
[NO] 58/1904 | Validation of methods to estimate the uncertainty of buildings energy savings in a controlled numerical setting and Bayesian energy signature with autocorrelated errors
[NO] 59/1904 | CW-Ghost: Search-Free Granularity Selection for Helper-Thread Prefetching via Capacity Windows
[NO] 60/1904 | Relaxation of quenched structural glasses: descent in a stiffening caging potential over inflection-point 'speed bumps'
[NO] 61/1904 | How Likely and How Deep? Sharp Joint Bounds on Risk-Neutral Crash Probability and Conditional Depth from Option Bid-Ask Quotes
[NO] 62/1904 | Extracting Voice Styles from Frozen TTS Models via Gradient-Based Inverse Optimization
[NO] 63/1904 | Detecting quantum phase transitions via shallow variational quantum circuits
[NO] 64/1904 | An Interaction Sensitivity Framework in Perturbation Space for the Converter-Driven Stability of Power Systems
[NO] 65/1904 | $\mathrm{SL}(2,\mathbb{Z})$ Theta Subgroup Structure of Maxwell theory in the Lattice Villain Hamiltonian Formulation
[NO] 66/1904 | Belief-Aware Influence and Trust (BAIT): Shaping Human Belief During Repeated Human-Robot Interaction
[NO] 67/1904 | Passive wearable physiology tracks a state-level material-hardship gradient in resting heart rate
[NO] 68/1904 | Hybrid Analysis for Secure MCP Tool Use in LLM Agents
[NO] 69/1904 | Instruction-Tuned Language Models Cannot Sample from Distributions They Can Describe
[NO] 70/1904 | When Does Deep Representation Learning Help Single-Cell Clustering? A Sensitivity-Aware Diagnostic Benchmark for Biomedical AI Pipelines
[NO] 71/1904 | Self-Supervised Audio Representation Learning for Pediatric Asthma Detection in Emergency Care Using Digital Stethoscope Recordings
[YES] 72/1904 | ContractHIL-HLS: Contract-Aligned Multi-Agent Workflow with Hardware-in-the-Loop Feedback for HLS Design
[NO] 73/1904 | Proper Hat-Guessing on Two-Spine Book Graphs
[NO] 74/1904 | HeAD-CP: Heterophily-Aware Diffused Conformal Prediction Sets for Graph Neural Networks
[NO] 75/1904 | Robust Hedging Valuation Adjustment for Deep Hedging Policies under Market Frictions
[NO] 76/1904 | The User Asks, Platforms Compete: How Agentic Recommendation Markets Take Shape
[NO] 77/1904 | Proximal Gradient Methods for Unconstrained Set Optimization Problems with Set-Valued Maps of Finite Cardinality
[NO] 78/1904 | Prediction of experimental excited-state absorption spectra by using vibronic transition calculations: Its practical application to a π-conjugated molecule
[NO] 79/1904 | Structured High-Angular-Momentum Coulomb Tensors from Real and Complex Solid-Harmonic Integral Engines: A Perspective
[NO] 80/1904 | From Compressing Complexity to Accommodating Complexity: How AI Transforms Standardization and Individualization
[NO] 81/1904 | Optimization of the directed spanning trees using the weighted matroid intersection algorithm
[NO] 82/1904 | Diagonal cycles on Shtukas and the adjoint $L$-function
[NO] 83/1904 | Beyond Single-Episode Optimization: Sliding-Window Aware Generative Auto-Bidding for Long-Term Advertising Effectiveness
[NO] 84/1904 | Neurai-VN Benchmark: Standardized Machine Learning Models for Multimodal Digital Phenotyping in Mental Health Classification
[NO] 85/1904 | Isolating Scheme Dependence of Quasi-PDFs in the RI/MOM Scheme
[NO] 86/1904 | Interpretable Column Annotation with LLM-Symbolized Decision Process Materialization
[NO] 87/1904 | Preprints Without Curation Are Increasingly Cited by Journals
[NO] 88/1904 | Leveraging Semantic Maps for City-Scale Cross-View Localization
[NO] 89/1904 | Everything is a Spin: The Secret Lives of SU(2)
[NO] 90/1904 | VaLiDRec: Variable-Length LLM-Aligned Semantic IDs for Generative Recommendation
[NO] 91/1904 | Monodromy, Hidden Conformal Symmetry and Soft Hair in Kerr-MOG Black Hole
[NO] 92/1904 | Lloyd's $K$-Means Clustering Algorithm Is Frank-Wolfe in Disguise
[NO] 93/1904 | Heavy Jet Mass in Hadronic Higgs Decays
[NO] 94/1904 | TabRank: Chain-of-Thought Distillation for Table Re-Rankers
[NO] 95/1904 | Bekko Embedding: Parameter-Efficient Multilingual Retrieval with Ultra-Compact Encoders
[NO] 96/1904 | OrganLens: Organ-Specific Representation Learning for CT Foundation Models
[NO] 97/1904 | On the Irreducibility of the Differential Operators Associated to Random Walks in the Standard Euclidean Lattice
[NO] 98/1904 | Statistical structure of canonical kinetic equilibrium with sheared flow
[NO] 99/1904 | Synergistic Role of Electron and Photon Dose in Stepwise Laser-Induced Complete Deoxygenation of Graphene Oxide Revealed by In-situ TEM
[NO] 100/1904 | Multi-Dimensional Entropy for Vibration Measurement Data Quality Assessment and Erroneous Signal Identification in Wind Turbines
[NO] 101/1904 | Perspective Central Triangles Formed from a Triangle and a Transversal
[NO] 102/1904 | Optimization with Dynamic Constraint Learning (DCL)
[NO] 103/1904 | Counterfactual Quantum Sensing: What Interaction-Free Measurement Can and Cannot Buy
[NO] 104/1904 | Tracing Obscured AGN Contribution and Number Fraction Across 0 < z < 6 with JWST
[NO] 105/1904 | Combinatorial Yamabe flow on infinitely triangulated hyperbolic surfaces
[NO] 106/1904 | First-Principles Wannier Representation of Proximity Effects
[NO] 107/1904 | Antichiral hinge states in a higher-order photonic nodal ring semimetal
[NO] 108/1904 | From Deterministic to Generative Deep Learning for Urban Air Quality Reconstruction from Sparse Observations
[NO] 109/1904 | Mimicking diffusion processes with differential equations
[NO] 110/1904 | On t-colorable k-plane drawings
[NO] 111/1904 | Rashomon Alignment
[NO] 112/1904 | Open-ended innovation in zero-sum games
[NO] 113/1904 | Relative hybridization textures as local coordinates for band geometry and topology
[NO] 114/1904 | Bilinear Koopman-Based Robust Model Predictive Control for Unknown Nonlinear Systems via Contraction Metrics
[NO] 115/1904 | OrchBench: Evaluating Multi-Agent Orchestration Plans in Isolation via Deterministic Simulation
[NO] 116/1904 | Instruction-based Image Editing: A Survey on Data, Models, Evaluation, and Applications
[NO] 117/1904 | OmniPhys: Knowledge-Graph-Driven Benchmarking and Collective Optimization for Physical Commonsense in Text-to-Image Generation
[NO] 118/1904 | Coherent control of subradiant excitations in atomic rings
[NO] 119/1904 | A Lusin theorem for nonlocal gradients
[NO] 120/1904 | Omnibus Goodness-of-Fit Testing for Distributions on Stiefel Manifolds
[NO] 121/1904 | Stealthy point processes and lattice induction
[NO] 122/1904 | Large Language Model for Operations Research Formulation Selection in Multi-Warehouse Inventory Allocation
[NO] 123/1904 | Length-Constrained Network Design in Planar Digraphs
[NO] 124/1904 | Gromov-Hausdorff Limits of Noncollapsed Kähler-Ricci Flows and the Geometry of Ricci Shrinkers
[NO] 125/1904 | QuickGWecc: Fast Bayesian pipeline for searching eccentric binaries in pulsar timing array data
[NO] 126/1904 | Recent progress in graph theory using expansion
[NO] 127/1904 | Photonuclear Neutron Production in OpenMC: Verification Against MCNPX, FLUKA, and a First-Collision Analytical Solution
[NO] 128/1904 | Iterate Wronskians over $\mathbb{R}^d$ as $N$-ary brackets on $\mathbb{R}[x^1,\ldots,x^d]$: the $N$-bonacci numbers bound the highest total degrees
[NO] 129/1904 | Path integral approach to the truncated Wigner approximation of driven-dissipative spins
[NO] 130/1904 | Testing Microbiome Community Differences in High Dimensions: A Bootstrap Approach for Compositional Data
[NO] 131/1904 | Probing Lepton-Flavor-Violating Four-Lepton Operators at a Muon Collider
[NO] 132/1904 | UniMem: Complementary Episodic-to-Parametric Memory for Boundary-Agnostic Task Streams
[NO] 133/1904 | Instruction-Tuned Models Locally Reuse Human Syntax More Than Humans Do
[NO] 134/1904 | MAC-Gyver: Open, Programmable, Scheduling for AI-RAN 6G Systems
[YES] 135/1904 | RepoReasoner: Evaluating Repository-Level Code Reasoning Ability of Long-Context Language Models
[NO] 136/1904 | Carrier ideals, tail obstructions, and remainder traces for ladder-system spaces
[NO] 137/1904 | E-MagDiP: Electro-Magnetic based Differential Privacy for EEG based Community Sensing
[NO] 138/1904 | An Investigation into the Effect of Mobile Ions on the Steady State Performance of Perovskite Solar Cells
[NO] 139/1904 | Orbital Motion and History of Sungrazing Comet C/2026 A1 (MAPS)
[NO] 140/1904 | Probing the limits on anomalous quartic gauge couplings via $ZZγ$ production in the $\ell\ellννγ$ channel at FCC-hh
[NO] 141/1904 | Solution of Erdős problem $\# 443$
[NO] 142/1904 | Constructing two completely independent spanning trees in the dual-cube
[NO] 143/1904 | A systematic assessment of the short-term X-ray behaviour of the $γ$ Cas analogues
[NO] 144/1904 | AnnoBench: A Benchmark for Visualization Annotation Generation
[NO] 145/1904 | $d$-Translated Unit Sensitive Primes
[NO] 146/1904 | Intersection Cohomology of Igusa Stacks
[NO] 147/1904 | CONQuER: Hardware-Aware Mixed-Precision Quantisation with Online-Calibrated Surrogates
[NO] 148/1904 | Data Assimilation for Chemical Reaction Networks and Population Models via a Tunable Observer
