[2026-06-30 23:13:04] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-29
正在获取论文...
[arXiv] 2026-06-29 | Real-Time Underwater Image Enhancement via Frequency-Guided Dual-Path Attention
[NO] 510/1986 | Consistency as Inductive Bias: Learning Cross-View Invariance for Robust Multimodal Reasoning
[NO] 511/1986 | Infrared Safety from ZX-Diagrams: A Categorical Proof of Soft-QED as Open Quantum System
[NO] 512/1986 | Optical Appearances of Accreting Ellis-Bronnikov Wormholes Observed from Both Sides of Throats
[NO] 513/1986 | Discounted Expected Utility: A Revealed Preference Analysis
[NO] 514/1986 | Strong Embeddings of Regular Graphs with Prescribed Automorphism Groups
[NO] 515/1986 | Ferron Hall effect: Transverse accumulation of polarization driven by thermal gradients in ferroelectrics
[NO] 516/1986 | GoodDiffusion: Proactive Copyright Protection for Diffusion Bridge Models via Learnable Sample-specific Signatures
[NO] 517/1986 | Multi-UAV Formation Cooperative Obstacle Avoidance and Adaptive Shape Deformation Control in Complex Environments Based on BI-APF-RRT and Affine Transformation
[NO] 518/1986 | Two-pile and three-pile games of a new variant of Nim known as Halve Nim
[NO] 519/1986 | MyGO-Splat: Multi-Objective Closed-Loop Geometric Feedback for RGB-Only Gaussian SLAM
[NO] 520/1986 | All-optical Synchronization of Breather Solitons in a Kerr Microresonator
[NO] 521/1986 | How Far Do On-Prem Open LLMs Get on Text-to-SQL? A Cross-Family Size x Technique Frontier on BIRD
[NO] 522/1986 | Topological Complexity and Finite Domination
[NO] 523/1986 | A Diagnostic Framework and Multi-Evaluator Audit of Evaluator-Driven Preference Dynamics in Self-Adapting LLM Agents
[NO] 524/1986 | SEVA: Self-Evolving Verification Agent with Process Reward for Fact Attribution
[NO] 525/1986 | MF-UAVPose6D: A Model-Free Monocular 6-DoF Pose Estimation Framework for Fixed-Wing UAVs
[NO] 526/1986 | Sharp hypercontractivity for free orthogonal quantum groups of Kac type
[NO] 527/1986 | Can MLLMs Critique Like Humans? Evaluating Open-Ended Aesthetic Reasoning in Multimodal Large Language Models
[NO] 528/1986 | PoseShield: Neural Collision Fields for Human Self-Collision Resolution
[NO] 529/1986 | Deuterated water and the formation of the satellites of Uranus
[NO] 530/1986 | Understanding Color Confinement through Quantum Reference Frames and Relational Observables
[NO] 531/1986 | TOI-6884b: A low-mass brown dwarf transiting a slightly evolved star
[NO] 532/1986 | VLK: Learning Humanoid Loco-Manipulation from Synthetic Interactions in Reconstructed Scenes
[NO] 533/1986 | Testing the prevalence of hydrogen-silicate miscibility in young sub-Neptunes
[NO] 534/1986 | On soliton clusters and collision blow up for the $L^2$-critical Hartree equation
[NO] 535/1986 | Cavity-mediated probabilistic magic $T$-gate injection
[NO] 536/1986 | When and Which Sensor to Observe? Timely Tracking of a Joint Markov Source
[NO] 537/1986 | Nearly-uniform degree distributions in spanning subgraphs
[NO] 538/1986 | MESA: Prioritizing Vulnerable Communication Channels for Securing Multi-Agent Systems
[NO] 539/1986 | Learning from Reliable Latent Prompts for Visual Recognition with Missing Modalities
[NO] 540/1986 | AI Premium
[NO] 541/1986 | The many-body Blaschke-Santaló type inequality via optimal transport
[NO] 542/1986 | MOAR Planner: Multi-Objective and Adaptive Risk-Aware Path Planning for Infrastructure Inspection with a UAV
[YES] 543/1986 | SWE-INTERACT: Reimagining SWE Benchmarks as User-Driven Long-Horizon Coding Sessions
[NO] 544/1986 | Data Replication Meets Function Scheduling in the Edge-Cloud Continuum
[NO] 545/1986 | Poller: Are LLMs Suitable for Evaluating the Poetry Understanding Task?
[NO] 546/1986 | Linguistic Firewall: Geometry as Defense in Multi-Agent Systems Routing
[NO] 547/1986 | Training Vision-Language-Action Models with Dense Embodied Chain-of-Thought Supervision
[NO] 548/1986 | SIGMA: Saliency-Guided Sparse Mask Attacks for Speech Emotion Recognition
[NO] 549/1986 | TRACE: Temporal Relationship-Aware Conversational Entrainment Detection in Dyadic Speech
[NO] 550/1986 | Finite-size effects in Schulz-Shastry-Luttinger models for determining anyonic signatures in 1d spin chains
[NO] 551/1986 | Learning from Mistakes: Rollout-Retrieval Lifelong Policy Learning for Autonomous Driving
[NO] 552/1986 | Orca: The World is in Your Mind
[NO] 553/1986 | Robust McKean--Vlasov Variational Systems with Asymmetric Loss Aversion: Well-Posedness, Stability, and Propagation of Chaos for the Forward and Regularized Backward Systems
[NO] 554/1986 | 3D Scene-Adaptive Trajectory-Controllable Human Image Animation with Camera Movement
[NO] 555/1986 | Two problems of Burr, Erd\H os, Graham, and Sós on maximal anti-Ramsey functions for $P_4$
[NO] 556/1986 | Rapid Hubble constant inference from GW170817 using GPU-accelerated nested sampling: prior sensitivity and the limits of post-hoc reweighting
[NO] 557/1986 | Scale-coupling from kirigami cuts controls emergent mechanics in liquid crystal elastomers
[NO] 558/1986 | GPU Parallelization Strategies for Forward and Backward Propagation in Shallow Neural Networks: A CUDA-Based Comparative Study
[NO] 559/1986 | Between Zeros and Ones: Behavioral Characterization Beyond Binary Labeling Across Public ICS Datasets
[NO] 560/1986 | Discovering the Kalman-Bucy-Koopman Filter
[NO] 561/1986 | Transport in extended Kitaev chain with time reversal symmetry breaking and long-range interaction
[NO] 562/1986 | An Alternative Framework for Irreducibility and Primitivity of Nonnegative Tensors
[NO] 563/1986 | "Why Put in This Much Effort?": How AI Availability Shapes Students' Motivation in Introductory Programming
[NO] 564/1986 | Ancestries in random $d$-DAGs
[NO] 565/1986 | Heat rectification through a quantum two-level system
[NO] 566/1986 | Internal-State Probes Read the Situation, Not the Action: Three Negative Results for Pre-Action Misalignment Monitoring
[NO] 567/1986 | On a Generalized Compartment Model for Ethanol Metabolism in the Human Body
[NO] 568/1986 | Computing sieve integrals using LattE, and the density of integers with a localized divisor
[NO] 569/1986 | Modulation theory formulation of atomic light-matter interaction
[NO] 570/1986 | Comment on the "New Rotating Black Hole in Electromagnetic Fields: Cosmological Horizon without Cosmological Constant''
[NO] 571/1986 | Analyzing Linearizability in Relativistic Distributed Systems
[NO] 572/1986 | Sloshing Motions in Abell 3571 Revealed by XRISM/Resolve Velocity Mapping
[NO] 573/1986 | Notes on constants for maxima of Rademacher averages
[NO] 574/1986 | SA-Homo: Scale Adaptive Homography Estimation for Scale Variation Scenarios
[NO] 575/1986 | Stress tensor field and mesoscopic stresses in the vertex model for tissues
[NO] 576/1986 | Convergence of the PML method for scattering problems in poroelastic media
[NO] 577/1986 | A Stochastic--Geometric Theory of Scaling Laws in Grokking
[NO] 578/1986 | A One-Variable Frame Construction For Irrational Components of Hilbert Schemes of Points
[NO] 579/1986 | RQP: Resource-Oriented Quantiser Pruning for Neural Networks on FPGAs
[NO] 580/1986 | OmniCoT: A Benchmark for Global and Multi-Step Panoramic Reasoning
[NO] 581/1986 | Positivity properties of observables in planar maximally supersymmetric Yang-Mills theory
[NO] 582/1986 | Distributional comparison for non-commutative infinitely divisible probability measures
[NO] 583/1986 | A Generalisation of the Concentration-of-Measure Phenomenon with Applications to Intersection Problems
[NO] 584/1986 | Attenuated Poisson Dirichlet approximations for divisibility configurations
[NO] 585/1986 | Infinite-Horizon Linear-Quadratic Difference Games with Coupled Affine Inequality Constraints: Open-Loop Generalized Nash Equilibria
[NO] 586/1986 | Value Functions of Separable Convex Integer Programs are Periodically Convex
[NO] 587/1986 | Phase-Altered Interleaved Randomized Benchmarking for Compiled Quantum Gates
[NO] 588/1986 | Thermodynamic Limits of Stochastic Chemical Reaction Networks with Phosphorylation
[NO] 589/1986 | Monopole triangle over integers
[NO] 590/1986 | Mandol: An Agglomerative Agent Memory System for Long-Term Conversations
[NO] 591/1986 | Invariant Gibbs measures and global dynamics for fractional cubic Schrödinger equations on the torus
[NO] 592/1986 | Poisson-shot-noise hybrid machines: efficiency and quasistatic divergence
[NO] 593/1986 | Provably Efficient Learning of Fermionic Correlations under Particle-Number Symmetry
[NO] 594/1986 | Holography and Kinematic Space for Gravitational Sub-regions in AdS
[NO] 595/1986 | Isospin-Driven Splitting of Chemical Potentials in Isobar Collisions from Lattice QCD
[NO] 596/1986 | Exact Signature Tail Asymptotics for Pure Rough Paths
[NO] 597/1986 | CogSENet: Blind Image Deblurring with Blur-Conditioned Semantic Routing and Explicit Frequency Fusion
[NO] 598/1986 | Efficient Eccentric Effective-One-Body Dynamics via Near-Identity Averaging Transformations
[NO] 599/1986 | Small complete 3-term progression free sets in cyclic groups and vector spaces
[NO] 600/1986 | Non-linear control variate in δf particle-in-cell methods using symplectic neural networks
[NO] 601/1986 | Enabling population studies on wind-driven Galactic binary systems
[NO] 602/1986 | Modal Extensions of CLoN with Bi-neighborhood Semantics
[NO] 603/1986 | Financial Resilience Evaluation: From Conditional Expectations to Dynamic Convex Risk Measures
[NO] 604/1986 | TACO: A Test and Check Framework for Robust Pose Graph Optimization
[NO] 605/1986 | Cross-Spectral Stereo Inertial Odometry
[NO] 606/1986 | Blueprint for a fault-tolerant compound photon-atom quantum architecture
[NO] 607/1986 | Optimal Posterior E-values with Non-Convex Parameter Sets with Applications to Voting Systems
[NO] 608/1986 | Towards in-the-wild Egocentric 3D Hand-Object Pose Estimation
[NO] 609/1986 | A positive ground state for a planar Choquard equation with mixed diffusion and critical exponential growth
[NO] 610/1986 | On the Perelman-Pukhov quotient of successive radii: better and asymptotically optimal bounds
[NO] 611/1986 | Size Dependence of the Sommerfeld Enhancement for Puffy Dark Matter
[NO] 612/1986 | Quantum (non)equivalence of dual massive $p$-form gauge theories
[NO] 613/1986 | Higher Order Convergence for the Sharp Interface Limit of 3D Navier--Stokes/Allen--Cahn Systems
[NO] 614/1986 | Charge sharing and alignment performance of bent ALPIDEs measured with low-energy protons
[NO] 615/1986 | Learning Cross-view Correspondences for Geo-localization on Planetary Surfaces
[NO] 616/1986 | Design Method of Quasi-Lumped Element Bandpass Filters Using Superconducting Coplanar Waveguide for Millimeter-Wave Multichroic Imaging
[NO] 617/1986 | Beyond Drug Discovery: The Nanotechnology Molecular Optimization (NMO) Benchmark
[NO] 618/1986 | Min-Max Construction of Anisotropic Minimal Surfaces with Genus Bound
[NO] 619/1986 | Comparing Chatbot Performance Enhanced with Persistent Homology
[NO] 620/1986 | Poisson bracket and $L_\infty$ algebras
[NO] 621/1986 | Learning the structure of open quantum systems
[NO] 622/1986 | Rethinking Generative Reconstruction Attacks against Graph Neural Network Models
[NO] 623/1986 | Adversarial robustness of a U-Net-based model observer for CT protocol optimization
[NO] 624/1986 | A Criteria of Weighted Homogeneity via Logarithmic Vector Fields
[NO] 625/1986 | Field-induced topological Hall effect and butterfly-shaped magnetoresistance in the centrosymmetric antiferromagnet EuAuAs
[NO] 626/1986 | Globular cluster formation with multiple stellar populations: A comprehensive overview of a star-cloud interaction scenario
[NO] 627/1986 | How LLMs See Creativity: Zero-Shot Scoring of Visual Creativity with Interpretable Reasoning
[NO] 628/1986 | Submission Responsibility Matters: Role-Aware Submission Quotas under Coauthorship
[NO] 629/1986 | Systematic study of the morphology and length of slow stable hybrid star branches
[NO] 630/1986 | Accelerating Q-learning through Efficient Value-Sharing across Actions
[NO] 631/1986 | Bayesian model comparison of type-I and type-II ultrafast demagnetization dynamics
[NO] 632/1986 | Cosmology with Intensity Mapping via Statistics Beyond the Power Spectrum in the SKAO Era
[NO] 633/1986 | Causal Inference Using Factor Models
[NO] 634/1986 | ESOFinder: an LLM-powered tool to help users navigate ESO documentation
[NO] 635/1986 | CFT Constraints on the Weak Gravity Conjecture
[NO] 636/1986 | Lagrangian correspondences of nonabelian Hodge type and shifted twistor structures
[NO] 637/1986 | Local-Minima-Preserving Continuous Relaxation of Ising Problems
[NO] 638/1986 | Toward an Energy-Optimized Operation of Data Centers Located in Wind Farms Using Reinforcement Learning
[NO] 639/1986 | A phase-field model for viscoelastic compressible tumor growth
[NO] 640/1986 | Characterizations of bipartite and Eulerian partial duals of orientable hypermaps
[NO] 641/1986 | A parsimonious structure model for the icosahedral quasicrystal Cd5.7Yb
[NO] 642/1986 | Specialisation and experience of research teams: Which matters more for the impact of their publications?
[NO] 643/1986 | Quadratic Spaces and Orthogonal Groups over semilocal Rings
[NO] 644/1986 | Notes on generative modeling: flow matching, diffusion, optimal transport and Schr{ö}dinger bridge
[NO] 645/1986 | Walking in the Implicit: Interactive World Exploration via Neural Scene Representation
[NO] 646/1986 | The Shape of Macroeconomic Beliefs
[NO] 647/1986 | The exact region between Chatterjee's $ξ$ and Blomqvist's $β$
[NO] 648/1986 | Measurement-Driven Learning-Based Beam Selection for Hybrid Beamforming at 26.5 GHz
[NO] 649/1986 | Monte Carlo Energy Aggregation for Mobile 3D Gaussian Splatting
[NO] 650/1986 | ASTEP confirmation of a pair of long-period Jupiter-sized planets with extremely low densities transiting TOI-791
[NO] 651/1986 | $L^p$-form of the KNRS conjecture
[NO] 652/1986 | Quantifying Realizable Flexibility Limits in Fast and Ultra-Fast EV Charging Using Real-World Data
[NO] 653/1986 | Strichartz Estimates for the Liouville Equation on Euclidean Tori and Applications to Kakeya
[NO] 654/1986 | Rendering Coherent Scattering via Quantum Collision Models
[NO] 655/1986 | Exploration and Online Transfer with Behavioral Foundation Models
[NO] 656/1986 | Non-thermal Sources from Stereoscopic Hard X-ray and Earth-based Microwave Observations in a Data-Constrained Magnetohydrodynamic Simulation
[NO] 657/1986 | Temporal modes of quantum states of light scattered by a two-level system
[NO] 658/1986 | CLIP: Lightweight Cosine-Law-Based Inverted-List Pruning for IVF-Based Vector Search
[NO] 659/1986 | Explainability-Aware Frustum Attack: Exposing Structural Vulnerabilities in LiDAR-Based 3D Object Detectors
[NO] 660/1986 | Fundamental Logic Through the Lens of Modality
[NO] 661/1986 | Finite-key security analysis of decoy-state QKD with source and detector imperfections
[NO] 662/1986 | Consistent transition model for Bi0.5Na0.5TiO3 from temperature-dependent structural and electrical properties
