[2026-07-06 23:07:45] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-05
正在获取论文...
[ACM] 2026-7-5 | JunoBench: A Benchmark Dataset of Crashes in Python Machine Learning Jupyter Notebooks
[NO] 322/1000 | An LLM enhanced human-machine collaborative framework for reasoning and maintenance decision support of industrial fault diagnosis*
[NO] 323/1000 | KG-First, LLM-Fallback: A Hybrid Microservice for Grounded Skill Search and Explanation
[NO] 324/1000 | Accountable Agents in Software Engineering: An Analysis of Terms of Service and a Research Roadmap
[YES] 325/1000 | Zombie Agents: Detecting Semantic Livelock in Long-Horizon Autonomous Software
[YES] 326/1000 | VeriTrans: Fine-Tuned LLM-Assisted NL→PL Translation via a Deterministic Neuro-symbolic Pipeline
[NO] 327/1000 | Replicating the Prerequisite-Outcome Correlation Patterns
[NO] 328/1000 | Preliminary Reflections on a Situated View of Socio-Ethical Competences in Computer Science Education
[NO] 329/1000 | Investigating the Impact of Student Usage of Generative AI Tools in Computing Courses
[NO] 330/1000 | Community-Centered AI Integration with Students as Co-Designers and Co-Builders
[NO] 331/1000 | AI WAR CLOUD DATABASE
[NO] 332/1000 | Visual Instruments for Live Cinema: Turning Process into Performance
[NO] 333/1000 | Exploring Upper Elementary Students' Debugging Strategies in Scratch
[NO] 334/1000 | Programming is on Fire: Can CS Education Handle the Heat?
[NO] 335/1000 | Operationalizing Sustainability through Non-Functional Requirements: A Domain-Oriented Model for Biomedical Software
[NO] 336/1000 | From Noisy Beacons to Precise Location: A Confidence-Guided Cycle Retraining Strategy
[NO] 337/1000 | Hypertension Detection Using Retinal Vessel Biomarkers Extracted from Fundus Images
[NO] 338/1000 | Towards Reliable Intelligent Fault Diagnosis of Rolling Element Bearings: The Role of Signal Quality
[NO] 339/1000 | MobileGAN: A Lightweight Network for Underwater Image Enhancement via Perceptual and Feature Consistency Learning
[NO] 340/1000 | A Fully Supervised Framework for Lightweight Soiling Segmentation on Photovoltaic Panels Using YOLOv8
[NO] 341/1000 | A Comprehensive Framework Integrating Universal Scalability Law to Enhance Cloud Resource Allocation
[NO] 342/1000 | Automated Classification of Male and Female Pattern Hair Loss Stages Using EfficientNet According to the Hamilton-Norwood and Ludwig Scale
[NO] 343/1000 | Collaborative Computing for Emergency Situational Awareness: A Trigger-Enhanced Event Extraction Approach
[NO] 344/1000 | Keynote Speaker
[NO] 345/1000 | AI-Based Autonomous Coconut Tree Climbing and Harvesting Robot
[NO] 346/1000 | A Rule-Filtered and Voting-based Consensus Cooperative Multi-Agent Framework for Zero-Shot Named Entity Recognition
[NO] 347/1000 | A Benchmark Dataset for Knowledge Graph–Enhanced AI Teaching Assistants
[NO] 348/1000 | Model-Based Investigation of Multi-Step Electrochemical Reduction from V
                    <sup>5+</sup>
                    to V
                    <sup>3+</sup>
                    in a Two-Dimensional Vanadium Electrolysis Cell
[NO] 349/1000 | PCTrans-X: An Explainable End-to-End Framework for Malicious Network Traffic Detection
[NO] 350/1000 | TempoMatch: Distance-Weighted kNN Analytics for Tournament Bracket Forecasting
[NO] 351/1000 | Hybrid Temperature Control System: Embedded PID with Sensor Diagnostics and ML-Driven Forecasting
[NO] 352/1000 | Bearing Fault Diagnosis Based on Adaptive COA-VMD Decomposition and GRU-Transformer Temporal Modeling
[NO] 353/1000 | AMR-X: Design and Evaluation of an Integrated Machine Learning–Driven Antimicrobial Resistance Decision Support System
[NO] 354/1000 | Vicarious Calibration of a Cloud Radar Radiometric Channel Using Radiosoundings
[NO] 355/1000 | LO&amp;FO: An AI-Powered Web Platform for Missing Person Identification and Recovery
[NO] 356/1000 | NSCT-RSFound: A Dynamically Weighted Multi-Stream Vision Transformer for Robust Remote Sensing Scene Classification
[NO] 357/1000 | A Physical-layer Key Generation Method via Random Interleaver and Dual-QM Quantization in UAV Communication
[NO] 358/1000 | Robust Secure Hybrid Beamforming for Active STAR-RIS-enabled Integrated Sensing and Communication
[NO] 359/1000 | Interference Sensing-as-a-Service: End–Edge–Cloud IoT System with Zero-Shot Detection and GNN Localization
[NO] 360/1000 | TwinTouch: Integrated Multi-dimensional Wearable Haptics for Digital Twin-based XR Teleoperation
[NO] 361/1000 | Fed-SENSE: Federated State-Aware Null-Space Ensemble for Evasive Learning
[NO] 362/1000 | RC-QAT: Efficient Robust Quantization via Attention-Guided Adversarial Distillation
[NO] 363/1000 | Material-Aware 3D Gaussian Splatting: Learning Spatially Varying BRDF with Physics-Based Material Priors
[NO] 364/1000 | A Comprehensive Survey on Multimodal Recommender Systems: Taxonomy, Evaluation, and Future Directions
[NO] 365/1000 | UniOCTSeg++: Refined Hierarchical Prompt Strategy and Bi-directional Progressive Consistency Learning for Universal Retinal Layer Segmentation in OCT
[NO] 366/1000 | CarbonCLIP: Enhance Carbon Prediction from Satellite Imagery via Integrated Street-View Semantics and Temporal Context Training
[NO] 367/1000 | HPIM: Heterogeneous Processing-In-Memory-based Accelerator for Large Language Models Inference
[NO] 368/1000 | Robust Energy Management for Distributed Energy Resources Using Homothetic Tube-based Economic Model Predictive Control
[NO] 369/1000 | DLQR-Based Resonant Current Control Scheme for Torque Ripple Minimization in Non-Sinusoidal PMSMs
[NO] 370/1000 | A Morphology-Driven Deep Learning Approach for Wheat Seed Vigor Detection
[NO] 371/1000 | MAVeT: Multi-scale Adaptive Routing with Variable-aware Transformer for Time Series Forecasting
[NO] 372/1000 | Flexible Product Selection with Demand Learning
[NO] 373/1000 | TFReC: Self-Attention-Based Feature Reconstruction for Network Traffic Classification Under Low-Quality Data
[NO] 374/1000 | KGG&amp;CE: A Knowledge-Guided Generation and Contextual Expansion Framework for Cybersecurity Open Information Extraction
[NO] 375/1000 | Large-Scale Textual Keyword-Enhanced Semantic Retrieval Method for Computer Science AI Teaching Assistant System
[NO] 376/1000 | Privacy-Preserving Cooperative Set Intersection Computation for Temporal Data
[NO] 377/1000 | The Influence of Space Charges on the Life Exponent from Accelerated Life Tests on PP-based HVDC Cable Insulation. Part 2: Binary Blends and Final Comparison with Ternary Blends
[NO] 378/1000 | Entropy-Based Graph Learning Framework for Cross-Subject Detection of Electrical Status Epilepticus During Sleep (ESES)
[NO] 379/1000 | IMAGEIN AI: An AI-Powered Web Application for Image Manipulation
[NO] 380/1000 | Design and Experimental Evaluation of a Hybrid Ensemble Learning Model for Fake Image Detection
[NO] 381/1000 | KGP-Agent: A Reinforcement Learning Agent for Pruning Multi-Modal Knowledge Graph to Extract Core Exam Concepts
[NO] 382/1000 | Method for Intelligent Scheduling of Computing Power Network Based on Intention Recognition via Large Language Models
[NO] 383/1000 | A Real-Time One-Stage Deep Learning Framework for License Plate Identification and Vehicle Classification
[NO] 384/1000 | RTEDiff: Physics-Informed Diffusion for Cross-Spectrum Image Translation Toward Digital Twin Perception
[YES] 385/1000 | Fixpad++: Automated Bug Fix Verification using LLM Agents
[NO] 386/1000 | Artifact Readiness Gates with Saturation Stop Rules and Host-Parity Admissibility for FM Release Evaluation
[NO] 387/1000 | Attack-compensation observer-based integral dynamic event-triggered T-S fuzzy control of IoT-artificial pancreas systems against sensor attacks
[NO] 388/1000 | NetLF: A Unified Traffic Classification Framework Integrating Protocol Parsing and Hybrid Sparse Attention
[NO] 389/1000 | Knowledge-Guided Instruction Grounding with Hybrid Map for Vision-Language Navigation
[NO] 390/1000 | A Hybrid TCN-Mamba Model for Power Load Forecasting
[NO] 391/1000 | MSKGCF: A Framework for Multimodal Scientific Knowledge Graph Construction and Fusion
[NO] 392/1000 | LLM-Guided Runway Incursion Scoring and Evidence Flow for Runway Incursion Early Warning
[NO] 393/1000 | AFA-UNet: Adaptive Remote Sensing Segmentation Network for Collaborative Design Support Systems
[NO] 394/1000 | Index
[NO] 395/1000 | An IoT Application Scheme Based on DAG Blockchain
[NO] 396/1000 | Data-Driven Failure-Time Proxying and RUL Prediction for Robotic Arms and UAVs
                    <sup>*</sup>
[NO] 397/1000 | Advancements in Deep Learning Techniques for Brain Tumor Classification from MRI Scans
[NO] 398/1000 | A Pruning Method via Joint Filter Diversity and Contribution Evaluation
[NO] 399/1000 | Detection of Pomelo Leaf Miner's Eggs Using Image Processing Technique
[NO] 400/1000 | ADSSSC 2026 Cover Page
[NO] 401/1000 | AGRID: Optimizing Farmers' Market Reach Using Multi-Feature Clustering and DBSCAN for Recommender System Within Rosario, Batangas
[NO] 402/1000 | A Novel Continuous-Time Algorithm for Nonsmooth Convex Resource Allocation Optimization*
[NO] 403/1000 | CommSNet: A Communication Summarization Network for Robust IoT Device Fingerprinting
[NO] 404/1000 | Crack Detection In Rcc Beam Using Deep Learning And Image Processing Techniques
[NO] 405/1000 | Rapid Electrochemical Impedance Spectra Fitting for Lithium-ion Batteries using Geometric-Hybrid Equivalent Circuit Model
[NO] 406/1000 | DrumVerse: A Scaffolded Mobile Serious Game for Accessible Foundational Percussion Education
[NO] 407/1000 | A Novel Framework for New York Taxi Trip Data Pattern Identification Using Big Data Analysis
[NO] 408/1000 | Spotshield: Intelligent Vehicle Detection with Blind-Spot Awarenes and Alerting
[NO] 409/1000 | ResQguard 2.0 – Smart Mining Helmet
[NO] 410/1000 | WaveMoE: A Wavelet-Enhanced Mixture-of-Experts Framework for Multivariate Time Series Forecasting
[NO] 411/1000 | AFAD: High-Capacity Image Watermarking via Adaptive Feature Modulation and Axial Decoupling
[NO] 412/1000 | LEARNZO: An Explainable Hybrid Adaptive Learning Framework Using Contextual Bandits for Engagement-Driven Personalization in Neurodiverse Learners
[NO] 413/1000 | Robust Short-Term Ship Trajectory Prediction against Data Perturbations via Gated Causal Convolution and Dilated Self-Attention
[NO] 414/1000 | A Hybrid Multimodel Emotion Recognition Framework Integrating EEG and Facial Features with ANOVA-Based Feature Selection and Explainable AI
[NO] 415/1000 | Edge-Deployable Student Adaptability Prediction via Optimized Gaussian Naive Bayes with Resource-Aware Feature Engineering
[NO] 416/1000 | Design of an Reconfigurable Microstrip Patch Antenna Array for Cognitive Radio Applications
[NO] 417/1000 | AI Powered Crop and Fertilizer Recommendation System
[NO] 418/1000 | Self-Optimizing Meta-Learning Frameworks for Continuous Model Adaptation
[YES] 419/1000 | Enhancing Collaborative Code Editors with Semantic Awareness
[NO] 420/1000 | Attention-Based LSTM and Advanced Boosting Models for Multivariate Carbon Emission Regression
[NO] 421/1000 | Latency Optimized Application Placement for IoT Based Automated Anesthesia
[NO] 422/1000 | Can LLM-based Automated Essay Scoring Benefit from Linguistic Knowledge? A Case Study Involving Theme–Rheme Theory
[NO] 423/1000 | HSTF-TCN: A Hierarchical Spatio-Temporal Fusion Temporal Convolutional Network for Train Delay Prediction
[NO] 424/1000 | Evaluating Heterogeneous Computing Efficiency: CPU vs GPU in a Chiplet-Based Model
[NO] 425/1000 | Dynamic Optimization of Shared and Domain-Specific Representations in Cross-Domain Deep Twin Learning
[NO] 426/1000 | MedNexus: An Integrated Framework for Evidence-Grounded Medical Question Answering
[NO] 427/1000 | FlowGraph: An Accurate Distributed Application Identification and Classification Method
[NO] 428/1000 | Level-Up: Iterative Optimization of Collaborative Planning and Solving Mechanism for Reasoning
[NO] 429/1000 | LHRepair: Layered Heat–Cold Bandwidth-Aware Repair Scheduling for Erasure-Coded Storage
[YES] 430/1000 | C
                    <sup>2</sup>
                    Plan:Vector Floorplan Generation via Conditional Constrained Diffusion Model
[NO] 431/1000 | Modeling Dyadic Interdependence in Endocrine Functioning: A Multilevel Machine Learning Study of Adults with Cancer and Their Caregivers
[NO] 432/1000 | YOLO-GSCA: A Real-Time and High-Precision Method for Detecting Abnormal Behaviors of Factory Personnel
[NO] 433/1000 | Few-shot Named Entity Recognition in Cyber Threat Intelligence via Prompt-based Sentence Demonstrations
[NO] 434/1000 | FAM-Net: A Frequency-Aware Multi-Scale Attention Network for Polyp Segmentation
[NO] 435/1000 | Information Cascade Prediction Based on Graph Contrastive Learning and Feature Fusion
[NO] 436/1000 | Trust the Eye or the Crowd? Unveiling Conformity in Multimodal Large Language Models
[NO] 437/1000 | IoTFine: Structure-Aware Extraction of IoT Device Attributes to Support Device Fingerprinting
[NO] 438/1000 | Cancellable Speaker Credentials under Template Exposure
[NO] 439/1000 | MultiCAT-Bench: A Multi-Categorical Agent Tool Use Benchmark
[NO] 440/1000 | Robust Adaptive RBF Neural Network Speed Control of PMSM Integrating Hybrid Nonlinear Reaching and Composite Observation
[NO] 441/1000 | Optimizing Open Large Language Models for Equity and Accessibility in Higher Education Through Pruning and Retrieval-Augmented Generation_supp1-3701046.pdf
[NO] 442/1000 | The Role of Calculus I in Computer Science Education
[NO] 443/1000 | Java vs. Kotlin in Introductory OOP: Effects on Student Performance and Motivation
[NO] 444/1000 | Ethical Compliance Audit of LLMs Used as Computing Education Tools: An Evaluation Under ACM Standards
[NO] 445/1000 | Towards a Scoping Review of Interpretivism in Computer Science Education.
[NO] 446/1000 | Enhancing Computer Science Transfer Pathways with an AI Chatbot in Program Pathways Mapper
[NO] 447/1000 | The Neural Bridge: From Haptic Cords to Python Code  A Multi-Abstraction Instructional Sequence for Teaching Neural Networks in K-12
[NO] 448/1000 | Artifact-Based Computing Ethics Education: Bridging Analysis and Practice
[NO] 449/1000 | Ancestral Craft and Emerging Technologies: Designing Futures from Place
[NO] 450/1000 | Maximum Stiffness of Impact-Robust Actuators in Highly Dynamic Robotics Tasks: Application to Series Elastic Actuator Design
[NO] 451/1000 | IEEE Transactions on Radiation and Plasma Medical Sciences Publication Information
[NO] 452/1000 | Cross-Domain Hyperspectral Image Generalization based on Joint Variable Consistency and Anchor Structure Invariance
[NO] 453/1000 | IRG-DR: Interactive Report Generation Framework with Evidence Guidance for Diabetic Retinopathy
[NO] 454/1000 | Microwave Scattering Characteristics of Breaking Waves Based on Synchronous Measurements from Radar Scatterometer and Stereo Photography
[NO] 455/1000 | Physics-Informed CNN–LSTM Framework for Electromagnetic Inverse Scattering in Multilayer Soil with Surface Roughness
[NO] 456/1000 | Low-Complexity Self-Coherent Optical Transmission Scheme Based on Dual-Fiber Differential Detection
[NO] 457/1000 | A Quantum–Classical Hybrid Framework Based on Scenario Screening and Classification for Smart Grid Reliability Assessment
[YES] 458/1000 | AI Designs Radio Chips That Humans Couldn't Even Imagine: Making Radio Chips is an Arcane Art. Machine Learning Does it Faster
[NO] 459/1000 | Object-Reconstruction-Aware Whole-body Control of Mobile Manipulators
[NO] 460/1000 | Which Story Mode Works Best? Measuring Preference and Switching in a Quest-Based Course
[NO] 461/1000 | Student-developed Collective Coding Guides in Disciplinary Computing
