[2026-07-22 23:03:15] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-21
正在获取论文...
[arXiv] 2026-07-21 | DBMol: Design of High-Affinity, Target-Specific Small Molecules through Structure Prediction Models
[NO] 323/1755 | Full Next-To Leading-Order Electroweak and QCD Corrections to the Relic Density in the CxSM
[NO] 324/1755 | Point Ladder Tuning: Parameter-Efficient Hierarchical Adaptation for 3D Point Cloud Understanding
[NO] 325/1755 | Physical Properties of 6.7 Million Galaxies from the DESI Bright Galaxy Survey: Spectral Fitting and Systematic Tests with Mock Spectra
[NO] 326/1755 | Quantum logistic map considered as discrete-time Heisenberg equation
[NO] 327/1755 | Breaking the Homogeneity Assumption: Specialized Multi-Generator Adversarial Learning for Rare Failure Detection in Predictive Maintenance
[NO] 328/1755 | Flavor-Dependent QCD Critical Endpoint and Dual-Channel Fluctuations from Multi-Charge Holography
[NO] 329/1755 | Archimedean Modular Symbols for Rankin-Selberg Convolutions of $\mathrm{GL}_n(\mathbb{C})\times\mathrm{GL}_n(\mathbb{C})$ and $\mathrm{GL}_n(\mathbb{C})\times\mathrm{GL}_{n+1}(\mathbb{C})$
[NO] 330/1755 | Parallel Noising in Neural Markov Logic Networks
[NO] 331/1755 | Combined tools for Particle-In-Cell simulations performed with transversely asymmetric chirped lasers
[NO] 332/1755 | Long-time asymptotic behavior for the defocusing Hirota equation on a finite-genus algebro-geometric background
[NO] 333/1755 | A Two-Fluxes Stochastic Model of Traffic Waves
[NO] 334/1755 | Enabling Multi-Dimensional Distributed Trace Comparison with Contrast
[NO] 335/1755 | Various Bialgebras Of Representative Functions On Free Monoids
[NO] 336/1755 | Advancing Multimodal Fusion on Heterogeneous Medical Data with Hybrid Geometry Attention
[NO] 337/1755 | GEqTrain: A Configuration-Driven Framework for Retargeting Equivariant Graph Neural Networks Across 3D Scientific Tasks
[NO] 338/1755 | Morillas-type transformations of copulas and stable tail dependence functions
[NO] 339/1755 | Context-structured Video Anomaly Detection with Large Vision-Language Models
[NO] 340/1755 | How to improve the discrimination power of classically simulable measurements?
[NO] 341/1755 | Probabilistic Physics-Aware Machine Learning Predictions of Electric Truck Energy Consumption with Field Data
[NO] 342/1755 | Cographs and Minimum Diamond-Generating Edge Sets in Boolean Lattices
[NO] 343/1755 | On the Performance of Fluid Antenna Systems under Block-Diagonal Correlation Model
[NO] 344/1755 | Content is What Remains: Invariant Speech Tokenization from Parallel Utterances
[NO] 345/1755 | Pricing options on illiquid assets using liquid market benchmarks: an application to energy markets
[NO] 346/1755 | Spreading dynamics for diffusive competition systems in shifting environments
[NO] 347/1755 | Projected Inner-Function Dynamics and Crystalline Measures of Meyer-Blaschke type
[NO] 348/1755 | Evaluating DV/CV-QKD Architectures for SAFE Long-Term Secure Storage: A Risk Model and ILP-Based Cost Optimization Approach
[NO] 349/1755 | Observable Matrix Dynamics of Stocks
[NO] 350/1755 | Benchmarking Deep Learning Approaches for AEC Engineering Drawing Layout Detection and Information Extraction
[YES] 351/1755 | Beyond Text Editing: Algebraic Manipulation of Source Code
[NO] 352/1755 | Non-Square UPA-Enabled XL-MIMO Systems: Anisotropic Near-Field Characterization, Fundamental Limits, and Channel Estimation
[NO] 353/1755 | Correct-by-Construction Behavior Tree Synthesis from Signal Temporal Logic Specifications with Application to Robotic Missions
[NO] 354/1755 | Dual Attention Residuals
[NO] 355/1755 | Formal Verification of an Out-of-Order Multiprocessor against an In-Order Weak-Memory ISA
[NO] 356/1755 | On the possible values of the Rearrangement Number
[NO] 357/1755 | Distribution of $k$-th Maximum Order Statistics of Independent, & Non-Identical SNR random variables in $κ-μ$ fading and its applications in $6G$
[NO] 358/1755 | Stale but Stable: Staleness-Adaptive Trust Regions for Stabilizing Asynchronous Reinforcement Learning
[NO] 359/1755 | Continual Video-MLLM Adaptation over Evolving Domains
[NO] 360/1755 | Pathwise Portfolio Theory and Market Viability
[NO] 361/1755 | Generative World Renderer at the Speed of Play
[NO] 362/1755 | Decoupled Pipeline with Proposal Reranking and Score Fusion for Positive-Unlabeled Marine Species Detection
[NO] 363/1755 | Do AI-Native Biotechs Need Departments? Benchmarking Company World Models for AI-Driven Drug Development
[NO] 364/1755 | A Local Classification of Four-Element Multiple Sumsets
[NO] 365/1755 | Rank-One Fluctuations in Averaging-Learning Dynamics
[NO] 366/1755 | Dual-Edged Homogeneous-Modality Similarity: Towards Visible-Infrared Modality-Incomplete Person Re-Identification with Modality Adaptive Matching
[NO] 367/1755 | Cyclic-Prefix-Free OFDM With Tail-Reuse Reconstruction for Distributed Acoustic Sensing
[NO] 368/1755 | Examining the stellar-merger origin of the blue main sequence in the open cluster NGC\,3532 with N-body simulations
[NO] 369/1755 | Noise Pollution and Household Sustainability: An Economic Approach
[NO] 370/1755 | Rethinking Joint UAV Placement and Beamforming: A Correlation-Aware Geometric Approach
[NO] 371/1755 | DeforM: Reasoning-Guided Physics-Aware Video Generation via Spatial-Temporal Masking
[NO] 372/1755 | Broken Gates: Re-evaluating Web Bot Defenses in the Age of LLM Agents
[NO] 373/1755 | On the Toda hierarchy for the stationary theory of the tube with negative contact orders
[NO] 374/1755 | Mark, Don't Erase: Token Inoculation for Dual-Use Knowledge in LLMs
[NO] 375/1755 | Graph Neural Network-based Algorithm Selection for the Traveling Salesman Problem: A Systematic Study of Cost and Rank Losses under Distinct Budget Regimes
[NO] 376/1755 | On the Fields of Moduli of Curves of Genus Six
[NO] 377/1755 | Characterizing the Dynamics of Muscle Regeneration in the mdx Mouse Model
[NO] 378/1755 | Molecular gas hidden in plain sight in the early Universe
[NO] 379/1755 | Discrete distributions and statistical mechanics of small systems
[NO] 380/1755 | Measuring Reward-Seeking via Contrastive Belief Updates
[NO] 381/1755 | From Dependency to Compositionality: A Neurosymbolic Lifting of LLM Outputs via Combinatory Categorial Grammar
[NO] 382/1755 | Definable Classes of Models and Frames in Bi-intuitionistic Logic
[NO] 383/1755 | Generic polar divisors and flag residues for root-system zeta functions
[NO] 384/1755 | A Griesmer-Type Bound for List-Decodable Linear Codes
[NO] 385/1755 | Topological Polarimetry: Polarization Skyrmions and Vortices from Tissue Scattering
[NO] 386/1755 | Transcription Policy as a Latent Variable: Activating Controllable Verbatim ASR with Word-Level Timing
[NO] 387/1755 | A frugal primal-dual splitting with minimal lifting over arbitrary rooted trees
[NO] 388/1755 | AI-Powered Browsers Are Broadly Accurate News Summarizers That Reduce Political Bias and Negative Affect
[NO] 389/1755 | Functional Equivalence and Geometric Diversity in Neural Network Approximations: An Empirical Characterization
[NO] 390/1755 | A User-oriented Portable, Reproducible, and Scalable Software Ecosystem
[NO] 391/1755 | From a Multilingual Streaming ASR Backbone to Kenyan-Language Systems: Data-Centric Adaptation of Nemotron 3.5 for Kikuyu, Dholuo, and Kalenjin
[NO] 392/1755 | Answer-Reconstruction Search Density: Measuring the Query and Source Work Compressed by Conversational Answers
[NO] 393/1755 | Multiscale ensemble Monte Carlo of transport and gas sensing in monolayer MoS$_2$
[NO] 394/1755 | KALE: Kernel Alignment with Loss Equilibration for Stable CLIP-DINOv2 Alignment at Web Scale
[NO] 395/1755 | Wave2Body: Rethinking mmWave Human Pose Estimation as Radar-to-Body Token Translation
[NO] 396/1755 | OPD-IAD: From Language Judgment to Industrial Anomaly Detection via On-Policy Self-Distillation
[NO] 397/1755 | Private Approximation of Graph Spectra and Cuts via Spectral Amplifiers
[NO] 398/1755 | NSMA: Neuro-Symbolic Manifold Alignment for Generalizable Adaptive Bitrate Streaming under Texture Shift
[NO] 399/1755 | Quantitative schlieren imaging coupled with inverse Abel transformation for flow field studies in a cylindrical surface DBD
[NO] 400/1755 | Collective modes in non-Hermitian fermionic superfluids
[NO] 401/1755 | In Situ Coherence Measurements of Scattered Light in Magnetically Trapped Cold Atomic Clouds: Probe-Driven Atomic Dynamics
[NO] 402/1755 | ZeroSplat: Generalized Referring Segmentation in 3D Gaussian Splatting
[NO] 403/1755 | UVFaceFusion: Fast Multi-view Topologically Consistent Face Reconstruction in the Wild via UV-space Neural Fusion
[NO] 404/1755 | Measuring AI innovation with trademark data
[NO] 405/1755 | Spontaneous stochasticity and anomalous dissipation in collapsing wave turbulence
[NO] 406/1755 | Image Editing Models are Numerical Solvers
[NO] 407/1755 | Privileged Lesion-Context Relational Distillation for Mask-Free Skin Lesion Classification
[NO] 408/1755 | RAGAL: A Frugal, Fully Local Retrieval-Augmented Assistant for Technical Support at a Government Agency
[NO] 409/1755 | Novel extended inner shadow in images of Johannsen-Psaltis black holes with thin accretion disks
[NO] 410/1755 | Alchemical thermodynamic integration for ab initio free-energy calculations in solutions
[NO] 411/1755 | Photon Correlation Spectroscopy as a Probe of Critical Fluctuations in Correlated Electron Systems
[NO] 412/1755 | Boundary quenches in (1+1)-dimensional conformal field theory
[NO] 413/1755 | Single-Snapshot Inference of Network Couplings from Universal Dynamics at Relative Equilibrium
[NO] 414/1755 | A unified tight-binding description of the electronic structure and Ising protection of superconductivity in misfit layered compounds
[NO] 415/1755 | Decaying Dark Matter Halo Abundance from a Revised Spherical Collapse Model
[NO] 416/1755 | Vortex-sheet desingularization for three-dimensional ideal fluids
[NO] 417/1755 | Evaluating a Visual Query Tracer and Builder for Learning Declarative Logic Programming
[NO] 418/1755 | Pure Spin Bulk Photovoltaic Effect in an Altermagnetic Higher-Order Topological Insulator
[NO] 419/1755 | BART Online Open-Source Sequence Toolbox for Computational MRI
[NO] 420/1755 | Towards General Relativity as a generalized Yang-Mills theory
[NO] 421/1755 | Lagrange points of the restricted three-body problem in spaces of constant curvature
[NO] 422/1755 | Constrained CTC Decoding for Efficient Diacritic Restoration
[NO] 423/1755 | Robust Signal Maximization in Spillover Experiments
[NO] 424/1755 | Proof of Barry's Four Hankel Determinant Conjectures
[YES] 425/1755 | PhoenixRepair: Rethinking Repair Strategy Exploration in Software Agents
[YES] 426/1755 | LLM-Based Invariant Testing for Software Functional Bugs
[NO] 427/1755 | Double anticrossings induced by nonlinear magnon interactions
[NO] 428/1755 | Elicitation without Backpropagation: Steering Model Behavior by Optimizing the Latent Posterior
[NO] 429/1755 | Magnonic crystalline properties of stripe textures in thin ferromagnetic films
[NO] 430/1755 | Coherence in Control: Bridging Many-Core Mapping and Routing through Cost Unification
[NO] 431/1755 | Mapping Without Graphs: Learning Coherence Traffic for Task Placement
[NO] 432/1755 | Copy Less, Ground More: Overcoming Repetitive Copying in Long-Context Reasoning via Evidence-Aware Reinforcement Learning
[NO] 433/1755 | Masked Visual Actions for Unified World Modeling
[NO] 434/1755 | ROMS-IMLE: A Minimalist Approach to Competitive Single-Step Generative Modelling
[NO] 435/1755 | Associative Emotional Learning in Convolutional Neural Networks
[NO] 436/1755 | Selective State-Space Adaptation and Retrieval for Language Model Reasoning
[NO] 437/1755 | Two-Level Meta-Rubrics for Evaluating Open-Ended Generation: GAMUT, a Benchmark for Factual Completeness
[NO] 438/1755 | Three-Dimensional Dust Distribution in the Jovian System from Juno/Waves Observations: Insights into the Halo Ring and Magnetospheric Dust
[NO] 439/1755 | No Training, Better Flights: Test-Time Scaled VLMs for UAV Navigation
[NO] 440/1755 | Temperature fluctuations in a realistic Polyakov-loop extended Nambu--Jona-Lasinio Model along the freeze-out line
[NO] 441/1755 | Eversion-based robots can enable safe access,steering and endoscopic imaging within the spinal subarachnoid space
[NO] 442/1755 | Model-Agnostic Meta Learning for Differentiable MPC
[YES] 443/1755 | They'll Verify. They Just Won't Act. How Authority Framing and Laundered Code Turn a Trusted Agentic CI/CD Pipeline Into an Attack Surface
[NO] 444/1755 | Prompt Design at Scale: How Format, Instruction Count, and Context Length Shape Instruction Adherence and Hallucination in Large Language Models
[NO] 445/1755 | Entropy power functional theory for Brownian many-body dynamics
[NO] 446/1755 | Astrophysical Neutrino Sources as Colliders
[NO] 447/1755 | Sequential Learner Modeling Using Multi-Relational Graph Convolutional Networks
[NO] 448/1755 | Uniform-in-Time Weak and Ergodic Error Estimates of a Nonlinearity-Explicit Full Discretization for Superlinear SPDEs Driven by Multiplicative Noise
[NO] 449/1755 | Inference-Time Steering for Cross-Lingual Factual Consistency in LLMs
[NO] 450/1755 | Programmable Spin Conversion in Gradient Quantum Matter
[NO] 451/1755 | Experimental quantum cryptography with single photons and imperfect devices
[NO] 452/1755 | A Distinct Covering System with Minimum Modulus 7 and Minimal Least Common Multiple 10080
[NO] 453/1755 | Free-form diamond refractive optics enable efficient high-energy X-ray nano-imaging
[NO] 454/1755 | Off-Context GRPO: Learning to Reason on Hard Problems using Privileged Information
[NO] 455/1755 | MissingBench-Verified: Probing Vision-Language Models' Inability to Detect Missing Object Parts
[NO] 456/1755 | Nonlinear Response via Sublinear Optics
[NO] 457/1755 | Accretion of multipolar massive complex scalar field packets by a Schwarzschild black hole
[NO] 458/1755 | Random site percolation with complex neighborhoods in five dimension
[NO] 459/1755 | Be/X-Ray Binaries: Phenomenology, Variability, and Accretion~Dynamics
[NO] 460/1755 | Verifiable Self-Evolution for Open-Ended Dialogue Skills via Future-Feedback Prediction
[NO] 461/1755 | How the fly holds a single goal: normalization, not selection, in Drosophila FC2
[NO] 462/1755 | 2-Connected Subgraphs of All Orders in Large Graphs with Minimum Degree at Least n/q
[NO] 463/1755 | SFGA: A Statistics-First Gating Architecture with Adjudicative Escalation for Trustworthy SFT Data Procurement
[NO] 464/1755 | InstantInfer: Enabling Fast LLM Cold Start with Communicating Finite Automata
[NO] 465/1755 | Serrin problems with vertical boundary behavior
[NO] 466/1755 | Imaging through rough interfaces: The shower curtain effect
[NO] 467/1755 | What General Intelligence Requires: Non-Reducible Constraints Across Levels of Description
[NO] 468/1755 | Bounded elementary extensions of trees with unbounded paths
[NO] 469/1755 | Visual Semantic Decoding of Electrocorticography from Video Stimuli using End-to-End Deep Learning
[NO] 470/1755 | Quasinormal Ringdown and Echoes in Accreting Exotic Compact Objects
