[2026-08-03 23:00:04] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-02
正在获取论文...
[IEEE] 2026-8-3 | Closed-Loop Common Mode Current Mitigation for Transformerless Current-Source Soft Open Points
[NO] 303/1000 | Data-Driven Adaptive Dynamic Event-triggered Optimal Control for Vehicle Platoon System via Hybrid Iteration
[NO] 304/1000 | Asynchronous Ensemble Deep Reinforcement Learning for Inverter-Based Volt-Var Control in Partially Observable Distribution Networks
[NO] 305/1000 | Deep Residual Echo State Networks: Exploring Residual Orthogonal Connections in Untrained Recurrent Neural Networks
[NO] 306/1000 | Enhancing Industrial Fault Diagnosis: A Probabilistic Expert System with LLM-Augmented Validation
[NO] 307/1000 | Multi-Objective Optimal Power Management of Renewable Energy Microgrids with Hybrid Energy Storage Systems Considering Uncertainty
[NO] 308/1000 | Primary-Secondary Coordinated Control Strategy for AC-DC Matrix Converters with Improved Performance
[NO] 309/1000 | Volt/Var Control Analysis and Comprehensive Evaluation of Hydro-Photovoltaic Complementary Power Stations Based on Blind Number Theory and Matter-Element Extension Method
[NO] 310/1000 | Blind Recognition of Polar Codes Using Successive Cancellation List Decoding
[NO] 311/1000 | A Fuzzy Attribution Based LoRA Fine-Tuning for Vision-Language Models within Telecom Inspections
[NO] 312/1000 | Infimum of the solutions to linear equation in semiring and application to event data evaluation in max-plus linear systems
[YES] 313/1000 | An Empirical Study of Kotlin-Java Cross-Dependency Issues and Their Detection
[NO] 314/1000 | Estimator-Based Event-Triggered Adaptive Fuzzy Formation-Containment Tracking Control of Nonlinear Multi-Agent Systems With Asymmetric Prescribed Performances
[NO] 315/1000 | A Physics-Data Hybrid Framework for Corrosion RUL Prediction Under Multi-Source Environments and Sparse Observations
[NO] 316/1000 | Design, Fabrication, and Testing of a 10 kV/2.5 kA Three-phase Concentric HTS Cable Joint Prototype
[NO] 317/1000 | Deep Q-Learning Control for Voltage Source Inverters: A Practical Guideline
[NO] 318/1000 | GeoVP: A Unified Visual Prompting Framework for Multi-Source Remote Sensing Image Understanding
[NO] 319/1000 | Experimental Investigation of Gate-Switching Instability in SiC MOSFETs Under Mission-Profile-Related Non-Monotonic Stress
[NO] 320/1000 | Author Index
[NO] 321/1000 | ICAHS 2025 Copyright Page
[NO] 322/1000 | An Intuition-Inspired Three-Space Framework for Creative Computing: Semantic Expansion Through Structured Intuition
[NO] 323/1000 | HiFTLLM-Rail: A Hierarchical Fine-Tuned LLM for Spatio-Temporal Forecasting in Urban Railway Transit Systems
[NO] 324/1000 | Dual Consistency Learning for Weakly Supervised Change Detection with SAM-based Priors
[NO] 325/1000 | A Transdisciplinary Hybrid Deep Learning Approach for Emotion Recognition Using Eye-Tracking and Gaze in AR Environment
[NO] 326/1000 | Rapid Estimation of the Harmonic Distortion Caused by Loop Filter Nonlinearity in Sigma-Delta Modulator Circuits
[NO] 327/1000 | Toward Trustworthy Autonomous Driving Through the Quantification and Propagation of Uncertainty From HD Maps to Trajectory Prediction
[NO] 328/1000 | Vessel Network Topology in Molecular Communication: Insights from Experiments and Theory
[NO] 329/1000 | Sub-Synchronous Oscillation Suppression Strategy for Grid-Forming Converters Under Strong Grid
[NO] 330/1000 | ICAHS 2025 Copyright Page
[NO] 331/1000 | DASNet: Direction-Augmented and Sparsity-Adaptive Network for Hyperspectral Lithology Classification
[YES] 332/1000 | Artificial Cybercrime: an Analysis of How Cybercriminals Are Exploiting Modern Generative Ai Models to Create and Carry Out Cybercrime
[NO] 333/1000 | GA-Optimized PID Control for Lateral Gust Resistance in Hovering UAV
[NO] 334/1000 | A Unified Framework For Regularizing The Choquet Integral
[NO] 335/1000 | Precise Fault Section Location Algorithm for Unbalanced Current in Double-Circuit Transmission Lines on the Same Tower Based on ISMA
[NO] 336/1000 | Distributed EV Charging Control via Multi-Agent Reinforcement Learning and Maximum Laxity First
[NO] 337/1000 | A Structured Family of Grassmannian Constellations via Geodesic Mapping for MIMO Noncoherent Communications
[NO] 338/1000 | Random Demodulator for Sub-Nyquist Acquisition: State-of-the-Art Architectures and Sensing-Matrix Analysis
[NO] 339/1000 | Toward Intelligent Traffic and Healthcare Systems: DST-Induced Crash Patterns and Predictive Insights
[NO] 340/1000 | Time-Dependent Reliability Evaluation of Scraper Chain Based on Dependent Competing Failure
[NO] 341/1000 | Training Robust Graph Completion Networks with Extremely Weak Supervision on Graphs with Incomplete Features and Structure
[NO] 342/1000 | On the Robustness of Dimensionality Reduction Methods in Selecting Type-1 and Type-2 Fuzzy Membership Functions for High-dimensional Data
[NO] 343/1000 | Explaining Medical Time Series Classifiers with Abstract Features
[NO] 344/1000 | Optimal Multi-Time Scale Scheduling of Microgrids with Spatio-Temporally Heterogeneous V2G Clusters
[NO] 345/1000 | Author Index
[NO] 346/1000 | Indirected Reality
[NO] 347/1000 | Introducing WARM-VR: Benchmark Dataset for Multimodal Wearable Affect Recognition in Virtual Reality
[NO] 348/1000 | Enhancing Contextual Awareness in (Non)Critical Care Situations - Results from an Exploratory Study to Inform Decision-Making with Smart Glasses and Telepresence Robots in Night Shifts
[NO] 349/1000 | Emittance-Limited Beam Radius of Pencil Beams in Terahertz Vacuum Electron Devices
[NO] 350/1000 | Enhanced 2
                    <i>P</i>
                    <sub>r</sub>
                    in 5-nm HZO Capacitors Under 300 °C RTP via Nb Electrode Engineering
[NO] 351/1000 | A Method for Predicting the Top-Oil Temperature of Transformers Based on Actual Measurement Data and Ensemble Learning
[NO] 352/1000 | A Scallop Optimizer and Its Application in Three-Dimensional UAV Path Planning
[NO] 353/1000 | Joint Optimization of Production Rate and Spare Part Ordering with Maintenance Decisions for a Deteriorating System
[NO] 354/1000 | A Module-Based Cell Balancing Circuit with Reduced Component Count Utilizing an Inherent Bidirectional Cuk Converter Structure
[NO] 355/1000 | Robust Single- and Multi-Pinching Antenna Systems Under User Location Uncertainty
[NO] 356/1000 | Edge-Assisted Video Object Detection With Adaptive Resource Allocation and Model Selection
[NO] 357/1000 | Deep Learning-Based Automatic Blood Cell Classification and Anomaly Detection
[NO] 358/1000 | The Discipline of Control Science and Engineering in the Intelligent Era: Challenges, Paradigm Transformation, and Future Directions
[NO] 359/1000 | ICAHS 2025 Copyright Page
[NO] 360/1000 | Modeling Spatiotemporal Dynamic Shifts for Traffic Cognition: A Fuzzy-based Graph-Mamba Approach
[NO] 361/1000 | Two-Step Predictive Control Strategy for ANPC Converters Based on the Synergy of OPP and MPC
[NO] 362/1000 | Inside back cover
[NO] 363/1000 | A Dual-Aligned SAC Approach With Adaptive Risk Threshold for Safe Motion Planning of Autonomous Driving
[NO] 364/1000 | Physical Limits of Proximal Tumor Detection via MAGE-A Extracellular Vesicles
[NO] 365/1000 | Ultra-Short-Term Photovoltaic Power Forecasting via Contrastive Graph Learning
[NO] 366/1000 | Perception of Histograms in the Polar Coordinate System (Rose Plots) with Frequency Represented by Length or Area_supp2-3716598.pdf
[NO] 367/1000 | TrustSpine: A Multimodal Large Language Model Framework with Reinforcement Learning from Human Feedback for Trustworthy Patient Satisfaction Prediction in Spinal Surgery
[NO] 368/1000 | Propagation Dynamics of the Initial Plasma Bullets in an Atmospheric Pressure Helium Jet
[NO] 369/1000 | Cloud Detection of OMPS Nadir Mapper Radiance Data Using Deep Learning Techniques
[NO] 370/1000 | Infrared Small Target Detection via Semantic-Unbiased Domain Adaptation
[NO] 371/1000 | Long-Term Health Prediction for Power Diodes Using Non-Uniform Kalman Filter
[NO] 372/1000 | Tunable Optoelectronic Oscillator Based on Vernier Effect and Parity-Time Symmetry
[NO] 373/1000 | A Cwt-Cnn-Based Lithium-Ion Battery Screening Method
[NO] 374/1000 | Battery Voltage Prediction Based on Improved Artificial Intelligence Neural Network Algorithm
[NO] 375/1000 | Copyright Page
[NO] 376/1000 | Power Transform-Based Non-Uniform Quantization Framework for Scale Attribute Compression in 3D Gaussian Splatting
[NO] 377/1000 | Vehicle-Cloud Cooperative Trajectory Planning via Switched Model Predictive Control for UGVs in Unstructured Transportation Environment
[NO] 378/1000 | A Two-Stage Hybrid Architecture for Unknown Anomaly Detection in Rotating Machinery Bearings
[NO] 379/1000 | Dynamic Role Allocation in Cooperative Secure UAV-ISAC Networks
[NO] 380/1000 | Process Analysis and Optimization of Emergency Surgical Services Using Value Stream Mapping
[NO] 381/1000 | Fuzzy Vertex-Feature Clustering Framework for Predicting Survival of Health Sector Companies And Generative Explanations
[NO] 382/1000 | A Clone Selection-Based Algorithm for Railway Control Systems Checking Sequence Generation
[NO] 383/1000 | Fully Distributed Reinforcement Learning for Efficient Networked Microgrids Resource Management: Source-Load-Storage Coordination
[NO] 384/1000 | Towards Transparent and Personalized Diabetes Care: Patient-Specific Postprandial Glucose Prediction with Counterfactual Reasoning
[NO] 385/1000 | Orientation-Dependent Heteroepitaxy and Growth-Mediated Stabilization of (111) Rutile GeO
                    <sub>2</sub>
                    on Rutile TiO
                    <sub>2</sub>
                    by MOCVD
[NO] 386/1000 | IEEE Systems, Man, and Cybernetics Society Information
[NO] 387/1000 | IEEE Smart Village
[NO] 388/1000 | Self-Powered Tactile Sensor for Human-Machine Interface Using Flexible Piezoelectric Nanogenerator_supp1-3718853.docx
[NO] 389/1000 | A Lightweight Fused Malware Obfuscation Framework to Evade Static and Dynamic Analysis
[NO] 390/1000 | A Privacy-Traceable and Access-Controlled ECUs Efficient Group Authentication Scheme for Vehicle CAN Bus
[NO] 391/1000 | Corrections to “Feature Selection of Gene Expression Data Using a Modified Artificial Fish Swarm Algorithm With Population Variation”
[NO] 392/1000 | Benchmarking Stress Detection: Fuzzy Logic vs. Deep Learning
[NO] 393/1000 | Stabilization of Fully Actuated Nonlinear Systems: Inverse Optimal Control Design with Stability Margins
[NO] 394/1000 | A Novel Stacking Ensemble Framework for Predicting Workability of Cement-Superplasticizer Systems with SHAP and LIME Interpretability
[NO] 395/1000 | A Survey of Knowledge Graph–Based Semantic Representations for Medical Text Analysis
[NO] 396/1000 | Adaptive Selection of Distortion Reactive Power Definitions Based on Power Quality Features in Non-Sinusoidal Power Systems
[NO] 397/1000 | GEM-QAS: A Gate-Efficient Evolutionary Framework for Scalable Quantum Architecture Search in Intelligent Industrial Informatics
[NO] 398/1000 | Robust Soft-Switching Inverter Design for Electric Motors with Significant Parasitic Capacitances
[NO] 399/1000 | Dual-Functional RIS Enhanced Symbiotic Covert Communications: An Adaptive RIS Mode Selection Design
[NO] 400/1000 | From Feature Learning to Multiquality Prediction: An Adaptive Deep Neural Network with Complex Topology for Wastewater Treatment Process
[NO] 401/1000 | ICAHS 2025 Copyright Page
[NO] 402/1000 | Fractal-CD: A Fractal-Recursive Coarse-to-Fine Framework for Remote Sensing Image Change Detection
[NO] 403/1000 | Sigma-Point Kalman Filter–Based Concurrent State and Grid Inductance Estimation for Grid-Connected VSCs with LCL Filters
[NO] 404/1000 | A Fast Interpretable Fuzzy Tree Learner
[NO] 405/1000 | HMM-Derived Probabilistic Descriptors as a Plug-in Module for Interpretable Sequence Classification: A Case Study on Classical Chinese Poetry
[NO] 406/1000 | Security Control of Nonlinear Systems Subject to Deception Attacks: A Reinforcement Learning Approach
[NO] 407/1000 | EV-as-Sensor: Coverage-Aware Distribution Grid Inference Under Privacy and Participation Constraints
[NO] 408/1000 | Multiple Active STAR-RIS-Assisted Secure Integrated Sensing and Communication via Cooperative Beamforming
[NO] 409/1000 | SPDF-Net: Shared-Representation Preservation for RGB-D Cross-Modal Person Re-Identification
[NO] 410/1000 | Open-Set Black-Box Domain Adaptation for Mechanical Fault Diagnosis via Reliable Pseudo-Label Learning
[NO] 411/1000 | SV-DAPNet: An Enhanced Faster R-CNN Network for Object Detection in SAR Images
[NO] 412/1000 | Diffusion-Based Knowledge Transfer for Multitask Optimization
[NO] 413/1000 | Fuzzy Inference–Driven Knowledge Modeling for LLM-Assisted Human–Machine Co-Learning
[NO] 414/1000 | All-GaN Monolithic 2T1C-μLED Pixel with MHz Optical Modulation for High-Refresh-Rate Microdisplays
[NO] 415/1000 | Off-Grid OTFS Channel Estimation via Locally Linearized Grouped-ISTA Unfolding
[NO] 416/1000 | The PID-Aware Geometric Semantic Representation Learning for Infrared-Visible Image Fusion
[NO] 417/1000 | A Compact Dynamic On-State Resistance Model for GaN-HEMTs in Soft-Switching Operation
[NO] 418/1000 | ICAHS 2025 Copyright Page
[NO] 419/1000 | Optimizing the Location-Allocation of Autodialysis Centers under Demand Uncertainty: A Chance-Constrained Programming Approach
[NO] 420/1000 | Edge Intelligence for Hydropower IIoT: A Physics-Aware Time-Acoustic Fusion Network Under Few-Shot Conditions
[NO] 421/1000 | A Study on Deep Learning Models for Wheat Stripe Rust Based on Multi-Source Remote Sensing Data Fusion
[NO] 422/1000 | Application for preventive and palliative treatments of patients with allergic rhinitis
[NO] 423/1000 | A Hybrid Chaotic Adaptive PSO-SSA Algorithm for Accurate Parameter Identification of Lithium-Ion Batteries Under Multiple Driving Cycles
[NO] 424/1000 | Decoherence-Aware Quantum State Evolution with Identity-Liveness Consistency for Robust Face Anti-Spoofing
[NO] 425/1000 | Table of Contents
[NO] 426/1000 | Time Series Classification via Large Randomized High-Order Fuzzy Cognitive Maps: A First Proposal
[NO] 427/1000 | Privacy-Preserving Synchronization for Discrete-Time Two-Time-Scale Interval Type-2 Fuzzy Coupled Neural Networks with Markov Jumping Topology
[NO] 428/1000 | CNN-Based Optimized Model for Disease Stratification in Unstructured Medical X-ray Images Dataset
[NO] 429/1000 | A Privacy-Preserving Federated Learning Approach Ensuring the Accuracy of Aggregated Results
[NO] 430/1000 | A Cooperative Self-Updating Lifetime Prediction Method for Coating-Substrate Systems with Dual-Phase Degradation
[NO] 431/1000 | Collaborative Decision-Making in CAVs: An Attention-Enhanced Pareto-Oriented MARL Heuristic for Intersection Scheduling_supp1-3718683.pdf
[NO] 432/1000 | Research and Implementation of Gait Monitoring System Based on Triboelectric Nanogenerator
[NO] 433/1000 | Voltage Support Effectiveness of Pumped Hydro Storage Units in Synchronous Condenser Mode Under Weak-Grid Condition
[NO] 434/1000 | A Neuro-Symbolic System for Interpretable Multimodal Physiological Signals Integration in Human Fatigue Detection
[NO] 435/1000 | Pinching Antennas in Blockage-Aware Environments: Modeling, Design, and Optimization
[NO] 436/1000 | Position Paper: Neuro-Fuzzy Fusion for Dataset-Agnostic Deepfake Detection
[NO] 437/1000 | Structural Design of Guide Robot
[NO] 438/1000 | Explainable Residual Vision Transformer Model for Dermoscopic Images Classification
