[2026-04-01 22:38:16] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-31
正在获取论文...
[arXiv] 2026-03-31 | Industrial Policy with Network Externalities: Race to the Bottom vs. Win-Win Outcome
[NO] 222/1933 | From Patterns to Policy: A Scoping Review Based on Bibliometric Analysis (ScoRBA) of Intelligent and Secure Smart Hospital Ecosystems
[NO] 223/1933 | The scalar--Maxwell--$Λ(x)$ system: Wormhole spacetimes without nonlinear electrodynamics in unimodular gravity
[NO] 224/1933 | Functional models and self-modeling property of minimal Dirac operators on the half-line
[NO] 225/1933 | Some geometric series for Euler's constant
[NO] 226/1933 | A Precision Emulation Approach to the GPU Acceleration of Ab Initio Electronic Structure Calculations
[NO] 227/1933 | High-fidelity entangled photon pairs from a quantum-dot-based single-photon source
[NO] 228/1933 | Scaling Video Pretraining for Surgical Foundation Models
[NO] 229/1933 | EC-Bench: Enumeration and Counting Benchmark for Ultra-Long Videos
[NO] 230/1933 | Growth-rate distributions at stationarity
[NO] 231/1933 | Implication semilattice of 990 quasigroup equational laws
[NO] 232/1933 | $p$-adic Character Neural Network
[NO] 233/1933 | Deep-UV bleaching of charge disorder in encapsulated graphene
[NO] 234/1933 | "There is literally zero funding": Understanding the Emerging Role of Trusted Flaggers under the EU Digital Services Act
[NO] 235/1933 | Microscopic Origin of Page Curve
[NO] 236/1933 | Projection-Free Algorithms for Minimax Problems
[NO] 237/1933 | Beyond AI advice -- independent aggregation boosts human-AI accuracy
[NO] 238/1933 | Trotter Scars: Trotter Error Suppression in Quantum Simulation
[NO] 239/1933 | First energy scan measurement of $e^{+}e^{-}\to K^{+}K^{-}$ around the $ψ(2S)$ resonance
[NO] 240/1933 | DiSGMM: A Method for Time-varying Microscopic Weight Completion on Road Networks
[NO] 241/1933 | Friends, Foes, and First Authors: A Game Theory Model of How Power Plays Rewrite Academic Co-Authorship Networks
[NO] 242/1933 | Copy-Spread-Annihilate Dynamics in Degree-Assortative Networks
[NO] 243/1933 | SIREN: Spatially-Informed Reconstruction of Binaural Audio with Vision
[NO] 244/1933 | Multi-paradigm Logic Programming in the ${\cal E}$rgoAI System
[NO] 245/1933 | Homogeneous stellar parameters for 717,807 TESS FGK stars using Gaia DR3
[NO] 246/1933 | Floquet Codes from Derived Semi-Regular Hyperbolic Tessellations on Orientable and Non-Orientable Surfaces
[NO] 247/1933 | Robust and Consistent Ski Rental with Distributional Advice
[NO] 248/1933 | Computing Topological Transition Sets for Line-Line-Circle Trisectors in $R^3$
[NO] 249/1933 | Sampling at intermediate temperatures is optimal for training large language models in protein structure prediction
[NO] 250/1933 | Cooperative Control of Parallel Actuators for Linear Robust Output Regulation of Uncertain Linear Minimum-phase Plants
[NO] 251/1933 | Non-perturbative CPMG scaling and qutrit-driven breakdown under compiled superconducting-qubit control: a single-qubit study
[NO] 252/1933 | GeoDistNet: An Open-Source Tool for Synthetic Distribution Network Generation
[NO] 253/1933 | LLM Probe: Evaluating LLMs for Low-Resource Languages
[NO] 254/1933 | Gravitational waves from gaps of neutron stars
[NO] 255/1933 | Lecture Notes on Symmetry Reduction via the Dressing Field Method
[YES] 256/1933 | Learning to Generate Formally Verifiable Step-by-Step Logic Reasoning via Structured Formal Intermediaries
[NO] 257/1933 | Calibrated Confidence Expression for Radiology Report Generation
[NO] 258/1933 | Inference in covariate-adjusted bipartite network models
[NO] 259/1933 | 30-meter Land Surface Temperature from Landsat via Progressive Self-Training Downscaling
[NO] 260/1933 | AI-Simulated Expert Panels for Socio-Technical Scenarios and Decision Guidance
[NO] 261/1933 | Numerical methods for the computation of densities of states of periodic operators
[NO] 262/1933 | CReF: Cross-modal and Recurrent Fusion for Depth-conditioned Humanoid Locomotion
[NO] 263/1933 | Near-derivations and their applications to Lie algebras
[NO] 264/1933 | Polyhedral Unmixing: Bridging Semantic Segmentation with Hyperspectral Unmixing via Polyhedral-Cone Partitioning
[NO] 265/1933 | mtslearn: Machine Learning in Python for Medical Time Series
[NO] 266/1933 | Binomial determinants: some closed formulae
[NO] 267/1933 | Ultra-short-term volatility surfaces
[NO] 268/1933 | Force Geometry and Irreversibility in Nonequilibrium Dynamics
[NO] 269/1933 | Concentration of the bootstrap empirical process, with applications to statistical inference
[NO] 270/1933 | Using Fast Reading Current Integrator for Advanced Ion Beam Diagnostics Across Continuous and Pulsed Modes
[NO] 271/1933 | Spontaneous BRST symmetry breaking in infrared QCD
[NO] 272/1933 | The Andersen-Masbaum-Ueno conjecture for the derived subgroup of the Johnson kernel
[NO] 273/1933 | Effective approach of the tridendriform Schroeder tree algebra
[NO] 274/1933 | Communication-Aware Synthesis of Safety Controller for Networked Control Systems
[NO] 275/1933 | Learning Semantic Priorities for Autonomous Target Search
[NO] 276/1933 | Extend3D: Town-Scale 3D Generation
[NO] 277/1933 | PromptForge-350k: A Large-Scale Dataset and Contrastive Framework for Prompt-Based AI Image Forgery Localization
[NO] 278/1933 | Causality-inspired Federated Learning for Dynamic Spatio-Temporal Graphs
[YES] 279/1933 | How and Why Agents Can Identify Bug-Introducing Commits
[NO] 280/1933 | Examples of compact embedded mean convex $λ$-hypersurfaces
[NO] 281/1933 | Decoding Dopant-Induced Electronic Modulation in Graphene via Region-Resolved Machine Learning of XANES
[NO] 282/1933 | StereoVGGT: A Training-Free Visual Geometry Transformer for Stereo Vision
[NO] 283/1933 | Time evolution formalism in the complex scaling method: Application to the E1 response of $^6$He
[NO] 284/1933 | Space-Time Adaptive Beamforming for Satellite Communications: Harnessing Doppler as New Signaling Dimensions
[NO] 285/1933 | Nomad: Autonomous Exploration and Discovery
[NO] 286/1933 | Error bounds on analytic Koopman-based Lyapunov functions
[NO] 287/1933 | Graph Theoretic Framework of Dynamical Systems Through the Boundary Polynomial
[NO] 288/1933 | Accelerating 5G Synchronization Signal Timing Offset Estimation Using Dual-Rate Sampling
[NO] 289/1933 | Mexican Burrowing Toads as gravitational wave detectors
[NO] 290/1933 | Optical spectroscopy of high redshift BL Lac objects
[NO] 291/1933 | Cow-culation: Reentry Impact Risk to Livestock in the Satellite Megaconstellation Era
[NO] 292/1933 | On the Entanglement Entropy Distribution of a Hybrid Quantum Circuit
[NO] 293/1933 | The Universe Favors Primes: A Study in the Primality of Cosmic Structures
[NO] 294/1933 | Nielsen coincidence theory for $(n,1)$-valued pairs
[NO] 295/1933 | Spectroscopy of the $\mathbf{X^2Σ^+(v=2) \rightarrow A^2Π_{1/2}(v=1)}$ Transition in MgF: Hyperfine Structures and Spectroscopic Constants
[NO] 296/1933 | Same Rules, Mixed Messages: Exploring Community Perceptions of Academic Dishonesty in Computing Education
[NO] 297/1933 | Dislocations of soliton lattices: experiment and theory
[NO] 298/1933 | One-for-All: A Lightweight Stabilized and Parameter-Efficient Pre-trained LLM for Time Series Forecasting
[NO] 299/1933 | CausalPulse: An Industrial-Grade Neurosymbolic Multi-Agent Copilot for Causal Diagnostics in Smart Manufacturing
[NO] 300/1933 | Nonequilibrium energy transport in driven-dissipative quantum systems
[NO] 301/1933 | Common Risk Factors in Decentralized AI Subnets
[NO] 302/1933 | SHIFT: Stochastic Hidden-Trajectory Deflection for Removing Diffusion-based Watermark
[NO] 303/1933 | From the oracle maximal inequality to martingale random fields via finite approximation from below
[NO] 304/1933 | Latent-Y: A Lab-Validated Autonomous Agent for De Novo Drug Design
[YES] 305/1933 | A Graded Modal Dependent Type Theory with Erasure, Formalized
[NO] 306/1933 | Load Scheduling for Pulse Charging to Flatten Aggregate Power Demand
[NO] 307/1933 | Robustness of cosmic void statistics: insights from SDSS DR7 and the ELUCID simulation
[NO] 308/1933 | On Lipschitzian properties of multifunctions defined implicitly by "split" feasibility problems
[NO] 309/1933 | Exploring the Impact of Skin Color on Skin Lesion Segmentation
[NO] 310/1933 | Measuring the metacognition of AI
[NO] 311/1933 | Theory of quantum decoherence and its application to anomalous Hall effect
[NO] 312/1933 | The DCT Neuron for Estimation and Compensation of Amplitude Distortions in OFDM Systems
[NO] 313/1933 | A Comprehensive Information-Decomposition Analysis of Large Vision-Language Models
[NO] 314/1933 | Generalized Resistance Geometry from Kron Reduction and Effective Resistance
[NO] 315/1933 | Investigating the Electrochemical Double Layer with Quantum-Chemical Simulations and Implicit Solvation Models
[NO] 316/1933 | Agenda-based Narrative Extraction: Steering Pathfinding Algorithms with Large Language Models
[NO] 317/1933 | Nonlinear response theory for orbital photocurrent in semiconductors
[NO] 318/1933 | Non-Equilibrium Sock Dynamics: Spontaneous Symmetry Breaking in the Agitated Wash
[NO] 319/1933 | A Hybrid NUTS-Gibbs Sampler with State Space Marginalization for Estimation of Dynamic Structural Equation Models with Binomial Outcomes
[NO] 320/1933 | Intrinsic Temporal Coherence Governs Heat Transport of Zone-Folded Phonons
[NO] 321/1933 | Multi-hierarchy simulation of Riemann problem for reconnection exhausts
[YES] 322/1933 | EcoScratch: Cost-Effective Multimodal Repair for Scratch Using Execution Feedback
[NO] 323/1933 | The Euler system of gas dynamics
[NO] 324/1933 | Design, Fabrication and Characterization of Microwave Multiplexing SQUID Prototype
[NO] 325/1933 | On intersections of fields of rational functions
[NO] 326/1933 | Large subgroups of fusion systems and localities
[NO] 327/1933 | Superfluid response of bosonic fluids in composite optical potentials: angular dependence and Leggett's bounds
[NO] 328/1933 | Efficient Parallel Compilation and Profiling of Quantum Circuits at Large Scales
[NO] 329/1933 | Construction of a spiral with given boundary conditions by inversion of the involute of a circle
[NO] 330/1933 | Be Water: An Evolutionary Proof for Trend-Following
[NO] 331/1933 | FlowID : Enhancing Forensic Identification with Latent Flow-Matching Models
[NO] 332/1933 | Randomstrasse101: Open Problems of 2025
[NO] 333/1933 | Compositional Reasoning for Probabilistic Automata with Uncertainty
[NO] 334/1933 | Designing Human-GenAI Interaction for cMOOC Discussion Facilitation: Effects of a Collaborative AI-in-the-Loop Workflow on Social and Cognitive Presence
[NO] 335/1933 | Multicolor $K_r$-Tilings with High Discrepancy
[NO] 336/1933 | Adaptive Momentum via Minimal Dual Function for Accelerating Randomized Sparse Kaczmarz
[NO] 337/1933 | Monodense Deep Neural Model for Determining Item Price Elasticity
[NO] 338/1933 | GPU Accelerated Minimal Auxiliary Basis Approach TDDFT for Large Organic Molecules
[NO] 339/1933 | Scaling the Long Video Understanding of Multimodal Large Language Models via Visual Memory Mechanism
[NO] 340/1933 | A Unified Weighted-Loss Physics-Informed Neural Network for Boundary Layer Problems in Singularly Perturbed PDEs
[NO] 341/1933 | An Experiential Approach to AI Literacy
[NO] 342/1933 | Testing classical-quantum gravity with geodesic deviation
[NO] 343/1933 | CCDNet: Learning to Detect Camouflage against Distractors in Infrared Small Target Detection
[YES] 344/1933 | Software Vulnerability Detection Using a Lightweight Graph Neural Network
[NO] 345/1933 | Xuanwu: Evolving General Multimodal Models into an Industrial-Grade Foundation for Content Ecosystems
[NO] 346/1933 | Improving Ensemble Forecasts of Abnormally Deflecting Tropical Cyclones with Fused Atmosphere-Ocean-Terrain Data
[NO] 347/1933 | AEC-Bench: A Multimodal Benchmark for Agentic Systems in Architecture, Engineering, and Construction
[NO] 348/1933 | Calculating the quantum Fisher information via the truncated Wigner method
[NO] 349/1933 | Developing Adaptive Context Compression Techniques for Large Language Models (LLMs) in Long-Running Interactions
[NO] 350/1933 | Hierarchical Visual Relocalization with Nearest View Synthesis from Feature Gaussian Splatting
[NO] 351/1933 | Biomimetic PINNs for Cell-Induced Phase Transitions: UQ-R3 Sampling with Causal Gating
[NO] 352/1933 | Three-Band Anderson Lattice Model Reveals Co-Evolution of Topological and Magnetic Phases Driven by Electron Correlation
[NO] 353/1933 | Segmentation of Gray Matters and White Matters from Brain MRI data
[NO] 354/1933 | BLOC: A Global Optimization Framework for Sparse Covariance Estimation with Non-Convex Penalties
[NO] 355/1933 | Hodge Structures in Sextic Fourfolds Equipped with an Involution
[NO] 356/1933 | The Inflation of Resetting Workers
[YES] 357/1933 | REFINE: Real-world Exploration of Interactive Feedback and Student Behaviour
[NO] 358/1933 | A Unified Theory of Deterministic Magnetic Switching
[NO] 359/1933 | Large-scale nonlinear optical computing with incoherent light via linear diffractive systems
[NO] 360/1933 | New Lower Bounds for C4-Free Subgraphs of the Hypercubes Q7 and Q8
[NO] 361/1933 | Predictor-Based Output-Feedback Control of Linear Systems with Time-Varying Input and Measurement Delays via Neural-Approximated Prediction Horizons
[NO] 362/1933 | Disentangling the interactive effects of anthropogenic disturbances on biodiversity
[NO] 363/1933 | Schrödinger's Seed: Purr-fect Initialization for an Impurr-fect Universe
[NO] 364/1933 | Towards Explainable Stakeholder-Aware Requirements Prioritisation in Aged-Care Digital Health
[YES] 365/1933 | SemLoc: Structured Grounding of Free-Form LLM Reasoning for Fault Localization
[NO] 366/1933 | LoRaWAN Gateway Placement for Network Planning Using Ray Tracing-based Channel Models
[NO] 367/1933 | Extreme points in quotients of Hardy spaces
[NO] 368/1933 | Asymmetric Encoder-Decoder Based on Time-Frequency Correlation for Speech Separation
[NO] 369/1933 | Machine Learning Assisted Reconstruction of Local Electronic Structure of Non-Uniformly Strained MoS2
[NO] 370/1933 | Determination of $α_S$ in the $SU(3)$ Yang-Mills theory
[NO] 371/1933 | 5d Higgs branch and instanton magnetization
[NO] 372/1933 | BayesInsights: Modelling Software Delivery and Developer Experience with Bayesian Networks at Bloomberg
[NO] 373/1933 | The van der Waerden Simplicial Complex and its Lefschetz Properties
[NO] 374/1933 | Canonical frames in contact 3-manifolds and applications
[NO] 375/1933 | Four Generations of Quantum Biomedical Sensors
[NO] 376/1933 | Multimodal Machine Learning for Early Prediction of Metastasis in a Swedish Multi-Cancer Cohort
[NO] 377/1933 | Noncooperative Game in Multi-controller System under Delayed and Asymmetric Information
[NO] 378/1933 | Conventional and Unitarity-Conserving Pecci-Quinn Inflation Models and ACT
[NO] 379/1933 | Emergence of Non-Hermitian Magic Angles and Topological Phase Transitions in Twisted Bilayer $α$-$T_3$ Lattices
[NO] 380/1933 | M3SA: Exploring Datacenter Performance and Climate-Impact with Multi- and Meta-Model Simulation and Analysis
[NO] 381/1933 | Beyond Ground-Truth: Leveraging Image Quality Priors for Real-World Image Restoration
[NO] 382/1933 | Tracking vs. Deciding: The Dual-Capability Bottleneck in Searchless Chess Transformers
