[2026-02-24 09:38:54] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-23
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202602230000+TO+202602232359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[ACM] 2026-2-23 | WiFi-Based Assessment of Scoliosis-Related Spinal Postures
[NO] 320/1000 | Contextual-Personalized Adaptive Cruise Control via Fine-Tuned Large Language Models
[NO] 321/1000 | Terminal Super-Twisting Sliding Mode Control with Extended Kalman Filter for a XYZ Series-Type Precision Positioning Stage
[NO] 322/1000 | Refining Naive Annotations with Limited Expert Guidance for Semantic Segmentation: A Case Study on Underwater Echograms
[NO] 323/1000 | Scaling Open-Vocabulary Action Detection
[NO] 324/1000 | DISC-GAN: Disentangling Style and Content for Cluster-Specific Synthetic Underwater Image Generation
[NO] 325/1000 | MORFI: Mutimodal Zero-Shot Reasoning for Financial Time-Series Inference
[NO] 326/1000 | SPIE: Semantic and Structural Post-Training of Image Editing Diffusion Models with AI Feedback
[NO] 327/1000 | A Multimodal Physics-Informed Neural Network Approach for Mean Radiant Temperature Modeling
[NO] 328/1000 | Towards a Resilient Citizen-Based Smart City
[NO] 329/1000 | Alzheimer’s Disease Detection: CNN-Based Analysis and Classification Approaches
[NO] 330/1000 | OpenInsGaussian: Open-Vocabulary Instance Gaussian Segmentation with Context-Aware Cross-View Fusion
[NO] 331/1000 | Enhancing Vision-Language Models for Zero-Shot Video Action Recognition via Visual-Textual Refinement and Improved Interpretability
[NO] 332/1000 | Phoneme-Level Analysis for Person-of-Interest Speech Deepfake Detection
[NO] 333/1000 | Adapting Curricula by Tracking the Gap between Validation and Training Loss
[NO] 334/1000 | High-Speed and High-Precision Comparator for SAR ADC
[NO] 335/1000 | Battery-Free Ultra-Low Power Sensor Node with Simultaneous RF Power Harvesting and Information Transmission
[NO] 336/1000 | Unified AI Framework for Real-Time Customer Churn Prediction Using Behavioral and Event-Log Anomaly Signals
[NO] 337/1000 | A Tensegrity-based Spherical Mobile Robot with Multiple Rolling Gait Patterns
[NO] 338/1000 | Forecasting Customer Churn Using Machine Learning: A Marketing Analytics Approach
[NO] 339/1000 | PMTNet: A Patch-Based Multi-Scale Convolution-Transformer for Short-Horizon Kiln Tail Temperature Forecasting in Zinc Rotary Kilns
[NO] 340/1000 | SGBD: Sharpness-Aware Mirror Gradient with BLIP-Based Denoising for Robust Multimodal Product Recommendation
[NO] 341/1000 | Early Warning and Assessment of Market Power in Electricity Trading Centers Based on Combined Weighting TOPSIS
[NO] 342/1000 | Structural Optimisation and Assist Performance Evaluation of a Flexible Hip Exoskeleton Inspired by Octopus Tentacles
[NO] 343/1000 | Latent Gene Diffusion for Spatial Transcriptomics Completion
[NO] 344/1000 | Adversarial Reality for Evading Deepfake Image Detectors
[NO] 345/1000 | Federated Learning based Distributed Firewall for Zero Trust Networks
[NO] 346/1000 | A Hybrid Requirements Engineering Methodology for Certification of Medical Device Software
[NO] 347/1000 | Notch Filter-Based Vibration Suppression Method for the Cooled Infrared Electro-Optical Platform
[NO] 348/1000 | Attack-Agnostic Adversarial Detection via Feature Enhancement
[NO] 349/1000 | Nonlinear Control of Pneumatic Soft Robots Based on Koopman Operator
[NO] 350/1000 | Software-Defined Networking (SDN): A Comprehensive Survey
[NO] 351/1000 | FedHS: Federated Learning Collaborating Heterogeneous IoT Devices to Achieve Large Server Model Fine-Tuning
[NO] 352/1000 | AI-Driven Electromagnetic Design and Optimization: A Survey of Methods and Applications
[NO] 353/1000 | The impact of Social Networking Programs Instagram and Tik Tok on Students’ Mental Pollution
[NO] 354/1000 | Feature-based Magnetotelluric Inversion with the Variational Autoencoder Regularization
[NO] 355/1000 | A Circularly Polarized Horn Antenna Integrated with 3D Metal Lens
[NO] 356/1000 | Research on Optimal Scheduling of Microgrids with Electric Vehicle Energy Storage
[NO] 357/1000 | Efficient Self-Supervised Neuro-Analytic Visual Servoing for Real-Time Quadrotor Control
[NO] 358/1000 | Non-Intrusive Machine Learning-Based Anomaly Detection for Heterogeneous Embedded Platforms
[NO] 359/1000 | HybridSoilNet: A Novel Approach to Classify Soil Nutrient Deficiencies
[NO] 360/1000 | Design of FPGA-Based Neural Network Acceleration System for Object Detection
[NO] 361/1000 | Endonama: Graph Neural Networks Based In-Silico Transcriptomics from Histology Whole Slide Images for Fertility Diagnostics
[NO] 362/1000 | Multi-Camera 3D Object Tracking via 3D Point Clouds and Re-Identification
[NO] 363/1000 | Joint Spotting and Recognition of Micro-Expressions in Long Videos via Temporal Representation Learning
[NO] 364/1000 | The ID Net Architecture for Interpretable X-ray Baggage Image Denoising
[NO] 365/1000 | An Edge Computing Task Promotion Method for Grid Information Technology Innovation Terminals Based on an Improved NSGA-III Algorithm
[NO] 366/1000 | Research on Optimal Power Reservation Configuration for Microgrid Industrial Parks Considering Reliability
[NO] 367/1000 | Adaptive Narrative Coherence Modeling via Graph Embeddings and Reinforcement Learning
[NO] 368/1000 | Explainable Anomaly Detection in Cloud-Native Systems via RAG-Enhanced Vector Retrieval
[YES] 369/1000 | Pyls: Enabling Python Hardware Synthesis with Dynamic Polymorphism via LCRS Encoding
[NO] 370/1000 | An LLM-Empowered Technical Approach and Practical Study for Engineering Quantity Calculation
[NO] 371/1000 | A LightGBM-Based Framework for Detecting Non-Compliant Cross-Region Account Openings in Telecommunications
[NO] 372/1000 | IMU-Based Activity Recognition and Payload Estimation for Augmentative Exoskeleton
[NO] 373/1000 | Improved Tightly Coupled Dipole Array with Frequency Selective Surface for Enhanced Efficiency
[NO] 374/1000 | Research on Full-Cycle Dispersive Gradient Highpower W-Band Folded Waveguide Compact Traveling Wave Tube
[NO] 375/1000 | Evaluating Optimizers in Customized CNNs for Multi-Class Respiratory Diagnosis using Chest X-rays
[NO] 376/1000 | CS3D: An Efficient Facial Expression Recognition via Event Vision
[NO] 377/1000 | Enhanced YOLOv8 for Robust Multi-Task Perception in Autonomous Driving Under Challenging Environments
[NO] 378/1000 | Generation Modelling of Artificial Personalities Using Decision Dynamics and Curiosity-Driven Behavior
[NO] 379/1000 | Deep Learning-Based Tornado Detection Using Multi-Scale Spatiotemporal Fusion of Polarimetric Weather Radar Data
[NO] 380/1000 | An Improved Genetic Algorithm-Based Method for Task Scheduling and Resource Allocation in Avionics Network
[NO] 381/1000 | Design and Development of an Adaptive Respiratory Exercise Robot
[NO] 382/1000 | Blockchain-based Distributed Provenance and Data Integrity Assurance Research for Digital Heritage Archives
[NO] 383/1000 | TI-TNet: A Text-Image Fusion Network for Thyroid Nodule Segmentation
[NO] 384/1000 | Eco-Friendly Synthesis of Benzimidazole: Linking Green Chemistry with Artificial Intelligence in Healthcare
[NO] 385/1000 | Artificial Intelligence in the Assessment of Range of Motion for Musculoskeletal Conditions During Telerehabilitation
[NO] 386/1000 | Design of a Wide Dualband Circularly Polarized Rectangular Dielectric Resonator Antenna Using Deep Learning
[NO] 387/1000 | Machine Learning in Drug Discovery and Development
[NO] 388/1000 | Optimal Scheduling of High-Altitude Multi-Energy Microgrid Clusters Based on Robust Optimization and Tiered Carbon Trading Mechanism
[NO] 389/1000 | An Intelligent Strata Identification Method for Shield Tunneling Based on a State-Space Model and Dynamic Thresholding
[NO] 390/1000 | A Design of Wider Impedance Bandwidth with Spider-Parasitic Elements Patch Antenna for Ku-Band Applications
[NO] 391/1000 | MAHAD: Multi-Granularity Autoencoder for Hyperedge Anomaly Detection
[NO] 392/1000 | Data Exfiltration Detection System using Machine Learning
[NO] 393/1000 | A Review of Artificial Intelligence and Machine Learning Based Approaches for Ergonomic Risk Assessment in Agriculture
[NO] 394/1000 | Clustering of High-Dimensional Uncertain Data Based on Probability Distributions
[NO] 395/1000 | User-Generated Content and Editors in Games: A Comprehensive Survey
[NO] 396/1000 | An Evaluation on Kinematics During Different Lifting Tasks with Marker-less Vision-based Cameras
[NO] 397/1000 | The Coralscapes Dataset: Semantic Scene Understanding in Coral Reefs
[NO] 398/1000 | Faculty of Engineering
[NO] 399/1000 | SNAMS 2025 Committees
[NO] 400/1000 | 2025 International Conference on Energy Power and Electrical Technology (CEPET)
[YES] 401/1000 | 2026 IEEE/ACM International Symposium on Code Generation and Optimization (CGO)
[NO] 402/1000 | A Low-Cost GNSS/UWB Integrated Positioning Method Based on Non-Stationary Noise Suppression
[NO] 403/1000 | TechRxiv: Share Your Preprint Research With the World!
[NO] 404/1000 | DrivingGaussian++: Towards Realistic Reconstruction and Editable Simulation for Surrounding Dynamic Driving Scenes
[NO] 405/1000 | A Survey of Water Pipeline Leak Detection using Acoustic Sensing
[NO] 406/1000 | A Linearization of DFT Spectrum for Precision Power Measurement in Presence of Interharmonics
[NO] 407/1000 | Golden Section Search-based GNSS Multipath Mitigation for Enhanced Urban Positioning
[NO] 408/1000 | Robust Multimodal Sensor Fusion using Variational Autoencoder
[NO] 409/1000 | VNiScan-Fruit: A Non-Invasive Visible-Near Infrared Sensing System for Soluble Solids Content Estimation in Fruits
[NO] 410/1000 | A High-
                    <i>Q</i>
                    Coupled Dual-Beam Piezoelectric MEMS Resonator for Frequency Control Applications
[NO] 411/1000 | DFPR-BEV: Cross-modal Knowledge Distillation of Decouple Features and Projection Regions for Multi-Camera 3D Object Detection
[NO] 412/1000 | Multi-Level Online Group Pruning for Deep Semantic Segmentation: Balancing Efficiency and Class Fairness
[NO] 413/1000 | ELAS-FG: Efficient Lightweight Authentication Scheme in Factor Graph-based Communication for VANET_supp1-3665634.pdf
[NO] 414/1000 | Calculation and Analysis of Motor Unbalanced Electromagnetic Force with or without Eccentricity Considering Thermal Factors Related to Multi-field Coupling Effect for In-wheel Electric Vehicle Applications
[NO] 415/1000 | Cover
[NO] 416/1000 | A Machine Learning-Based Framework for Bias Correction of Doppler Weather Radar Observations
[NO] 417/1000 | Accelerating the Max-Cut problems via distributed Ising machine solvers
[NO] 418/1000 | A 10-GHz GaN MMIC Self-Synchronous Rectifier With a GaAs MMIC Tunable Gate Termination
[NO] 419/1000 | Table of Contents
[NO] 420/1000 | Is It Certainly a Deepfake? Reliability Analysis in Detection &amp; Generation Ecosystem
[NO] 421/1000 | K-StyleLoRA: Information-Guided Image Generation via Selective Feature Learning
[NO] 422/1000 | Probing the Representational Power of Sparse Autoencoders in Vision Models
[YES] 423/1000 | Model as a Game: On Numerical and Spatial Consistency for Generative Games
[NO] 424/1000 | Prompt-Guided Spatial Understanding with RGB-D Transformers for Fine-Grained Object Relation Reasoning
[NO] 425/1000 | AI vs. Human Moderators: A Comparative Evaluation of Multimodal LLMs in Content Moderation for Brand Safety
[NO] 426/1000 | Embedding Font Impression Word Tags Based on Co-occurrence
[NO] 427/1000 | Smart ANN Based UPFC Controller for Improving Transient Stability of Power System
[NO] 428/1000 | Path Optimization of Unmanned Vehicles Based on Penalty A* Algorithm in Plateau Terrain
[NO] 429/1000 | Fake News Detection Using Improved Machine Learning Approaches
[NO] 430/1000 | Performance Analysis of Energy-Saving and Emission-Reduction in Diesel-Electric Hybrid Marine Propulsion Systems
[NO] 431/1000 | Hierarchical Multi-Modal Fusion for Roadside VRU Detection: Method Complementarity Under Sparse Label Constraints
[NO] 432/1000 | A Retrieval-Augmented Generation Method Based on Intent Analysis for Explainable Speech Emotion Recognition
[NO] 433/1000 | Multiple-Layer Waveguide Terahertz Reconfigurable Integration Platform
[NO] 434/1000 | Design of Networked Digital Twins Production Line Based on Industrial Robot
[NO] 435/1000 | BDCHS: A Blockchain-Enhanced Framework for Cloud Security—Evaluation Current Strategies and Future Innovations
[NO] 436/1000 | AI-Driven Claims Adjudication: Optimizing Healthcare Systems with Machine Learning and Deep Neural Networks
[NO] 437/1000 | Study on the Influence of Lamination Parameters of Civil Aircraft Carbon Fiber Composites on Electromagnetic Shielding Characteristics
[NO] 438/1000 | Prompt4Trust: A Reinforcement Learning Prompt Augmentation Framework for Clinically-Aligned Confidence Calibration in Multimodal Large Language Models
[NO] 439/1000 | Refractive Scene Camera Pose Estimation via Inverting Underwater Neural Radiance Fields
[NO] 440/1000 | A Block Sparsity-Based Method for Target Detection by Synthetic Aperture Interferometric Radiometer
[NO] 441/1000 | Role of Artificial Intelligence in Newborn Screening: A Comprehensive Review
[NO] 442/1000 | DeepColor: A CNN-Based Skin Tone Detection and Personalized Color Recommendation System
[NO] 443/1000 | Posture Alert System: Design, Implementation and Evaluation
[NO] 444/1000 | Applications of the Directional Coupler with Arbitrary Phase Difference Slope for Doherty Power Amplifier
[NO] 445/1000 | Design and Development of a Smart Street Light Controller
[NO] 446/1000 | Simulation and Analysis of the Interaction in a Dual-Band Gyro-TWT
[NO] 447/1000 | A Compact SIW-Based Millimeter-Wave Self-Diplexing Slot Antenna with Low Cross-Polarization for K-Band and 5G Applications
[NO] 448/1000 | The Future Works Differently: Exploring Gen-Z’s Compensation Priorities in the UAE
[NO] 449/1000 | Analysis and Optimization of the Bottleneck in Concurrent I/O Writing for Multiple Nodes in the WRF Model
[NO] 450/1000 | An Efficient Implementation of DGEMM on the Latest Shenwei Processor
[NO] 451/1000 | Visual Servo Control of Robotic Arm Based on Reinforcement Learning
[NO] 452/1000 | AI-Driven Comparative Analysis of Echo Intensity and Velocity-SNR Relationships for Dual- and Single-Polarization Radars under Heavy Precipitation
[NO] 453/1000 | Single- and Dual-Broadband End-Fire Filtennas with High Front-to-Back Ratios
[YES] 454/1000 | DFT AI: Machine Learning-Guided Test Point Insertion for Pre-Silicon Debug and Post-Silicon Diagnosis in Complex VLSI Systems
[NO] 455/1000 | Dual-Approach CNN Framework for Brain Tumor Detection Using MRI Images
[NO] 456/1000 | Cross-Modal Mamba Fusion for Multispectral Object Detection
[NO] 457/1000 | A Review on Deep Neural Network Approaches for Early Autism Spectrum Disorder Diagnosis: Current Trends, Challenges and a Proposed Framework
[NO] 458/1000 | Unsupervised Domain Adaptation via Content Alignment for Hippocampus Segmentation
[NO] 459/1000 | GraphGAN-Based Fault Detection and Location for Complex Power Grids
[NO] 460/1000 | Predicting Emotional Well-Being of Undergraduate Students Using Machine Learning Approaches
[NO] 461/1000 | Real-Time Machine Learning Analysis During Accentuated Eccentric Jumps and Ladder Drills to Predict Sprint and Change of Direction Performance in Futsal Players
[NO] 462/1000 | MBIST++: An Adaptive March Algorithm Generator for Memory Test Coverage Enhancement in Post-Silicon Validation
[NO] 463/1000 | Enhancing Argument Structure Extraction with Effective Fusion of Contextual Information
[NO] 464/1000 | Food Stiffness Identification and Adaptive Constant-Force Feeding Control for Assistive Feeding Robots
[NO] 465/1000 | Study on the Dynamic Assessment Method for Flood-Related Risks of Power Grid Equipment Based on Real-Time Data
