[2026-08-20 22:26:48] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-19
正在获取论文...
[arXiv] 2026-08-19 | The Equality Cases of the Weak Simplex Conjecture
[NO] 474/1794 | On $p$-adic solubility of $Ax^\ell + By^m + Cz^n = 0$
[NO] 475/1794 | Subgroup performance analysis of adaptation strategies for chest X-ray foundation models
[NO] 476/1794 | Who Can Make the Action Happen? An Authority-Decomposition Framework for High-Risk Automated Systems
[NO] 477/1794 | Thickness-dependent degradation and optical access in epitaxial 2H-MoTe2 protected by metallic capping layers
[NO] 478/1794 | Kähler-Ricci Tangent Flows in the Analytic Minimal Model Program
[NO] 479/1794 | Tight Energy Lower Bounds for Distributed Graph Algorithms
[NO] 480/1794 | Positivity preservers over finite fields II
[NO] 481/1794 | Localized scalar modes of $O(3)$ critical bubbles: partial-wave continuum mergers and wave-function deformation
[NO] 482/1794 | (Almost) quadruply optimal unitary designs in 1D
[NO] 483/1794 | The Position-wise Prime Digit Distribution Theorem: A Formal Proof of Position-wise Digit Equidistribution in the Prime Numbers
[NO] 484/1794 | Robust and Efficient Feature Extraction for Spike Sorting via the Walsh-Hadamard Transform
[NO] 485/1794 | Technical Proposal for the Atom Interferometer CERN Experiment (AICE) Facility
[NO] 486/1794 | Entry growth in Gaussian elimination
[NO] 487/1794 | Multi-zone Modeling of Blazar Jets: Constraints from GeV-Optical Correlation and Short-Timescale Variability
[NO] 488/1794 | A hypercomplex partition function for dissipative quantum field theory
[NO] 489/1794 | \textsc{TestifAI}: Tomography-Based Testing for Deep Learning Systems
[NO] 490/1794 | A Near-Optimal Linear Range for the Erdős Matching Conjecture
[NO] 491/1794 | Real Classical Shadows with Noise
[NO] 492/1794 | Hardness of Forcing Unique Perfect Matchings in Bipartite Graphs of Maximum Degree 3
[NO] 493/1794 | Entanglement islands and information recovery from near-extremal regular black holes
[NO] 494/1794 | Constant-Time Inverse Suffix Array Queries in Compact Space and Sublinear-Time Construction of Suffix Array Indexes
[NO] 495/1794 | Sampling isometric tensor network states with monitored quantum circuits
[NO] 496/1794 | Towards end-to-end Bayesian forward models in global 21-cm cosmology: surrogate modelling and marginalisation of beam uncertainty
[NO] 497/1794 | Simple, Safe, and Overlooked: Reclaiming Sustainable Domain Generalization with Statistical Color Matching
[NO] 498/1794 | On the temperature dependence of the optical band gap in the material system of lithium niobate and lithium tantalate
[NO] 499/1794 | A Simple Construction of Locally Checkable Problems Filling the LOCAL Complexity Gaps in Graphs with Arbitrary Large Degrees
[NO] 500/1794 | Universal Machine-learning Molecular Dynamics at the Speed of Empirical Potentials
[NO] 501/1794 | SPARC: Subspace Position-Aware Robust Few-Shot Calibration for Distribution-Shifted Industrial Anomaly Detection
[NO] 502/1794 | Zero-Shot SAM2 Segmentation and Vision Transformer-Based Recognition of Elamite Cuneiform Symbols from Degraded Tablet Images
[NO] 503/1794 | A local clique density theorem in $H$-free graphs
[NO] 504/1794 | Hyperfiniteness of bounded-to-one actions of commutative monoids
[NO] 505/1794 | Space-Efficient Hierholzer for Undirected Graphs
[NO] 506/1794 | Comparing Controller Synthesis Methods with Deadline-Miss Awareness
[NO] 507/1794 | Know Your Qubits, Know Your Users: Personas for Quantum Software
[NO] 508/1794 | Balancing theory uncertainties in ab initio nuclear structure calculations: Many-body truncation versus finite basis size
[NO] 509/1794 | Counting Schreier Sets Under Neighborhood Conditions
[NO] 510/1794 | Universal Ramanujan-type congruences for prime-detecting quasimodular forms
[NO] 511/1794 | Looking for TRAPPIST-1 external planets' emission in JWST archival data
[NO] 512/1794 | The Limits of Black-Box Reductions for All-Pairs Triangle Detection
[NO] 513/1794 | Improved bounds on the oriented diameter of planar triangulations
[NO] 514/1794 | DA-WAM: Decision-Aligned Future Latents for Driving World Models
[NO] 515/1794 | Ultrasonic attenuation in inhomogeneous superconductors
[YES] 516/1794 | What is Missing from AI Post-Training AI: An Empirical Analysis
[NO] 517/1794 | A metric on $S^2 \times S^2$ with positive sectional curvature
[NO] 518/1794 | LT-Mem: Volatility-Aware Spatio-Temporal Memory for Lifelong Scene Understanding
[NO] 519/1794 | The Radioactive Background of the JUNO Calibration System
[NO] 520/1794 | The Ultrafast Line-Driven Wind from the Double-Degenerate Merger Remnant WD J005311
[NO] 521/1794 | USR-Drive: Unified Driving Scene Representation via Joint Denoising of 3D Gaussians and Boxes
[NO] 522/1794 | The role of weak interfaces in the tensile deformation and fracture of particle-filled polymers studied by phase-field model
[NO] 523/1794 | Self-prompting and cross-model consensus enable reproducible data extraction from scientific literature with large language models
[NO] 524/1794 | On the odd independence number of the Queen graph
[NO] 525/1794 | Local null controllability of a quasi-linear system and related numerical experiments
[NO] 526/1794 | Interface Capacity and Architectural Replenishment Determine Entanglement-Generation Speed in Quantum Networks
[NO] 527/1794 | 3D trapping of a meta-atom in an intensity minimum
[NO] 528/1794 | The $6\times6$ equality case of matrix spaces with rank-two commutators
[YES] 529/1794 | Grading the Graders: Verification Autonomy Levels (L0-L5) for LLM Reasoning
[NO] 530/1794 | Introducing the Privacy-HSD Trade-off: Hate Speech Detection, but not at the Cost of Privacy
[NO] 531/1794 | Surjectivity of real-linear Cauchy--Riemann operators: from the minimal Harder--Narasimhan slope to automatic transversality
[NO] 532/1794 | ForeSightGuide: An Anticipatory Framework toward Accurate and Low-Redundancy Guidance for the Visually Impaired
[NO] 533/1794 | A 12-Step Process for Industrial Internet of Things (IIoT) Forensics
[NO] 534/1794 | Limitations of RMS-based Stability Assessment of Converter-based Grids: A Case Study
[NO] 535/1794 | Subsystem Symmetries and Fracton Models in Quantum Error Correction
[NO] 536/1794 | Long Range Asymptotics for the Quadratic Aharonov--Bohm NLS
[NO] 537/1794 | Institutional Books - Visual Elements: An open-source pipeline for extracting, classifying, deduplicating, and captioning visual elements from digital book collections
[NO] 538/1794 | Translations between interior preorder structures and coherent neighbourhood systems for intuitionist modal logic
[NO] 539/1794 | Inversion Diameter of Planar Graphs
[NO] 540/1794 | Quantum-Enhanced Atomic Sensor via Spin Nonequilibrium Criticality
[YES] 541/1794 | SkillForge: Self-Distilling Agents for Project-Specific Issue Resolution
[NO] 542/1794 | Learning-State-Aware Dynamic Generative Data Augmentation on Small-Scale Datasets
[NO] 543/1794 | Polarization controlled second harmonic generation imaging of stretched collagen fibrils reveals collagen deformation pathway in situ
[NO] 544/1794 | Model-based bootstrap inference for Cox models after Lasso selection
[NO] 545/1794 | Training-Free Inference-Time Self-Reflection and Cost-Bounded Early Stopping for Large Language Models
[NO] 546/1794 | Falcon Perception-HD: High Density Perception via Reinforcement Learning
[NO] 547/1794 | Cluster Representation of Renormalization Group Transformations and a Rigorous Proof for Convergence of the RG-Flow of the Ising Model to Trivial Fixed Points away from Criticality
[NO] 548/1794 | Investigating the properties of nearby young moving groups using GaiaDR3
[NO] 549/1794 | Can a Lightweight Multimodal Model Estimate LLM Reasoning Performance? A Study for Compute-Optimal Document Inference
[NO] 550/1794 | First Law of Black Hole Interior Dynamics
[NO] 551/1794 | Beyond receptive fields: sequence-pooled normalization can supply most of a sequence labeler's context
[YES] 552/1794 | Beyond LLM-Based Reasoning: Lightweight GNNs for Agent Failure Attribution
[NO] 553/1794 | VQC-ZTI: Variational Quantum Control for Zero Trust Protection of the Tactile Internet
[NO] 554/1794 | The Role of Grid Cells in Reducing Spatial Aliasing in Hippocampal Place Representations
[YES] 555/1794 | SemaPLC: A Project-Grounded, Verification-Gated Agent Harness for PLC Code Generation
[NO] 556/1794 | Classification of compact homogeneous strongly pseudoconvex hypersurfaces in $\mathbb C^n$
[NO] 557/1794 | Robust Instability Radius for Networked Dynamical Systems: Upper and Lower Bounds
[NO] 558/1794 | Direct fidelity estimation through joint fiducial grouping
[NO] 559/1794 | Bridging Search and CRM: Productionizing AI Product Research Agents for Customer Re-Engagement
[NO] 560/1794 | Hubb_DMFT and Wan2mb_DMFT: Continuous-Time Quantum Monte Carlo Solvers for Single- and Multi-Orbital Hubbard Model
[NO] 561/1794 | Good Stabilizer Codes from Shallow Clifford Circuits with Random Matchings
[NO] 562/1794 | Which Negatives Matter? Ask Your Text Encoder: Adaptive Similarity Margins for Dense-Caption Retrieval
[NO] 563/1794 | Stability and Perron's method for Monge solutions of eikonal equations in metric spaces
[NO] 564/1794 | Cross-Modal MRI Ovary Segmentation in Endometriosis Using Unpaired TVUS Prototype Priors
[NO] 565/1794 | Operando Raman probing of mode selective electron phonon coupling in two dimensional halide perovskites
[NO] 566/1794 | UMER: Unifying Embedding and Ranking via Pair-Aware Discriminative Reasoning for Universal Multimodal Retrieval
[NO] 567/1794 | Essential spectra and eigenvalue asymptotics of Fourier blocks of the elastic Neumann-Poincaré operator on tori
[NO] 568/1794 | WhiteMatter: All-to-All Cross-Layer Connections via KV Mixing
[NO] 569/1794 | Time-dependent Evolution of Proton Spectra in Supernova Remnants and Their Contribution to Galactic Cosmic Rays
[NO] 570/1794 | Room-temperature ferroelectrically switchable quantum geometry in few-layer WTe2 for complementary in-memory computing
[NO] 571/1794 | Wilf Equivalence for Length-Three Patterns and Flat POPs, and a Conjecture of Qiu and Remmel
[NO] 572/1794 | Finite-time blow-up for the four-dimensional mass-critical quadratic nonlinear Schrödinger system without mass resonance
[NO] 573/1794 | Atrial Fibrillation Detection with Arbitrary Leads via a Codebook-Based Reconstruction-Classification Framework
[NO] 574/1794 | Norms of multiplication operators: answering Fialkow--Loebl question
[NO] 575/1794 | More Context, Same Budget: Dual-Bounded Relational Recall Beyond Top-K Retrieval
[NO] 576/1794 | Limit Theory for U-Statistics under Clustered and Weakly Dependent Data
[NO] 577/1794 | Donaldson-Sun Theory in the Conic Case
[NO] 578/1794 | Multi-Level Bayesian Calibration of a Multi-Component Dynamic System Model
[NO] 579/1794 | Multi-Objective Optimization Under Uncertainty of Part Quality in Fused Filament Fabrication
[NO] 580/1794 | Minimal foliations, codimension-one stable norms, and a question of Bangert
[NO] 581/1794 | When Clean Signals Are Not Enough: Detecting Structural Ambiguity for Safe Wearable Stress Classification
[NO] 582/1794 | Non-abelian uni-vector deformations in gauged supergravities and non-abelian Einstein-Maxwell theories
[NO] 583/1794 | Quantum Effects in Supersymmetric Galilean Yang-Mills
[NO] 584/1794 | Overdetermined Singular Problems and Fractional Torsion
[NO] 585/1794 | Complete Intersections of Bounded Codimension: Failure of the Nagata Criterion and Recovery of Openness
[NO] 586/1794 | The Parabolic Anderson Model's Total Mass at Small Times: Geometry, Fluctuations, and Renormalization
[NO] 587/1794 | EfficientSync: Real-Time Lip Synchronization via Deformation-Based Reference Texture Mixing
[NO] 588/1794 | Semi-Discrete Linear Hyperbolic Curvature flow
[YES] 589/1794 | Contract-Aware Rescue of a Drifted Isabelle Development: The Double-Tank Case Study
[NO] 590/1794 | Identifying Implicit Premises for Logical Reconstruction of Argument Graphs
[NO] 591/1794 | Pairwise Logical Selection of Enthymeme Completions under Semantic-Link Uncertainty
[NO] 592/1794 | The number of groups of cubefree order
[NO] 593/1794 | Finite-time blow-up for the forced 2D Navier-Stokes equations
[NO] 594/1794 | Decomposing Wrong-Consensus Agreement in LLM Self-Consistency: A GPT-4.1 Case Study
[NO] 595/1794 | Characterizations of extremal hyperbolic rates via Herglotz measures and Koenigs linearization
[NO] 596/1794 | Engineering Psychological Safety in Autonomous Vehicles: A Systems-Theoretic Framework for Psychological Safety in Autonomous Vehicles and its Validation in Real-World Scenarios
[NO] 597/1794 | Learning Canonical Register Automata over Ordered Data Domains
[NO] 598/1794 | Identifying the origin of the 146-GeV excess at the LHC
[NO] 599/1794 | Robust Modeling of Extremes in the Presence of Inliers with Enhanced Tail Estimation
[NO] 600/1794 | A Few Cases Are All You Need: An Empirical Study of Annotation-Efficient LoRA Fine-Tuning of MedSAM3
[NO] 601/1794 | Spectral convergence of hyperbolic surfaces and quantum ergodicity
[NO] 602/1794 | Execution-grounded evaluation reveals hidden failures in language-model calculations for environmental science
[NO] 603/1794 | Study of the intrinsic resolution of LaBr3(Ce,Sr) and NaI(Tl) crystals
[NO] 604/1794 | A left and right coherent ring with $\mathcal{PGF}(R)\subsetneq\mathcal{GP}(R)$
[NO] 605/1794 | A single design choice determines whether machine learning models of materials make physically impossible predictions
[NO] 606/1794 | Joint Power Allocation and Phase-Shift Design for Beyond-Diagonal Stacked Intelligent Metasurfaces-Aided ISAC Systems
[NO] 607/1794 | EgoHRV: Continuous Heart Rate Variability Estimation from Egocentric Systems for Autonomic Response and Skill Assessment
[NO] 608/1794 | CamWorldQA: Perceptual Quality Assessment of Camera-Controlled World Video Generation
[NO] 609/1794 | Modeling Network Congestion under Demand Uncertainty Using Wardrop Principles
[NO] 610/1794 | RTPO: Reverse-Turn Policy Optimization for Stabilizing Agentic RL Training
[NO] 611/1794 | Reinforced Planning with Latent World Models
[NO] 612/1794 | Trapping: The "Waterfall" of Vlasov-Poisson Dynamics and the Post-Transient Emergence of Drift-Independent Hole Structures in Collisionless Plasmas
[NO] 613/1794 | Finding suitably generic points on curves with an application to the construction of rigid real closed fields
[NO] 614/1794 | Branching (Almost) Everywhere And All at Once
[NO] 615/1794 | Long-time asymptotics of the integrable defocusing Wadati-Konno-Ichikawa equation with a finite-genus algebro-geometric background
[NO] 616/1794 | PALATE: Personalized Aesthetic Learning through Adaptive Taste Evolution for Multi-User Portrait Retouching
