[2026-07-16 22:56:42] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-15
正在获取论文...
[arXiv] 2026-07-15 | The spread construction and non-uniqueness of visible Lagrangians
[NO] 530/1751 | Short-time parametrix for the Fokker--Planck semigroup and applications
[NO] 531/1751 | On the Vanishing Viscosity and Magnetic Diffusion Limit for Incompressible Magnetohydrodynamics
[NO] 532/1751 | TCAM-Diff: Triplane-Aware Cross-Attention Medical Diffusion Model
[NO] 533/1751 | Global regularity of temperature patches for the 3D non-diffusive Boussinesq system with large Prandtl number
[NO] 534/1751 | Parallel gradient boosting for flexible estimation of conditional distributions
[NO] 535/1751 | Infinite horizon stochastic optimal control with sign-changing discount factor
[NO] 536/1751 | Clustering algorithms for multivariate wind farm SCADA data filtering
[NO] 537/1751 | Transformer is All You Need: Attention-Based Anomaly Detection and Classification in Inverter-Rich Power Systems
[NO] 538/1751 | Ripple: An Open, AI-Formalized Lean 4 Framework for Computing with CRNs
[NO] 539/1751 | Intuitionistic Dynamic Logic
[NO] 540/1751 | Hardness of Vertex Splitting: Cographs, Chordal Graphs, and Beyond
[NO] 541/1751 | TRACE-PCa: Predicting Prostate Cancer Progression from Longitudinal MRI During Active Surveillance
[NO] 542/1751 | M2P-AD: Memory-to-Prototype Learning with Boundary-aware Score Refinement for 3D Anomaly Detection
[NO] 543/1751 | Factorized Spectral Representations for Reinforcement Learning
[NO] 544/1751 | Norm-Cone Conjugation and Fenchel-Type Duality Beyond Convexity
[NO] 545/1751 | Testing the Transverse Scalar Mode of Gravitational Quantum Field Theory with Taiji and LISA
[NO] 546/1751 | Compositional Zero-Shot Recognition based on Tangent Space Disentanglement for Composite Modulation Signals
[NO] 547/1751 | Joint On-and-Off Policy Learning for Vision-and-Language Navigation
[NO] 548/1751 | LPM: Industrial-Scale Generative Video Restoration
[NO] 549/1751 | Reverse to Advance: Teleoperation-Cost Effective Hard Policy Learning from Reversed Easy Tasks
[NO] 550/1751 | Nonlinear Hodge correspondence for morphisms
[NO] 551/1751 | Deterministic single-electron trapping on solid neon using engineered dielectric surface geometry
[NO] 552/1751 | Periodicities in the Riordan arrays of polynomials over finite fields
[YES] 553/1751 | DREA: Decoupled Reasoning and Exploration Agents for Repository-Level Vulnerability Detection
[NO] 554/1751 | Local Redundancy: An Information-Theoretic Measure of Plasticity from Synthetic Memorization
[NO] 555/1751 | Generalizable VLA Finetuning via Representation Anchoring and Language-Action Alignment
[NO] 556/1751 | Suppressing Detuning-Induced Bias in Ramsey Magnetometry with Composite Pulses
[NO] 557/1751 | Can We Steer the Black-Box? Towards Controllability-Centric Evaluation of Recommender Systems with Collaborative Agents
[NO] 558/1751 | Is the Statistical Advantage Worth the Cost? An Empirical Comparison of KANs and MLPs for Structured Data Classification
[YES] 559/1751 | From Interpretation to Compilation: Compilation-Based Execution of Semantic Operators [Vision]
[NO] 560/1751 | Min-Max Regret Task Allocation and Planning of Heterogeneous Multi-Robot System in Partially Known Environments
[NO] 561/1751 | Total variation cutoff for Kac's walk on the sphere
[NO] 562/1751 | Dirac topology, anomalous Hall response, and giant magnetoresistance in carrier-compensated altermagnetic semimetal NiS
[NO] 563/1751 | The Café in Amsterdam: When the Incumbent Becomes the Oracle
[NO] 564/1751 | Boronization-enabled I-mode on EAST tokamak with an expanded density window and favorable-configuration access
[NO] 565/1751 | FM$^2$: Unified Federated Foundation Models for Heterogeneous Multimodal Medical Imaging
[NO] 566/1751 | Quantitative Propagation of Chaos and Fluctuations for Kinetic McKean--Vlasov SDEs with Singular Interaction Kernels
[NO] 567/1751 | The Sample Pre-selection and Characterization Station at the SECUF: Instrumentation, Capabilities, and Representative Scientific Achievements
[NO] 568/1751 | Direct Imaging of Temperature Evolution of Polar Nanoregions and Chemically Ordered Regions in PMN Relaxor: Evidence for Polar Phase Percolation
[NO] 569/1751 | Probing the Orientation Distribution of Nearby Double White Dwarfs through Gravitational Waves with LISA
[NO] 570/1751 | Detector Confidence Signals Presence Rather Than Occlusion in Cluttered Manipulation
[NO] 571/1751 | Learning Latency-Aware Orchestration for Multi-Agent Systems
[NO] 572/1751 | The Refusal Residue: When Probes Catch Alignment Faking and When They Don't
[NO] 573/1751 | EZSMT Version 3, Matured
[NO] 574/1751 | Traffic-Aware Randomized Smoothing for LLM-Based Network Intrusion Detection
[NO] 575/1751 | Reflation: redox-driven atmospheric inflation as tracer of super-Earth geochemistry
[NO] 576/1751 | EgoProceVQA: A Novel Egocentric Procedural Understanding Task with Self-Skill-Exploration Agent
[NO] 577/1751 | Accurate Solvation Properties in supercritical CO$_2$ with Molecular Density Functional Theory
[NO] 578/1751 | Perturbative algebraic quantum field theory with smoothened boundary
[NO] 579/1751 | S-CARD-CMSA: A Score-Aware Candidate Archive with Density-Filtered Reporting for Multimodal Optimization
[NO] 580/1751 | Precoding-based protocols for entanglement assisted linear computation over a quantum many-to-one network
[NO] 581/1751 | Design and Analysis of a Higher-Order Enhanced Phase-Locked Loop via the Ahmadi-Chaudhry-Zhang Newton Framework
[NO] 582/1751 | Transformation Semigroup Perspective on the Magma Monoid
[NO] 583/1751 | Predicting BESS Degradation with Uncertainty Quantification: A Probabilistic Framework for Battery Energy Storage Systems
[NO] 584/1751 | Barnamala: Parameter-Efficient Handwritten Devanagari Recognition at Benchmark Saturation
[NO] 585/1751 | Towards a joint X-ray and gamma-ray analysis of Pulsar Wind Nebulae with Gammapy
[NO] 586/1751 | Optimal and Efficient Contextual Combinatorial Semi-bandits with General Function Approximation
[NO] 587/1751 | Self-Evolving Agent Harnesses via Gated Semantic Quality-Diversity
[NO] 588/1751 | Dual-pulse micronozzle acceleration of sub-GeV-class protons
[NO] 589/1751 | Spectral and Additive Combinatorial Methods for Cycles and Absorbing Sets in Lifted-Product Quantum LDPC Codes
[NO] 590/1751 | Exploratory, Communicative, and Deployable: Vision-Driven Embodied Agents for Open-World Mobile Manipulation
[NO] 591/1751 | A Distributed Framework for Compiling and Reasoning with d-DNNF
[NO] 592/1751 | Advanced Techniques in Stability Analysis of Trans-Neptunian Objects
[NO] 593/1751 | VIP-MINGLE: A Corpus for Videoconference and In-Person Multimodal Interaction in Group Language Engagement
[NO] 594/1751 | Parity-Lifted Radiative Degeneracy: Orthogonal Dipoles over Parallel Dipoles in Achiral Dielectric Cavities
[NO] 595/1751 | Analogical Deep Research: Retrieving and Integrating Historical Analogies for Foresight Analysis
[NO] 596/1751 | Protective Capacity Hallucination: When Large Language Models Claim Nonexistent Capabilities
[NO] 597/1751 | Characterization and Construction of Pairwise Orthogonal Parseval Frames with Applications to Sampling
[NO] 598/1751 | Optimal Non-Binary Single-Track Gray Code
[NO] 599/1751 | From Prediction to Collaboration: Interactive Symbolic Music Analysis
[NO] 600/1751 | UniPhysGen: Unified Physical Grounding for Simulation-Ready 3D Assets
[NO] 601/1751 | Quantum-classical crossover in finite spin-1/2 rings with Dzyaloshinsky-Moriya interaction
[NO] 602/1751 | UTS at ELOQUENT 2026 Voight-Kampff: structural shifts in AI writing bypass state-of-the-art detectors
[NO] 603/1751 | Emergent induction in magnetic Weyl semimetals
[NO] 604/1751 | Multi-Agent Collaborative Reasoning with Tool-Augmented Evidence for Urban Region Profiling
[NO] 605/1751 | Greedy Volume Maximization of Gradient Embeddings for Long-Tailed Frame-Level Bioacoustic Active Learning
[NO] 606/1751 | Renormalizing a three-flavor lattice calculation of the two-photon contribution to $K_L\toμ^+μ^-$
[NO] 607/1751 | Excluding paths and bicliques
[NO] 608/1751 | AgentCompass: A Unified Evaluation Infrastructure for Agent Capabilities
[NO] 609/1751 | DeepLoop: Depth Scaling for Looped Transformers
[YES] 610/1751 | Generative Compilation: On-the-Fly Compiler Feedback as AI Generates Code
[NO] 611/1751 | An Epidemic Threshold Set for Networks
[NO] 612/1751 | PhysClaw-0: A Symbiotic Agentic System for Robot Autonomy via Language Corrections
[NO] 613/1751 | LLMs for Qualitative and Mixed-Methods Social Network Analysis
[NO] 614/1751 | Electric field controlled spin transport in a topological insulator interfaced with a ferroelectric antiferromagnet
[NO] 615/1751 | The Lean Number of a Hypergraph
[NO] 616/1751 | Activity Regeneration from Silent States in Neuronal Networks with Transient Synaptic Memory
[NO] 617/1751 | Agent Skill Security: Threat Models, Attacks, Defenses, and Evaluation
[NO] 618/1751 | Magneto-optical hologram lens with microsecond focal switching in magnetic garnet
[NO] 619/1751 | Multimodal Empirical Bayes Variational Autoencoders for Joint Longitudinal and Time-to-Event Modeling
[NO] 620/1751 | Using superpixels for interpretable feature reduction in large 2D diffraction datasets
[NO] 621/1751 | Associated gradients: connection to conservative fields and application
[NO] 622/1751 | GigaWorld-Policy-0.5: A Faster and Stronger WAM Empowered by AutoResearch
[NO] 623/1751 | Metamorphosis of transition between states of limit cycle oscillations in aeroacoustic system
[NO] 624/1751 | PlumeQuant: Uncertainty-aware consistency assessment of methane plume masks and emission-rate estimates
[NO] 625/1751 | HORCRUX: A Complete PQC RISC-V eXtension Architecture
[NO] 626/1751 | A novel unsupervised machine learning strategy to handle multimodal cardiac PET/MRI data
[NO] 627/1751 | SIVA-RL: Sensitivity-Invariance Visual Alignment for Multimodal Reinforcement Learning
[NO] 628/1751 | S-squared-VLA: Decoupling Semantic and Spatial Streams in Vision-Language-Action Models for Autonomous Driving
[NO] 629/1751 | Thresholded Cross-Attention for Reliable Intensity-Chromaticity Fusion in Low-Light Image Enhancement
[NO] 630/1751 | An Efficient Newton Algorithm for Nonnegative Matrix Factorization with the Kullback-Leibler Divergence
[NO] 631/1751 | Solid-State NMR Dipolar Recoupling in Presence of Large Chemical Shielding Anisotropies by Quaternion-Based Effective Hamiltonian Optimal Control
[NO] 632/1751 | Hybrid Time-Frequency Domain Frequency Offset Compensation Under GHz Doppler Shift for LEO Satellite-to-Ground Coherent Free-Space Optical Communication
[NO] 633/1751 | An Order-One Lower Bound on the Error of Scalable Generalized Multiscale Finite Element Space Constructions
[NO] 634/1751 | Relevance-Aware Rule: Structural Deletion of Irrelevant Conditions in Decision Trees
[NO] 635/1751 | Cradle of Life: From the Formation of Stars to Habitable Worlds with the SKAO
[NO] 636/1751 | Condition for $1/f$ noise to occur along with an example for a diffusion equation
[NO] 637/1751 | Heavy-Tailed Flow Matching via Random Clocks
[NO] 638/1751 | Neural-network-based material identification in photon-counting computed tomography using region-of-interest spectral features
[NO] 639/1751 | Inherent interpretability provides inherent value in quantum machine learning
[NO] 640/1751 | Multimodal Assessment of Pancreatic Cancer Resectability Using Deep Learning
[NO] 641/1751 | Revisiting column subset selection through the lens of submodularity
[NO] 642/1751 | The Replication Assessment Problem in Software Engineering
[NO] 643/1751 | Strict Lyapunov function for the one-dimensional linear wave equation with a locally distributed damping
[NO] 644/1751 | Bayesian Risk Preference Persuasion
[NO] 645/1751 | Bake It Till You Make It: Ultrafast Spatial Texture-Atlas Splatting
[NO] 646/1751 | Persona Migration and Expectation Recalibration in Generative AI Adoption: A Longitudinal Study at a State Department of Transportation
[NO] 647/1751 | Mapping recrystallization trajectories in GaAs using latent space diffraction analysis
[NO] 648/1751 | Recovery of coefficients for a convection-diffusion equation from partial data
[NO] 649/1751 | A phase transition in the exactness of the NPA hierarchy at the critical doubly-tilted CHSH functional
[NO] 650/1751 | PriEval-Protect: A Unified Framework for Privacy Evaluation and Protection in Healthcare Systems
[NO] 651/1751 | Solid-state gravitational-wave detectors at GHz frequencies: the search for the primordial stochastic GW background and light primordial black hole binaries
[NO] 652/1751 | Adaptive optics imaging of the nuclei of Seyfert 2 galaxies: An unexpectedly high incidence of nuclear stellar rings
[NO] 653/1751 | Constraint-Driven Model Optimization: An Industry Framework for Selecting Compression and Acceleration Techniques in Modern Machine Learning Systems
[NO] 654/1751 | Comprehensive, Efficient Large-Scale Community Detection via Structural Entropy Game
[NO] 655/1751 | Global well-posedness of strong solutions to a model for the morning glory cloud
[NO] 656/1751 | nuTruck: Benchmarking Autonomous Driving Planning for Distributed Electric-drive Trucks
[NO] 657/1751 | Conditional Invertible Neural Networks for Data-Driven UAV Control: A 2-D Proof of Concept
[NO] 658/1751 | Machine learning development for quantum computing and neutrino physics
[NO] 659/1751 | Towards a Modular Bin-picking Framework for Handling Object Pose Uncertainties
[NO] 660/1751 | Anatomy of Uncertainty: Expressive Descriptors of Robotic Manipulator Motion for Non-verbal Communication in Human-Robot Collaboration
[NO] 661/1751 | Towards Spatial Supersensing in the Wild
[NO] 662/1751 | On the existence and non-existence of centres of mass on Hilbert spheres
[NO] 663/1751 | A de Sitter Anti-Scrambling Algebra
[NO] 664/1751 | FreeLit: Paired-Free Indoor Relighting via Physics-Guided Diffusion
[NO] 665/1751 | Calming traffic in unsignalized bidirectional streets by introducing one-lane bottlenecks
[NO] 666/1751 | Design and Control of the "QuadBoat": A Quadruped Surface Vehicle for Drowning Rescue
[NO] 667/1751 | Research progress in high-pressure tuning of layered magnetic materials
[NO] 668/1751 | How the Hessian-Spectrum of Neural Networks Depends on Data
[NO] 669/1751 | Representability of systems of proportionally modular numerical semigroups
[NO] 670/1751 | STOCKTAKE: Measuring the Gap Between Perception and Action in LLM Agents with a Fair Oracle
[NO] 671/1751 | Opinion Formation in a Spatially Constrained Coevolving Nonlinear Voter Model
[NO] 672/1751 | Error Analysis of a Fully-Discrete Implicit $θ$-Scheme with WG-FEM for Parabolic Singularly Perturbed Boundary Turning Point Problems
[NO] 673/1751 | Wetting effects on the dynamics of droplets and bubbles at surfaces
[NO] 674/1751 | Visual Place Recognition Using Rate-Encoded Spiking Neural Networks with Discrete STDP Learning
