[2026-09-03 23:48:17] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-02
正在获取论文...
[arXiv] 2026-09-02 | A Survey of Decentralized Physical Infrastructure Network,Research Directions, and Open Challenges
[NO] 170/1933 | Response of a Model Glass to Athermal Quasistatic Pinching
[NO] 171/1933 | Entanglement entropy minimization and global symmetry violation in scatterings
[NO] 172/1933 | The Bonnet-Myers theorem on Finsler manifolds with integral weighted Ricci curvature bounds
[NO] 173/1933 | Genesis: A Generative Engine for Hierarchical Satellite Image Synthesis
[NO] 174/1933 | Projective Affine Body Dynamics for Multibody Systems
[NO] 175/1933 | Estimation risk in conditional expectiles
[NO] 176/1933 | Liquid-liquid phase transitions in dipolar liquids. Insights into Supercooled Water
[NO] 177/1933 | Query Rewriting for Complex Object Segmentation in 4D Gaussian Representations
[NO] 178/1933 | Characterizing Text Branch Sensitivity in Medical Vision-Language Segmentation via Evidence Decoupling
[NO] 179/1933 | Dimension Dependent Correlation Gap Bounds under Restricted Independence
[NO] 180/1933 | Unfolding the Leech Lattice: Fused Multi-Shell Decoding and VRAM Layouts for 2-Bit LLM Weights
[NO] 181/1933 | Heuristically optimizing, synthesizing, and prioritizing measurement settings for quantum state tomography
[NO] 182/1933 | Polynomial Invariants for Probabilistic Transition Systems with Unbounded Support
[NO] 183/1933 | H3DNAS: Hardware-Aware ONNX-Native 3D Point Cloud Model Compression
[NO] 184/1933 | AlterSeeK-Path: Systematic construction of generalized band-structure paths for displaying altermagnetic spin splitting
[NO] 185/1933 | Energy asymptotics of holomorphic functions with application to Calderón-Zygmund theory in $\mathbb{C}$
[NO] 186/1933 | Ruelle--Pollicott Theory for Metastable Systems: A Unified Framework for Tipping Transitions
[NO] 187/1933 | Metrization of Quasi-Uniformities, Powerset Monads, and Qualitative Robustness Analysis
[NO] 188/1933 | What Would it Cost to End Extreme Poverty?
[NO] 189/1933 | Spin squeezing by geometric focusing in vacuum Rabi oscillations
[NO] 190/1933 | Almost Linear 3-Spanners of Temporal Cliques
[NO] 191/1933 | Learning Spectral-Like Mesh-Free Discretisations
[NO] 192/1933 | ARFT: A Synchronized Multimodal RF-Acoustic Dataset for Positioning in Distributed Environments
[NO] 193/1933 | WiFlow: Estimating Optical Flow using WiFi Channel State Information
[NO] 194/1933 | Contrastive Explanations in Quantitative Bipolar Argumentation Frameworks
[NO] 195/1933 | Linker Functionalization and pH Tuning Enhance Solar-Driven Catalytic CO$_2$ Reduction in MOF-5
[NO] 196/1933 | Double Parton Distributions in the nucleon: Lattice parameter dependence
[NO] 197/1933 | Competitive Market Behavior of LLMs
[NO] 198/1933 | Student responses to a modified Force Concept Inventory: The Newtonian Mechanics Quiz
[NO] 199/1933 | A Unified Rate-Distortion Perspective on Vector, Product, and Scalar Quantization
[NO] 200/1933 | Microcell Hot Spot and Smart Antennas Evaluation in WCDMA Macrocell System
[NO] 201/1933 | Nonreciprocal Magnon Hanle Effect in Antiferromagnetic $α$-Fe$_2$O$_3$
[NO] 202/1933 | Pure FENE Bond Potential for Soft Matter and Biological Simulations: Theory, HOOMD-blue Implementation, and Applications to Polymer, Colloidal, and Membrane Systems
[NO] 203/1933 | Interior Curvature Estimates for the Graphical Scalar Curvature Equation in All Dimensions
[NO] 204/1933 | The Analytical Solutions of Dyonic Black Holes in Einstein-Euler-Heisenberg Theory
[NO] 205/1933 | Chebyshev's method applied to polynomials with rotational symmetry
[NO] 206/1933 | GRADSOLVE: fast exact gradients for ODE ensembles on GPUs
[NO] 207/1933 | Estimating the number of real zeros of linear combinations of radicals of polynomials
[NO] 208/1933 | Inelastic Dark Photon Dark Matter for the LUX-ZEPLIN High-Recoil Event and the Galactic Halo Gamma-Ray Excess
[NO] 209/1933 | Magnetized accretion onto rapidly spinning binary black holes: mini-disk thermodynamics, magnetic transport, and dual jets
[NO] 210/1933 | PlantC2USeg: Cross-Scale Consistent Pre-Training for Few-Shot Unified Plant Point Cloud Segmentation
[NO] 211/1933 | MuyBridge: Mobile Human Center-of-Mass Estimation from Monocular Video via Sparse Fusion
[NO] 212/1933 | Tests on the POD-P controller of INELFE Spain-France VSC-HVDC interconnector
[NO] 213/1933 | Toward Robust LiDAR Semantic Segmentation for Real-World Deployment: Evaluation under Coarse Labels, Adverse Conditions, and Domain Shifts
[NO] 214/1933 | Model-level synthetic-flux control of hyperchaos order and matched-resource sensing in dissipative optomechanics
[NO] 215/1933 | Low-Temperature Transport in Li-Ion Battery EC/EMC/FEC Electrolytes: Molecular Dynamics and Machine-Learning Modeling
[NO] 216/1933 | Guidelines for the implementation of power oscillation damping controllers in power converters
[NO] 217/1933 | Global smooth behavior in Kuznetsov and Westervelt type viscous wave equations: A unifying approach covering $W^{1,q}$-small initial data
[NO] 218/1933 | Variational preparation of thermofield double states for SYK models via multi-angle QAOA: sequential angle pruning for circuit reduction
[NO] 219/1933 | Full-Model Optimality for Tunable Linear Generative Priors in Compressed Sensing
[YES] 220/1933 | ShikumiMiner: Mining Recurring Implementation Patterns in AI Codebases
[NO] 221/1933 | SafeEvolve: Harness-Policy Co-Evolution from Agent Experience for Safety Alignment
[NO] 222/1933 | Sharp convergence rates for the vanishing discount problem with hyperbolic Aubry sets
[NO] 223/1933 | Most $(0,1)$-polytopes are not normal
[NO] 224/1933 | Video-Based Palm-Vein Authentication under Challenging Conditions
[NO] 225/1933 | Strong Constraints on Higgsino Dark Matter from Solar Capture
[NO] 226/1933 | HyperStyler: Low-resource Authorship Style Transfer via Context-aware Style Navigation and Hypernetworks
[NO] 227/1933 | Quantum wreath products and Yang-Baxter equations
[NO] 228/1933 | HiPoly: a hierarchical polymer-native AI framework for property prediction and generative design
[NO] 229/1933 | LoRA-TSD: Tangent-Space Spectral Descent for LoRA via Muon-Style Updates
[NO] 230/1933 | RVSD: Retrieval Vision Sparse Decoding for Mitigating Visual Hallucinations in Large Vision-Language Models
[NO] 231/1933 | Twist as a Mechanical Switch for Reconfigurable Stacking in h-BN
[NO] 232/1933 | Insensitizing Control Problems for Coupled Stochastic Parabolic Systems with State and Gradient Observations
[NO] 233/1933 | From Goldene to Noblene: exhaustive enumeration of the ordered Au-Ag-Cu monolayer alloys
[NO] 234/1933 | A Top-Down Framework for Metric-Scale Athlete Localization from Single Broadcast Frames
[NO] 235/1933 | Halo-EFT: an effective and efficient tool to study reactions with halo nuclei
[NO] 236/1933 | Random-mapped intensity optical neural network: all-optical two-layer computing for multimodal optical-field inference
[NO] 237/1933 | From Proxy Learning to Driving Decisions: A Transfer-Based Framework for Evaluating Future-Aware Autonomous Driving Planners
[NO] 238/1933 | Multiwavelength View of Black Hole X-ray Binary Swift J151857.0-572147
[NO] 239/1933 | LoFi RADIO: A Distilled In-Domain Backbone Applied for Artifact-Severity Grading of Ultra-Low-Field Neonatal Brain MR
[NO] 240/1933 | Recommender System as Slow and Fast Thinkers
[NO] 241/1933 | Electronic Structure and Superconductivity in La$_{1.55}$Sr$_{0.45}$CuO$_4$/La$_2$CuO$_4$ Artificial High-$T_c$ Superlattices Probed by Hard and Soft X-ray Spectroscopy
[NO] 242/1933 | The Neutral Atomic Hydrogen in the solar neighborhood (NeAtHood) project I. Ghost in the shell: Neutral atomic hydrogen in the extended Orion nebula
[NO] 243/1933 | Differentiable Electricity-Market Clearing for Gradient-Based Planning
[NO] 244/1933 | Learning to Attract and Repel: Dual Quality Margin Learning for Face Recognition (DQM-Face)
[NO] 245/1933 | From Detection to Localization: A Unified Forensics Framework for Fully Synthetic and Tampered Images
[NO] 246/1933 | TaRA: Training-Aware Low-Rank Adaptation Initialization
[NO] 247/1933 | From topology learning to graph generation: A unifying perspective
[NO] 248/1933 | Unfolded Krylov complexity: universal chaotic dynamics without false positives
[NO] 249/1933 | The Maximum Number of Shortest Paths in Graphs
[NO] 250/1933 | Degree of irrationality of abelian surfaces
[NO] 251/1933 | A measurement-based approach to EPFD calculation, to quantify the impact of satellite mega-constellations on low-frequency radio astronomy
[NO] 252/1933 | Static and breathing dynamics of optical bullets in nonlinear GRIN fibers
[NO] 253/1933 | Percolation Dynamics in Optimization : Variance Cascades and Discrete Scale Invariance
[NO] 254/1933 | The Missing Temporal Link: Temporal Context Routing for Script-Driven Audio-Video Generation
[NO] 255/1933 | Farthest-cell triplet entropy: high-dimensional shell limits and hyperbolic curvature amplification
[NO] 256/1933 | Humanoid Safe Stop via Learned Stoppability Value
[NO] 257/1933 | Strategic Centrality and the Emergence of Core-Periphery Networks
[NO] 258/1933 | $\mathcal{F}$-Transitivity of Translation Semigroups on Directed Metric Trees
[NO] 259/1933 | SALA: Semantic-Aware Logical Alignment for Complex Reasoning in In-Context Learning
[NO] 260/1933 | Dispersion-engineered meta-coverslip for multimodal synthetic imaging
[NO] 261/1933 | Metastability of interacting stochastic systems with countably many metastable states: beyond positive recurrence
[NO] 262/1933 | On the counting function of square-full numbers
[NO] 263/1933 | Chirped-Pulse Forward Raman Amplification in Nonuniform Plasmas
[NO] 264/1933 | Quantum Workload Privacy Beyond Data Confidentiality
[NO] 265/1933 | Counter-GEO-Bench: Evaluating Defenses Against Information-Distorting Generative Engine Optimization
[NO] 266/1933 | The decomposition relations alone present the Goncharov Lie coalgebra
[NO] 267/1933 | Domain shift-robust object detection with GenAI image editing
[NO] 268/1933 | Existence and Blow-Up for Nonlinear Fokker-Planck with Controlled Drift Divergence
[NO] 269/1933 | VoRTeC: Taming Foundation Flow for One-step Real time Video Compression
[NO] 270/1933 | Frobenius Alexander quandles, knot colorings, and isogeny classes of abelian varieties over finite fields
[NO] 271/1933 | Heat transfer problem of a dense gas described by the Enskog equation with a modification of the Enskog factor
[NO] 272/1933 | The NC-CC dichotomy in ruthenium isotopes: Implications for the origin of the late veneer
[NO] 273/1933 | Vortex-core Majorana coupling to a chiral edge in a $p_x+ip_y$ superconductor: Nonmonotonic spectral reorganization and coherent fermion-parity dynamics
[NO] 274/1933 | T2LSC-Bench: Benchmarking Localized Semantic Control in Text-to-Image Generation
[NO] 275/1933 | Scientific performances of the XGIS instrument on-board THESEUS
[NO] 276/1933 | A proposal for a hybrid free-space optical quantum communication network with hexagonal boron nitride-based single photon sources
[NO] 277/1933 | Towards Global Federated Genome-Wide Association Meta-Analysis Using GA4GH TES
[NO] 278/1933 | Hardware-Accelerated Instance Segmentation for Resource-Constrained Space Robotics with Criticality Analysis
[YES] 279/1933 | SkillGLoW: Procedural-Family Skill Consolidation for Self-Improving Agents on Long-Horizon Task Streams
[NO] 280/1933 | Invariant subspaces for free linearizations of Lipschitz maps
[NO] 281/1933 | LeakageBench: Document-Level Leakage Risk for Redacting Personally Identifiable Information in Document Images
[NO] 282/1933 | TAME: Temporal-Aware Mixture-of-Experts for Text-Video Retrieval
[NO] 283/1933 | Observation of Hong-Ou-Mandel interference between photon and polariton
[NO] 284/1933 | The Locality Cost of Fully Flat Hopf Insulators
[NO] 285/1933 | Schrödinger Bridges on Lie Group Manifolds for Probabilistic Intrinsic Generation
[NO] 286/1933 | Asymptotics of holomorphic torsion on orbifolds and an equivariant arithmetic Hilbert-Samuel theorem
[NO] 287/1933 | Disc-Based Estimation of the Local Dark Matter Density and Velocity Distribution in IllustrisTNG50
[NO] 288/1933 | CC-4DGS: Computational Deformation and Point-Cloud Compression for Storage-Efficient Dynamic Gaussian Splatting
[NO] 289/1933 | The Intermediate-Mass Black Hole Reverberation Mapping Project: Scientific Overview and Sample Characteristics
[NO] 290/1933 | Bounding Selmer Groups of Superelliptic Jacobians via Class Groups
[NO] 291/1933 | Simulation of the electron escape ratio for keV alpha-particle ionization tracks in liquid helium
[NO] 292/1933 | Multidimensional Light Detection with Symmetry-engineered Heterojunctions
[NO] 293/1933 | Macroscopic Coherent Axion Production by Reverse Parametric Fluorescence
[NO] 294/1933 | Overview of multi-conjugate adaptive optics reconstructors
[NO] 295/1933 | A variational quantum eigensolver-based cutting plane framework for semidefinite programming problems
[NO] 296/1933 | EmoStance: Response-Side Affective-Orientation Control for Empathetic Response Generation via Emoji Weak Supervision
[NO] 297/1933 | AI agents reshape consensus formation in human groups
[YES] 298/1933 | Predict, Don't Iterate: Efficient Adaptive-Length Infilling for Diffusion Language Models
[NO] 299/1933 | Selective Knowledge Edit Reversal via Gated Singular Vector Shrinkage
[NO] 300/1933 | BICEP/Keck XXII: Analysis of the South Pole Atmosphere for CMB Observations
[NO] 301/1933 | Mutation--selection balance on an infinite trait space: confinement, drift and equilibrium
[NO] 302/1933 | Transfer Safety Awareness for Cross-Modal Safety Drift in Multimodal Large Language Models
[NO] 303/1933 | Biquaternion Algebra with Bilinear Multiplication: A General, Elegant, and Computationally Advantageous Framework for Relativistic Electronic Structure Calculations on CPUs and GPUs
[NO] 304/1933 | Existence of closed non-planar $p$-elasticae
[NO] 305/1933 | Rapid Mapping of Photocathode Quantum Efficiency: A Magnetized Electron Beam Imaging Approach
[NO] 306/1933 | Bridging the Gap: A Longitudinal Analysis of Extended Identifiers in the Post-Cookie Era
[NO] 307/1933 | DynG-Diff: A State-Aware Dynamic Guidance Diffusion Framework for Probabilistic Time Series Forecasting
[NO] 308/1933 | Type-Directed, Secure-by-Construction Enclave Partitioning for LLVM
[NO] 309/1933 | Detecting Object Hallucinations in Large Vision-Language Models via Cross-Modal Attention Drifts and Mask-Based Verification
[NO] 310/1933 | Well-Posedness for SDEs with Logarithmical Critical Distributional Drifts
[NO] 311/1933 | Efficient Sensor Fusion Through Covariance-Constrained Observation Decimation (CCOD)
[NO] 312/1933 | New Upper bounds on the Mondrian Art Problem
[NO] 313/1933 | Linear Fusion MultiDiffusion for Fast Training-Free Spherical Panorama Generation
[NO] 314/1933 | Baumslag-Solitar Subgroups Obstruct Model Companions for Fields with Group Actions
[NO] 315/1933 | Inflationary Magnetogenesis with f(R) Gravity: Dynamics, Constraints, and Observational Signatures during Reheating
[NO] 316/1933 | NS-Copilot: An LLM-Driven Agent System for Autonomous Neuroscience Analysis
[NO] 317/1933 | Maximal-velocity deficit under a finite-support constraint in hard-wall half-line continuous-time quantum walk
[NO] 318/1933 | Localizing quantum information
[NO] 319/1933 | Aggregating Neighbor Embedding Projection and Rank-Based Manifold Learning for Image Retrieval
[NO] 320/1933 | Post-Training Ternarization of Qwen3-4B Capability, Effective Bit Budget, Storage Compression, and Deployment
[NO] 321/1933 | Deeply Interleaved Text-Image Contexts for Multimodal LLMs Assessment
[NO] 322/1933 | Magnetic-Field-Calibration-Free Determination of the Hyperfine Constant $A$ in Ultracold Fermi gases of $^{40}$K
[NO] 323/1933 | Probability-Maximizing Change Detection: Finite-Window Optimality
[NO] 324/1933 | Comparative study of noise-like pulse emission from Mamyshev oscillator and conventional passively mode-locked fiber laser
