[2026-04-08 22:39:27] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-07
正在获取论文...
[arXiv] 2026-04-07 | The final version of a recent approach towards quantum foundation
[NO] 64/1901 | Next-Scale Generative Reranking: A Tree-based Generative Rerank Method at Meituan
[NO] 65/1901 | Spin-biased quantum spin Hall effect in altermagnetic Lieb lattice
[NO] 66/1901 | PHAROS: Pipelined Heterogeneous Accelerators for Real-time Safety-critical Systems With Deadline Compliance
[NO] 67/1901 | Equilibrated fraction of QCD matter in high-energy oxygen--oxygen collisions
[NO] 68/1901 | Strategic Delay and Coordination Efficiency in Global Games
[YES] 69/1901 | Broken by Default: A Formal Verification Study of Security Vulnerabilities in AI-Generated Code
[NO] 70/1901 | A statistical investigation of a divisor-sum function
[NO] 71/1901 | Beneath the Surface: Investigating LLMs' Capabilities for Communicating with Subtext
[NO] 72/1901 | ${\cal N}=4$ supersymmetric Yang-Mills thermodynamics to order $λ^{5/2}$
[NO] 73/1901 | Condorcet-loser dominance among scoring rules
[NO] 74/1901 | Exponential mixing for nonlinear Schrödinger equations perturbed by bounded degenerate noise
[NO] 75/1901 | Emergent Rotation of Passive Clusters in a Chiral Active Bath
[NO] 76/1901 | Geodesics from Quantum Field Theory: A Case Study in AdS
[NO] 77/1901 | Frequency combs and coherent dissipative structures in nonlinear optical microresonators
[NO] 78/1901 | Dialogue based Interactive Explanations for Safety Decisions in Human Robot Collaboration
[NO] 79/1901 | Developing Pre-Supernova Neutrino Support for sntools
[NO] 80/1901 | HybridKV: Hybrid KV Cache Compression for Efficient Multimodal Large Language Model Inference
[NO] 81/1901 | New directed strongly regular graphs on 60 vertices
[NO] 82/1901 | Mechanistic Circuit-Based Knowledge Editing in Large Language Models
[NO] 83/1901 | Joint Knowledge Base Completion and Question Answering by Combining Large Language Models and Small Language Models
[NO] 84/1901 | Distance spectral radius and perfect matchings in graphs with given fractional property
[NO] 85/1901 | When Do We Need LLMs? A Diagnostic for Language-Driven Bandits
[NO] 86/1901 | Loss analysis of Low Bandgap (Ag,Cu)(In,Ga)Se2 Solar Cells for Tandem Applications
[NO] 87/1901 | Reading Between the Pixels: An Inscriptive Jailbreak Attack on Text-to-Image Models
[NO] 88/1901 | Probing the Evolution of Dark Energy: A Joint Analysis of DESI DR2, Pantheon+, and Cosmic Chronometers
[NO] 89/1901 | Modeling Patient Care Trajectories with Transformer Hawkes Processes
[NO] 90/1901 | Near 13% efficient semitransparent Cu(In,Ga)S2 solar cells with band gap of 1.6 eV on transparent back contact
[NO] 91/1901 | Bivariate Causal Discovery Using Rate-Distortion MDL: An Information Dimension Approach
[NO] 92/1901 | Precise Aggressive Aerial Maneuvers with Sensorimotor Policies
[NO] 93/1901 | Hodge-to-de Rham degeneration and quasihomogeneous singularities of curves
[YES] 94/1901 | Reinforcement Learning with Negative Tests as Completeness Signal for Formal Specification Synthesis
[NO] 95/1901 | Unveiling axion signals in galactic supernovae with future MeV telescopes
[NO] 96/1901 | Observation of nuclear suppression in coherent $Υ$(1S) photoproduction off heavy nuclei at the LHC
[NO] 97/1901 | A Posteriori Second-Order Guarantees for Bolza Problems via Collocation
[NO] 98/1901 | Introduction to Mechanics and Structures
[NO] 99/1901 | Valence and Rydberg excited state bond dissociation curves of CO2 from orbital-optimized density functional calculations
[NO] 100/1901 | Kinetics of Salt Creeping on a Free Surface: From Nucleation to Saturation
[NO] 101/1901 | Quantum spin liquid ground state with the evidence of roton-like excitations at elevated temperatures in the triangular-lattice delafossite YbCuSe$_2$
[YES] 102/1901 | What Models Know, How Well They Know It: Knowledge-Weighted Fine-Tuning for Learning When to Say "I Don't Know"
[NO] 103/1901 | Effective Dynamics and Transition Pathways from Koopman-Inspired Neural Learning of Collective Variables
[NO] 104/1901 | PDMP: Rethinking Balanced Multimodal Learning via Performance-Dominant Modality Prioritization
[NO] 105/1901 | The LLM Effect on IR Benchmarks: A Meta-Analysis of Effectiveness, Baselines, and Contamination
[NO] 106/1901 | Pion Parton Distribution Functions in the Light-Cone Quark Model and Experimental Constraints
[NO] 107/1901 | Controlling Distributional Bias in Multi-Round LLM Generation via KL-Optimized Fine-Tuning
[NO] 108/1901 | Analytic exact solutions to the nonlinear Dirac equation
[NO] 109/1901 | Stability of syzygy bundles of Ulrich bundles
[NO] 110/1901 | On Iwasawa theory of abelian varieties over $\mathbb{Z}_p^2$-extension with applications to Diophantine stability and integally Diophantine extensions
[NO] 111/1901 | The spatio-temporal statistical structure of the turbulent dissipation field and its stochastic representation as a Gaussian Multiplicative Chaos
[NO] 112/1901 | Controllable Image Generation with Composed Parallel Token Prediction
[NO] 113/1901 | Single-Stage Signal Attenuation Diffusion Model for Low-Light Image Enhancement and Denoising
[NO] 114/1901 | GaussianGrow: Geometry-aware Gaussian Growing from 3D Point Clouds with Text Guidance
[NO] 115/1901 | MPM: Mutual Pair Merging for Efficient Vision Transformers
[NO] 116/1901 | Robust H(curl)-based finite element methods for the incompressible MHD system
[NO] 117/1901 | Bohr chaoticity, semi-horseshoes and full-entropy abundance
[NO] 118/1901 | SemLink: A Semantic-Aware Automated Test Oracle for Hyperlink Verification using Siamese Sentence-BERT
[NO] 119/1901 | Network Reconstruction in Consensus Algorithms with Hidden Agents
[NO] 120/1901 | Quantifying Control Performance Loss for a Least Significant Bits Authentication Scheme
[NO] 121/1901 | GraspSense: Physically Grounded Grasp and Grip Planning for a Dexterous Robotic Hand via Language-Guided Perception and Force Maps
[NO] 122/1901 | Monodromy-Matrix Description of Extremal Multi-centered Black Holes
[NO] 123/1901 | Tree-partitions and small-spread tree-decompositions
[NO] 124/1901 | Strong Lensing and Quasinormal modes of black hole around global monopole
[NO] 125/1901 | Improving Semantic Proximity in Information Retrieval through Cross-Lingual Alignment
[NO] 126/1901 | Paper Circle: An Open-source Multi-agent Research Discovery and Analysis Framework
[NO] 127/1901 | Mutual Linearity in and out of Stationarity for Markov Jump Processes: A Trajectory-Based Approach
[NO] 128/1901 | Random number generation from a self-chaotic broad-area VCSEL
[NO] 129/1901 | Sufficient conditions for proper posteriors in fully-Bayesian Functional PCA
[NO] 130/1901 | PoM: A Linear-Time Replacement for Attention with the Polynomial Mixer
[NO] 131/1901 | A Survey through Conformal Time
[NO] 132/1901 | Pixel-Translation-Equivariant Quantum Convolutional Neural Networks via Fourier Multiplexers
[NO] 133/1901 | Posterior Predictive Checks for Gravitational-wave Populations: Limitations and Improvements
[NO] 134/1901 | LAG-XAI: A Lie-Inspired Affine Geometric Framework for Interpretable Paraphrasing in Transformer Latent Spaces
[NO] 135/1901 | Short Data, Long Context: Distilling Positional Knowledge in Transformers
[NO] 136/1901 | Opportunistic Network-Level ISAC with Cooperative Sensing: A Meta-Distribution Analysis
[NO] 137/1901 | Star-planet magnetic interactions in photoevaporating exoplanets
[NO] 138/1901 | The moduli space of conically singular instantons over an SU(3)-manifold
[NO] 139/1901 | Fine-Grained Power and Energy Attribution on AMD GPU/APU-Based Exascale Nodes
[NO] 140/1901 | Quarkyonic Meson Matter for Finite Isospin Density
[NO] 141/1901 | Algorithmic Monoculture and its Critics
[NO] 142/1901 | The Separation Principle and the Dual-Certainty Equivalence Gap in Model Predictive Control
[NO] 143/1901 | The Cohesive Object Sequence: The Mass-Density Distribution of Astronomical Objects from Asteroids to Stars
[NO] 144/1901 | A Co-Design Framework for High-Performance Jumping of a Five-Bar Monoped with Actuator Optimization
[NO] 145/1901 | Testing parity with composite-field spectra of BOSS and DESI luminous red galaxies
[NO] 146/1901 | Gated-SwinRMT: Unifying Swin Windowed Attention with Retentive Manhattan Decay via Input-Dependent Gating
[NO] 147/1901 | Orbital inclination estimates for overcontact binaries using the derivatives of light curves
[NO] 148/1901 | Existence of holomorphic Lie algebroid connections in higher dimensions
[NO] 149/1901 | Search for soft unclustered energy patterns produced in association with a W or Z boson in proton-proton collisions at $\sqrt{s}$ = 13 TeV
[NO] 150/1901 | Direct Air Capture in Europe - Where to Integrate, Where to Store, and What Drives Cost?
[NO] 151/1901 | Analytic and combinatorial approaches to a weighted Catalan sum
[YES] 152/1901 | FinReporting: An Agentic Workflow for Localized Reporting of Cross-Jurisdiction Financial Disclosures
[NO] 153/1901 | Beyond Compromise: Pareto-Lenient Consensus for Efficient Multi-Preference LLM Alignment
[YES] 154/1901 | Does Pass Rate Tell the Whole Story? Evaluating Design Constraint Compliance in LLM-based Issue Resolution
[NO] 155/1901 | Edge Intelligence for Satellite-based Earth Observation: Scheduling Image Acquisition and Processing
[NO] 156/1901 | Quantitative stability of constant equilibria in a non-linear alignment model of self-propelled particles
[NO] 157/1901 | A note on input signal generators: A relaxation of Willems' fundamental lemma in the SISO case
[NO] 158/1901 | Jeffreys Flow: Robust Boltzmann Generators for Rare Event Sampling via Parallel Tempering Distillation
[NO] 159/1901 | Efficient High-order Mass-conserving and Energy-balancing Schemes for Schrödinger-Poisson Equations
[NO] 160/1901 | Bubble classification of immersions at the boundary of the moduli space with $8π$ Willmore energy
[NO] 161/1901 | A Tensor-Train Framework for Bayesian Inference in High-Dimensional Systems: Applications to MIMO Detection and Channel Decoding
[NO] 162/1901 | Generalized hydrodynamics of free fermions under extensive-charge monitoring
[NO] 163/1901 | Gamma-Ray Signatures of Thermal Misalignment Dark Matter
[NO] 164/1901 | Consensus-based optimization with $α$-stable jump processes
[NO] 165/1901 | JZ-Tree: GPU friendly neighbour search and friends-of-friends with dual tree walks in JAX plus CUDA
[NO] 166/1901 | PQC-Enhanced QKD Networks: A Layered Approach
[NO] 167/1901 | Topologically shadowed quantum criticality: A non-compact conformal manifold
[NO] 168/1901 | Beam energy dependence of identified particle production in heavy-ion collisions using a parton-hadron string dynamics model
[NO] 169/1901 | Dynamical decoupling and quantum error correction with SU(d) symmetries
[NO] 170/1901 | EfficientMonoHair: Fast Strand-Level Reconstruction from Monocular Video via Multi-View Direction Fusion
[YES] 171/1901 | Foundations for Agentic AI Investigations from the Forensic Analysis of OpenClaw
[NO] 172/1901 | Multilevel Coset Codes on Lattices
[NO] 173/1901 | Singular Relative Entropy Coding with Bits-Back Rejection Sampling
[YES] 174/1901 | ETR: Entropy Trend Reward for Efficient Chain-of-Thought Reasoning
[NO] 175/1901 | Large fringe trees for random trees with given vertex degrees
[NO] 176/1901 | Semantic analysis of behavior in a DNA-functionalized molecular swarm
[NO] 177/1901 | Diagnostic Consistency Tests of the Concordance Cosmology
[NO] 178/1901 | Model-independent constraints on generalized FLRW consistency relations with bootstrap-based symbolic regression
[NO] 179/1901 | Graph-Based Chain-of-Thought Pruning for Reducing Redundant Reflections in Reasoning LLMs
[NO] 180/1901 | Constraints on the Injection of Radiation in the Early Universe
[NO] 181/1901 | An 18 - 25 GHz spectroscopic survey of southern hemisphere dense cores
[NO] 182/1901 | Machine-State Embeddings as an Operational Coordinate System for Accelerator Operation
[NO] 183/1901 | Overview of Bayesian Solvers in EEG Distributed Source Models: Prior Selection, Algorithmic Implementation, and Depth Bias Reduction
[NO] 184/1901 | Well-posedness and Hurst parameter estimation for fluid equations driven by fractional transport noise
[NO] 185/1901 | The Transit Timing and Transmission Spectrum of Hot Jupiter WASP-43 b from a decade of Multi-band Transit Follow-up Observations
[NO] 186/1901 | Selective Aggregation of Attention Maps Improves Diffusion-Based Visual Interpretation
[NO] 187/1901 | Testing X-ray Periodicity and Long-Term Trend in PG 1553+113 via Targeted Swift-XRT Monitoring
[NO] 188/1901 | AICA-Bench: Holistically Examining the Capabilities of VLMs in Affective Image Content Analysis
[NO] 189/1901 | Physics-Aware Video Instance Removal Benchmark
[NO] 190/1901 | Asymptotic expansions of integrals and Nielsen's polylogarithms
[NO] 191/1901 | ALD Zinc Tin Oxide Buffers for Chalcopyrite Solar Cells: Electrical Barriers and Conduction Band Cliffs
[NO] 192/1901 | Hybrid Quantum-Classical Algorithm for Hamiltonian Simulation
[NO] 193/1901 | Comments on "The impact of Solar magnetic field configurations on the production of gamma rays at the Solar disk'' (arXiv:2512.01403)
[NO] 194/1901 | Learning Shared Sentiment Prototypes for Adaptive Multimodal Sentiment Analysis
[YES] 195/1901 | Swiss-Bench 003: Evaluating LLM Reliability and Adversarial Security for Swiss Regulatory Contexts
[NO] 196/1901 | Beyond Paper-to-Paper: Structured Profiling and Rubric Scoring for Paper-Reviewer Matching
[NO] 197/1901 | Quantum optomechanics of lossy bodies: general approach and structured squeezed vacuum effects
[NO] 198/1901 | Symmetry-Breaking and Hysteresis in a Duplex Voter Model
[NO] 199/1901 | Weight-Informed Self-Explaining Clustering for Mixed-Type Tabular Data
[NO] 200/1901 | Neural Network Pruning via QUBO Optimization
[NO] 201/1901 | Refined boundary layer asymptotics for elliptic equations with multiplicative nonlocal effects
[NO] 202/1901 | Evaluating Learner Representations for Differentiation Prior to Instructional Outcomes
[NO] 203/1901 | Effect of Cigarette Price and Tax Increases on Smoking in Europe: A Difference-in-Differences Study with Double Machine Learning
[NO] 204/1901 | Forward analytical model for the optical selection bias on galaxy cluster lensing profiles
[NO] 205/1901 | Local Sensitivity Analysis for Kernel-Regularized ARX Predictors in Data-Driven Predictive Control
[NO] 206/1901 | BiCoord: A Bimanual Manipulation Benchmark towards Long-Horizon Spatial-Temporal Coordination
[NO] 207/1901 | Reciprocal Trust and Distrust in Artificial Intelligence Systems: The Hard Problem of Regulation
[NO] 208/1901 | Deviations from thermal light statistics in ensembles of independent two-level emitters
[NO] 209/1901 | CLEAR: Cross-Lingual Enhancement in Alignment via Reverse-training
[NO] 210/1901 | Linear convergence of Gearhart-Koshy accelerated Kaczmarz methods for tensor linear systems
[NO] 211/1901 | Probing the Factorized Island Branch with the Capacity of Entanglement in JT Gravity
[NO] 212/1901 | Optically induced thermal demagnetization and switching of antiferromagnetic domains in NiO and CoO thin films
[NO] 213/1901 | Measuring What Matters!! Assessing Therapeutic Principles in Mental-Health Conversation
[NO] 214/1901 | Configuration Tuning for ISAC: Cost-Efficient Adaptation via RACE-CMA
[NO] 215/1901 | The Navier-Stokes equations in $\mathbb R^2_+$ with point vortex initial data: Zero-viscosity limit
[NO] 216/1901 | Quantum-Boosted Nonlinear Tunneling Driven by a Bright Squeezed Vacuum
[NO] 217/1901 | An Empirical Study of Perceptions of General LLMs and Multimodal LLMs on Hugging Face
[NO] 218/1901 | Universal Fibonacci sequences and UFS-groupoids
[NO] 219/1901 | From curvature to Kovacic: a geometric approach to integrability of scalar ODEs
[NO] 220/1901 | Accessing the performance of CC2 for excited state dynamics: a benchmark study with pyrazine
[NO] 221/1901 | FoleyDesigner: Immersive Stereo Foley Generation with Precise Spatio-Temporal Alignment for Film Clips
[NO] 222/1901 | An improved characterisation of inner automorphisms of groups
[NO] 223/1901 | The effect of Nb and O on the martensitic transformation in the Ti-Nb-O alloys
[YES] 224/1901 | Hackers or Hallucinators? A Comprehensive Analysis of LLM-Based Automated Penetration Testing
[NO] 225/1901 | Nonperturbative effects in second harmonic generation
[NO] 226/1901 | The Incidence-Multiplicity Bound for Linear Exact Repair in MDS Array Codes
[NO] 227/1901 | Terahertz and Optical Acceleration Techniques
