[2026-06-17 23:24:56] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-16
正在获取论文...
[arXiv] 2026-06-16 | OmniDroneX: An LLM-Assisted Holistic Drone-as-a-Service Ecosystem
[NO] 215/1877 | Gaussian Light Field Splatting: A Physical Prior-Driven Vision Transformer for Unsupervised Low-Light Image Enhancement
[NO] 216/1877 | Edge-Number Bounds for the Inversion Diameter of Graphs
[NO] 217/1877 | Auto-correlation Function Keying
[NO] 218/1877 | Reload-Mamba: Hierarchical Anti-Dilution State-Space Modeling for Multi-Class Semantic Segmentation
[NO] 219/1877 | A Neuro-Symbolic Approach to Strategy Synthesis for Strategic Logics
[NO] 220/1877 | An Average-Order Theorem for a Shifted Pairwise-Coprime Extremal Problem
[NO] 221/1877 | Revisiting quantum effects on dislocation glide in bcc metals from DFT calculations and machine-learning potentials
[NO] 222/1877 | MLLMs Get It Right, Then Get It Wrong: Tracing and Correcting Late-Layer Textual Bias
[NO] 223/1877 | A simplified engineering algorithm for collision risk assessment and classification of LEO satellites
[NO] 224/1877 | PepsiCo Deploys AI-Driven Pricing and Promotion Optimization at Scale
[NO] 225/1877 | Joint Analysis of Shannon and Tsallis Entropy and GRACE-FO driven Equivalent Water Height Anomalies for Pre- and Post-Rupture Monitoring: An Example of the 2023 Mw = 7.8 Kahramanmaraş Earthquake, Türkiye
[NO] 226/1877 | MoonSplat: Monocular Online Gaussian Splatting with Sim(3) Global Optimization
[NO] 227/1877 | On Injectivity of Phase Retrieval
[NO] 228/1877 | Asymptotics of the number of labelled connected sparse multitype graphs
[NO] 229/1877 | SPICE-Q and Large-Scale Quantum Chip Production
[NO] 230/1877 | Learn to Quantify Social Interaction with Constraints for Pedestrian Walking
[NO] 231/1877 | MathVis-Fine: Aligning Visual Supervision with Necessity via Progressive Dependency-Guided Training for Multimodal Mathematical Reasoning
[NO] 232/1877 | Frequency upconversion of infrared signals via molecular cavity optomechanical systems with gain
[NO] 233/1877 | Chirality-induced spin selectivity without intrinsic spin-orbit coupling: Role of current-induced molecular orbital moment
[NO] 234/1877 | High Mach number limit for the 3D Euler-Poisson equations of ion dynamics
[NO] 235/1877 | Riemann invariant-based alternative WENO scheme for a two-layer thin film model
[NO] 236/1877 | An Epistemic Analysis of Random Coordinated Attack
[NO] 237/1877 | Full $Γ-$expansion for the level-two large deviation rate functionals of non-reversible one-dimensional diffusions with periodic boundary conditions
[NO] 238/1877 | FlowRAG: Synergizing Explicit Reasoning via Frequency-Aware Multi-Granularity Graph Flow
[NO] 239/1877 | A Counterexample to Wegner's Conjecture for Axis-Parallel Rectangles
[NO] 240/1877 | Split-Head Quantum Generative Adversarial Network for Crystalline Material Discovery
[YES] 241/1877 | CUTh-Solver: GPU-Accelerated Sparse Matrix Solver for High-Resolution Thermal Simulation of 3D ICs
[NO] 242/1877 | Nonlinear Optical Probing of Ferroic-Octupolar Order Parameter in Collinear Altermagnet
[NO] 243/1877 | Multiple solutions and simulations for an Ion Flow Field problem applied to HVDC transmission lines
[NO] 244/1877 | High-Fidelity 3D Geometric Reconstruction of Pelvic Organs from MRI: A Hybrid Deep Learning and Iterative Optimization Approach
[NO] 245/1877 | From Drift to Coherence: Stabilizing Beliefs in LLMs
[NO] 246/1877 | Functional Equivalence in Attention: A Comprehensive Study with Applications to Linear Mode Connectivity
[NO] 247/1877 | When Multiple Scripts Matter: Evaluating ASR in Clinical Settings
[NO] 248/1877 | Beyond Native Success: Auditing Deployment-Interface Exposure of CLIP Backdoors
[NO] 249/1877 | Two-population model of type Ia supernovae and their associations with host galaxies in ZTF DR2
[NO] 250/1877 | Koopman Lifting with Certified Error Bounds for Joint Inference in Nonlinear Networks
[NO] 251/1877 | Cross-connections of the normed algebra of finite rank bounded operators on a Hilbert space
[NO] 252/1877 | The Slop Paradox: How Synthetic Standardization Erodes Clinical Uncertainty and Cross-Modal Alignment in AI-Rewritten Radiology Reports
[NO] 253/1877 | Toward Accessible Psychotherapy Training Using AI-Driven Interactive Patient Avatars
[NO] 254/1877 | Theoretical calculations on half-lives of spontaneous one-proton radioactivity
[NO] 255/1877 | Blind Recovery of Latent Domains via Unsupervised Symmetry Discovery
[NO] 256/1877 | Sphericality of spaces of conics on homogeneous spaces
[NO] 257/1877 | Quantum Routers: A Switching-Fabric Framework for Quantum-Native Forwarding
[YES] 258/1877 | Reconfigurable Computing Challenge: Transformer for Jet Tagging on Versal AI Engines
[NO] 259/1877 | Design principles for stable and generalizable data-driven discretizations for solving linear hyperbolic conservation laws
[NO] 260/1877 | Impact of Network Constraints on Fault-Tolerant Distributed Quantum Computing
[NO] 261/1877 | Decoding Hidden Deception in Reasoning LLMs: Activation Explainers for Deception Auditing
[NO] 262/1877 | Multi-Adapter PPO: A Cross-Attention Enhanced Wavelength Selection Framework for LIBS Quantitative Analysis
[NO] 263/1877 | PARSE: Provenance-Aware Retrieval Sanitization for Professional Domain LLM Agents
[NO] 264/1877 | Contextual Robust Optimization for AI Data Center Scheduling with Statistical Guarantees
[NO] 265/1877 | Perron--Frobenius Operator Matching for Generative Modeling
[NO] 266/1877 | WeaveLA: Event Driven Cross-Subtask Latent Memory Weaving for Repetitive Robot Manipulation
[YES] 267/1877 | ResAware: Cross-Environment Website Fingerprinting via Resource-Privileged Distillation
[NO] 268/1877 | Can LLMs Be CEOs? Benchmarking Strategic Resource Reallocation with Multi-Role Agent Simulation
[NO] 269/1877 | MapSatisfyBench: Benchmarking Satisfaction-Aware Map Agents through Behavior-Grounded Implicit Decision Factors
[NO] 270/1877 | A Machine-Learned Comorbidity Index
[NO] 271/1877 | AnnotateAnything: Automatic Annotation of 3D Assets for Robot Manipulation
[NO] 272/1877 | UoU: A Universal Fingerprint Foundation Model Based on Large-Scale Unsupervised Learning
[NO] 273/1877 | Order statistics for edge eigenvectors of Wigner matrices
[NO] 274/1877 | The dangers of using three-number summaries to estimate unknown standard deviations: sensitivity analyses and some possible improvements incorporating shape
[NO] 275/1877 | Martingale Doppelgänger-Eval: An Identification Framework for Auditing Candlestick Understanding in Vision-Language Models
[NO] 276/1877 | DexLink Hand: A Compact, Affordable, 16-DOF Linkage-Driven Hand with Human-Like Dexterity
[NO] 277/1877 | Memory-Efficient Meta-Reinforcement Learning for Adaptive Safety-Critical Control in Adversarial Spacecraft Proximity Operations
[NO] 278/1877 | Bistable topological edge states in polariton microcavities with unpaired Dirac cones
[NO] 279/1877 | Treatment Response Optimized Clinical Decision Support AI System via Digital Twin Simulation
[NO] 280/1877 | Coarse Preference Reporting in the Bottleneck Model: Approximate Strategyproofness and Efficiency
[NO] 281/1877 | The Discrete-Log Clock: How a Transformer Learns Modular Multiplication
[NO] 282/1877 | Surface-switchable nonreciprocity protected by Fermi arcs in Weyl semimetal TaAs
[NO] 283/1877 | Unified Multimodal Autoregressive Modeling with Shared Context-Visual Tokenizer is Key to Unification
[NO] 284/1877 | Variable-Width Transformers
[NO] 285/1877 | MOCHI: Motion Enhancement of Collaborative Human-object Interactions
[NO] 286/1877 | EventDrive: Event Cameras for Vision-Language Driving Intelligence
[NO] 287/1877 | EBench: Elemental Diagnosis of Generalist Mobile Manipulation Policies
[NO] 288/1877 | EvolveNav: Proactive Preflection and Self-Evolving Memory for Zero-Shot Object Goal Navigation
[NO] 289/1877 | Twist-3 contributions to $γγ\toπ^0π^0,\,K_S^0K_S^0$ in $k_T$ factorization
[NO] 290/1877 | Strategies for preventing and reversing polarized online discourse
[NO] 291/1877 | Directed Reachability-Preserving Minimum Edge Cut: Approximation and Planar Hardness
[NO] 292/1877 | Learning Red Agent Policy from Observations for Neurosymbolic Autonomous Cyber Agents
[NO] 293/1877 | Darshana Graph: A Parallel Commentary Corpus for Comparative Indian Philosophy, with Stylometric and Exploratory Graph Analyses
[NO] 294/1877 | Time and Killed Resolvents in Reflected Optimal Stopping with a Max Payoff
[NO] 295/1877 | Anisotropic Short-Range Order Modulates Ferroelectric Switching in Wurtzite ScAlN Alloys
[NO] 296/1877 | Structural and Temporal Hallmarks of Genealogical Networks
[NO] 297/1877 | Seeing Is Not Screening: Multimodal Hidden Instruction Attacks on Agent Skill Scanners
[NO] 298/1877 | Ergodic Deviation-Robust Equilibrium under Mirror Descent Learning in Finite Games
[NO] 299/1877 | Trudinger-Moser type inequality in fractional Sobolev space with singularity on smooth submanifold
[NO] 300/1877 | A minimizing-movement framework for geometric gradient flows with admissible tangential motion
[NO] 301/1877 | Evaluating Open-Source LLMs for Multi-Label ATT&CK Technique Classification on CTI Reports
[NO] 302/1877 | Periodicity, type $II_1$ factors and free Poisson laws in interacting Fock spaces
[NO] 303/1877 | Closest Accessible Symmetry reduction: a tool for Hamiltonian interpolation analysis
[NO] 304/1877 | Reducing Prize-Collecting Stroll and Related Routing Problems to Prize-Collecting TSP
[NO] 305/1877 | Neural Tree Reconstruction for the Open Forest Observatory
[NO] 306/1877 | High-temperature ferromagnetism and antiferromagnetism in monolayer \ce{CrTe2}: Roles of strong spin-lattice coupling and charge doping
[NO] 307/1877 | Singular Vector Finite Element Basis Functions for Tetrahedra in Complex Electromagnetic Geometries
[NO] 308/1877 | Grounding Spoken LLMs in Multi-Speaker Audio via Diarization Conditioning
[NO] 309/1877 | Making complex CFTs real: The two-dimensional Potts model for $Q>4$ and complex $Q$
[NO] 310/1877 | Embedded Machine Learning for Microcontroller-Class Edge Devices: Data, Feature, Evaluation, and Deployment Pipelines
[NO] 311/1877 | On the Reliability of Networks of AI Agents: Density Evolution, Stopping Sets, and Architecture Optimization
[NO] 312/1877 | First Proof Second Batch
[NO] 313/1877 | Recursions for Mock Theta Functions
[NO] 314/1877 | The ultra-deep HI radial profiles of late-type galaxies from MHONGOOSE
[NO] 315/1877 | A remark on rational quartic curves in prime Fano threefolds of degree $22$
[NO] 316/1877 | S4oP: Operator-level Pruning of Structured State Space Models for Resource-Constrained Devices
[NO] 317/1877 | Next-Turn: Duration-Aware Streaming Endpoint Detection via Time-to-Next-Speech-Onset Prediction
[NO] 318/1877 | EAGG: Embodiment-Aligned Grasp Generation via Geometry-Aware Graph Conditioning
[NO] 319/1877 | Highly nonlinear Moiré exciton and trion polaritons
[NO] 320/1877 | Volterra Generative Models
[YES] 321/1877 | When LLMs Analyze Scars: From Images to Clinically-Meaningful Features
[NO] 322/1877 | Universal scaling and relaxation in decaying turbulence of Bose gases
[NO] 323/1877 | Multiscale reconstruction of protein conformations from cryo-EM images
[NO] 324/1877 | AI-based Cognitive-linguistic Features for Dementia Assessment in Picture Description
[NO] 325/1877 | Analysis of the asymmetric shelf shuffle
[NO] 326/1877 | Uncertainty Quantification for Flow-Based Vision-Language-Action Models
[NO] 327/1877 | Full-state information-disturbance tradeoff for direction estimation with antiparallel spin-coherent pairs
[NO] 328/1877 | Cutoff for asymmetric shelf shuffle
[NO] 329/1877 | When English Isn't the Best Teacher: Source Language Effects in Cross-Lingual In-Context Learning
[NO] 330/1877 | Understanding and Quantifying Banana Coil Magnetic Fields and Forces for Enhanced Optimisation
[NO] 331/1877 | Anti-Gauss Lagrange interpolation: Christoffel-Darboux form, barycentric representation, and orthogonal expansion
[NO] 332/1877 | Diffuse Interface Energies with Microscopic Heterogeneities II: Rare Events
[NO] 333/1877 | An Adaptive Algorithm for the Approximation of General Linear-Parametric Optimization Problems
[NO] 334/1877 | FacProcessTwin: An LLM-Based System for Process Twin Development
[NO] 335/1877 | LLM Consumer Behavior Theory: Foundations of a Novel Research Field
[NO] 336/1877 | Double zero-inflated spatio-temporal modeling of daily precipitation under detection thresholds
[NO] 337/1877 | Sobolev and Michael-Simon inequalities via the ABP method beyond Euclidean volume growth
[NO] 338/1877 | Atomic-scale sensing of photoexcitation processes in electronically isolated molecules via atomic force microscopy
[NO] 339/1877 | Tensor-based second-order causal discovery
[NO] 340/1877 | FoundCause: Causal Discovery with Latent Confounders from Observational Data
[NO] 341/1877 | Dissecting model behavior through agent trajectories
[NO] 342/1877 | Creating squeezed and non-classical collective motional many-body states through stroboscopic Rydberg dressing
[NO] 343/1877 | Existence and stability of solutions of the Dirichlet problem for the $p$-Poisson equation in metric measure spaces
[NO] 344/1877 | Universal probability bounds for partial Latin squares
[NO] 345/1877 | Cavity-enhanced superconducting response in an underdoped cuprate
[NO] 346/1877 | Thermodynamic description of wealth inequality in the world
[NO] 347/1877 | Spatial Disease Mapping and Disparity Detection Using Generative AI: An Amortized Bayesian Learning Framework
[NO] 348/1877 | An extreme ram-pressure stripping event in a protocluster at redshift 4.3
[NO] 349/1877 | Online Connectivity Augmentation
[NO] 350/1877 | Galaxy groups within voids
[NO] 351/1877 | Parasitic Masquerade: Societal Scale Human-Machine Interaction
[NO] 352/1877 | Dimensionality Controls When Modularity Helps in Continual Learning
[NO] 353/1877 | UMB: A Unified Markov Binary Format for Probabilistic Model Checking (extended version)
[NO] 354/1877 | Quasi-topological gravity for 4-dimensional Taub-NUT, near-horizon extreme Kerr, and swirling symmetries
[NO] 355/1877 | Potential functions in information geometry via bi-forms
[NO] 356/1877 | Damped Harmonic Oscillator Dark Energy and the Hubble Tension
[NO] 357/1877 | Impact of Hand Impairment and Occlusions on Hand Pose Estimation Accuracy in Augmented Reality Applications
[NO] 358/1877 | Detailed Timing, Spectral, and Polarimetric Analysis of Magnetar 1RXS J170849.0-400910
[NO] 359/1877 | Gatling: Rapid-Fire Consensus from Parallel Composition
[NO] 360/1877 | ProvenanceGuard: Source-Aware Factuality Verification for MCP-Based LLM Agents
[NO] 361/1877 | A Wearable Multimodal Ultrasound+Inertial System for Real-Time Virtual Reality Interaction
[NO] 362/1877 | Sobolev extensions, interpolation inequalities and consequences
[NO] 363/1877 | Broken-symmetry phenomena enhanced by quasi-bound states in the continuum
[NO] 364/1877 | Fast Nonparametric Conditional Independence Testing via Two-Stage Regression
[NO] 365/1877 | Half a Link can Be Enough to Predict a Whole Link: Understanding Generalization in Knowledge Graph Foundation Models
[NO] 366/1877 | Constraints on the Sum of Neutrino Masses from ACT DR6 and DESI DR2 Considering Isocurvature Initial Conditions
[NO] 367/1877 | Beyond Parallel Trends in Staggered Difference-in-Differences: Identification under Higher-Order Parallelism
[NO] 368/1877 | Average entropy of Bogoliubov-Kubo-Mori random state ensemble
[NO] 369/1877 | A High-Precision Frequency Locking Method Based on All-Phase FFT Demonstrated on a Crystal Oscillator with Rubidium Clock Reference
[NO] 370/1877 | Beyond Visual Cues: CoT-Enhanced Reasoning for Semi-supervised Medical Image Segmentation
