[2026-01-01 09:14:45] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-31
正在获取论文...
[arXiv] 2025-12-31 | GaMO: Geometry-aware Multi-view Diffusion Outpainting for Sparse-View 3D Reconstruction
[YES] 491/1553 | Many Minds from One Model: Bayesian Transformers for Population Intelligence
[NO] 492/1553 | Arithmetic with spatiotemporal optical vortex of integer and fractional topological charges
[NO] 493/1553 | Compound Estimation for Binomials
[NO] 494/1553 | Towards precision cosmology with Voids x CMB correlations (I): Roman-Agora mock catalogs and pipeline validation
[NO] 495/1553 | The Hochschild homology of a noncommutative symmetric quotient stack
[NO] 496/1553 | Fractal conduction pathways governing ionic transport in a glass
[NO] 497/1553 | Computational Analysis of Disease Progression in Pediatric Pulmonary Arterial Hypertension
[YES] 498/1553 | Modeling Language as a Sequence of Thoughts
[NO] 499/1553 | Approximation Algorithms for Fair Repetitive Scheduling
[NO] 500/1553 | Fast Poisson brackets and constraint algebras in canonical gravity
[NO] 501/1553 | Limit Theorems for Fixed Point Biased Pattern Avoiding Involutions
[NO] 502/1553 | The local limit of weighted spanning trees on balanced networks
[NO] 503/1553 | Numerical study of boson mixtures with multi-component continuous matrix product states
[NO] 504/1553 | Wall crossing, string networks and quantum toroidal algebras
[YES] 505/1553 | PhysTalk: Language-driven Real-time Physics in 3D Gaussian Scenes
[NO] 506/1553 | Optical Spiking Neural Networks via Rogue-Wave Statistics
[NO] 507/1553 | SymSeqBench: a unified framework for the generation and analysis of rule-based symbolic sequences and datasets
[NO] 508/1553 | Attribution-Guided Distillation of Matryoshka Sparse Autoencoders
[NO] 509/1553 | GEQIE Framework for Rapid Quantum Image Encoding
[NO] 510/1553 | The least prime with a given cycle type
[NO] 511/1553 | From Principles to Effective Models: A Constructive Framework for Effective Covariant Actions with a Unique Vacuum Solution
[NO] 512/1553 | AMAP Agentic Planning Technical Report
[NO] 513/1553 | VIPER: Process-aware Evaluation for Generative Video Reasoning
[NO] 514/1553 | Laser intracavity absorption magnetometry for optical quantum sensing
[NO] 515/1553 | The uncertainty constants: A unified framework of two, three and four observables
[NO] 516/1553 | Simulations of two-dimensional single-mode Rayleigh-Taylor Instability using front-tracking/ghost-fluid method: comparison to experiments and theory
[NO] 517/1553 | ProDM: Synthetic Reality-driven Property-aware Progressive Diffusion Model for Coronary Calcium Motion Correction in Non-gated Chest CT
[NO] 518/1553 | RAIR: A Rule-Aware Benchmark Uniting Challenging Long-Tail and Visual Salience Subset for E-commerce Relevance Assessment
[NO] 519/1553 | Securing High-Concurrency Ticket Sales: A Framework Based on Microservice
[NO] 520/1553 | Fair Committee Selection under Ordinal Preferences and Limited Cardinal Information
[NO] 521/1553 | High-performance quantum interconnect between bosonic modules beyond transmission loss constraints
[NO] 522/1553 | Towards Provably Secure Generative AI: Reliable Consensus Sampling
[NO] 523/1553 | Discovery of a galaxy associated with the HI cloud FAST J0139+4328
[NO] 524/1553 | No Vision, No Wearables: 5G-based 2D Human Pose Recognition with Integrated Sensing and Communications
[NO] 525/1553 | On Diophantine exponents of lattices
[NO] 526/1553 | Stochastic factors can matter: improving robust growth under ergodicity
[NO] 527/1553 | FinMMDocR: Benchmarking Financial Multimodal Reasoning with Scenario Awareness, Document Understanding, and Multi-Step Computation
[NO] 528/1553 | Interior structure of black holes with nonlinear terms
[NO] 529/1553 | Quantumness of hybrid systems under quantum noise
[NO] 530/1553 | Random compressible Euler flows
[NO] 531/1553 | Image-Plane Detection of Spatially Entangled Photon Pairs with a CMOS Camera
[NO] 532/1553 | A structure-preserving parametric approximation for anisotropic geometric flows via an $α$-surface energy matrix
[NO] 533/1553 | Configuration Spaces of Finite Representation Type Algebras
[NO] 534/1553 | Latent Twins: A Framework for Scene Recognition and Fast Radiative Transfer Inversion in FORUM All-Sky Observations
[NO] 535/1553 | Measuring Mixed-State Topological Invariant in Open Photonic Quantum Walk
[NO] 536/1553 | ArtiSG: Functional 3D Scene Graph Construction via Human-demonstrated Articulated Objects Manipulation
[NO] 537/1553 | friends.test: rank-based method for feature selection in interaction matrices
[NO] 538/1553 | When Does the Silhouette Score Work? A Comprehensive Study in Network Clustering
[NO] 539/1553 | GenZ: Foundational models as latent variable generators within traditional statistical models
[NO] 540/1553 | Classical integrability in 2D and asymptotic symmetries
[NO] 541/1553 | Penny graphs in the hyperbolic plane
[NO] 542/1553 | Discovering Coordinated Joint Options via Inter-Agent Relative Dynamics
[NO] 543/1553 | In-vivo femtonewton-sensing nanotribology of Tradescantia zebrina leaf cell inner surface using roll rotation detection
[NO] 544/1553 | Unregularized Linear Convergence in Zero-Sum Game from Preference Feedback
[NO] 545/1553 | Learning Temporally Consistent Turbulence Between Sparse Snapshots via Diffusion Models
[NO] 546/1553 | Hölder continuity of weak solutions to the thin-film equation in $d=2$
[NO] 547/1553 | Holographic Central Charge Effects on Black Hole Thermodynamics and Quantum Information
[NO] 548/1553 | A Study of S-primary Ideals in Commutative Semirings
[NO] 549/1553 | LeanCat: A Benchmark Suite for Formal Category Theory in Lean (Part I: 1-Categories)
[NO] 550/1553 | Gradient Descent as Implicit EM in Distance-Based Neural Models
[NO] 551/1553 | Uncertainty-aware Semi-supervised Ensemble Teacher Framework for Multilingual Depression Detection
[NO] 552/1553 | Sparse Offline Reinforcement Learning with Corruption Robustness
[NO] 553/1553 | Taking Advantage of Rational Canonical Form for Faster Ring-LWE based Encrypted Controller with Recursive Multiplication
[NO] 554/1553 | A Questionnaire-Only Counterfactual Machine Learning Approach to Assess the Spatial Impact of Green Mobility Vehicles in Urban Parks: A Wakayama Castle Case Study
[NO] 555/1553 | SenStick-EyeMeet: Distributed Multimodal Sensing of Nonverbal Interactions to Augment LLM-Assisted Meeting Understanding
[NO] 556/1553 | Machine learning techniques are compared to evaluate their prediction performance for the length of stay (LOS) in patients undergoing appendicitis surgery
[NO] 557/1553 | Design, Implementation, and Evaluation of a Serious Game for Children with Juvenile Idiopathic Arthritis
[NO] 558/1553 | FakeInf: Selective Deep Neural Network Inference for Latency and Energy-Aware Model Serving Pipelines
[NO] 559/1553 | FL-as-API: A Service-Oriented Architecture for Heterogeneous Federated Learning
[NO] 560/1553 | IEEE Computer Society Benefits
[NO] 561/1553 | Table of Contents
[NO] 562/1553 | Lightweight Attribute-Based Matchmaking Encryption Scheme for Healthcare IoT
[YES] 563/1553 | AIware in the Foundation Model Era
[NO] 564/1553 | Semantic Communication Meets Heterogeneous Network: Emerging Trends, Opportunities, and Challenges
[NO] 565/1553 | Discrete-Time Self-Triggered Sliding Mode Control for Trajectory Tracking of Autonomous Surface Vessels With Network Delays
[NO] 566/1553 | Waterdrop-Shaped Optical Fiber Probe Sensor Coated With Ni - GO Composite Layer for Temperature Sensing
[NO] 567/1553 | IEEE Computer Society Information
[NO] 568/1553 | Table of Contents
[NO] 569/1553 | Investigation of Warpage Control and Solder Joint Reliability in Large Package Substrates with Integrated Partial Glass Cores
[NO] 570/1553 | Mapping and Navigation of Autonomous Robot Using SLAM Algorithm
[NO] 571/1553 | A Co-Design of Lossy Compression and Error Correction for Approximate Communication
[NO] 572/1553 | Solar Powered Iron Box with MPPT Mechanism
[NO] 573/1553 | Generative AI in Multimodal Medical Image Fusion: A Comparative Analysis of GANs, VAEs, and DDPMs
[NO] 574/1553 | A Single-Stage Bridgeless Resonant LED Driver Using SiC Device And Its Hybrid Control Strategy
[NO] 575/1553 | Proficient Breast Cancer Prediction using an Optimized CNN-LSTM Model: A Hybrid Approach for Improved Diagnostic Accuracy
[NO] 576/1553 | Validation of Simple Parallel Annealing Algorithm Using Transition-Based Multi-State Spin
[NO] 577/1553 | Work-In-Progress: Modeling and Analysis of Inference Latency on Usb Edge Tpus
[YES] 578/1553 | PAMI-GPT: A Conversational Custom-GPT Model for Pattern Mining
[NO] 579/1553 | Detection of Avian Influenza-Infected Chickens Using a Multi-Modal Audio-Visual Convolutional Neural Network Optimized for Indian Poultry Farms
[NO] 580/1553 | Current Aperture Vertical β-Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    MOSFETs Featuring an N-ion Implanted Gate Shielding Layer
[NO] 581/1553 | Towards Distributed Resource Coordination in Distribution Networks with SOPs and Topology Reconfiguration
[NO] 582/1553 | Enhanced Pneumonia Diagnosis using Mask R-CNN and ResNet50-Based Deep Learning on Chest X-Rays
[NO] 583/1553 | Optimization of Thermal Field for Large Scale SiC Growth with Resistance Heating Method
[YES] 584/1553 | Modern Llvm-Based Compiler Autotuning for Wcet Optimization
[NO] 585/1553 | Machine Learning-Driven Smart Health Monitoring with Anomaly Detection and Severity Analysis
[NO] 586/1553 | Economic Feasibility of Power Generation by Integrating Floating Photovoltaics on Sea and Small Wind Turbines at Samui Island in Southern Thailand
[NO] 587/1553 | Named Entity Recognition Approaches for Multihop Reasoning based Clinical Question Answering Systems
[NO] 588/1553 | Cyberattack Detection in Multi-Agent System
[NO] 589/1553 | Forecasting Temperature Patterns using LSTM for Enhanced Agricultural Decision-Making
[NO] 590/1553 | Contextual Text Analytics for Knowledge Extraction in Biomedical Device Design Education
[NO] 591/1553 | Design and Implementation of Auto - Chagre in Electric Vehicle
[NO] 592/1553 | Intelligent Battery Sensor Fault Detection for Enhanced Electric Vehicle Safety
[NO] 593/1553 | Electrical Fault Analysis and Fault Location Prediction in Power Systems Using Generative Adversarial Networks and Deep Learning
[NO] 594/1553 | Network Monitoring for Wireless Sensor Network Using Vertex-Cover Models
[NO] 595/1553 | Automatic Numerical Focusing Algorithm Based on Two-Dimensional Fourier Transform Spectral Analysis
[NO] 596/1553 | Meme Classification using a Multimodal Approach
[NO] 597/1553 | Effect of Valve Stiction on Multivariable Processes: Application to Two-Input Two-Output (TITO) Systems
[NO] 598/1553 | Concurrency-Aware Self-Duration and Hierarchical RCA for Deep Microservice Call Chains
[NO] 599/1553 | Research on thermal management of power battery based on robust optimization and multi-objective genetic algorith
[NO] 600/1553 | Power System Transient Stability Assessment Based on Semi-Supervised Graph Convolution Network
[NO] 601/1553 | Bridging the Plausibility-Validity Gap by Fine-Tuning a Reasoning-Enhanced LLM for Chemical Synthesis and Discovery
[NO] 602/1553 | A Novel Method to Suppress Inter-Axis Crosstalk in Multiplexing Fiber Optic Gyroscopes for Miniaturized Inertial Navigation Systems
[NO] 603/1553 | Low-Voltage 203dB High-Accuracy CMOS Exponential Function Generator
[NO] 604/1553 | An Autonomic Computing Approach for Scaling Cloud-Based Smart City Platforms
[NO] 605/1553 | Sky Computing for Serverless: Infrastructure Assessment to Support Performance Enhancement
[NO] 606/1553 | Serverless Computing: An Empirical Evaluation of Application Performance and Power Consumption in Knative
[NO] 607/1553 | LLM-Augmented Driving Behavior Planning for Autonomous Vehicle
[NO] 608/1553 | Variance Extrapolated Class-Imbalance-Aware Domain Adaptive Myocardial Segmentation in Multi-Sequence Cardiac MRI
[NO] 609/1553 | Node-Set Synchronization and Calculation of General Boolean Networks Combining STP and
                    <i>Q</i>
                    -Learning
[NO] 610/1553 | Blockchain-Based MIMO UAV-Aided Mobile Edge Computing
[NO] 611/1553 | Mmscribe: Streaming End-to-End Aerial Handwriting Text Translation Via Mmwave Radar
[NO] 612/1553 | UAB-Sync: An Efficient Time Synchronization Protocol for Underwater Acoustic Backscatter Devices in IoUT
[NO] 613/1553 | A Unified Framework for DFRC Systems Based on WFRFT-OTFS
[NO] 614/1553 | Non-Invasive Estimation for Core Temperature and Power Loss in Electrolytic Capacitors Using a Single-Sensor Inverse Algorithm
[NO] 615/1553 | A Hybrid Deep Learning Framework for Improving User Review Classification for Usability and Security&amp; Privacy
[NO] 616/1553 | MSCK-Net: Multiscale Chinese Knot Convolutional Network for Dim and Small Infrared Ship Detection
[NO] 617/1553 | 3D High-quality Power Doppler Using Coherence-based Null Subtraction Imaging_supp3-3649288.mp4
[NO] 618/1553 | IEEE Security and Privacy Subscription
[NO] 619/1553 | Trajectory Planning and Tracking Control for Human-Machine Co-Driving Intelligent Vehicles on Curved Roads
[NO] 620/1553 | Author Index
[NO] 621/1553 | IC3 2025 Opinion
[NO] 622/1553 | 5th IEEE International Conference on Innovations in Power &amp; Advanced Computing Technologies
[NO] 623/1553 | Information for Authors
[NO] 624/1553 | Author Index
[YES] 625/1553 | Unifying Knowledge in Agentic LLMs: Concepts, Methods, and Recent Advancements
[NO] 626/1553 | Comparative Analysis of Visual Function Variations Under Pulse Width Modulation (PWM) and Direct Current (DC) Dimming in Mobile Display
[NO] 627/1553 | GaN-Based High-Efficiency Two-Stage Converter with Buck and LLC for Aerospace Application
[NO] 628/1553 | Edge-Based TinyML for Fault Detection Using Sound Vibration Analysis
[NO] 629/1553 | Precision Clock: A Multi-Frequency Generator for Soc Application
[NO] 630/1553 | Intelligent Traffic Management System for Ambulances and Pedestrians Using YOLOv8 and Multi-Modal Fusion
[NO] 631/1553 | AI-Driven Personalization in Tourism: A Survey
[NO] 632/1553 | Analytical Study of Fuel Cell Stack Behavior Under Variable High-Frequency Ripple using Adaptive Converter Control
[NO] 633/1553 | BrainDx: Tumor Detection and Segmentation with Efficient Neural Networks
[NO] 634/1553 | TRCP-SSG: A Tamper-Resilient Cryptographic Protocol for Secure Smart Grids
