[2026-04-28 22:57:19] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-27
正在获取论文...
[arXiv] 2026-04-27 | The Last Human-Written Paper: Agent-Native Research Artifacts
[NO] 277/1848 | Hindsight Preference Optimization for Financial Time Series Advisory
[NO] 278/1848 | Continual Calibration: Coverage Can Collapse Before Accuracy in Lifelong LLM Fine-Tuning
[NO] 279/1848 | Financial Market as a Self-Organized Ecosystem: Simulation via Learning with Heterogeneous Preferences
[NO] 280/1848 | Quantum Knowledge Graph: Modeling Context-Dependent Triplet Validity
[NO] 281/1848 | Decomposing Common Agency
[NO] 282/1848 | Design of the DUNE horizontal drift far detector charge readout electronics and performance in ProtoDUNE-HD
[NO] 283/1848 | East Asian VLBI Network astrometry toward the star-forming region G040.96+02.48 in the Extreme Outer Galaxy
[NO] 284/1848 | Extended State-dependent Hawkes Process for Limit Order Books: Mathematical Foundation and the Reproduction of Volatility Signature Plots
[NO] 285/1848 | An empirical evaluation of the risks of AI model updates using clinical data: stability, arbitrariness, and fairness
[NO] 286/1848 | KOMBO: Korean Character Representations Based on the Combination Rules of Subcharacters
[NO] 287/1848 | Learning subgrid interfacial area in two-phase flows with regime-dependent inductive biases
[NO] 288/1848 | Do Quantum Transformers Help? A Systematic VQC Architecture Comparison on Tabular Benchmarks
[NO] 289/1848 | Uncovering the Rapidly Evolving Orbits of the Dynamic TOI-201 System
[NO] 290/1848 | Medium-Induced Cross-Frequency Clutter Structure in Single-Snapshot FDA-MIMO-GPR With a Weak-Dispersion Criterion
[NO] 291/1848 | Quasi-Quadratic Gradient: A New Direction for Accelerating the BFGS Method in Quasi-Newton Optimization
[NO] 292/1848 | On the Gauss circle problem over smooth numbers
[NO] 293/1848 | GRRMHD Simulations of State Transitions in Non-Jetted Tidal Disruption Events
[NO] 294/1848 | Quantifying the effect of phenotype on clustering behaviour in melanoma: from monoculture to co-culture
[NO] 295/1848 | On the Two $R$-Factors in the Small-$x$ Shockwave Formalism
[NO] 296/1848 | Witnessing entanglement between photon and matter due to graviton exchange
[NO] 297/1848 | Improving Zero-Noise Extrapolation via Physically Bounded Models
[NO] 298/1848 | Scaling Properties of Continuous Diffusion Spoken Language Models
[NO] 299/1848 | A determinant identity for the sum of contour integral matrices
[NO] 300/1848 | Optimization Using Locally-Quantum Decoders
[NO] 301/1848 | Exact Mining of Dense Patterns via Direct Evaluation of Local Interval Frequency Using a Sliding Window
[NO] 302/1848 | Denef-Loeser zeta functions of suspensions and Lê-Yomdin singularities
[NO] 303/1848 | Impact of thermal and dissipative effects in a periodically-kicked quantum battery
[NO] 304/1848 | Passage-Aware Structural Mapping for RGB-D Visual SLAM
[NO] 305/1848 | A step-by-step workflow to extract the genuine circular dichroism of thin films
[NO] 306/1848 | Betting for Sim-to-Real Performance Evaluation
[NO] 307/1848 | Error analysis for the approximation of a flow in deformable porous media with nonlinear strain-stress relation
[NO] 308/1848 | OmniShotCut: Holistic Relational Shot Boundary Detection with Shot-Query Transformer
[NO] 309/1848 | Contracting Tensor Networks with Generalized Belief Propagation
[NO] 310/1848 | The impact of disorder and non-convex interactions on delocalisation of height functions
[NO] 311/1848 | Application of a Quantum Amplitude Redistribution Algorithm to the Data Filtering Problem
[NO] 312/1848 | How Quantum Contextuality disappears in the Classical Limit
[NO] 313/1848 | Calculating the second rational cohomology group of the Torelli group
[NO] 314/1848 | Analysis of the Gaia DR3 planetary nebula candidates and the possible symbiotic stars among them
[NO] 315/1848 | SpecRLBench: A Benchmark for Generalization in Specification-Guided Reinforcement Learning
[NO] 316/1848 | Chemotaxis compressible Navier-Stokes equations with density-dependent viscosity modeling vascular network formation
[NO] 317/1848 | Data-Driven Privacy-Preserving Modeling and Frequency Regulation with Aggregated Electric Vehicles via Bilinear Hidden Markov Model
[NO] 318/1848 | Floquet engineering of tight-binding Hamiltonians in momentum space lattices
[NO] 319/1848 | Learning to Rotate: Temporal and Semantic Rotary Encoding for Sequential Modeling
[NO] 320/1848 | Homology-based Morphometry of Brain Atrophy: Methods and Applications
[NO] 321/1848 | On classical doubling method gamma factors for certain depth zero representations
[NO] 322/1848 | Halfway to the Peak: Kinematic Signatures of Stable Rotating Disks in Luminous Infrared Galaxies at z=0.5-0.6
[NO] 323/1848 | A rational model for the fiberwise THH transfer II: $A_\infty$-algebras
[NO] 324/1848 | Physics-driven innovations toward the democratization of proton therapy
[NO] 325/1848 | Green Shielding: A User-Centric Approach Towards Trustworthy AI
[NO] 326/1848 | Simple Matroids and Alfred North Whitehead's theory of dimension (1906)
[NO] 327/1848 | Diffusion-Guided Feature Selection via Nishimori Temperature: Noise-Based Spectral Embedding
[NO] 328/1848 | Singlet-triplet oscillations in multivalley Si double quantum dots
[NO] 329/1848 | Field-induced jammed polyhex spin liquid in the honeycomb Ising antiferromagnet
[NO] 330/1848 | Benchmarking Pathology Foundation Models for Breast Cancer Survival Prediction
[NO] 331/1848 | Pushing Radar Odometry Beyond the Pavement: Current Capabilities and Challenges
[NO] 332/1848 | Principal Matroid Determinants
[NO] 333/1848 | Large-scale wireless network management via Open-RAN Tandem Apps: Cell on/off switching use case
[NO] 334/1848 | The Tracking Tapered Gridded Estimator for the 21-cm power spectrum from the Murchison Widefield Array (MWA) drift scan observations -- III. Improved upper limits at $z = 8.2$ from multiple pointings
[NO] 335/1848 | A mixed interpolation-regression method for numerical integration on some planar domains
[NO] 336/1848 | Measuring Successful Cooperation in Human-AI Teamwork: Development and Validation of the Perceived Cooperativity and Teaming Perception Scales
[NO] 337/1848 | SPLIT: Separating Physical-Contact via Latent Arithmetic in Image-Based Tactile Sensors
[NO] 338/1848 | OxyPOM: a biogeochemical model for Oxygen and Particulate Organic Matter dynamics with detailed temperature sensitivity
[NO] 339/1848 | Noise-aware selection of circuit cutting strategies under hardware noise non-uniformity
[NO] 340/1848 | Improving Reachability in Vector Addition Systems through Pumpability
[NO] 341/1848 | An Information-Geometric Framework for Stability Analysis of Large Language Models under Entropic Stress
[NO] 342/1848 | Universal tracer statistics in single-file transport
[NO] 343/1848 | Cosmological Impact of Redshift-Dependent Type Ia Supernovae Calibration
[NO] 344/1848 | Dual Control of Linear Systems from Bilinear Observations with Belief Space Model Predictive Control
[NO] 345/1848 | Private Private Information in Second-Price Auction
[NO] 346/1848 | Propagating data-driven galaxy redshift distribution uncertainties in 3$\times$2-pt analyses
[NO] 347/1848 | Progressive Approximation in Deep Residual Networks: Theory and Validation
[NO] 348/1848 | Regular Grammars as Effective Representations of Recognizable Sets of Series-Parallel Graphs
[NO] 349/1848 | EXACT: an explainable anomaly-aware vision foundation model for analysis of 3D chest CT
[NO] 350/1848 | BMS transformed Quantum String Dynamics near a Black Hole
[NO] 351/1848 | Machine-Learning-Based Classification of Radio Frequency Building Loss
[NO] 352/1848 | Bridging Restoration and Generation Manifolds in One-Step Diffusion for Real-World Super-Resolution
[NO] 353/1848 | Dimension of the motivic Galois group of a 1-motive
[NO] 354/1848 | Open-Vocabulary Semantic Segmentation Network Integrating Object-Level Label and Scene-Level Semantic Features for Multimodal Remote Sensing Images
[NO] 355/1848 | FDIM: A Feature-distance-based Generic Video Quality Metric for Versatile Codecs
[NO] 356/1848 | TopoHR: Hierarchical Centerline Representation for Cyclic Topology Reasoning in Driving Scenes with Point-to-Instance Relations
[NO] 357/1848 | AgentVisor: Defending LLM Agents Against Prompt Injection via Semantic Virtualization
[NO] 358/1848 | Super Landau Model and Howe Duality: From Supermonopole Harmonics to Quantum Matrix Geometry
[NO] 359/1848 | Meta-Ensemble Learning with Diverse Data Splits for Improved Respiratory Sound Classification
[NO] 360/1848 | Unfolding an Atomistic World: Atomistic Simulation of Reactor Pressure Vessel Steel Across Year-and-Meter Scales
[YES] 361/1848 | Evaluating Cryptographic API Misuse Detectors for Go
[NO] 362/1848 | Interfacial breathing as a dynamic failure law in all-solid-state batteries: amplitude, phase lag and dual-timescale memory as design principles
[NO] 363/1848 | An online adaptive finite-element method for nonsmooth PDE-constrained optimization
[NO] 364/1848 | Trajectory Planning for an Articulated Commercial Vehicle using Model Predictive Contouring Control
[NO] 365/1848 | A characterization of ruin-inducing probability measures in a renewal risk model
[NO] 366/1848 | Quantitative Hölder Regularity, Concentration, and Spectral Applications for Lyapunov Exponents of Random $GL(2,\mathbb{R})$ Cocycles, with Extensions to $GL(d,\mathbb{R})$
[NO] 367/1848 | Lobe Dynamics, Phase-Space Transport, and Non-Adiabatic Leakage Thresholds in the Nonautonomous Kerr-Cat Qubit
[NO] 368/1848 | Robust Grounding with MLLMs against Occlusion and Small Objects via Language-guided Semantic Cues
[NO] 369/1848 | A phase transition in monetary function explains expansion without inflation
[NO] 370/1848 | JSSFF: A Joint Structural-Semantic Fusion Framework for Remote Sensing Image Captioning
[NO] 371/1848 | Numerical Analysis of a Variable-Order Time-Fractional Incompressible Magnetohydrodynamics System
[YES] 372/1848 | Poster: ClawdGo: Endogenous Security Awareness Training for Autonomous AI Agents
[NO] 373/1848 | Geometry-Aware Offline-to-Online Learning in Linear Contextual Bandits
[NO] 374/1848 | Primordial black hole production in scalar field inflation within $f(T)$ gravity
[NO] 375/1848 | Stabilizing Efficient Reasoning with Step-Level Advantage Selection
[NO] 376/1848 | Shared-kernel Wavelet Neural Networks for Poisson Image Reconstruction
[YES] 377/1848 | Extracting Exact Lie Derivatives Without Backpropagation: A Dual Compiler for Neural Control Barrier Functions
[NO] 378/1848 | Hierarchical Prototype-based Domain Priors for Multiple Instance Learning in Multimodal Histopathology Analysis
[NO] 379/1848 | SDSL-Solver: Scalable Distributed Sparse Linear Solvers for Large-Scale Interior Point Methods
[NO] 380/1848 | Supporting Family-School Partnerships with Robot-Facilitated Home-Based Activities
[NO] 381/1848 | Multi-View Synergistic Learning with Vision-Language Adaption for Low-Resource Biomedical Image Classification
[NO] 382/1848 | Propagation Structure-Semantic Transfer Learning for Robust Fake News Detection
[NO] 383/1848 | DecompKAN: Decomposed Patch-KAN for Long-Term Time Series Forecasting
[NO] 384/1848 | Flexible exponents of non-geometric 3-manifolds
[NO] 385/1848 | Conditional Score-Based Modeling of Effective Langevin Dynamics
[NO] 386/1848 | Presolving for GPU-Accelerated First-Order LP Solvers
[NO] 387/1848 | TSAssistant: A Human-in-the-Loop Agentic Framework for Automated Target Safety Assessment
[NO] 388/1848 | VLM-VPI: A Vision-Language Reasoning Framework for Improving Automated Vehicle-Pedestrian Interactions
[NO] 389/1848 | Development and Performance Study of Vertical GaN $α$-Particle Detector with High Energy Resolution
[NO] 390/1848 | AD-Relight: Training-Free Banner Relighting via Illumination Translation with Diffusion Priors
[NO] 391/1848 | How Personal Characteristics Shape User Exploration of Diverse Movie Recommendations with a LLM-Based Multi-Agent System
[NO] 392/1848 | From Spoofing to Trust: Emergency Alerts Spoofing Testbed and Cross-Cell Verification
[NO] 393/1848 | Numerical approximation of Markovian BSDEs in infinite horizon and elliptic PDEs
[NO] 394/1848 | An event-based sequence modeling approach to recognizing non-triad chords with oversegmentation minimization
[NO] 395/1848 | Structural Pruning of Large Vision Language Models: A Comprehensive Study on Pruning Dynamics, Recovery, and Data Efficiency
[NO] 396/1848 | pyTANSPEC v1.0 and HxRGproc: Updated packages to Clean and Reduce TANSPEC data
[NO] 397/1848 | SAGE: Sparse Adaptive Guidance for Dependency-Aware Tabular Data Generation
[NO] 398/1848 | Persistent and anti-persistent stride-to-stride fluctuations: an ARFIMA decomposition consistent with closed-loop sensorimotor control
[NO] 399/1848 | Scalar, electromagnetic, and Dirac perturbations of a regular black hole supported by primordial dark matter
[NO] 400/1848 | Estimating the Resilience of Non-Stationary Systems
[NO] 401/1848 | Effects of Genetic Propensity for Education on Labor Market and Health Trajectories across the Working Life
[NO] 402/1848 | Pre-localization of Massive Black Hole Binaries in the Millihertz Band
[NO] 403/1848 | Identification to Subclasses of Chordal Graphs
[NO] 404/1848 | From Players to Participants: Citizen Science and Video Games to Understand Cognition
[NO] 405/1848 | BIMStruct3D: A Fully Automated Hybrid Learning Scan-to-BIM Pipeline with Integrated Topology Refinement
[NO] 406/1848 | Explanation Systems for Approval-Based Multiwinner Voting
[NO] 407/1848 | SolarTformer: A Transformer Based Deep Learning Approach for Short Term Solar Power Forecasting
[NO] 408/1848 | Exhaustive and feasible parametrisation with applications to the travelling salesperson problem
[NO] 409/1848 | Catalytic Enhancement of Coherence Fraction in Noisy Quantum Channels and Characterization of Strictly Incoherent Operations
[NO] 410/1848 | On the complexity of quantum numerical integration: an angle-structure characterization
[NO] 411/1848 | Non-Bloch band theory of nonlinear eigenvalue problems
[NO] 412/1848 | AutoQResearch: LLM-Guided Closed-Loop Policy Search for Adaptive Variational Quantum Optimization
[NO] 413/1848 | RAS: a Reliability Oriented Metric for Automatic Speech Recognition
[NO] 414/1848 | SVOM Real-time Response and Collaboration System
[NO] 415/1848 | Alert Chain and Observation Planning for Ground Wide Angle Camera Network
[NO] 416/1848 | The coded mask of the ECLAIRs telescope onboard the SVOM space mission
[NO] 417/1848 | On Realization of Back-Action-Evading Measurements and Quantum Non-Demolition Variables via Linear Systems Engineering
[NO] 418/1848 | Computational Complexity of the Interval Ordering Problem
[NO] 419/1848 | Touchless Intraoperative Image Access System Based on Vision-Based Hand Tracking
[NO] 420/1848 | Emergent behaviors of Winfree oscillators on special orthogonal group
[NO] 421/1848 | Minimum Temporal Spanners in Happy Graphs
[YES] 422/1848 | MEMCoder: Multi-dimensional Evolving Memory for Private-Library-Oriented Code Generation
[NO] 423/1848 | Compact fiber-based compression of a 1 W, 76 MHz Yb laser to 15 fs for broadband ultrafast applications
[NO] 424/1848 | Assessing the dynamic response of long-span bridges under simultaneous wind and traffic loads
[NO] 425/1848 | Seeing Is No Longer Believing: Frontier Image Generation Models, Synthetic Visual Evidence, and Real-World Risk
