[2026-08-28 02:37:48] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-27
正在获取论文...
[arXiv] 2026-08-27 | Bochner Stability for B-stable DIRK Schemes
[NO] 430/1986 | High-resolution in situ analysis of biomass pyrolysis by combining quantitative synchrotron $μ$CT and 3D particle-resolved simulations
[NO] 431/1986 | Optimal stability of regularized spectral differentiation in Sobolev spaces
[NO] 432/1986 | Riemann-1.0: An Embodied World Action Model for Physical AI
[NO] 433/1986 | Crossing the Rotational Sound Barrier in a Quantum Solvent
[NO] 434/1986 | FaulT-Bench: Towards Benchmarking Network Troubleshooting LLM Agents under Unreliable User Tickets
[NO] 435/1986 | ProRetrieval: Learning to Orchestrate Hybrid Search via Executable Program Synthesis
[NO] 436/1986 | Atomic-scale composition of the ternary III-V semiconductor (Al,Ga)Sb visualized by cross-sectional scanning tunneling microscopy
[NO] 437/1986 | Spin preservation in screw-symmetric molecules
[NO] 438/1986 | Quantum-Inspired Computational Fluid Dynamics for Transient Turbulent Compressible Flows
[NO] 439/1986 | Benchmarking_Fast_Domain_Adaptation_for_Unsupervised_Speech_Units
[NO] 440/1986 | Decentralized Multitask Learning over Learned Task Graphs
[NO] 441/1986 | Optimizing artificial neural networks for dipole strength predictions in light nuclei
[NO] 442/1986 | Cavity Solitons
[NO] 443/1986 | Hall effect in viscous flows of two-dimensional electrons in samples with edges of arbitrary roughness
[NO] 444/1986 | TempJail: Temporal Jailbreak Attacks against Image-to-Video Generation Models
[NO] 445/1986 | Vortex lattices in coupled one-dimensional Bose-Einstein condensates with a synthetic magnetic field
[NO] 446/1986 | SnapPINN: Pressure and Energy Dissipation Reconstruction from a Sparse and Noisy Velocity Snapshot
[NO] 447/1986 | Style as a Confound: False Positives in AI Detection of Non-Native Academic Writing
[NO] 448/1986 | PragAlign: Evidence-Sensitive Reply Assistance Across Chinese and Japanese Appropriateness Judgments
[NO] 449/1986 | Scaling phoneme-based TTS augmentation for ASR: A unified pipeline and controlled study
[NO] 450/1986 | Geometric Invariant Theory of Peterson Varieties
[NO] 451/1986 | Many Facets in Random Polytopes from Product and Log-Concave Measures
[NO] 452/1986 | Directional Emission From High-Q Asymmetric Hollow Whispering Gallery Resonators
[NO] 453/1986 | Domain-Specific Self-Supervised Representation Learning for Retinal Fundus Classification
[NO] 454/1986 | SIGMA: Structured Noise-Effect-Aware Grouped Multi-Agent Aggregation
[NO] 455/1986 | A solid-solution approach for room-temperature bulk plasticity in KTa1-xNbxO3
[NO] 456/1986 | Post-sphaleron conversion between baryon and lepton numbers
[NO] 457/1986 | ELUCID-DESI II. Revealing dark matter mass, tidal, and velocity (MTV) fields using galaxy group phase information
[NO] 458/1986 | A note on surfaces with large systoles
[NO] 459/1986 | Fredholm and Sturm--Liouville Type Characterizations of the Limit Measure for the Kac Killing Penalization for Lévy Processes
[NO] 460/1986 | Information-Guided Frontier Decoding: Contextual Utility-Driven Commitment in dMLLMs
[NO] 461/1986 | Quantum estimation theory with quantum noise control
[NO] 462/1986 | Who Remains, What Changes: Identity Anchored Composed Gait Retrieval
[NO] 463/1986 | Bifrost spectral inversions, Fast non-LTE solar chromospheric diagnostics from 3D simulations
[NO] 464/1986 | A stable DG-POD reduced-order method for dynamic linear viscoelasticity
[NO] 465/1986 | AgentJudgeBench: A Multi-Difficulty Benchmark for Evaluating LLM Judges on Agentic Tool-Calling
[NO] 466/1986 | Processing/p5 Defined through Practice and Learning
[NO] 467/1986 | Resolvent analysis to inform viscoelastic coatings for turbulent drag reduction
[NO] 468/1986 | DP-JMRNet: A Deep Unfolding Network for Differential Phase Preservation in Sparse Bitemporal SAR Reconstruction
[NO] 469/1986 | Benchmarking Clinical Decision Pathway Adherence in Large Language Models
[NO] 470/1986 | Benchmarking Confidential Computing Performance on NVIDIA Blackwell GPUs
[NO] 471/1986 | EmoSay: Artificial Intelligence-Driven Text-to-Emotional-Speech System for Affective Communication in Extended Reality
[NO] 472/1986 | Beyond geometric symmetry: Broadband linear relations in wave scattering
[NO] 473/1986 | Camera Calibration Using Inaccurate and Asynchronous Discrete GPS Trajectory from Drones
[NO] 474/1986 | DuMateBench: Evaluating Autonomous Agents in Complex Real-World Workflows
[NO] 475/1986 | Competition between Geometrical Frustration and the Kondo Effect in CePdAl Revealed by High-Resolution Magnetization
[NO] 476/1986 | Multi-Expert Conformal Risk Control for Pairwise LLM Judging in Open-Ended Dialogue
[NO] 477/1986 | Fusion Based Dynamic Platform Magnetic Compensation Beyond the Tolles Lawson Approach
[NO] 478/1986 | Optical spectroscopy of composite fermion edge states in the fractional quantum Hall effect
[NO] 479/1986 | HUG-VIS: A Multimodal Benchmark for Human-centered Understanding and Generation in Visual Intelligence
[NO] 480/1986 | Period Relations for Theta Products and Elliptic Integral Moments
[NO] 481/1986 | Wavelet-Based Bayesian Hierarchical Modeling with Regularized Horseshoe Priors for Spatially Correlated Functional Data
[NO] 482/1986 | Positive hyperbolic periodic orbits for area-preserving maps and Reeb flows
[NO] 483/1986 | NeuDonatello: Uncertainty-Aware Framework for Accurate Neural SDF Learning
[NO] 484/1986 | A Unified Framework for Fair and Personalized Decentralized Learning under Communication Constraints
[NO] 485/1986 | Classification of Group Extensions
[NO] 486/1986 | Shared Actors Need Not Share Critics: Effects of Value Mismatch in Parallel Reinforcement Learning
[NO] 487/1986 | Unpublished Draft: A Post-Processing Approach to Fairness in Tie-Aware Rankings
[NO] 488/1986 | Demystifying Relativistic Quantum Collapse
[NO] 489/1986 | On the Instance Optimality of Bidirectional Dijkstra's Algorithm
[NO] 490/1986 | Scale-uniform inverse inequalities for scaled kernel spaces
[NO] 491/1986 | Not so typical doubly eclipsing systems
[NO] 492/1986 | Incremental Delta-Shapley: A Standalone Runtime for Predicate Attribution on Sliding Windows
[NO] 493/1986 | autowerkstatt4null: An Off-Board-Diagnostics Ecosystem for Car-Workshops
[NO] 494/1986 | Geometric optimality of entanglement-induced fast qubit reset
[NO] 495/1986 | Sparse Delta Integration method for the calculation of spatiotemporal pressure fields of arbitrary ultrasound transducer geometries
[NO] 496/1986 | Beyond Shallow-Water Photorealism: Physically and Sensor-Grounded Simulation for Deep-Sea Robotics
[NO] 497/1986 | Planting a Latent Variable in Natural-Looking Text: a More Realistic Test of Belief States in LLMs and Their Link to Concept Geometry
[NO] 498/1986 | Quantum Interconnects Part I: Strategic Quantum Network Formation
[NO] 499/1986 | The Hydrotope in the Water-Wave Action
[NO] 500/1986 | Local Bousfield classes via homological support
[NO] 501/1986 | Self-OPD: On-Policy Distillation for Flow Matching Models without Teacher
[NO] 502/1986 | CGS-SLAM: Collaborative Gaussian Splatting based SLAM for Multi-Agent Reconstruction
[NO] 503/1986 | MedFG-VQA: Low-Frequency Memory and Graph Attention for Lightweight Medical VQA
[NO] 504/1986 | Evaluating Confidence-Gated Retrieval with Matched Trajectory Replay
[NO] 505/1986 | Energy Ordering from Nonlinear Quantum Dissipation
[NO] 506/1986 | A Variational Framework for Nonlinear Chemical Thermodynamics Employing the Maximum Energy Dissipation Principle
[NO] 507/1986 | Convergence of a vector-valued Allen-Cahn system to Brakke's multiphase mean curvature flow
[NO] 508/1986 | Holonomy and Integrability of $p$-Closed Foliations
[NO] 509/1986 | Statistical Models of Ionospheric Variability and Irregularities in the Topside Ionosphere Based on the Swarm Satellite Data
[NO] 510/1986 | Unitary Shimura Correspondence for Complex Classical Groups
[NO] 511/1986 | Gravitational Lensing of Hayward Black Holes with EFT-Corrected Photon Propagation
[NO] 512/1986 | Uncertainty limits for post-selected metrology
[NO] 513/1986 | Size Bounds for CQs Under Acyclic Constraints
[NO] 514/1986 | Brownian yet non-Gaussian diffusion through equilibrium nonlinear friction
[NO] 515/1986 | MeshPriorDiT: Hierarchical Modeling for Action-Conditioned Cloth Dynamics
[NO] 516/1986 | Neural Renormalization Group Flow for Percolation
[NO] 517/1986 | Classical Cepheids in the JWST and Roman Era: A New Theoretical Framework and its Metallicity Dependence
[NO] 518/1986 | AgentFold: Closed-Loop Agentic Search for Protein Folding Model Design
[NO] 519/1986 | G2D: Generative-to-Discriminative Collaborative Inference for Zero-Shot Image Classification
[NO] 520/1986 | Generative Semantic Scene Completion
[NO] 521/1986 | Preserving General Capabilities during Domain Specialization with Uncertainty-Calibrated MOPD
[NO] 522/1986 | Neural Regression with Embeddings for Numerical Attribute Prediction in Knowledge Graphs
[NO] 523/1986 | Amortized Neural SVD for XL-MIMO: Structure-Guided Factor Prediction for Beamforming and Multi-Stream Utility
[NO] 524/1986 | Extrinsic upper bounds for the harmonic mean of eigenvalues in curved manifolds
[NO] 525/1986 | RegulAR: Graph-Grounded Error Recognition and Assistance for Procedural Tasks in AR
[YES] 526/1986 | From Static to Dynamic: Benchmarking Real-World Code Review with MCR-Bench
[NO] 527/1986 | Graded Ehrhart theory for hypersimplices
[NO] 528/1986 | Closing the gap and settling the problem of queens on an $n\times n$ board, each attacking at most one other
[NO] 529/1986 | Beyond F1: Evaluating Coverage and Failure Recovery in AI Model Security Scanners
[NO] 530/1986 | High-order stabilized matrix-free simulation of rotating mixing devices using the Mortar Element Method
[NO] 531/1986 | Value distribution of multiplicative functions along linear fractional sequences
[NO] 532/1986 | Casimir operators of $4D\,, \mathcal{N}=2$ supersymmetry in the harmonic approach
[NO] 533/1986 | Asymptotic Bounds for Online Ramsey Numbers of Stars versus Long Paths and Cycles
[NO] 534/1986 | Strict Stability and Strict Minimality of Regular Area-Minimizing Hypercones: A Quantitative Characterization
[NO] 535/1986 | LeVJEPA: Efficient & Scalable Video Pretraining without the Heuristics
[NO] 536/1986 | Delta theory of Anderson Modules II: Hodge-Pink structure
[NO] 537/1986 | Deep-Control BSDE: Layerwise Brownian-Weighted Regression for High-Dimensional Semilinear PDEs
[NO] 538/1986 | UGM: A Unified Framework and New Perspectives for Accelerated Gradient Methods in Smooth and Strongly Convex Optimization
[NO] 539/1986 | RCMN: Understanding Misleadingness in Influential Public Discourse
[NO] 540/1986 | Understanding Evolution Strategies for LLM Reasoning: Broader Reasoning Coverage than GRPO
[NO] 541/1986 | BTS-AgentBench: A Deterministic, Replayable Pipeline from Read-Only Telemetry Logs to Agent Benchmarks
[NO] 542/1986 | Evaluating Quantum Kernel Methods for Track-Based Classification in High-Energy Physics
[NO] 543/1986 | The heavy Fermi polaron I: the Lithium-Cesium experiment
[NO] 544/1986 | Evidence, Calibration, and Stability: A Triadic Framework for Hypothesis Testing Under Model Uncertainty
[NO] 545/1986 | Non-decomposable Lagrangian endoconcordances and Khovanov homology
[NO] 546/1986 | Difference-in-Differences on a Censored Rating Scale Can Manufacture an Effect: Evidence from a Pre-Registered LLM-Judge Audit
[NO] 547/1986 | Wess-Zumino gauge for analytic prepotentials of off-shell $\mathcal{N}=2$ supergravity: bosonic sector
[NO] 548/1986 | 3D Cloud Component Analysis of Atomic Structures
[NO] 549/1986 | Emergent vacua and stability constraints on black hole solutions in higher-dimensional $f(R)$ gravity
[NO] 550/1986 | A Temporal Multiplex Graph Neural Network for Systemic Risk Transmission in Global Banking
[NO] 551/1986 | Recovering Expert Critic-Sourced Network Adjacency between Musical Artists from Acoustic Distributions: A Construct-Validity Approach
[NO] 552/1986 | Detection of Christmas tree plantations from high-resolution aerial imagery. A case study in the French Morvan
[NO] 553/1986 | Birch's theorem over function fields with quadratically many variables
[NO] 554/1986 | Decoupled I/O-Dominant Pipelines for Large-Scale Whole-Slide Image Embedding Extraction
[NO] 555/1986 | The complete spectrum of the linearized $p$-Laplacian at a Sobolev extremal
[NO] 556/1986 | Grain-Boundary Premelting in High-Entropy Transition Metal Carbides
[NO] 557/1986 | Energy transfer and scale organisation in dense canopy turbulence
[NO] 558/1986 | Marine Autonomous Vehicle Fleet Scheduling to Maximise Scientific Impact
[NO] 559/1986 | Persistence Meets Resistance: Doubling Down on Hardness
[NO] 560/1986 | BrailleBench: Investigating Multi-Criteria Braille Comprehension in Large Language Models
[NO] 561/1986 | SCIT: Testing Causal Cache Carriers in Latent Chain-of-Thought Models
[NO] 562/1986 | Making Latent Evolution Explicit: Operator-Structured Transitions for World Action Models
[NO] 563/1986 | Rigidity and existence of Busemann profiles for the Allen--Cahn equation on Cartan--Hadamard manifolds
[NO] 564/1986 | Enforcing Dirichlet Boundary Conditions in Operator Learning
[NO] 565/1986 | Circuit Condensation: Post-Training that Concentrates a Behavior's Causal Circuit
[NO] 566/1986 | Torus actions, almost non-negative curvature and fundamental groups
[NO] 567/1986 | Optimal Transport and the ABP Method in Higher Codimension
[NO] 568/1986 | UniFLM: United Segmentation and Measurement on Fetal Limb Ultrasonic Image
[NO] 569/1986 | Long-time Dynamics of Many-body Open Quantum Systems using Quantum Generating Functions
[NO] 570/1986 | Exploring continuous beta-ensembles: A Python implementation for random matrix spectral statistics
[NO] 571/1986 | Co-Optimized Generation, Transmission, and Storage Expansion: System Value and Optimal Duration of Pumped-Storage Hydropower
[NO] 572/1986 | Tensegrity Continuum Robots Enable Task-Adaptive Morphologies for Cooperative Behaviors
[NO] 573/1986 | Narrow-Shell Stochasticity in Source-Sink Models of the Low Earth Orbit Environment
[NO] 574/1986 | VPP: Virtual Pipeline Parallelism for Efficient Chunked Prefill in Long-Context LLM Inference
[NO] 575/1986 | Graph-Based Pseudo-multimodal Contrastive Learning for 12-Lead ECG Representations
[NO] 576/1986 | Adversarial Training Without Input Gradients via Low-Rank Householder Expansions
[NO] 577/1986 | Packora: Systematic Design for Generative Molecular Crystal Structure Prediction
[NO] 578/1986 | Geo-LoRA: Geometry-Aware Subspace Evolution for Low-Rank Adaptation in Continual Learning
[NO] 579/1986 | Scaling Model-Generated Distillation Data Can Make Latent Teacher Traits More Recoverable
[NO] 580/1986 | Per-View Gaussian Predictions Enable Training-Free Distractor Filtering in Feed-Forward 3DGS
