[2026-06-08 23:12:09] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-07
正在获取论文...
[ACM] 2026-6-8 | An Intelligent Assessment of Machine Vision Courses Based on HA-GNN
[NO] 215/1000 | Coupled Half-Bridge LLC Resonant Converter With Reduced Switches and Current Sharing Ability
[NO] 216/1000 | Wholesale Market Participation via Competitive DER Aggregation
[NO] 217/1000 | Congruent kinesthetic and tactile haptic rendering accelerates the learning of highly dynamic virtual sensorimotor tasks_supp2-3698607.mp4
[NO] 218/1000 | A 144-
                    <i>μW</i>
                    Phase-Interval Balanced RVCO With 142% Tuning Range and 218.2-dBc/Hz FoM
                    <sub>
                      <i>TA</i>
                    </sub>
[NO] 219/1000 | FedTransformer-Edge: A Unified Framework for Resource-Adaptive Federated Transformer Learning with Cross-Modal Attention in Heterogeneous IIoT Networks
[NO] 220/1000 | Modeling, Simulation, and Prototype Fabrication of a Saturable-Core Reactor
[NO] 221/1000 | Pretrained Model Recommendation for Downstream Fine-tuning
[NO] 222/1000 | A Soft Worm Robot for Sub-Centimeter Scale Pipeline Inspection_supp1-3699247.mp4
[NO] 223/1000 | Robust Rigid Body Pose Estimation for Sparse Point Sets Under Heteroscedastic Noise
[NO] 224/1000 | Reconstructing Temporal Heterogeneity: A Multi-domain Collaborative Analysis Framework for Robust Time-Series Forecasting
[NO] 225/1000 | An Actively Controlled Quasi-Resonant Excitation Topology for High-Resolution Transient Electromagnetic Sensors
[NO] 226/1000 | LCSM: A Local Chart-based Statistical Model for Femoral Shape Analysis
[NO] 227/1000 | Evaluating the Generalization Ability of an Ensemble-Based Fake News Detection Model across Multiple Domains
[NO] 228/1000 | A Predictive Machine Learning Framework for Crane Component Fatigue Under Cyclic Loads
[NO] 229/1000 | Moringa Leaf Quality Grading Prediction using Deep Learning
[NO] 230/1000 | Analysis of HEXAD player types and GUESS user experience in FPS game case studies: Valorant, Counter Strike 2, and Rainbow Six Siege
[NO] 231/1000 | A Comprehensive Comparison of Vanilla GAN, WGAN, and DCGAN Variations
[NO] 232/1000 | Explainable Employee Attrition Prediction using PCA-Optimized Random Forest and SHAP
[NO] 233/1000 | Effect of Surface Shape on Electric Contact Resistance for High-Current Copper Conductors
[NO] 234/1000 | Quantum-Enhanced Hybrid Variational Neural Network for IoT Intrusion Detection
[NO] 235/1000 | Beamforming Enhancement Using Unipolar Directivity of Pressure-Gradient Vector Hydrophone
[NO] 236/1000 | Does Bullying Harm Academic Achievement? Causal Machine Learning Evidence from Moroccan Students
[NO] 237/1000 | Pulse Repetition Frequency Tuned Low-Intensity Focused Ultrasound Neuromodulation for Tibial Nerve Targeted Bladder Function Modulation
[NO] 238/1000 | A Multi-Dimensional Framework for Adaptive Scaffolding in Large Language Model
[NO] 239/1000 | Optimized Cluster Head Selection with Enhanced Energy Efficiency
[NO] 240/1000 | Energy-Efficient UAV Delivery Optimization via Clustering and Layered Path Planning
[NO] 241/1000 | The Use of Artificial Intelligence in The Visual Exploration Stage of Children’s Book Character Design
[NO] 242/1000 | Evaluation and improvement of the thermal performance of power modules using the Finite-Element-Method (FEM) and Multi-Material Additive Manufacturing (MMAM)
[NO] 243/1000 | How Social Media Algorithms and Financial Influencer Reach Effect on Investment Decisions of Gen Z
[NO] 244/1000 | CuDi: Curve Distillation for Efficient and Controllable Exposure Adjustment
[NO] 245/1000 | Beyond Correctness: A Design Vocabulary for Perceived Response Dynamics in Affective Adaptation
[NO] 246/1000 | Behavioral and Perceptual Responses to 3D Character and Volumetric Avatars Under Conflicting Guidance in Mixed Reality
[NO] 247/1000 | Understanding Why Viewers Turn on Subtitles: Towards Context-Aware, Reactive and Adaptive Subtitling Systems
[NO] 248/1000 | AI-Driven MetaHuman for Immersive VR Property Tours: Design and Early Evaluation
[NO] 249/1000 | Decision letter for "End-to-End Depositional Microfacies Identification from Variable-Log Inputs Using CNN and Attention-CRF"
[NO] 250/1000 | Online Coreset Selection for Learning Dynamic Systems
[NO] 251/1000 | Parameter Estimation of Intermittent Sampling Repeater Jamming Based on Orthogonal Block-Concatenated Waveform Design
[NO] 252/1000 | 2026 6th International Conference on Pervasive Computing and Social Networking (ICPCSN)
[NO] 253/1000 | MU-MIA: Machine Unlearning for Membership Inference Attacks
[NO] 254/1000 | Fast and Accurate Beam Direction Calibration Method for Phased Array Antennas Using PCA
[NO] 255/1000 | HBA-VIO: High-Precision Direct Sparse Monocular Visual-Inertial Odometry via Hybrid Bundle Adjustment
[NO] 256/1000 | IEEE Collabratec
[NO] 257/1000 | Adaptive Lévy Flight-Based Optimization for Fetal ECG Recovery and Arrhythmia Detection
[NO] 258/1000 | What + IF = IEEE
[NO] 259/1000 | MG-YOLO: A Lightweight Deep Learning Model for Detecting Blueberry Fruits at Different Maturities
[NO] 260/1000 | Maximum Entropy Inverse RL for Cyber Attack Detection in IoT Networks
[NO] 261/1000 | Energy-saving Optimization Control of PEMFC systems for Plateau Railway
[NO] 262/1000 | Core Values for Ethical AI: A Systematic Review of Frameworks, Contexts, and Applications
[NO] 263/1000 | Performance, Adaptability, and Security in AI-Driven IIoT: A Survey
[NO] 264/1000 | Big Data-Driven Monitoring and Risk Early Warning for Mountainous River Waterways
[NO] 265/1000 | Design and Optimization of a Waveguide Applicator for Cell Cultures Exposure in the FR1 Band of 5G Signals
[NO] 266/1000 | A Vector-Free Global Terrain Analysis Algorithm and its Application: Extraction of Constructible Areas for Navigation in Wild and Extreme Disaster-Stricken Zones
[NO] 267/1000 | Subcellular Microdosimetry in a Virtual 3D HaCaT Cell Exposed to 26.5 GHz Millimeter Waves
[NO] 268/1000 | Revisiting Deepfake Image Detection: An Analysis of Cross-Dataset Generalization Limits
[NO] 269/1000 | The effects of climate change on the spread of the common bean diseases
[NO] 270/1000 | Influence of Electric Field Strength on the Dielectric Response of Epoxy Resin foe Electrical Insulation
[NO] 271/1000 | Effect of Dipole Length on the Design and Performance of High Permittivity Materials in 7 T MRI
[NO] 272/1000 | Research on Gridded Reconstruction and Generalization Capability of Sunshine Duration in Hubei Province
[NO] 273/1000 | Intelligent Diagnosis of Transformer Partial Discharge Based on ALEF-SSG Signal Enhancement and Multi-Domain Feature Fusion
[NO] 274/1000 | ALLMS-Modified Jaya Optimized Unified Power Quality Conditioner to Improve Power Quality
[NO] 275/1000 | A Method for Elevation Calculation of Offshore Islands and Reefs Far from the Mainland Based on Water Level Derivation Technology
[NO] 276/1000 | Differentiated Warning Method for Wildfires in Transmission Corridors Based on Multi-Dimensional Visual Features
[NO] 277/1000 | Real-Time MPPT Optimization for PV-Battery Hybrid Systems in EV Fast Charging Infrastructure
[NO] 278/1000 | Effect IoT based-RFID on Stock-Recording Efficiency in Indonesian Retail Industry: T-O-E Model with Workflow Optimization
[NO] 279/1000 | Deep Learning Framework Integrating Self-Supervised Learning and Attention for Landslide Susceptibility Mapping
[NO] 280/1000 | PSAR: Progressive Structure-Aware Refinement for Salient Object Detection via Spectral-Biased Dynamic Curriculum
[NO] 281/1000 | Secure and Optimized Cyber-Physical Architecture for Smart Grid and IoT-Enabled Energy Systems
[NO] 282/1000 | A Coefficient Feature Matching–Based Method for Single-Phase-to-Ground Fault Location in Active Distribution Networks
[NO] 283/1000 | The Influence of AI-Powered Reviews on Consumer Purchase Intention and Decision in E-Commerce: An Adapted UTAUT2 Approach
[NO] 284/1000 | A Critical Comparative Survey of ML/DL Approaches for Late Blight Detection and Prediction for Guinean Agriculture
[NO] 285/1000 | Digital Transformation Readiness and SME Performance: An Information Systems Model Using TOE and Social Media Adoption
[NO] 286/1000 | Comparative Analysis of Enhanced Weighted A* and Theta* Search Algorithms on Pacman Mazes
[NO] 287/1000 | AI-Based Predictive Energy Management of a Hybrid Solar-Wind System for Green Hydrogen Production: Case Study of Tarfaya, Morocco
[NO] 288/1000 | From Data to Value: Assessing the Role of Digital Approaches in Enhancing Battery Cell Manufacturing through Expert Perspectives
[NO] 289/1000 | Quantum-Resilient Cryptography and Safe Guarding Post Quantum Cryptographic Protocols Against Quantum Threats
[NO] 290/1000 | Towards Robust Closed-Loop Control for Aerosol Jet Printing Using Laser Transmission Feedback
[NO] 291/1000 | Energy Management and DC Bus regulation of an isolated DC Microgrid using Backstepping Control and ANN-Based MPPT
[NO] 292/1000 | Optimization potential in the production and end-of-life-management of electric drive units to increase resource efficiency
[NO] 293/1000 | Oral-Mamba vs. Swin-UNet: A Comparative Deep Learning Analysis for Gingivitis, Dental Caries, and Dental Calculus Segmentation
[NO] 294/1000 | Integrating Literature and Learning: A Graph Neural Network Framework for Herb-Drug Interaction Prediction Toward Sustainable and Clinically Informed Pharmaceutical Safety
[NO] 295/1000 | Battery Management Systems for Lithium-Ion Batteries in Electric Vehicles: Architectures, Modeling, and SOC Estimation Methods - A State of the Art
[NO] 296/1000 | Optimizing Efficiency and Performance of Axial Flux Machines for Dual-Drive Systems with a variable Air gap
[NO] 297/1000 | Study on Cutting of Rectangular Copper Hollow Wire for the Use in Hairpin Stator Electric Traction Motors
[NO] 298/1000 | Data-driven Prediction of California Bearing Ratio Using Fuzzy C-Means Clustering
[NO] 299/1000 | AI-Driven Learning Analytics for STEM Education: Insights from Primary School Admission
[NO] 300/1000 | Robust Speed Regulation of BLDC Motors through a Buck Boost Assisted Super Twisting SMC
[NO] 301/1000 | Comprehensive Analysis of Induction Motor Harmonics for Sensorless Speed Estimation in its Application to MCSA
[NO] 302/1000 | F-POI: A Lightweight, Noise-Resilient Parallel Side-Channel Attack on Kyber
[NO] 303/1000 | A Neuromorphic Image Sensor with In-Sensor Spiking Neural Network Computing
[NO] 304/1000 | Beyond information: how smart systems manage consumer knowledge
[NO] 305/1000 | Generative AI for Structural Design of Earthquake-Resistant Civil–Mechanical Systems
[NO] 306/1000 | Heterophily-Robust Patient-Similarity Graphs for Parkinson’s Screening from Voice
[NO] 307/1000 | Numerical Investigation of MASnBr
                    <sub>3</sub>
                    /CsSnGeI
                    <sub>3</sub>
                    /SnO
                    <sub>2</sub>
                    Solar Cell: Understanding the Impact of Absorber Layer Parameters
[NO] 308/1000 | Affective Intelligence-Enhanced Visual Content Summarization for Context-Rich Video Understanding
[NO] 309/1000 | A Multi-LLM Ensemble Approach for Evaluating Software Development Technologies
[NO] 310/1000 | A Sustainable Approach to Climate Change Mitigation and Energy Security Enhancement Through Biofuels Integrated with IoT
[NO] 311/1000 | Foundational Study of Topological Indicators and Neural Vision Models for Enhanced UAV Navigation
[NO] 312/1000 | Hybrid Essay Assessment Framework: Integrating Neural Content Analysis with Reference-Based Similarity Evaluation
[NO] 313/1000 | Motion analysis of a multi-stiffness concentric tube magnetic continuum robot and its remote constraint application for minimally invasive surgical operations_supp2-3699226.mp4
[NO] 314/1000 | Trans-Intestinal Port for Periodic Drug Refilling: Bridging Ingestible Capsules and Implantable Devices_supp7-3699210.mp4
[NO] 315/1000 | Petra: Enhancing Efficiency in Privacy-Preserving Three-Party Relational Analytics for Private Data
[NO] 316/1000 | Cross-Behavior Learning with Object Flow Prediction for Robotic Manipulation
[NO] 317/1000 | A Soft Worm Robot for Sub-Centimeter Scale Pipeline Inspection_supp8-3699247.mp4
[NO] 318/1000 | A Unified Multi-Dynamics Framework for Perception-Oriented Modeling in Tendon-Driven Continuum Robots
[NO] 319/1000 | HMFM: A Robust Hierarchical Multimodal Fusion Module to Enhance Map Learning With Additional Information
[NO] 320/1000 | Temporal Irregularity-Aware Attention Mechanism for Industry 5.0 Intrusion Detection
[NO] 321/1000 | IoT-Enabled SnO₂-Based Humidity Sensor for Real-Time Monitoring in Neonatal Incubators
[NO] 322/1000 | A Continuous Finite-Time Tracking Controller for Nonholonomic-Unicycle Vehicles
[NO] 323/1000 | Wavelength Dependence and Transient Photoresponse Mechanisms in Aerosol-Jet Printed ZnO Nanowire Ultraviolet Photodetectors
[NO] 324/1000 | Clustering of Equipment for Maintenance in BIM 7D Using the K-Nearest Neighbors (KNN) Approach Applied to Data Reduced by t-SNE (t-Distributed Stochastic Neighbor Embedding)
[NO] 325/1000 | Exploration of Engineering Educational Models based on CDIO and TPACK
[NO] 326/1000 | Utilizing Academic Analytic Dashboards in Improving Student Graduation Rates
[NO] 327/1000 | Optimal Control for Managing the Dynamics of Two Computer Virus Co-Infection
[NO] 328/1000 | Comparative Analysis of Machine Learning Models for Large-Scale Water Quality Assessment
[NO] 329/1000 | Enhancing Small and Medium Sized Enterprises Sustainability: Material Flow Cost Accounting as an Enabler for Circular Economy Thinking
[NO] 330/1000 | Learning-Driven Job Recommendation Systems: A Comprehensive Review of Deep Semantic, Transformer-Enhanced, Ontology-based and NLP-Bidirectional Approaches
[NO] 331/1000 | AI-Augmented Healthcare Communication: A Review of Large Language Model Healthcare Agents and Generative AI in EHR Integration
[NO] 332/1000 | A Multi-Stage XAI-Enhanced Transformer Model for Bias-Aware Decision Making in Financial Fraud Detection
[NO] 333/1000 | Deep Semantic Feature Learning and Efficient Indexing for Content-Based Image Retrieval
[NO] 334/1000 | Optimizing Linux Kernel Scheduler Parameters Using Reinforcement Learning
[NO] 335/1000 | Cognitive Networking using Deep Reinforcement Learning for Real-Time Optimization
[NO] 336/1000 | Ensemble Strategies for LLM-based Text Summarization: A Timing-Based Framework
[NO] 337/1000 | EchoGuard: Biometric Voice-based Audio Watermarking with Blockchain-Enabled Ownership Verification
[NO] 338/1000 | A Deep Learning Approach to Improving Multilingual Neural Machine Translation using Semantic and Linguistic Features
[NO] 339/1000 | Early Detection of Hypokinetic Rigid Syndrome Through Vocal Biomarker Analysis Using Convolutional Neural Networks
[NO] 340/1000 | Toward Portable and Energy-Efficient Home Hemodialysis: Clinical, Economic, and Technical Review with Engineering Perspectives
[NO] 341/1000 | Ontology-Enriched Abstract Topic Modelling for Biomedical Trend Discovery: A MeSH-based LDA Framework with BI Visual Analytics
[NO] 342/1000 | Assessing the Efficacy of Pre-trained Deep Learning Models for Facial Expression Recognition
[YES] 343/1000 | Cpp2Rust: Automatic Translation of C++ to Safe Rust
[NO] 344/1000 | Contextual Embeddings: Implementing Bound Variables through Instance Resolution
[NO] 345/1000 | Deep Learning-Based Solar Energy Forecasting Using Environmental Time-Series Data
