[2025-12-06 09:09:12] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-05
正在获取论文...
[IEEE] 2025-12-5 | Energy Harvesting in Solar-Powered UAV Communication With Rate Splitting Multiple Access
[NO] 304/1000 | Big Data Analytics for Optimizing Film Distribution and Social Media Promotion
[NO] 305/1000 | Systems Diagnostics Using AI-Enhanced Imaging Techniques for Smart Grid Applications
[NO] 306/1000 | Source Data Free Abnormal Sound Detection of Industrial Equipment Based on Teacher-student Structure
[NO] 307/1000 | Leveraging AI for Governance: Navigating Ethical Challenges and Enhancing Democratic Values in Public Services
[NO] 308/1000 | Optimized Signal Processing for High-Resolution FBG Strain Sensing Using a Dual-Comb Interrogator
[NO] 309/1000 | An Improved BRB Fault Diagnosis Method Considering Laplace Score and Sigmoid Weight Assignment
[NO] 310/1000 | Seq-Dssm: A Sequence-Processing-Based Deep State Space Model for Soft Sensing
[NO] 311/1000 | Generative AI-Based Digital Narrative Content Generation for Ideological and Political Education and Ethical Risk Prevention
[NO] 312/1000 | Research on the integration of Internet of Things and artificial intelligence in the construction of green transportation infrastructure: Aiming at optimizing transportation economic and environmental benefits
[NO] 313/1000 | An Empirical Study on the Coupling Coordination between the Disciplinary Structure of Higher Education and the Industrial Structure in China
[NO] 314/1000 | Design and Implementation of an Intelligent Student Attendance Management System
[NO] 315/1000 | Research on the Architecture of Virtual Training Education Platform Enabled by Artificial Intelligence Technology
[NO] 316/1000 | Path Analysis of University Teachers’ Digital Literacy Enhancement Based on Deep Learning: A Perspective of Sports and Arts Integration
[NO] 317/1000 | Research on Student Behavior Analysis and Prediction in Vocational Colleges Based on Multi-source Data Mining
[NO] 318/1000 | NeuroSwift: A Lightweight Cross-Subject Framework for fMRI Visual Reconstruction of Complex Scenes
[NO] 319/1000 | Federated Deep Incomplete Multi-View Clustering with Heterogeneity-Matching and Attention-Based Imputation
[NO] 320/1000 | Gloss-Free Sign Language Translation With Optical-Flow Guided Two-Stream Network
[NO] 321/1000 | Phoneme-Controlled LLM with Self-Supervised Speech Prompts for Mispronunciation Detection
[NO] 322/1000 | DualCap: Enhancing Lightweight Image Captioning via Dual Retrieval with Similar Scenes Visual Prompts
[NO] 323/1000 | DiGiT: A Diffusion-based Modular Geophysical Toolkit for On-device Multi-modal Data Generation
[NO] 324/1000 | Gem: Scalable Monotonic Graph Processing Beyond Billion-Scale on a Single Machine
[NO] 325/1000 | Investigating How to Control Virtual Spiders While Embodying Them in Virtual Reality
[NO] 326/1000 | A Multimodal Haptic System for Pulling Virtual Objects
[NO] 327/1000 | FlexiPrim: Deformable Primitives for Guiding 3D Painting in Virtual Reality
[NO] 328/1000 | CISES 2025 Commentary
[NO] 329/1000 | Computational Characterization of Ion Beam Uniformity of Planar Pinched-Beam Ion Diodes
[NO] 330/1000 | Harnessing Lightweight Transformer With Contextual Synergic Enhancement for Efficient 3D Medical Image Segmentation
[NO] 331/1000 | Experimental Demonstration of Using a Low-Divergence Pin-Like Beam in a 2-Gbit/s FSO Link with Limited Receiver Aperture Sizes and Variable Link Lengths under Turbulence Effects
[NO] 332/1000 | CISES 2025 Author Index
[NO] 333/1000 | PIDiff: Integrating a High-Performance Transformer into Diffusion Models for Robust and Efficient Imitation Learning
[NO] 334/1000 | Fingertip-Powered Interactive Gaming: A Sustainable Approach to Human-Machine Interaction
[NO] 335/1000 | Fault-Tolerant Control of a Coaxial Tilt-Rotor eVTOL Aircraft via a Precise Faulty Factor Observer
[NO] 336/1000 | Multi-Modal Last-Mile Delivery Optimization With Smart Micro-Hubs: A Branch-and-Price Approach With Valid Inequalities
[NO] 337/1000 | IEEE Transactions on Circuits and Systems for Video Technology Publication Information
[YES] 338/1000 | Tutorial: Design Automation for ML-enabled Cyber-Physical Systems: From Verification to Synthesis
[NO] 339/1000 | DiskJoin: Large-scale Vector Similarity Join with SSD
[NO] 340/1000 | Smart Home Security System with IOT and Voice Notifications
[NO] 341/1000 | User Clustering and UAV Positioning in Hybrid NOMA-Aided Space-Air-Ground Integrated Network
[NO] 342/1000 | Blockchain-Based Security Frameworks for IoT-Enabled Smart Communication Networks
[NO] 343/1000 | Research on Safety Hazard Target Detection Method for Open-pit Mines Based on RTDETR
[NO] 344/1000 | Li-Fi: The Future of Wi-Fi
[NO] 345/1000 | Multi-Agent Reinforcement Learning Scheduling Strategy for UAV Swarms
[NO] 346/1000 | 568.8 Tbls C+L-8and Transmission Over 5,166 km in a Standard-Cladding Diameter 19-Core Randomly-Coupled Multicore Fiber
[NO] 347/1000 | Quantum Entanglement Distribution Coexisting with Classical Communication Over 18-Km Hollow-Core Fibre Links
[NO] 348/1000 | Rise and Future of Smart Wearable Technology for Real-Time Health Monitoring
[NO] 349/1000 | ExplainNet: A Hybrid Visual-Linguistic Model for Human-Centered Autism Diagnosis
[NO] 350/1000 | Stock Price Forecasting with Temporal-Feature Attention and Graph SAGE on Multimodal Financial Data
[NO] 351/1000 | Effects of Virtual and Mixed Reality Environments on Heart Rate Dynamics During High-Intensity Gaming
[NO] 352/1000 | Thermally Accessible Low-Repetition-Rate Single Soliton Combs in Mode-Coupling-Engineered Microresonators
[NO] 353/1000 | Online Monitoring Driven Analysis of Multi-physics Failure Interactions in High-Temperature Thermal Energy Storage Units
[NO] 354/1000 | Pushing the Limits of Core Density in Multi-Core Fibres for Data Centre Applications
[NO] 355/1000 | Multi-modal Recommendation with Joint Content and Interaction Augmentation
[NO] 356/1000 | Semi-Active RIS Optimization Using Reinforcement Learning Across Frequencies
[NO] 357/1000 | Tool Wear Prediction Using an Ensemble Hybrid Model Based on LSTM and Transformer
[NO] 358/1000 | Knowledge Fusion Graph Neural Network for Industrial Process Fault Diagnosis
[NO] 359/1000 | A Review on Explainable Artificial Intelligence in Colorectal Cancer Biomarker Analysis using Microbiome Data
[NO] 360/1000 | Exploring YOLO Inference Using Digital-Analog Hybrid Photonic Processor
[NO] 361/1000 | High-power REC-DFB Laser Array Integrated with Phase Com-pensators for Optical I/O Technology
[NO] 362/1000 | GASTPipe: Resource-Efficient Hybrid Parallelism Scheme for Distributed AI Training Over Cross-DC Optical Networks
[NO] 363/1000 | Multi-Client Scenario-Based Reverse Shell Attack Simulation
[NO] 364/1000 | StegoGAN: A Generative Adversarial Network Approach for Secure and Imperceptible Image Steganography
[NO] 365/1000 | Multi-Octave Modified Uni-Travelling Carrier Photodiode Packaging Exploiting a 100 - 500 GHz Waveguide Transition
[NO] 366/1000 | Application of Double-DQL in Improving the Secrecy Performance of IRS-Aided NOMA on THz Communications
[NO] 367/1000 | Demonstration of Millimetre-Wave Antenna Distribution over IFoF System with TDD Timing-Aligned Remote Beam Control
[NO] 368/1000 | Ultra-Low Crosstalk FSO Circulator for Full C-Band WDM Bidirectional Satellite Communication
[NO] 369/1000 | Prisma Guided Systematic Review of Large Language Model (LLM) Applications in Business Intelligence
[NO] 370/1000 | Modeling and Experimental Assessment of QKD Systems in Coexistence with QKD-Encrypted High-Capacity DWDM Transmission
[NO] 371/1000 | Localization of Autonomous Guided Vehicles in Dynamic Environments Using Chipless RFID
[NO] 372/1000 | UHF RFID-Based Battery-Free Wireless Strain Sensor for EV Battery Management Systems
[NO] 373/1000 | H2O AutoML for Malware Detection: A Signal Processing Perspective on Accuracy, Efficiency, and Interpretability
[NO] 374/1000 | Efficient Swarm Consensus: Comparative Evaluation of RLR vs Raft, RaBFT and VSSB-Raft
[NO] 375/1000 | First Demonstration of MRM on Low-Loss SiN-SOI Platform for High-Density and Low-Power Optical Interconnection
[YES] 376/1000 | LLM Assistant for TAPI Context and Client Code Translation
[NO] 377/1000 | A Semi-Supervised Remaining Useful Life Prediction Approach Based on Self-Attention Mechanism-Sequential Variational Autoencoder
[NO] 378/1000 | Microscopic Debris Classification of Pasig River Philippines Using Unsupervised Learning Clustering Algorithms
[NO] 379/1000 | Optimal Holistic Cold-Start Management in Serverless Cloud Computing Using Artificial Intelligent
[NO] 380/1000 | Enhanced State Estimation of Railway Switch Machine Based on Deep Extended Kalman Filter
[NO] 381/1000 | Eco-Friendly RFID Antennas and Sensors by Laser-Induced Graphene Transfer on Bio-Degradable Substrates
[NO] 382/1000 | Real-Time Object Recognition and Tracking in High-Resolution Aerial Imagery
[NO] 383/1000 | Experimental Demonstrations of Polarisation-Based Sensing in Alamouti-Coded Simplified Coherent PONs
[NO] 384/1000 | The Role of Statistical Fiber Dispersion in Future Intra-Datacenter and Optical Access Networks
[NO] 385/1000 | Integrating Deep Learning Concepts with Blood Diagnosis
[NO] 386/1000 | Analyzing Machine Learning Models for Demand Forecasting in Fast-Moving Consumer Goods on Responsible Consumption and Production
[NO] 387/1000 | Photonics for Communications Satellites: A Perspective from Thales Alenia Space
[NO] 388/1000 | Machine Learning-Based Evaluation and Empirical Research on the Teaching Quality and Satisfaction of Online Course in Higher Education: A Case Study of College English Course
[NO] 389/1000 | ECTSpeech: Enhancing Efficient Speech Synthesis via Easy Consistency Tuning
[NO] 390/1000 | Speech Emotion Recognition via Multi-Level Acoustic Modeling and Cross-Modal Temporal Fusion
[NO] 391/1000 | Animating the Ephemeral: Transforming Edible Cultural Heritage into Dynamic Digital Heritage through AI and Mixed Reality
[NO] 392/1000 | MCT-TRNG: Multi-Channel Tetrahedral TRNG via Metastability Enhanced Entropy with 2.2Gbps Throughput
[NO] 393/1000 | Dynamically Detect and Fix Hardness for Efficient Approximate Nearest Neighbor Search
[NO] 394/1000 | Frequency Domain Transformation and Loss Adjustment for Enhancing Transferability of Adversarial Examples_supp1-3640532.pdf
[NO] 395/1000 | Computationally Efficient Calculation of PWM-Induced AC Copper Losses in Concentrated Winding Axial Flux Machines
[NO] 396/1000 | A hybrid deep learning framework for solid rocket motor performance prediction based on mechanism modeling and residual learning
[NO] 397/1000 | Real-Time Path-Reconfigurable Coverage Planning for Multi-UAV Missions over Disjoint Areas
[NO] 398/1000 | CISES 2025 Cover Page
[NO] 399/1000 | IICAIET 2025 Author Index
[NO] 400/1000 | SAFEPROCESS 2025 Cover Page
[NO] 401/1000 | IICAIET 2025 Copyright Information
[NO] 402/1000 | LARS 2025 TOC
[NO] 403/1000 | ATC 2025 Cover Page
[NO] 404/1000 | ATC 2025 Opinion
[NO] 405/1000 | Design and Control of a Bidirectional Multiport DC-DC Converter for Bipolar DC Microgrids with Integrated PV and Battery Interface
[NO] 406/1000 | Identification of Multiple Critical Parameters in Undersea Wireless Power Transfer System Integrating Primary-Side Phase Acquisition
[NO] 407/1000 | Promises and Pitfalls of Large Language Models use to interpret Healthcare Guidelines
[NO] 408/1000 | <scp>MCTuner:</scp>
                    Spatial Decomposition-Enhanced Database Tuning via LLM-Guided Exploration
[NO] 409/1000 | WaveStitch: Flexible and Fast Conditional Time Series Generation With Diffusion Models
[NO] 410/1000 | Joining the Circle: Human Entry Behavior in a Mixed Reality F-Formation with Agent, Avatar, and Human Partners
[NO] 411/1000 | Realism at Hand: A Fast and Easy Pipeline for Generating Fully Articulated Photorealistic Virtual Hands
[NO] 412/1000 | Social Conjuring: Multi-User Runtime Collaboration with GenAI in Building Virtual Reality Worlds
[NO] 413/1000 | Co-embodied Mirroring: Investigating the Effects of Movement Blending on Partner Impressions in Virtual Environments
[NO] 414/1000 | Analyzing Groundwater Dynamics in Chhattisgarh Using Multi-Feature Correlation and Interactive Mapping with Folium-A Case Study of the Kharun Basin
[NO] 415/1000 | Deep Vision-Based Diagnosis of Monkeypox using Enhanced CNN and Vision Transformer Architectures
[NO] 416/1000 | Design of Passive and Semi-Passive RFID Tags
[NO] 417/1000 | A Deep Learning Approach to Image Colourization Using U-Net with Benchmarking and Structural Evaluation
[NO] 418/1000 | Optimization of Upstream XGS-PON Throughput by Adjusting Burst Preamble Length and Enabling Forward Error Correction
[NO] 419/1000 | A Review of Condition Assessment and Life Extension Strategies for Key Components in Transmission Tower Cable Systems
[NO] 420/1000 | Interactive Educational System Using Artificial Intelligence Technique for the Higher Education System
[NO] 421/1000 | A Triad Evaluation Framework for Human vs. Machine Translation Quality in Museum Heritage Dissemination
[NO] 422/1000 | Tiny ViT-Batten: Few-Shot Vision Transformer with Explainable Attention for Early Batten-Disease Detection on Pediatric MRI
[NO] 423/1000 | Steerable Low-Complexity Antenna Array with Super-Realized Gain
[NO] 424/1000 | Simulation and Experimental Studies of DWDM Nonlinear Phase/Polarization/Power Crosstalk Between DFOS and Communication Channels in $27.6-\text{Tb} / \mathrm{s} 800 \text{ZR}$ Metro Network
[NO] 425/1000 | Enhancing Sliding Mode Control for a Mobile Patient Lifting Device
[NO] 426/1000 | AI-Enabled UAVs for Rapid Response in Roadside Medical Emergencies: A Real-Time Lifeline Framework
[NO] 427/1000 | Bilevel Optimization Framework for Urban Toll Pricing under Stochastic User Equilibrium: A Metaheuristic Approach
[NO] 428/1000 | Bearing Fault Diagnosis Using CNN-LSTM with Complex Wavelet Transform and Squeeze-and-Excitation Attention Mechanism
[NO] 429/1000 | 4405 Fbg Array Sensor Interrogation Using Coherent Correlation OTDR with Hybrid Wavelength Tuning
[NO] 430/1000 | An Ultra-Compact 50-Gbaud × 16-Channel CPO Transceiver Employing a 1060-nm Single-Mode VCSEL Array and Multicore Fibres
[NO] 431/1000 | A Hybrid CEEMDAN and BiGRU Approach to Predicting Rolling Bearing Remaining Useful Life
[NO] 432/1000 | HBC-Med: A Hybrid Blockchain Model for Medical Data Management. Balancing Privacy, Interoperability and Decentralization
[NO] 433/1000 | Comparative Evaluation of Deep Learning Models for Retinal Disease Diagnosis Using Fundus Imaging
[NO] 434/1000 | Adaptive Digital Compensation of Cascaded SOA Nonlinearities in Metro-Access Networks Without Prior Parameter Knowledge
[NO] 435/1000 | Distributed Coherent Radar System Fully Implemented as Heterogeneous SOI-InP Photonic Integrated Circuits
[NO] 436/1000 | Recurrent Neuron Analysis for Dynamic Nonlinear Process Monitoring
[NO] 437/1000 | Deep Learning Techniques for Analysing Consumer Preferences in Fashion Planning for Emerging Entrepreneurial Projects
[NO] 438/1000 | Training Time, Economics, and Energy for Distributed AI Training in the GenAI Era
[NO] 439/1000 | Heterogeneous Integration for Silicon Photonics Based on Micro-Transfer Printing
[NO] 440/1000 | Optimising Global Digital Economy Growth Using Advanced Data Transmission Techniques and Real-Time Data Processing
[NO] 441/1000 | Optimizing Distributed Machine Learning Algorithms for Cloud Deployments
