[2026-03-20 09:28:40] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-19
正在获取论文...
[arXiv] 2026-03-19 | Matryoshka Gaussian Splatting
[NO] 449/1873 | Learning Consistent Temporal Grounding between Related Tasks in Sports Coaching
[NO] 450/1873 | Inhomogeneous mass trap for dark-state polaritons in atomic media
[NO] 451/1873 | SODIUM: From Open Web Data to Queryable Databases
[YES] 452/1873 | Adaptive Decoding via Test-Time Policy Learning for Self-Improving Generation
[NO] 453/1873 | Prune-then-Quantize or Quantize-then-Prune? Understanding the Impact of Compression Order in Joint Model Compression
[NO] 454/1873 | Learning Entanglement Quasiprobability from Noisy and Incomplete Data
[NO] 455/1873 | TARo: Token-level Adaptive Routing for LLM Test-time Alignment
[NO] 456/1873 | QCD and electroweak phase transitions with hidden scale invariance: implications for primordial black holes, quark-lepton nuggets and gravitational waves
[NO] 457/1873 | Deconstructing Open-World Game Mission Design Formula: A Thematic Analysis Using an Action-Block Framework
[NO] 458/1873 | PromptHub: Enhancing Multi-Prompt Visual In-Context Learning with Locality-Aware Fusion, Concentration and Alignment
[NO] 459/1873 | A new optimal control algorithm for the Keller-Segel problem
[NO] 460/1873 | Reasoning over mathematical objects: on-policy reward modeling and test time aggregation
[NO] 461/1873 | Evaluating LLM-Generated Lessons from the Language Learning Students' Perspective: A Short Case Study on Duolingo
[NO] 462/1873 | Why Better Cross-Lingual Alignment Fails for Better Cross-Lingual Transfer: Case of Encoders
[NO] 463/1873 | A Minimal-Component 100 MHz Full-Duplex Digital Link Over a Single Coaxial Cable for Laboratory Instrumentation
[NO] 464/1873 | Maximising homomorphism counts between digraphs
[NO] 465/1873 | Preconditioning Hamiltonian Monte Carlo by minimizing Fisher Divergence
[NO] 466/1873 | The multi-objective portfolio model for oil and gas exploration drilling projects selection and its operator-enhanced NSGA-II based solution
[NO] 467/1873 | Model Order Reduction of Cerebrovascular Hemodynamics Using POD_Galerkin and Reservoir Computing_based Approach
[NO] 468/1873 | Statistical Characteristic-Guided Denoising for Rapid High-Resolution Transmission Electron Microscopy Imaging
[NO] 469/1873 | Estimation of Functional Principal Components from Sparse Functional Data
[NO] 470/1873 | Student views in AI Ethics and Social Impact
[NO] 471/1873 | Can LLM generate interesting mathematical research problems?
[NO] 472/1873 | Time-Multiplexed Distributed Quantum Sensing
[YES] 473/1873 | dTRPO: Trajectory Reduction in Policy Optimization of Diffusion Large Language Models
[NO] 474/1873 | "You've got a friend in me": Co-Designing a Peer Social Robot for Young Newcomers' Language and Cultural Learning
[NO] 475/1873 | Investigating a strong first-order electroweak phase transition in the RxSM at future linear $e^+e^-$ colliders and LISA
[NO] 476/1873 | Functional Subspace Watermarking for Large Language Models
[NO] 477/1873 | Comparing optical-microwave conversion and all-microwave control schemes for a transmon qubit
[NO] 478/1873 | Analysis of Convergence for the IPA-AC Method
[NO] 479/1873 | An OASIS of Lyman-$α$ within a neutral intergalactic desert: reaffirmed line and blue continuum reveal efficient ionising agents at $z = 13$
[NO] 480/1873 | Empathetic Motion Generation for Humanoid Educational Robots via Reasoning-Guided Vision--Language--Motion Diffusion Architecture
[NO] 481/1873 | Dual-Model Prediction of Affective Engagement and Vocal Attractiveness from Speaker Expressiveness in Video Learning
[NO] 482/1873 | Simis and packing properties of Alexander dual of connected ideals
[NO] 483/1873 | CausalRM: Causal-Theoretic Reward Modeling for RLHF from Observational User Feedbacks
[NO] 484/1873 | Neumann problem with a discontinuous nonlinearity
[NO] 485/1873 | Reversible Steady Domain-Wall Motion Driven by a Direct Current
[NO] 486/1873 | Thermal relaxation asymmetry persists under inertial effects
[NO] 487/1873 | Resource-Constrained Joint Replenishment via Power-of-$m^{1/k}$ Policies
[NO] 488/1873 | Quantum Kinetics of Fast-Electron Inelastic Collisions in Partially-Ionized Plasmas
[NO] 489/1873 | Stabilization of Integral Difference Equations by solving a Corona problem
[NO] 490/1873 | Off-Policy Learning with Limited Supply
[YES] 491/1873 | Cross-Ecosystem Vulnerability Analysis for Python Applications
[NO] 492/1873 | STEP: Scientific Time-Series Encoder Pretraining via Cross-Domain Distillation
[NO] 493/1873 | MANAR: Memory-augmented Attention with Navigational Abstract Conceptual Representation
[NO] 494/1873 | Spectroscopic properties of Cr,Yb:YAG nanocrystals under intense NIR radiation
[NO] 495/1873 | Complexity of Auctions with Interdependence
[NO] 496/1873 | The influence of nonradiative relaxation on laser induced white emission properties in Cr:YAG nanopowders
[NO] 497/1873 | A Julia-Fatou Theory via Random Systems with Complete Connections
[NO] 498/1873 | Balanced Thinking: Improving Chain of Thought Training in Vision Language Models
[NO] 499/1873 | Constructing orientable and negative orientable sequences with asymptotically optimal period
[NO] 500/1873 | MeInTime: Bridging Age Gap in Identity-Preserving Face Restoration
[NO] 501/1873 | GWTC-4.0: Tests of General Relativity. III. Tests of the Remnants
[NO] 502/1873 | Finite and infinite frieze patterns from p-angulations and a generalization of Weyl groupoids
[NO] 503/1873 | Avalanches in the Random Organization Model with long-range interactions
[NO] 504/1873 | WeNLEX: Weakly Supervised Natural Language Explanations for Multilabel Chest X-ray Classification
[NO] 505/1873 | Conflict-Based Search for Multi Agent Path Finding with Asynchronous Actions
[NO] 506/1873 | Resolving the Blow-Up: A Time-Dilated Numerical Framework for Multiple Firing Events in Mean-Field Neuronal Networks
[NO] 507/1873 | Revisiting Bino-Slepton Coannihilation Dark Matter in Light of Recent Experimental Results
[NO] 508/1873 | Interleaved Information Structures in Dynamic Games: A General Framework with Application to the Linear-Quadratic Case
[NO] 509/1873 | ClawTrap: A MITM-Based Red-Teaming Framework for Real-World OpenClaw Security Evaluation
[NO] 510/1873 | Programmatically Generated Microparticles Using SUEX Dry-Film Epoxy Resist
[NO] 511/1873 | Do Vision Language Models Understand Human Engagement in Games?
[NO] 512/1873 | Invariance principles for rough walks in random conductances
[NO] 513/1873 | Furstenberg-type estimates under mild non-concentration assumptions
[NO] 514/1873 | Integration techniques for worldline integrals
[NO] 515/1873 | MonoArt: Progressive Structural Reasoning for Monocular Articulated 3D Reconstruction
[NO] 516/1873 | Online Learning and Equilibrium Computation with Ranking Feedback
[NO] 517/1873 | DreamPartGen: Semantically Grounded Part-Level 3D Generation via Collaborative Latent Denoising
[NO] 518/1873 | Outage Probability Analysis of NOMA Enabled Hierarchical UAV Networks with Non-Linear Energy Harvesting
[NO] 519/1873 | Multiplication Tables for Integers with Restricted Prime Factors
[NO] 520/1873 | Do VLMs Need Vision Transformers? Evaluating State Space Models as Vision Encoders
[NO] 521/1873 | RPiAE: A Representation-Pivoted Autoencoder Enhancing Both Image Generation and Editing
[NO] 522/1873 | Investigation of Differential Diffusion and Strain Coupling in Large Eddy Simulations of Hydrogen-Air Flames
[NO] 523/1873 | Box Maze: A Process-Control Architecture for Reliable LLM Reasoning
[YES] 524/1873 | SOL-ExecBench: Speed-of-Light Benchmarking for Real-World GPU Kernels Against Hardware Limits
[NO] 525/1873 | PPI is the Difference Estimator: Recognizing the Survey Sampling Roots of Prediction-Powered Inference
[NO] 526/1873 | ADAPT: Attention Driven Adaptive Prompt Scheduling and InTerpolating Orthogonal Complements for Rare Concepts Generation
[NO] 527/1873 | Hidden-charm pentaquarks: Electromagnetic structure in a diquark--diquark--antiquark model
[NO] 528/1873 | Performance Testing of ChaCha20-Poly1305 for Internet of Things and Industrial Control System devices
[NO] 529/1873 | Photoferroelectric Coupling and Polarization-Controlled Interfacial Band Modulation in van der Waal Compound CuInP2S6
[NO] 530/1873 | D5P4: Partition Determinantal Point Process for Diversity in Parallel Discrete Diffusion Decoding
[NO] 531/1873 | Black hole superradiance in Poincaré gauge theory
[NO] 532/1873 | Introducing M: A Modular, Modifiable Social Robot
[NO] 533/1873 | Is it true that no mathematical relation exists between the Navier-Stokes equations and the multifractal model?
[NO] 534/1873 | CustomTex: High-fidelity Indoor Scene Texturing via Multi-Reference Customization
[NO] 535/1873 | A Spherical Multipole Expansion of Acoustic Analogy for Propeller Noise
[NO] 536/1873 | BSTModelKit.jl: A Julia Package for Constructing, Solving, and Analyzing Biochemical Systems Theory Models
[NO] 537/1873 | Numerical Considerations for the Construction of Karhunen-Loève Expansions
[NO] 538/1873 | Ferroelectric $p$-wave magnets
[NO] 539/1873 | Neutrino Mass and Leptogenesis in the Non-SUSY Modular $A^\prime_5$ Inverse Seesaw
[NO] 540/1873 | Gamma-ray production in the cosmic-ray -- dark matter scattering as a probe of the axion-like particle -- proton interaction
[NO] 541/1873 | TAU-R1: Visual Language Model for Traffic Anomaly Understanding
[NO] 542/1873 | DaPT: A Dual-Path Framework for Multilingual Multi-hop Question Answering
[NO] 543/1873 | GLENN: Neural network-enhanced computation of Ginzburg-Landau energy minimizers
[NO] 544/1873 | On The Effectiveness of the UK NIS Regulations as a Mandatory Cybersecurity Reporting Regime
[NO] 545/1873 | A Dataset and Resources for Identifying Patient Health Literacy Information from Clinical Notes
[NO] 546/1873 | A conservative, discontinuous Galerkin, tracer transport scheme using compatible finite elements
[NO] 547/1873 | Minimal Weierstrass models and regular models of hyperelliptic curves
[NO] 548/1873 | Hardness of High-Dimensional Linear Classification
[NO] 549/1873 | Mitigating the Bandwidth Wall via Data-Streaming System-Accelerator Co-Design
[NO] 550/1873 | Anomalous Topological Bloch Oscillations under Non-Abelian Gauge Fields
[NO] 551/1873 | Neptune's obliquity was likely engendered by Triton's tidal evolution
[NO] 552/1873 | Unfolded hypermultiplet in harmonic superspace
[NO] 553/1873 | Microwave Vortex Motion Characterization of Nb$_3$Sn Coatings for Applications in High Magnetic Fields
[NO] 554/1873 | Generation of Whistler Waves by Reflected Electrons and Their Self-Confinement at Quasi-Perpendicular Shocks
[NO] 555/1873 | Acoustic radiation of thermodiffusively unstable turbulent lean premixed hydrogen-air flames
[NO] 556/1873 | End-to-End Simulation of Chemical Dynamics on a Quantum Computer
[NO] 557/1873 | MERGE: Guided Vision-Language Models for Multi-Actor Event Reasoning and Grounding in Human-Robot Interaction
[NO] 558/1873 | Unmasking Algorithmic Bias in Predictive Policing: A GAN-Based Simulation Framework with Multi-City Temporal Analysis
[NO] 559/1873 | The non-abelian Leopoldt conjecture and equalities of $\mathcal{L}$-invariants
[NO] 560/1873 | Heart Artifact Removal in Electrohysterography Measurements Using Algebraic Differentiators
[NO] 561/1873 | A conceptual framework for ideology beyond the left and right
[YES] 562/1873 | Entropy trajectory shape predicts LLM reasoning reliability: A diagnostic study of uncertainty dynamics in chain-of-thought
[NO] 563/1873 | On Topological André-Quillen homology of Eilenberg-MacLane spectra
[NO] 564/1873 | Well-posedness for the $\bar\partial$-problem relevant to the AKNS spectral problem
[NO] 565/1873 | Lightweight Model Predictive Control for Spacecraft Rendezvous Attitude Synchronization
[NO] 566/1873 | The Optimal Reset-Hour of a Once-Daily Petrol Price Increase Limit
[NO] 567/1873 | Navigating complex phase diagrams in soft matter systems
[NO] 568/1873 | GHOST: Fast Category-agnostic Hand-Object Interaction Reconstruction from RGB Videos using Gaussian Splatting
[NO] 569/1873 | Progressive Training for Explainable Citation-Grounded Dialogue: Reducing Hallucination to Zero in English-Hindi LLMs
[NO] 570/1873 | Safety-Guaranteed Imitation Learning from Nonlinear Model Predictive Control for Spacecraft Close Proximity Operations
[NO] 571/1873 | Optimal Bilinear control restricted to the three-dimensional chemo-repulsion model with potential production
[NO] 572/1873 | Comparative Analysis of Large Language Models in Generating Telugu Responses for Maternal Health Queries
[NO] 573/1873 | Quantitative Introspection in Language Models: Tracking Internal States Across Conversation
[YES] 574/1873 | Mi:dm K 2.5 Pro
[NO] 575/1873 | On the approximation of finite perimeter sets
[NO] 576/1873 | On Affordable High-Order Entropy-Conservative/Stable and Well-Balanced Methods for Nonconservative Hyperbolic Systems
[NO] 577/1873 | Temporal dynamics of Levy flights of photons in a hot vapor
[NO] 578/1873 | A Comparative Empirical Study of Catastrophic Forgetting Mitigation in Sequential Task Adaptation for Continual Natural Language Processing Systems
[NO] 579/1873 | D-Mem: A Dual-Process Memory System for LLM Agents
[NO] 580/1873 | Combined effective field theory interpretation of measurements sensitive to quartic gauge boson couplings in $pp$ collisions at $\sqrt{s}=13$ TeV with the ATLAS detector
[NO] 581/1873 | Enabling 6G Wireless Communications: UWB Characterization of Corridors within the H-Band
[NO] 582/1873 | GenVideoLens: Where LVLMs Fall Short in AI-Generated Video Detection?
[NO] 583/1873 | DiscoPhon: Benchmarking the Unsupervised Discovery of Phoneme Inventories With Discrete Speech Units
[NO] 584/1873 | A Complexity Hierarchy of Shuffles in Card-Based Protocols
[NO] 585/1873 | Lithium in Wide Binaries: Effective Temperature Governs Depletion while Rotation Plays a Minor Role
[NO] 586/1873 | Beyond the Main Mode: The contribution of access and egress trips in door-to-door travel
[NO] 587/1873 | Sometimes nonparametrics beat parametrics, even when the model is right
[NO] 588/1873 | Furtherness in finite topological spaces
[NO] 589/1873 | The typical structure of oriented graphs and digraphs with forbidden blow-up of transitive tournaments
[NO] 590/1873 | Latent Factor Modeling with Expert Network for Multi-Behavior Recommendation
[NO] 591/1873 | GAPSL: A Gradient-Aligned Parallel Split Learning on Heterogeneous Data
[NO] 592/1873 | Scaling Sim-to-Real Reinforcement Learning for Robot VLAs with Generative 3D Worlds
[NO] 593/1873 | Correlation-Weighted Multi-Reward Optimization for Compositional Generation
[NO] 594/1873 | Observation of $D_s^+ \to a_0(980)^+f_0(500)$ in the Amplitude Analysis of $D_s^+ \to π^+ π^0 π^0 η$
[NO] 595/1873 | Total Recall QA: A Verifiable Evaluation Suite for Deep Research Agents
[NO] 596/1873 | Cosmological Implications of the Slingshot Effect: Gravitational Waves, Primordial Black Holes and Dark Matter
[NO] 597/1873 | Norm-trace and Kloosterman sums in finite semi-simple algebras
