[2026-02-04 09:31:02] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-03
正在获取论文...
[arXiv] 2026-02-03 | Mići Princ -- A Little Boy Teaching Speech Technologies the Chakavian Dialect
[NO] 20/1918 | Reverse square function estimates for degenerate curves and its applications
[NO] 21/1918 | Entropic Mirror Monte Carlo
[NO] 22/1918 | VALUEFLOW: Toward Pluralistic and Steerable Value-based Alignment in Large Language Models
[NO] 23/1918 | A surprisingly large asymmetric ejection from Mira A
[NO] 24/1918 | PAMAS: Self-Adaptive Multi-Agent System with Perspective Aggregation for Misinformation Detection
[NO] 25/1918 | Fully Kolmogorov-Arnold Deep Model in Medical Image Segmentation
[NO] 26/1918 | Is It Possible to Make Chatbots Virtuous? Investigating a Virtue-Based Design Methodology Applied to LLMs
[NO] 27/1918 | FinMTM: A Multi-Turn Multimodal Benchmark for Financial Reasoning and Agent Evaluation
[NO] 28/1918 | Beyond Cropping and Rotation: Automated Evolution of Powerful Task-Specific Augmentations with Generative Models
[NO] 29/1918 | The High Cost of Data Augmentation for Learning Equivariant Models
[NO] 30/1918 | AgentDyn: A Dynamic Open-Ended Benchmark for Evaluating Prompt Injection Attacks of Real-World Agent Security System
[NO] 31/1918 | The Mask of Civility: Benchmarking Chinese Mock Politeness Comprehension in Large Language Models
[NO] 32/1918 | In Bad Faith: Assessing Discussion Quality on Social Media
[NO] 33/1918 | Studying the Effect of Schedule Preemption on Dynamic Task Graph Scheduling
[NO] 34/1918 | Automorphisms and antiautomorphisms of quandles
[YES] 35/1918 | ProOPF: Benchmarking and Improving LLMs for Professional-Grade Power Systems Optimization Modeling
[NO] 36/1918 | An effective correction method for droplet volume conservation in direct numerical simulation of droplet-laden turbulence
[NO] 37/1918 | From Speech-to-Spatial: Grounding Utterances on A Live Shared View with Augmented Reality
[NO] 38/1918 | Moments of sums of exponentials, beyond CHS
[NO] 39/1918 | Quantum spin-heat engine with trapped ions
[NO] 40/1918 | SAES-SVD: Self-Adaptive Suppression of Accumulated and Local Errors for SVD-based LLM Compression
[YES] 41/1918 | Clarify Before You Draw: Proactive Agents for Robust Text-to-CAD Generation
[NO] 42/1918 | Plasmonic Spin Meron Lattices with Height-Sensitive Topology Evolution
[NO] 43/1918 | Special Lagrangians and Bridgeland stable objects beyond geometric stability conditions: the product case
[NO] 44/1918 | Device variability of Josephson junctions induced by interface roughness
[NO] 45/1918 | LatentMem: Customizing Latent Memory for Multi-Agent Systems
[NO] 46/1918 | From Grism to IFU: Revising the Redshift and Nature of the Massive Dusty Galaxy S1 with JWST and ALMA
[NO] 47/1918 | Visual Reasoning over Time Series via Multi-Agent System
[NO] 48/1918 | Consistency Deep Equilibrium Models
[NO] 49/1918 | Subaru/HSC NB395 view of NGC 5466: metallicity, mass function, and the nature of its tidal stream
[NO] 50/1918 | Thinking inside the Convolution for Image Inpainting: Reconstructing Texture via Structure under Global and Local Side
[NO] 51/1918 | Ultralow radiative heat flux by Anderson localization in quasiperiodic plasmonic chains
[NO] 52/1918 | Causal Graph Spatial-Temporal Autoencoder for Reliable and Interpretable Process Monitoring
[NO] 53/1918 | Tri-Hybrid Holographic Beamforming for Integrated Sensing and Communication
[NO] 54/1918 | SharpTimeGS: Sharp and Stable Dynamic Gaussian Splatting via Lifespan Modulation
[NO] 55/1918 | NLI:Non-uniform Linear Interpolation Approximation of Nonlinear Operations for Efficient LLMs Inference
[NO] 56/1918 | Large-Scale LLM Inference with Heterogeneous Workloads: Prefill-Decode Contention and Asymptotically Optimal Control
[NO] 57/1918 | Fisher-Information-Based Sensor Placement for Structural Digital Twins: Analytic Results and Benchmarks
[NO] 58/1918 | Where Norms and References Collide: Evaluating LLMs on Normative Reasoning
[NO] 59/1918 | SceneLinker: Compositional 3D Scene Generation via Semantic Scene Graph from RGB Sequences
[NO] 60/1918 | TRACE: Temporal Radiology with Anatomical Change Explanation for Grounded X-ray Report Generation
[NO] 61/1918 | The index of a certain quotient of the Hecke algebra in its normalization
[NO] 62/1918 | Nüwa: Mending the Spatial Integrity Torn by VLM Token Pruning
[NO] 63/1918 | 3D-Learning: Diffusion-Augmented Distributionally Robust Decision-Focused Learning
[NO] 64/1918 | Efficient Three-Dimensional Sub-Doppler Cooling of $^{40}$Ca$^+$ in a Penning Trap
[NO] 65/1918 | Equal Access, Unequal Interaction: A Counterfactual Audit of LLM Fairness
[NO] 66/1918 | Quantum Christoffel Nonlinear Magnetization
[YES] 67/1918 | Efficient Algorithms for Partial Constraint Satisfaction Problems over Control-flow Graphs
[NO] 68/1918 | Stability of the weak Haagerup property under graph products
[NO] 69/1918 | Unconventional superconductivity from lattice quantum disorder
[NO] 70/1918 | The compressible Euler system with damping in hybrid Besov spaces: global well-posedness and relaxation limit
[NO] 71/1918 | Stability of Haagerup property under graph product
[NO] 72/1918 | Post-impulsive millimeter emission of the 2022-05-04 solar flare
[NO] 73/1918 | EarResp-ANS : Audio-Based On-Device Respiration Rate Estimation on Earphones with Adaptive Noise Suppression
[NO] 74/1918 | Sequential Linear Contracts on Matroids
[NO] 75/1918 | Constrained Dynamic Gaussian Splatting
[NO] 76/1918 | MatGPTQ: Accurate and Efficient Post-Training Matryoshka Quantization
[NO] 77/1918 | D3PIA: A Discrete Denoising Diffusion Model for Piano Accompaniment Generation From Lead sheet
[NO] 78/1918 | QRC-Lab: An Educational Toolbox for Quantum Reservoir Computing
[YES] 79/1918 | Learning to Reason Faithfully through Step-Level Faithfulness Maximization
[NO] 80/1918 | Reparameterization Flow Policy Optimization
[NO] 81/1918 | Least but not Last: Fine-tuning Intermediate Principal Components for Better Performance-Forgetting Trade-Offs
[NO] 82/1918 | Detecting and Explaining Malware Family Evolution Using Rule-Based Drift Analysis
[NO] 83/1918 | When Routing Collapses: On the Degenerate Convergence of LLM Routers
[NO] 84/1918 | Design of a 60.8 K superconducting hydride LiMgZr2H12 at ambient pressure via Lithium doping
[YES] 85/1918 | Reading Between the Code Lines: On the Use of Self-Admitted Technical Debt for Security Analysis
[YES] 86/1918 | RAL-Bench: Benchmarking for Application-Level Functional Correctness and Non-Functional Quality Attributes
[NO] 87/1918 | Hydrodynamic simulations of expanded warm dense foil heated by pulsed-power
[NO] 88/1918 | Hierarchical Concept-to-Appearance Guidance for Multi-Subject Image Generation
[NO] 89/1918 | Accelerated Electromagnetic Simulation of MRI RF Interactions with Graphene Microtransistor-Based Neural Probes for Electrophysiology-fMRI Integration
[NO] 90/1918 | DiscoverLLM: From Executing Intents to Discovering Them
[NO] 91/1918 | On singular Galerkin discretizations for three models in high-frequency scattering
[NO] 92/1918 | Towards Distillation-Resistant Large Language Models: An Information-Theoretic Perspective
[NO] 93/1918 | From Vicious to Virtuous Cycles: Synergistic Representation Learning for Unsupervised Video Object-Centric Learning
[NO] 94/1918 | Chain-of-Goals Hierarchical Policy for Long-Horizon Offline Goal-Conditioned RL
[NO] 95/1918 | An Approximate Ascent Approach To Prove Convergence of PPO
[NO] 96/1918 | Dynamic Programming for Epistemic Uncertainty in Markov Decision Processes
[NO] 97/1918 | PlanTRansformer: Unified Prediction and Planning with Goal-conditioned Transformer
[NO] 98/1918 | Multi-Resolution Alignment for Voxel Sparsity in Camera-Based 3D Semantic Scene Completion
[NO] 99/1918 | Pursuing Best Industrial Practices for Retrieval-Augmented Generation in the Medical Domain
[NO] 100/1918 | Novel exact black hole solution in Dehnen $\left(1,4,\frac32\right)$ halo thermodynamics, photon circular motion and eikonal quasinormal modes
[NO] 101/1918 | Beyond Exposure: Optimizing Ranking Fairness with Non-linear Time-Income Functions
[NO] 102/1918 | MARADONER: Motif Activity Response Analysis Done Right
[NO] 103/1918 | MentalSeek-Dx: Towards Progressive Hypothetico-Deductive Reasoning for Real-world Psychiatric Diagnosis
[NO] 104/1918 | Synthetic topological device for advancing elastic energy harvesting
[NO] 105/1918 | $L^2$-Dolbeault resolutions and Nadel vanishing on weakly pseudoconvex complex spaces with singular Hermitian metrics
[NO] 106/1918 | Thermal conductivity in noncollinear magnets
[NO] 107/1918 | A Novel approach to portfolio construction
[NO] 108/1918 | Weighted finite difference methods for a nonlinear Klein--Gordon equation with high oscillations in space and time
[NO] 109/1918 | Emergence and co-existence of periodic and unstructured motion in future-avoiding random walks
[NO] 110/1918 | GRAM: Spatial general-purpose audio representations for real-world environments
[YES] 111/1918 | medR: Reward Engineering for Clinical Offline Reinforcement Learning via Tri-Drive Potential Functions
[NO] 112/1918 | Uniformity of extremal graph-codes
[NO] 113/1918 | Anomaly Detection via Mean Shift Density Enhancement
[NO] 114/1918 | A3-TTA: Adaptive Anchor Alignment Test-Time Adaptation for Image Segmentation
[NO] 115/1918 | A Pipeline for ADNI Resting-State Functional MRI Processing and Quality Control
[NO] 116/1918 | BlockRR: A Unified Framework of RR-type Algorithms for Label Differential Privacy
[NO] 117/1918 | Computational Tools in EN-MME: Implicit and Explicit Finite-Element Simulations
[NO] 118/1918 | The Mutual-Visibility Problem In Directed Graphs
[NO] 119/1918 | Link Fraction Mixed Membership Reveals Community Diversity in Aggregated Social Networks
[NO] 120/1918 | Beyond Suffixes: Token Position in GCG Adversarial Attacks on Large Language Models
[NO] 121/1918 | Collision Detection with Analytical Derivatives of Contact Kinematics
[NO] 122/1918 | Investigating Quantum Circuit Designs Using Neuro-Evolution
[NO] 123/1918 | Distributed Roughness-Induced Transition on a Blunt Body at Mach 6: a Numerical Investigation
[NO] 124/1918 | On the Summability Problem of Multivariate Rational Functions in the Mixed Case
[NO] 125/1918 | Classification of noncommutative central conics
[NO] 126/1918 | PLATE: Plasticity-Tunable Efficient Adapters for Geometry-Aware Continual Learning
[NO] 127/1918 | Cosmological Correlator Discontinuities from Scattering Amplitudes
[NO] 128/1918 | Understanding and Exploiting Weight Update Sparsity for Communication-Efficient Distributed RL
[NO] 129/1918 | Perfect Network Resilience in Polynomial Time
[NO] 130/1918 | Continuous Control of Editing Models via Adaptive-Origin Guidance
[NO] 131/1918 | Preference-based Conditional Treatment Effects and Policy Learning
[NO] 132/1918 | On the Quantization-Dequantization Correspondence for (co)Poisson Hopf Algebras
[YES] 133/1918 | Bridging Online and Offline RL: Contextual Bandit Learning for Multi-Turn Code Generation
[NO] 134/1918 | Prediction of Critical Heat Flux in Rod Bundles Using Tube-Based Hybrid Machine Learning Models in CTF
[NO] 135/1918 | Origin of mixed anisotropy in crystalline Permalloy and amorphous Cobalt thin films individually deposited on Si substrate
[NO] 136/1918 | Computing submodules of points of general Drinfeld modules over finite fields
[NO] 137/1918 | Digital-Twin Empowered Deep Reinforcement Learning For Site-Specific Radio Resource Management in NextG Wireless Aerial Corridor
[NO] 138/1918 | Conformal Reachability for Safe Control in Unknown Environments
[YES] 139/1918 | FullStack-Agent: Enhancing Agentic Full-Stack Web Coding via Development-Oriented Testing and Repository Back-Translation
[NO] 140/1918 | Manifold Random Features
[NO] 141/1918 | Generative AI for Enzyme Design and Biocatalysis
[NO] 142/1918 | DiffLOB: Diffusion Models for Counterfactual Generation in Limit Order Books
[YES] 143/1918 | Reasoning Cache: Continual Improvement Over Long Horizons via Short-Horizon RL
[NO] 144/1918 | See-through: Single-image Layer Decomposition for Anime Characters
[NO] 145/1918 | A combinatorial approach to the stronger Central Sets Theorem for semigroups
[NO] 146/1918 | Efficient Variance-reduced Estimation from Generative EHR Models: The SCOPE and REACH Estimators
[NO] 147/1918 | Spectral gap for Pollicott-Ruelle resonances on random coverings of Anosov surfaces
[YES] 148/1918 | SWE-Refactor: A Repository-Level Benchmark for Real-World LLM-Based Code Refactoring
[NO] 149/1918 | VR-VFL: Joint Rate and Client Selection for Vehicular Federated Learning Under Imperfect CSI
[NO] 150/1918 | No Shortcuts to Culture: Indonesian Multi-hop Question Answering for Complex Cultural Understanding
[NO] 151/1918 | Universal Characterization of Quantum Vacuum Measurement Engines
[NO] 152/1918 | A Formal Analysis of Capacity Scaling Algorithms for Minimum-Cost Flows
[NO] 153/1918 | Constraining cosmological simulations with peculiar velocities: a forward-modeling approach
[NO] 154/1918 | Data-Driven Graph Filters via Adaptive Spectral Shaping
[NO] 155/1918 | Input-to-State Safe Backstepping: Robust Safety-Critical Control with Unmatched Uncertainties
[NO] 156/1918 | Universal One-third Time Scaling in Learning Peaked Distributions
[NO] 157/1918 | ContraLog: Log File Anomaly Detection with Contrastive Learning and Masked Language Modeling
[NO] 158/1918 | Instruction Anchors: Dissecting the Causal Dynamics of Modality Arbitration
[NO] 159/1918 | Mitigating Conversational Inertia in Multi-Turn Agents
[NO] 160/1918 | Dirac Observables for Gowdy Cosmologies regular at the Big Bang
[NO] 161/1918 | Probing Direct $CP$ Violation in $Λ_b^0 \to P_c^+ h^-$ $(h=π,K)$ with Final-State Rescattering
[NO] 162/1918 | Recent advances in Brill--Noether theory and the geometry of Brill--Noether curves
[NO] 163/1918 | Resolving Quantum Criticality in the Honeycomb Hubbard Model
[NO] 164/1918 | RAGTurk: Best Practices for Retrieval Augmented Generation in Turkish
[NO] 165/1918 | Broadband infrared spectroscopy of methanol isotopologues in pure, H2O-rich, and CO-rich ice analogues
[YES] 166/1918 | Search-R2: Enhancing Search-Integrated Reasoning via Actor-Refiner Collaboration
[NO] 167/1918 | The largest prime factor of an irreducible cubic polynomial
[NO] 168/1918 | Light-Curve and Spectral Properties of Type II Supernovae from the ATLAS survey
[NO] 169/1918 | Probing quantum geometric nonlinear magnetization via second-harmonic magneto-optical Kerr effect
[YES] 170/1918 | TRE: Encouraging Exploration in the Trust Region
[NO] 171/1918 | SPWOOD: Sparse Partial Weakly-Supervised Oriented Object Detection
[NO] 172/1918 | CALM: A Self-Adaptive Orchestration Approach for QoS-Aware Routing in Small Language Model based Systems
[NO] 173/1918 | A case for Case A: detailed look at binary black hole formation through stable mass transfer
[NO] 174/1918 | Multi-Objective Optimization for Synthetic-to-Real Style Transfer
[NO] 175/1918 | Quasi-multimodal-based pathophysiological feature learning for retinal disease diagnosis
[NO] 176/1918 | Learning Query-Specific Rubrics from Human Preferences for DeepResearch Report Generation
[NO] 177/1918 | Optimal Effective Hamiltonian for Quantum Computing and Simulation
[NO] 178/1918 | On the Influence of Pluto on Twotino Dynamics Through Their Mutual 4:3 Mean Motion Resonance
[NO] 179/1918 | Simulation-Based Inference via Regression Projection and Batched Discrepancies
[NO] 180/1918 | Explanations Leak: Membership Inference with Differential Privacy and Active Learning Defense
[NO] 181/1918 | Scalable non-separable spatio-temporal Gaussian process models for large-scale short-term weather prediction
[NO] 182/1918 | Sleep or Transmit: Dual-Mode Energy-Efficient Design for NOMA-Enabled Backscatter Networks
[NO] 183/1918 | Bekenstein's bound for wave packets
[NO] 184/1918 | Evidence for Many-Body States in NiPS$_3$ Revealed by Angle-Resolved Photoelectron Spectroscopy
[NO] 185/1918 | Narrow absorption lines from intervening material in supernovae: III. Supernovae and their environments
[NO] 186/1918 | Fast-MWEM: Private Data Release in Sublinear Time
[NO] 187/1918 | Anti-Critical Quantum Metrology
[NO] 188/1918 | Enhancing Quantum Diffusion Models for Complex Image Generation
[NO] 189/1918 | The Personality Trap: How LLMs Embed Bias When Generating Human-Like Personas
[NO] 190/1918 | WST-X Series: Wavelet Scattering Transform for Interpretable Speech Deepfake Detection
[NO] 191/1918 | EventNeuS: 3D Mesh Reconstruction from a Single Event Camera
[NO] 192/1918 | Parallel-Probe: Towards Efficient Parallel Thinking via 2D Probing
