[2026-07-15 22:58:11] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-14
正在获取论文...
[arXiv] 2026-07-14 | Unknotting number, ribbon concordance, and singular instantons
[NO] 115/1810 | Thermo-electric transport in non-extensive QCD matter in presence of magnetic field
[NO] 116/1810 | Scaling Synthetic-Image Pre-Training for Federated Fine-Tuning of Large Vision Models
[NO] 117/1810 | Cheaper is Better: A Discount-Aware Network for Conversion Rate Prediction in E-commerce Recommendation System
[NO] 118/1810 | Survey on periodic vortex patches
[NO] 119/1810 | Activating thermally charged quantum batteries in finite time: Thermodynamic trade-offs between correlations, work, and information
[NO] 120/1810 | TrustVLA: Mechanism-Guided Inference-Time Defense Against Vision-Language-Action Backdoors
[NO] 121/1810 | The Infinitesimal Structure of Quantum Information
[NO] 122/1810 | FM-Receiver: A Foundation Model Enabled Unified Inner and Outer Neural Receiver Towards AI-Native Wireless Communications
[NO] 123/1810 | Mind the Gap: Promises and Pitfalls of Hierarchical Planning in LeWorldModel
[NO] 124/1810 | Quantum Weakest Preconditions Revisited: Pre-expectations for Expected Runtime Analysis
[NO] 125/1810 | Modification and extension of the Bayesian clinical trial design using external data for single-arm and hybrid-controlled trials
[NO] 126/1810 | Cellular Signal Constructed Convolutional Vision Transformer for High Accuracy Positioning
[NO] 127/1810 | Submetries in non-positive signature and applications
[NO] 128/1810 | A Bearing-Strength Method for Motion Estimation of Unknown Energy Emitters
[NO] 129/1810 | Coherence enhancement of Rydberg polaritons
[NO] 130/1810 | On multiplicativity of directed graphs
[NO] 131/1810 | Homomorphisms between standard modules of generalized Reedy categories
[NO] 132/1810 | DOA Estimation from One-Bit Magnitude-Only Measurements via Sign-Consistency Optimization
[NO] 133/1810 | A Fast Concentric-disk Contour Integration Method For Microlensing Limb-darkening Effect
[NO] 134/1810 | Ito-Wentzell Formula and Dupire Stochastic PDE
[NO] 135/1810 | Strongly regular Banach spaces with big weakly open subsets in the unit ball
[NO] 136/1810 | An Omnilingual-ASR-Based Speech-LLM System for the 2nd MLC-SLM Challenge
[NO] 137/1810 | Steering Diffusion Models via Class-Contrastive Influence for Few-Shot Medical Classification
[NO] 138/1810 | Renormalisation of Inhomogeneous Random Graphs
[NO] 139/1810 | Euler Characteristics of Generic Quiver Grassmannians: Semi-Invariants and Localization
[NO] 140/1810 | Let RGB Be the Language of Vision
[NO] 141/1810 | Measuring Ultralight-Axion Coherence with Galaxy Polarization Correlations
[NO] 142/1810 | Magnetothermopower and particle-hole symmetry in a cuprate strange metal
[NO] 143/1810 | Singular and nearly singular quadrature in arbitrary dimensions
[NO] 144/1810 | On Tree-Network Distinguishability and Full Identifiability of Phylogenetic Networks
[NO] 145/1810 | Investigating the Integration of Spatial Information in Foundation-Model-Based Speaker Diarization
[NO] 146/1810 | Accepted Prefixes Are Not All You Need: A Negative Result on PEFT-Based Block-Diffusion Drafting
[NO] 147/1810 | Virtual Chromoendscopy with Tunable Visibility Enhancement
[NO] 148/1810 | Meromorphic Group Actions and the Support Theorem for Lagrangian Fibrations
[NO] 149/1810 | A Theorem of Wolpert, and some Variations
[NO] 150/1810 | ANGLE: Angular Neural Generative Learning via Engression
[NO] 151/1810 | Genus-zero links with prescribed knots as components
[NO] 152/1810 | MaxSAT-Based Feedback for Guiding Vision-Language Models in Sudoku
[NO] 153/1810 | Building Extensible Program Logics through Effect Handlers
[NO] 154/1810 | Plasma chemistry and electron-moderated pathways in substellar atmospheres: a new perspective on the L/T transition
[NO] 155/1810 | Benchmarking loss functions for trainable quantum feature maps
[NO] 156/1810 | Compatibility of Martensitic Microstructures in Polycrystals
[NO] 157/1810 | A mixed precision algorithm for the matrix square root
[NO] 158/1810 | Wasserstein gradient flows for Coulomb discrepancies
[NO] 159/1810 | GPU-Accelerated Optimisation of Symmetric Bidirectional Ultrawideband Coherent Transmission Under Launch Power Constraints
[NO] 160/1810 | Prism Effect in Quantum Gravity
[NO] 161/1810 | Watermark Forensics for Generative Models: An Information-Theoretic Perspective
[NO] 162/1810 | Fixed-Boost Wigner Noise: Strict Trace-Distance Contraction without Quantum Degradability
[NO] 163/1810 | X-Lens: Real-Time Metric Depth Estimation with Heterogeneous Cameras
[NO] 164/1810 | Recursion Relations for Classical Gravity
[NO] 165/1810 | Low-Precision Rank Compensation for Matrices and Tensor Trains
[NO] 166/1810 | Dynamical modelling of giant radio quasars in the HETDEX Spring Field
[NO] 167/1810 | Active Quantum Nematics: The First Quantization
[NO] 168/1810 | ViCo3D: Empowering LiDAR-based Collaborative 3D Object Detection with Vision Foundation Models
[NO] 169/1810 | Naturally quality-safe GeV axion with charm coupling
[NO] 170/1810 | Structure and Dynamics of the Inner Corona Measured from the DEB Initiative 2024 Eclipse Image Sequence
[NO] 171/1810 | RecRec: Latent Interests Recursive Reasoning for Sequential Recommendation
[NO] 172/1810 | Sharp Optimal Algorithm for Derivative-Free Stochastic Convex Optimization in One Dimension
[NO] 173/1810 | Large sets of mutually orthogonal quantum Latin squares
[NO] 174/1810 | Balancing innovation and assimilation in research communities
[NO] 175/1810 | Genus and Gonality of Small Curves, Dynamical Uniform Boundedness, and Bifurcation
[NO] 176/1810 | Capillary prisms, Coxeter gluing, and the $π_2$-systole of 3-manifolds with positive scalar curvature
[NO] 177/1810 | Clifford semigroups and the monoidal Grothendieck construction
[NO] 178/1810 | Symmetry-Informed Deep Learning for Electromagnetic Scattering
[NO] 179/1810 | Exploring Hu-Sawicki-like modified gravity with Genetic Algorithms
[NO] 180/1810 | James-Stein estimation for quantum sensing schemes
[YES] 181/1810 | Trust but Verify? Uncovering the Security Debt of Autonomous Coding Agents
[NO] 182/1810 | Non-Abelian $A_4$ vortices in $SO(3)$ gauge theory and non-invertible symmetries
[NO] 183/1810 | TerraZero: Procedural Driving Simulation for Zero-Demonstration Self-Play at Scale
[NO] 184/1810 | ExtraGS: Enhancing Endoscopic View Extrapolation via Diffusion-Guided 3D Gaussian Splatting
[NO] 185/1810 | Optimal preparation and reachable-state constraints in the Mpemba effect
[NO] 186/1810 | Alternating Extremes in Graceful Labelings of Full Binary Trees and Spider Trees
[NO] 187/1810 | MQAdapter: Multi-Modal Quantum Adapter for Coarse-to-Fine VLM Fine-tuning
[NO] 188/1810 | PolarBM: Complex-valued Boltzmann Machine for Modeling Audio Signals in Polar and Log-polar Coordinates
[NO] 189/1810 | The Conjugacy Problem in Wreath Products
[NO] 190/1810 | Mechanical Analysis of Parachute Suspension Line Deployment with Binding Tapes Using PINN
[NO] 191/1810 | Tunable Signal Penetration and Response Plateaus in Bistable Mechanical Media
[NO] 192/1810 | Systematic modulation of superconducting gap dynamics in YBCO|BNT|YBCO Josephson Junctions through THz field interaction and BNT ferroelectric barrier
[NO] 193/1810 | Initial pre-algebras as a generalization of dendriform algebras
[NO] 194/1810 | Thompson Sampling Is 2-Competitive for Mistakes
[NO] 195/1810 | Hierarchical Bayesian inversion using the Karhunen-Loève expansion with analytical eigenpairs of the squared exponential kernel
[NO] 196/1810 | Local statistics and average rank of genus $g$ hyperelliptic curves with a Weierstrass point
[NO] 197/1810 | SinAE: A Single-Architecture Flow-Matching Autoencoder for Cross-Domain Atomic Systems
[NO] 198/1810 | IQA-T1: Tool-based Visual Evidence Reasoning for Image Quality Assessment
[NO] 199/1810 | Quantum Space-Time Tradeoffs for TSP via Extremal Set Systems
[NO] 200/1810 | An Adaptive Fourier Spectral Method for the Vlasov-Poisson system
[NO] 201/1810 | Detecting Rendering Bugs in Imperative Data Visualization Libraries via Equivalent Mutations
[NO] 202/1810 | A Gaussian-Remainder Hierarchy for Sums of Random Variables with Big-Jump Statistics
[NO] 203/1810 | Residual-Certified Adaptive Tracking of Solution Manifolds in Parametric Dynamical Systems
[NO] 204/1810 | Degree Lower Bounds for Torus Polynomials and $MAJORITY$ vs $ACC^0$
[NO] 205/1810 | Eigenvalue-Based Approach to Manipulate and Reconstruct Nonlinear Pulses: Towards Soliton Tomography
[NO] 206/1810 | How Many Tasks Are Enough for Agent Benchmark Decisions? A Replay Analysis of Public LLM Agent Benchmarks
[NO] 207/1810 | On the p-torsional rigidity of compact metric graphs: a sharp Kohler--Jobin inequality
[NO] 208/1810 | Curious identities involving Legendre polynomials and Apéry-like numbers
[NO] 209/1810 | Real-time Generation of Listener Nodding via Prediction of Kinematic Parameters for Avatar Dialogue Systems
[NO] 210/1810 | Engineering Two-Dimensional Hybrid-Order Topological Insulators via Trilayer Coupling
[NO] 211/1810 | What Does a Temporal Benchmark Score Measure? Decomposing Channel Use in Video VLM Evaluation
[NO] 212/1810 | MobileSAM2: Lightweight Segment Anything for Spatial Intelligence
[NO] 213/1810 | A Longitudinal Analysis of Public Discourse on AI Ethics in Education Using Twitter Data
[NO] 214/1810 | Nonlinear Tearing Modes in Current-Vortex Sheets
[NO] 215/1810 | Pulsar anti-glitches: starquakes driven by magnetism?
[NO] 216/1810 | Not Only NTP: Extending Training Signal Coverage for Generative Recommendation
[NO] 217/1810 | FinResearchBench II: A Deep Research Benchmark with Consensus-Derived Gold Rubrics for Distinguishing Financial Report Quality
[NO] 218/1810 | $p$-adic Sum-Product, Projections, and Furstenberg Sets
[NO] 219/1810 | Experimental demonstration of scalable quantum blockchain with exponentially superior quantum communication complexity
[YES] 220/1810 | ORRAM: An OpenROAD-Integrated RAM Generator Using Standard Cells
[NO] 221/1810 | Towards Knitted Textile Electromechanical Systems
[NO] 222/1810 | A Semi-Automated System for Generating Dialogue-Based TTS Lessons Using Large Language Models: An Exploratory Study of Educational Potential
[NO] 223/1810 | Bounded Analog Complexity
[NO] 224/1810 | Fin-Analyst at FinMMEval 2026 Task 3: A Live Hybrid Trading Agent with LLM Specialists and Rule-Based Signals
[NO] 225/1810 | Profiling and Scheduling Complex O-RAN Applications Across the 5G Edge and Cloud
[NO] 226/1810 | SHEAF: Self-profiled Hardness Estimation from Answer-set Flux for Predicting Query Hardness in Graph-based ANN Search
[NO] 227/1810 | Nonequilibrium thermodynamics of the acoustoelectric quantum vacuum
[NO] 228/1810 | A Strategy Language for Controlled Proof Search
[NO] 229/1810 | SpeedyGS: Content-Aware 3D Gaussian Splatting Compression via Two-Stage Optimization
[NO] 230/1810 | Exploiting the latent space of deep AutoEncoders for the identification of signal pulses in noisy time-series
[NO] 231/1810 | Mean-field interpretation of star-in-a-box simulations of red giants
[NO] 232/1810 | Quantum tests via inequalities for joint statistics
[NO] 233/1810 | From phase space to Krylov space, one shell at a time
[NO] 234/1810 | Entropy Transport in Programmable Quantum Junctions
[NO] 235/1810 | How Agentic Is Agentic Commerce? A Population-Scale Measurement of x402 Adoption and Authenticity
[NO] 236/1810 | Traceback Translators Against Forgetting in Continual Fake Speech Detection
[NO] 237/1810 | Intelligent Control for Path-Following of an Unmanned Mass-Centric Surface Vehicle
[NO] 238/1810 | Gaussian Mixture Modeling for Event-Aware Visual Allocation in Long Video Understanding
[NO] 239/1810 | VanillaBench: The Hidden Accuracy Cost of Adversarial Robustness
[NO] 240/1810 | On the second-order regularity of widely degenerate elliptic systems
[NO] 241/1810 | Effect of the local field and dipole-dipole interaction on the spontaneous ordering of dipole moments in bismuth monolayers with an orthorhombic structure
[NO] 242/1810 | DiTailed: Ensuring Visual Object Consistency in Text-Image-to-Image Flow Matching Models
[NO] 243/1810 | $π$-Properties, Uniformly Convexity and Uniform Ball Coverings Properties
[NO] 244/1810 | Context Distribution Restoration for Social Surveys: A Recoverability-Adaptive Transport Framework
[NO] 245/1810 | Evidence-Grounded AI for Musculoskeletal Care
[NO] 246/1810 | From Preimage Search To Source-Grounded Feature Inversion
[YES] 247/1810 | Open-Source Intelligence for Code Provenance and the Security Patterns that Separate Human and Large-Language-Model Implementations of Common Programming Tasks
[NO] 248/1810 | Möbius functions for pseudo-Levi subgroups in finite general linear and symplectic groups
[NO] 249/1810 | On Hankel Determinants of $β$-Spirallike Mappings in Complex Banach Spaces
[NO] 250/1810 | Multi-Hadron Scattering from Lattice Quantum Chromodynamics
[NO] 251/1810 | Symbolic Weak-form Recovery of 2-D Stochastic Generators
[NO] 252/1810 | TerraLogic: A Benchmark for Hierarchical Geospatial Reasoning in Earth Observation
[NO] 253/1810 | Estimation of the laser guide star uplink tip-tilt using aperture size diversity
[NO] 254/1810 | Discrimination of Tectonic, Swarm and Impact-related Marsquakes using Spectral Characteristics
[NO] 255/1810 | Sample Efficient Generative Optimization for Molecular Design
[NO] 256/1810 | Scenario-Free Uncertainty-Aware DLMP-Based Bilevel Coordination of EV Charging and Reactive Power Support in Distribution Networks
[NO] 257/1810 | TRACE: An Operational Reasoning Schema for Auditable Agentic Commitments
[NO] 258/1810 | Extension of the safeguarding stepsize interval in Adaptive Gradient Descent
[NO] 259/1810 | Local flag algebras
[NO] 260/1810 | Automatic Testing of Interacting Autonomous Vehicles
[NO] 261/1810 | Language Identification with Succinct Machine-Independent Traces
[NO] 262/1810 | Direct Observation of Nanoscale Chiral Light-Matter Interactions Governed by Optical Chirality
[NO] 263/1810 | Ricci Focusing Degeneracy between Dynamical Dark Energy and Matter Inhomogeneity
[NO] 264/1810 | Model-Based Diffusion Optimal Control for Multi-Robot Motion Planning
[NO] 265/1810 | DeGuNet: Depth-Guided Ultra-Compact Backbones for Efficient LiDAR-Camera 3D Detection
[NO] 266/1810 | Obstructions to Deformation Quantization of Bundles
[NO] 267/1810 | Real-time fall detection based on vision for low-power edge platforms
[NO] 268/1810 | On generating functions and Mehler--Heine formulas for discrete Charlier and Meixner Sobolev-type orthogonal polynomials
[NO] 269/1810 | A Multi-Agent System for Autonomous, Fine-Tuning-Free Clinical Symptom Detection: Development and Validation Study
[NO] 270/1810 | What Would You Click? Personalized Video Thumbnail Generation with Preference-aware Highlight Retrieval
[NO] 271/1810 | The super Alternative Daugavet property, unconditional bases and SCD geometry
[NO] 272/1810 | Observation of pair production of longitudinally polarized $Z$ bosons in four-lepton final state with the ATLAS detector
[NO] 273/1810 | Low-Latency Neural Models for Real-Time Music Enhancement
[NO] 274/1810 | Can deleterious mutations surf deterministic population waves?
[NO] 275/1810 | Comparison Theorems for Fractional GJMS Operators
[NO] 276/1810 | Higher-order Spillover Effects Under Partial Interference
[NO] 277/1810 | K 1-6 is a photoionised ISM nebula shaped by a fast-moving hot white dwarf in a triple system
[NO] 278/1810 | Strong-Field Coulomb Explosion of Ethane, Propane, and Butane in Circularly Polarized Laser Fields
[NO] 279/1810 | Thermal Suppression of Dynamical Quantum Phase Transitions in Finite-Dimensional Systems A Quasi-Hermitian Framework
[NO] 280/1810 | Can LLMs Write Reliable Rubrics? A Meta-Evaluation for Experiment Reproduction
[NO] 281/1810 | Accelerating Masked Diffusion Large Language Models: A Survey of Efficient Inference Techniques
[NO] 282/1810 | The MICADO first-light imager for the ELT: first steps of the SCAO system MAIT
[NO] 283/1810 | Autonomous Tracking and Terminal Guidance of Moving Targets for Fixed-Wing UAVs
[NO] 284/1810 | Photogeneration and signatures of coherent phonons in time-resolved photoemission spectroscopy: First-principles time-dependent adiabatic GW approach
[NO] 285/1810 | The self-organized vacancy order in Pr$_9$Ge$_{16}$
