[2026-07-14 22:56:35] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-13
正在获取论文...
[arXiv] 2026-07-13 | Fundamental Limitations of Fixed-Budget Best-Arm Identification
[IEEE] 2026-7-14 | System Modeling of Microfluidic Molecular Communication: A Markov Approach
[IEEE] 2026-7-14 | Certain Subclass of Bi-Starlike Functions Subordinate to Four Leaf Domain
[IEEE] 2026-7-14 | Cross-Domain Emotion Prediction and Speech Synthesis for the Kazakh Language
[IEEE] 2026-7-14 | Data Augmentation for YOLO Based Road Object Detection in Autonomous Vehicles
[IEEE] 2026-7-14 | Advancing Sustainable Transport: Overview of an ICE to EV Vehicle Conversion
[IEEE] 2026-7-14 | Student Education Performance and Behavioral Patterns using Machine Learning Techniques
[IEEE] 2026-7-14 | A Constant-Parameter Voltage-Behind-Reactance Model of Eighteen-Phase Permanent Magnet Synchronous Machine
[IEEE] 2026-7-14 | Integrated Magnetics for Multiport Inductive and Conductive Power Transfer Architecture for Electric Vehicles
[IEEE] 2026-7-14 | Machine Learning-Based Decision Support for Assessing the Recoverability of Damaged Infrastructure Objects
[IEEE] 2026-7-14 | Maximizing Regenerative Braking Energy Recovery for McMaster EcoCAR EV Through Dynamic Low–Speed Cutoff Point Detection
[IEEE] 2026-7-14 | Hybrid Neural-Symbolic Legal Knowledge Graph Modeling of Cross-Act Statutory Dependencies in Tax Law
[IEEE] 2026-7-14 | Simulation Driven Investigation of Air Gap Reduction of PMSM under High Speed Centrifugal Loading: Effects on EM Performance &amp; NVH
[IEEE] 2026-7-14 | Accessing the operando impedance data of a Li-ion battery during realistic mission profile
[IEEE] 2026-7-14 | Sustainable Manufacturing: Reducing Energy Model in the Metal Removal Process
[IEEE] 2026-7-14 | Communication-Efficient Over-the-Air Federated Fine-Tuning with Heterogeneous LoRA
[IEEE] 2026-7-14 | Model for Green Hydrogen Integration in South Africa’s Rural Community
[IEEE] 2026-7-14 | Design and Implementation of Robust State of Charge Estimation Approaches with Extreme Learning Machine
[IEEE] 2026-7-14 | Research on Optimal Scheduling of Hydrogen-Containing Electro-Heat Integrated Energy System Based on Improved Chaotic Sparrow Search Algorithm
[IEEE] 2026-7-14 | CPU-Optimized Real-Time Object Detection and Pose Estimation for UAVs
[IEEE] 2026-7-14 | Collaborative Multistatic Integrated Sensing and Communications-Part II: Autofocus via Message Passing in Tanner Graphs
[IEEE] 2026-7-14 | Research on multi-parameter self-tuning of digital low-level RF system based on reinforcement learning
[IEEE] 2026-7-14 | Enhanced Optomechanical Oscillation via Self-Injection Feedback
[IEEE] 2026-7-14 | A High-Throughput, Cost-Free Covert Communication Scheme Based on the Bitcoin Lightning Network
[IEEE] 2026-7-13 | A Portable and Modular Platform for Integrated TENG Characterization: Resolving the Effect of Surface Roughness
[IEEE] 2026-7-14 | ϕ-LOCK: Deterministic Control of Quantum Measurement Probabilities via Ry-CNOT Architecture
[IEEE] 2026-7-14 | Development of an Intelligent Software Platform for Forecasting Market Trends and Stock Prices Based on the Analysis of Big Financial Data and News Feeds
[IEEE] 2026-7-14 | Integrated Simulation and Optimization for Electric Bus Depot Microgrid with Realistic Route Dynamics
[IEEE] 2026-7-14 | Enhancing Physical Layer Security for SIM-aided Cell-free mMIMO Systems
[IEEE] 2026-7-14 | Accelerating Traction Motor Optimization Design with AI Surrogate Models
[IEEE] 2026-7-14 | Fuzzy Logic-Based Adaptive Control for LiDAR-Equipped Mobile Robots
[IEEE] 2026-7-14 | Process bus synchronization effect on the digital substation protection system
[IEEE] 2026-7-14 | Enhanced Disturbance Rejection with Noise Immunity in a Current Controlled Alternating Current Machine with Use of Current Observer
[IEEE] 2026-7-14 | Cost, Weight, and Dimensional Evaluation of DryType Distribution Transformers: A Comparative Study Based on TEDAŞ Standards
[IEEE] 2026-7-14 | Towards Robust DEM-Based Monocular Depth Rescaling for UAVs: A Systematic Analysis
[IEEE] 2026-7-14 | JIMI: A Hierarchical Partition-Refinement MIQP Framework for Jitter Minimization in PONs
[IEEE] 2026-7-14 | An Integrated Testbed for Mission-Level Autonomy Evaluation in Evolving Disaster Scenarios with Fixed-Wing Swarms
[IEEE] 2026-7-14 | A Comprehensive Evaluation of U-Space KPIs
[IEEE] 2026-7-13 | Mitigating Modality Quantity and Quality Imbalance in Multimodal Online Federated Learning
[IEEE] 2026-7-13 | Privacy-Preserving Opportunity Cost Bounds for Efficient Energy Storage Market Coordination
[IEEE] 2026-7-13 | Orthogonal Amplitude and Phase Regulated Excitation Alternating Current Field Monitoring Method for Quantitative Crack Orientation Evaluation
[IEEE] 2026-7-13 | Digital Representatives in Collective Decision-Making_supp1-3709177.pdf
[IEEE] 2026-7-13 | A High-Resolution and Fast-Response Optical Fiber Sensor for Ocean Temperature Based on a SiC Chip
[IEEE] 2026-7-13 | Robust Compensation-Tracking Control of the Unified Power Quality Conditioner: Iterative joint estimation of dynamic harmonic states and system states under uncertain DC-Link voltage_supp1-3609897.pdf
[IEEE] 2026-7-13 | The Influence of Between- and Within-map Lightness Variation on Decision Making with Hazard Maps
[IEEE] 2026-7-13 | Factor-Assisted Federated Learning for Personalized Optimization with Heterogeneous Data_supp1-3712213.pdf
[IEEE] 2026-7-13 | Online Feedback Optimization for Constrained Stochastic Problems with Decision-Dependent Distributions
[IEEE] 2026-7-13 | MSP-Net: Multi-Scale Polarization Network for Remote Sensing Detection
[IEEE] 2026-7-13 | A Bio-inspired Ankle-Foot Prosthesis with Tactile Sensing Capability to Facilitate Reflex Control of Toe-Gripping Function during Unexpected Perturbations
[IEEE] 2026-7-13 | Chirp Index Modulated Pilot-Aided Non-Coherent Activity Detection for Massive Access
[IEEE] 2026-7-13 | SDLA: Semantic-Decoupled Label Assignment for Real-Time Tiny Wildfire Detection
[IEEE] 2026-7-13 | Topology-Driven Shielding Performance of Additively Manufactured Gyroid and Diamond Lattice Structures
[IEEE] 2026-7-13 | DRHeC: Differentiable Rendering for Hand-Eye Calibration with RGB-Based Gradients
[IEEE] 2026-7-13 | Partner or Competitor? The Dual Role of a Creditor-Manufacturer in Channel Distribution
[IEEE] 2026-7-13 | Human-Driven, Autonomous, or Hybrid? The Optimal Fleet Configurations for Ride-Hailing Platforms
[IEEE] 2026-7-13 | Federated Learning-Based Multi-Layer Security and Energy Intelligence Framework for Smart Homes
[IEEE] 2026-7-13 | Agricultural Crop Monitoring and Pest Detection Using Drone Technology
[IEEE] 2026-7-13 | Deep Fake Shield: A Hybrid Deep Learning-Based Framework for Robust Detection of AI-Generated and Manually Manipulated Facial Images
[IEEE] 2026-7-13 | Space Efficient Implementation of 16-bit PRESENT Cipher for IoT Applications
[IEEE] 2026-7-13 | A Comparative and Performance-Driven Machine Learning Framework for Accurate Crop Recommendation Using Multivariate Agricultural Data
[IEEE] 2026-7-13 | Predicting Intent Using ARMA, ARMAX, and ARIMA: A Comparative Study and Future Perspectives with Machine Learning
[IEEE] 2026-7-13 | Efficient 5.8GHz Microstrip Antennas for Intelligent Transportation Systems: Design, Fabrication and Performance Analysis
[IEEE] 2026-7-13 | Leveraging AI-Synthesized OSINT for Spear Phishing Detection
[ACM] 2026-7-13 | Inter:Lace -- An Antagonistic Wearable for Outsourcing Social Self-Regulation
[ACM] 2026-7-13 | What Makes an AI Writing Companion a Good Fit? A Personality-Informed Co-Design Study
[ACM] 2026-7-13 | Mimori: A Tangible Origami Artefact Highlighting Human Impact Upon Non-Humans
[ACM] 2026-7-13 | Making Creative Technology Workable in Under-Resourced Classrooms
[ACM] 2026-7-13 | The Blocks Conundrum
[IEEE] 2026-7-14 | A Fully Passive Rack and Pinion Based Gripper Mechanism for Cylindrical and Planar Landing
[IEEE] 2026-7-14 | Dark Current Mechanism Analysis of Large-Area Low-Dark-Current 4H-SiC APDs
[IEEE] 2026-7-13 | Linearization of Beamforming Low-Earth Orbit Satellite Links Using Digital Predistortion Architectures
[IEEE] 2026-7-14 | Confidence-Aware Hard-Soft Fused Tree Search for MIMO Detection
[IEEE] 2026-7-14 | BRFedTD: A Novel Framework for Federated Reinforcement Learning With Byzantine-Resilient Policy Evaluation
[IEEE] 2026-7-14 | EARL: Energy-Aware Adaptive Antenna Control with Reinforcement Learning in O-RAN Cell-Free Massive MIMO Networks
[IEEE] 2026-7-14 | Global Unknown Estimation: A Statistical Framework for Wireless Distributed Learning
[IEEE] 2026-7-14 | A Linearly Convergent Distributed Algorithm for Robust Multi-Sensor Fusion via Sinkhorn Barycenters in ISAC Networks
[IEEE] 2026-7-14 | Distributed Learning for Scalable and Efficient UAV-RIS-Enabled IoT Networks
[IEEE] 2026-7-14 | Reconfigurable Intelligent Surface Sub-Array Design for D2D Interference Channel
[IEEE] 2026-7-13 | Toward Efficient Deployment of LLMs on Resource-constrained In-vehicle Devices: A Hardware-Aware Knowledge Distillation Approach
[IEEE] 2026-7-14 | Self-Supervised Learning for Android Malware Detection on a Time-Stamped Dataset
[IEEE] 2026-7-14 | High-Sensitivity Fiber-Optic Fabry-Pérot Accelerometer with 0.01 Hz Lower Detection Limit for Seismic and Infrastructure Health Monitoring
[IEEE] 2026-7-14 | A Hybrid Approach for Integrating and Correlating Heterogeneous Cybersecurity Data for Enhanced Threat Detection
共写入 1925 条记录，保存到 papers/paper2026-07-13.json。
论文获取成功，文件路径: papers/paper2026-07-13.json
正在筛选、翻译并发送邮件...
[NO] 1/1925 | Fundamental Limitations of Fixed-Budget Best-Arm Identification
[NO] 2/1925 | On a class of pluriharmonic mappings in the unit polydisk
[NO] 3/1925 | Bellman Equations with Sub-Lipschitz Hessians
[NO] 4/1925 | Bethe Ansatz without Nesting
[NO] 5/1925 | An exotic Denjoy example of class $C^1$
[YES] 6/1925 | ThinkLog: Leveraging Reasoning for Log Statement Generation
[NO] 7/1925 | Extending LLM Context via Associative Recurrent Memory
[NO] 8/1925 | The Dielectric Bowtie Effect: Classical Electromagnetic Edge Singularities in Subwavelength Cavities
[NO] 9/1925 | OwnDPDLab: A Flexible Open-Source Testbed for Wideband DPD Algorithm Benchmarking
[NO] 10/1925 | Globally Consistent Coloring Schemes for Language Identification
[NO] 11/1925 | Engel probability in wreath products of $p$-groups
[NO] 12/1925 | Privacy-Aware Collaborative and Distributed Bayesian Optimization
[NO] 13/1925 | The Lorentzian Problem on the Group $SU(2)$
[NO] 14/1925 | MemExchange: Cloud-Scale Memory Trading
[NO] 15/1925 | Millimeter-Wave Dual-Polarized Omnidirectional Reference Antennas for Total Array Gain Evaluation
[NO] 16/1925 | Study of the proccess $e^+e^-\to π^+π^-π^0π^0η$ in the c.m. energy range 1.6--2.0 GeV with the CMD-3 detector
[NO] 17/1925 | Training-Free Off-Screen Player Imputation for Broadcast-Based Spatial Football Analytics
[NO] 18/1925 | Radio and X-ray flux rebrightening six years after outburst in a partially-obscured extreme changing-look AGN
[NO] 19/1925 | Two Earliest Optical-UV Tidal Disruption Events Hidden in the SDSS DR7 Catalog Unveiled by the Transformer-Based Spectrum Classifier
[NO] 20/1925 | The petit four of color-superconducting phases in proto-neutron star evolution
[NO] 21/1925 | Parse, Search, and Confirmation: Training-Free Aerial Vision-and-Dialog Navigation with Chain-of-Thought Reasoning and Structured Spatial Memory
[NO] 22/1925 | Optimization for the first weighted eigenvalue of local-nonlocal operators with a potential
[NO] 23/1925 | Graph-Based Structural Evaluation of LLM-Translated Adversary Emulation Procedures
[NO] 24/1925 | States dressing analysis in a transmon-transmon-bus system
[NO] 25/1925 | Proxy Exploration and Reusable Guidance: A Modular LLM Post-Training Paradigm via Proxy-Guided Update Signals
[NO] 26/1925 | Arithmetic Properties for $k$-Color Analogue of Simultaneously $s$-Regular and $t$-Distinct Partitions
[NO] 27/1925 | IG-GAN: A Generative Adversarial Network for Aerodynamic Data Generation Based on Intrinsic Geometry
[NO] 28/1925 | Enhancing Query Efficiency for d-DNNF Representations Through Preprocessing
[NO] 29/1925 | LightMem-Ego: Your AI Memory for Everyday Life
[NO] 30/1925 | Theory of phonon-induced spin relaxation in a structured phononic reservoir
[NO] 31/1925 | Colloid recovery from porous structures under ambient flow: enhanced extraction via phoretic and osmotic mechanisms
[NO] 32/1925 | Towards Efficient Convolutional Neural Network for Embedded Hardware via Multi-Dimensional Pruning
[NO] 33/1925 | Climate-Invariant Conformal Prediction Intervals for Multi-Horizon Solar and Wind Forecasting
[NO] 34/1925 | Discovering Millisecond Pulsars in Globular Clusters with the GMRT (GCGPS)
[NO] 35/1925 | Search for the Double Poles of the Scattering Matrix in Light Nuclei
[NO] 36/1925 | Event-based Neural Decoding for Neuroprosthetic Motor Control
[NO] 37/1925 | Power Reduction in Heterogeneous Wireless Sensor Networks via Source-Aware Allocation
[NO] 38/1925 | Probing radiation micro-physics in M 87 I. Total intensity and broad-band spectra
[NO] 39/1925 | Generalizing Preference-based Reinforcement Learning: a Rationality Model for Incomparability
[NO] 40/1925 | From Wireless SNNs to SN P Systems: A Low-Energy Rule-Based Conversion
[NO] 41/1925 | An HI+radio continuum study of local cluster galaxies: Intercepting the early stages of environmental processing with MeerKAT
[NO] 42/1925 | Interference-Enhanced Large Electron-Phonon Coupling from Raman-active Breathing Modes in Moiré Semiconductors
[YES] 43/1925 | ToFu: A White-Box, Token-Efficient Agent Harness for Researchers
[NO] 44/1925 | Uncertainty Quantification for EO Regression Tasks: Building Height, Tree Canopy Height and Above-ground Biomass Estimation
[NO] 45/1925 | Structure of even-even Zr isotopes with 52$\leq$N$\leq$58 neutrons
[NO] 46/1925 | The combinatorics of sector renormalization
[NO] 47/1925 | Synchrotron radiation in nonuniform magnetic field
[NO] 48/1925 | Signatures of $10-10^4\,{\rm M}_{\odot}$ Dark Matter halos in LISA via Stochastic Diffraction
[NO] 49/1925 | Requential Coding: Pushing the Limits of Model Compression with Self-Generated Training Data
[NO] 50/1925 | Optimal Parameter-Free First-Order Methods for Convex Optimization with Unknown Growth and Smoothness
[NO] 51/1925 | Paraparticles intrinsically exhibit Hardy-space breakdown
[NO] 52/1925 | Direct writing of individual quantum dots
[NO] 53/1925 | Magnitude homology of tope graphs
[NO] 54/1925 | Effective dynamics and quantum information in de Sitter wedge holography
[NO] 55/1925 | Improved Global Ocean Heat Content Estimation by Modeling Vertical Spatio-Temporal Dependence
[NO] 56/1925 | MicroCharNet: Less is More for License Plate Character Detection
[NO] 57/1925 | Modular structures in the DSSYK partition function
[NO] 58/1925 | Transformer-Guided Swarm Intelligence for Frugal Neural Architecture Search
[NO] 59/1925 | MM-ToolSandBox: A Unified Framework for Evaluating Visual Tool-Calling Agents
[NO] 60/1925 | Analytical Markov Chain for Spatiotemporal Flux Evolution of the Inner Filter Effect in Fluorescent Media
[NO] 61/1925 | Anisotropic separate universe : Long-wavelength perturbations and conserved quantities
[NO] 62/1925 | Supporting Reflection in LLM-based Exploratory Search
[NO] 63/1925 | Why gas-focused microjets are so fast: kinetically resolved, shear-driven flow focusing in vacuum
[NO] 64/1925 | Encoder-Side Neuron Identification and Amplification for Acoustic Perception in Large Audio-Language Models
[NO] 65/1925 | Universal scalings and switching entropy in yield-stress fluids
[NO] 66/1925 | Extending the Mpemba effect to the underdamped realm
[NO] 67/1925 | Riesz Theorem and Riesz-Fejér inequality for weighted harmonic Bergman spaces with applications to Möbius invariant spaces
[NO] 68/1925 | Forgetting Our Way to Shared Meaning: Effects of Forgetting on Conceptual Alignment in a Non-Partnership Coordination Game
[NO] 69/1925 | Destabilization of temperature-gradient-driven plasma turbulence by equilibrium $\vec{E}\times \vec{B}$ flow shear
[NO] 70/1925 | How Temperature Shapes Ideological Discourse in Retrieval-Augmented Generation?
[NO] 71/1925 | Néron--Severi groups of proper schemes over finite fields
[NO] 72/1925 | A way to constrain a graviton mass from astronomical observations
[NO] 73/1925 | A Fokker-Planck approach to a stochastic multiplicative wealth model with taxation and redistribution
[NO] 74/1925 | When Local Monitors Miss Compositional Harm: Diagnosing Distributed Backdoors in Multi-Agent Systems
[NO] 75/1925 | HiFi-LLP: High-Fidelity, Low-Cost Latency Predictors with Confidence for Robust HW-NAS
