[2026-07-30 23:07:25] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-29
正在获取论文...
[arXiv] 2026-07-29 | ClockRoPE: Random Fourier Rotations for Temporal Routine Modeling
[NO] 345/1854 | Determining Critical Temperature Differences of Low-Temperature-Differential Stirling Engines: Nonlinear Dynamics Approach
[NO] 346/1854 | When to Treeify Hash Table Buckets: A Reproducible C Study of List, Hybrid, and Red-Black Tree Chaining
[NO] 347/1854 | Online Monitoring and Risk Assessment of Non-Cooperative UAVs via STL-Aware Adaptive Fusion Kalman Filtering
[YES] 348/1854 | Repair as Representational Work: Integration Bottlenecks in AI-Assisted Development
[NO] 349/1854 | Quantum Geometry-Driven RKKY: From Flat to Dispersive Bands
[YES] 350/1854 | From Interface to Inference: Eliciting Any-Order Inference from Any-Order Models
[NO] 351/1854 | Chaotic Imprints in Gravitational Waves from Conformal-Anomaly-Corrected Extreme-Mass-Ratio Inspirals
[NO] 352/1854 | Parameterized Fair Resource Allocation under Diversity Constraints
[NO] 353/1854 | Reconstructing Backpropagation from Forward Fluctuations in Noise-modulated Neural Networks
[NO] 354/1854 | Weak but Not Strong Asymptotic Testability
[NO] 355/1854 | Bayesian Graphical Models under Positivity Constraints: A Scalable generalized likelihood Approach
[NO] 356/1854 | Interpretable Image-Level Acne Severity Grading via EfficientNet-B0 Transfer Learning and Grad-CAM
[NO] 357/1854 | ForgetBench: Benchmarking Forgetting Dynamics of Long-Term Parametric Memory in Language Models
[YES] 358/1854 | ExplainBench: Evaluating Code Explanations from Agents
[NO] 359/1854 | Improved Bounds for Distinct Multiples in Intervals
[NO] 360/1854 | On the denseness of distal points
[NO] 361/1854 | How Do Researchers Manage Visualization Experiment Stimuli?
[NO] 362/1854 | Global Exponential Stabilization of the Kinematic Bicycle Model of a Car in Polar Coordinates
[NO] 363/1854 | Supersaturation in union-closed families of sets
[NO] 364/1854 | Fully distributed singularity-free prescribed-time stabilization of the continuous-time generalized adaptive Bellman-Ford algorithm
[NO] 365/1854 | Physics-informed Machine Learning Prediction of Hubbard Interaction Parameters
[NO] 366/1854 | A Mixed-Resonance Counterexample to the Lukic Conjecture
[NO] 367/1854 | When Fish Look Alike: Tracking Identities with Dual-branch Elasticity
[NO] 368/1854 | An Invertible Family of Hurwitz--Lerch Type Functions Associated with $k$-Augmented Centered Triangular Numbers
[NO] 369/1854 | A Lower Bound on the Sliced Wasserstein Comparison Constant for Translated Measures
[NO] 370/1854 | Registration-Grounded Spectral Fusion for Unregistered WLI/NBI Endoscopic Lesion Segmentation
[NO] 371/1854 | CaM-Wolf: Causal-Aware Multimodal Agents for Social Deduction Games
[NO] 372/1854 | Sensitivity and Differential Privacy in Metric Voting with Distortion below Three
[NO] 373/1854 | An ER-Model-Based Framework for Case Notion Selection in Object-Centric Processes
[NO] 374/1854 | Time-delay Control Using a New Nonlinear Adaptive Law for Cable-Driven Robots
[NO] 375/1854 | QUIC-TRIP: A Triple-Redundant Journey Toward Secure Substation Communications
[NO] 376/1854 | Resonant Fourier--Tree Factorisation for the Modified Lyons--Sidorova Conjecture
[NO] 377/1854 | World-Line Actions in Weyl Geometry
[NO] 378/1854 | TREA-Net: A Transferable Residual Epidemiological Adaptation Network for Dengue Incidence Forecasting
[NO] 379/1854 | Rotational equivariance and locality in data-driven subgrid-scale closures
[NO] 380/1854 | Network Verified NTN Positioning for 6G A Standards Oriented Survey of Hybrid TN NTN Localization
[NO] 381/1854 | Before Agents Speak: Pre-hoc Failure Risk Inference in Multi-Agent Systems
[NO] 382/1854 | Paleodetectors for neutrino signals from diverse Galactic stellar collapses
[NO] 383/1854 | A non-holomorphic P=W phenomenon
[NO] 384/1854 | Navigation driven by bidirectional information transmission between sensing and actuation
[NO] 385/1854 | Optimal Error Estimates of a Finite Element Method for Semilinear SPDEs with Additive Noise and Nonsmooth Initial Data
[NO] 386/1854 | CheckVLA: Execution-Time Verification with Action-Conditioned World Model for Long-Horizon Mobile Manipulation
[NO] 387/1854 | Fundamental group schemes of globally F-regular varieties
[NO] 388/1854 | Energetic Particle Acceleration and Transport: Interplanetary Coronal Mass Ejections and Shocks
[NO] 389/1854 | Characterisation at the HL-LHC of Long-lived Heavy Neutrinos in Gauge Extensions of the Standard Model
[NO] 390/1854 | Label and Recover Coherent Errors: Randomized Compiling Does Not Destroy Coherent-Error Information
[NO] 391/1854 | Multimodal fusion of visual and morphometric features for avian bone classification
[NO] 392/1854 | Global Sensitive-Based Input Shaping for UAV-Payload Precision Motion Control
[NO] 393/1854 | Dynamical phase retrieval for Schr{ö}dinger evolution on finite graphs
[NO] 394/1854 | The Internal Magnetic Field Structure of ICMEs in the Heliosphere
[NO] 395/1854 | Automated Multilabel Mpox Research Classification with Explainable Transformer Models
[NO] 396/1854 | Universality and Approximation Rates of Graph Neural Networks with Random Features
[NO] 397/1854 | The weak Harnack inequality and the rigidity of the anisotropic Trudinger's equation
[NO] 398/1854 | Visko Orbis 1.0: A Live Model for Real-Time Interactive Long Video Generation
[NO] 399/1854 | A Harmonic-Map Proof of Mostow Rigidity
[YES] 400/1854 | AgenticCANN: Automated Ascend C Operator Generation via Knowledge-Augmented Agentic Evolution
[NO] 401/1854 | Galvanic Vestibular Stimulation in Latent Space
[YES] 402/1854 | Fingerprint-Driven Automation: Coupling Reconnaissance with POC Verification
[NO] 403/1854 | FakeIDet3-DB: Refining Digital Attacks and Patch Extraction for Secure ID Benchmarking
[NO] 404/1854 | Equilibrium for Regular-Singular Control under Mean-Variance Criterion
[NO] 405/1854 | Guarding Organizations Against Malware Risk: A Novel Graph-Based Malware Detection Method
[NO] 406/1854 | NELSSA: A GPU-PNM Heterogeneous System for Mixed-Length LLM Serving via Length-based Request Placement
[NO] 407/1854 | Revisiting Lossy Verification in Speculative Decoding: Mechanisms, Trade-offs, and Failure Modes
[NO] 408/1854 | Pyramids and Extended Metric Measure Spaces
[NO] 409/1854 | Critical non-thermal fixed point and the dynamical condensation phase transition
[NO] 410/1854 | Dish Assembly Precision for HIRAX
[NO] 411/1854 | Outflow Behavior from the Transonic Advective Disks: A Hydrodynamical Simulation Study
[NO] 412/1854 | Forcing and duality-corrected contracts for volatility control
[NO] 413/1854 | Geometry of strong forces in continuum mechanics
[NO] 414/1854 | A Study on Online Mask-based Beamforming Using Per-channel Masking for Spatially Distributed Microphones
[NO] 415/1854 | A Degenerate Singlet-Triplet Qubit with All-Electrical Orthogonal Control
[NO] 416/1854 | Bayesian Plackett--Luce latent block models for ranked data
[NO] 417/1854 | Very Strong Irreversibility of Quantum Entanglement
[NO] 418/1854 | VidMap: Exploiting Temporal Structure for Video-Based Structure-from-Motion
[NO] 419/1854 | Inverse Learning of Latent Risk-Neutral Densities from Irregular Option Quotes
[NO] 420/1854 | A Photonic-CXL Memory Appliance for Scalable KV Cache Management in LLM Inference
[NO] 421/1854 | Robust quantum state certification and uncertainty principles for total influence
[NO] 422/1854 | GraphQAG: A Knowledge-Graph-Guided Visual Analytics Framework for Question-Answer Pairs Generation
[NO] 423/1854 | Reconfigurable Optical Platform for One-way Quantum Communication Complexity
[NO] 424/1854 | Some intuition for why cooperative systems "look 1-dimensional" and 2-cooperative systems "look 2-dimensional"
[NO] 425/1854 | Classical and Quantum MacWilliams Transforms as Spin Kinematics
[NO] 426/1854 | Improved Methods for Determining Quantum Error Correcting Code Performance and Fault Tolerance
[NO] 427/1854 | Momentum Structure of Superconductivity and Sublattice Effects from Quasiparticle Interference in CsV$_3$Sb$_5$
[NO] 428/1854 | A 'global' Perspective on the Differential Geometry of Wasserstein Spaces
[NO] 429/1854 | Log-Concavity of the First Eigenfunction on Horoconvex Domains in the Hyperbolic Plane
[NO] 430/1854 | Misalignment Has a Personality: A Big Five Account of Emergent Misalignment
[NO] 431/1854 | No way ou$τ$: Epoch of Reionization Observations Do not Support Large Values of the Optical Depth to Reionization
[NO] 432/1854 | The $L^2$ contraction of solutions with large perturbation in multiple space dimensions from the oscillatory dispersive planar shock
[NO] 433/1854 | Engineering SU($N$)-Symmetric Hubbard Models with Microwave-Shielded Dipolar Molecules
[NO] 434/1854 | Designing Pairwise-Stable Agent Seating Arrangements
[NO] 435/1854 | Riesz* Homomorphisms on the copositive Cone
[NO] 436/1854 | No band gap, no problem: Defects in InAs using a band-avoiding occupation-constrained density functional theory
[NO] 437/1854 | Step-Attention Refinement of DINOv3 Features for Efficient Anterior Eye Segmentation
[NO] 438/1854 | On-Policy Distillation for LLM Safety: A Routing Approach to Template-Robust Realignment
[NO] 439/1854 | Field Codes for Distributed Coupling Samplers and Certified Empirical Transport
[NO] 440/1854 | Adaptive Multi-Backend Simulation of Near-Clifford Quantum Circuits via Spatial Stabilizer-Frame Partitioning
[NO] 441/1854 | SciFigAlign: Scoring Scientific Figures by Fine-tuned Alignment of Visuals with Manuscript Evidence
[NO] 442/1854 | CoCaRS: Correlation Calibration-Based Redundancy Suppression for Heterogeneous Knowledge Distillation
[NO] 443/1854 | Correlated Chance Sampling for Monte Carlo Counterfactual Regret Minimization
[NO] 444/1854 | Lottery Tickets Are Not Deployment Tickets
[NO] 445/1854 | Unconventional Thermalization of a Three-Wave-Mixing Model
[NO] 446/1854 | TreeCCA: Canonical Correlation Analysis via Gradient-Boosted Trees
[NO] 447/1854 | Quantum random-number generator with non-demolition measurements: semi-device-independent implementation
[NO] 448/1854 | Evaluating Regional Bias in LLMs From Abstract Stereotype to Concrete Social Decision-Making
[NO] 449/1854 | Interactions between structural and magnetic domains through the Verwey transition in stoichiometric and doped magnetite
[NO] 450/1854 | Upper bounds for the monotone rank of the unique disjointness matrix
[NO] 451/1854 | Finite size scaling of bitstring probability distributions for Rydberg arrays
[NO] 452/1854 | Parameterized Complexity of Fair Coloring Problem
[NO] 453/1854 | AgentSnare: Learning to Delay, Divert, and Defuse Autonomous Penetration Agents
[NO] 454/1854 | On a cosmological Oppenheimer-Snyder model: matching McVittie and FLRW spacetimes
[NO] 455/1854 | Generation of representative powder particle packing in 2D/3D: which tool for which application?
[NO] 456/1854 | Using large language models to probe the limits of atom-centered structural descriptors
[NO] 457/1854 | On a shape optimisation problem for Maxwell's eigenvalues on cuboids
[NO] 458/1854 | Semiparametric Prediction with Efficient Interval Length under a Right-Censored Covariate
[NO] 459/1854 | OptimismBench: Forecasting Bias and the Alignment Effect in Language Model Judgment
[NO] 460/1854 | Ferroelectric switchable altermagnetic-like compensated ferrimagnets with charge ordering
[NO] 461/1854 | A Spectral-Domain Pseudo-Inverse Construction Method for Unitary Diagonalizable Linear Inverse Problems
[NO] 462/1854 | Magnitude of homogeneous Moran sets in the unit interval
[NO] 463/1854 | Belief-Guided Decision Making with Uncertainty Gating in the Game of Go
[NO] 464/1854 | Symmetry-Selective Strain Control of Anisotropic Magnetic Response in a Silicon FinFET Double Quantum Dot
[NO] 465/1854 | What Does It Take to Detect an AI Agent? Minimal Feature Sets for Behavioral Detection under Browser Automation
[NO] 466/1854 | The electric field gradient tensor as a symmetry-adapted order parameter in Landau theory
[NO] 467/1854 | Temporally Centered SIGReg Improves Multi-Task LeWorldModel Learning: From Analysis to Method
[NO] 468/1854 | Quantum Fisher information of the Klein--Gordon, $φ^4$, and Dirac vacua
[NO] 469/1854 | Cross-organisational Process Mining from Message Logs
[NO] 470/1854 | $L^p$ Estimates for the $\bar{\partial}$-Problem on Rational Hartogs Triangles
[NO] 471/1854 | SCALPEL: Semantic Cross-modal Alignment via LLM-Powered Encoder Learning for Medical Vision-Language Representation
[NO] 472/1854 | Improved analysis of non-resonant Higgs boson pair production in the $b\bar{b}τ^+τ^-$ final state with $196$ fb$^{-1}$ of data collected at $\sqrt{s}$ = 13 TeV and 13.6 TeV with the ATLAS detector
[NO] 473/1854 | Detection of AI-generated stems within hybrid human-AI music
[NO] 474/1854 | Advanced Virgo during the LIGO-Virgo-KAGRA fourth observing run
[NO] 475/1854 | Douglas Weighted Dirichlet Spaces: Analytic and Probabilistic Aspects
[NO] 476/1854 | Scientific Knowledge Discovery in the Age of Large Language Models
[NO] 477/1854 | Exploring the radial velocity variations of RY Lup with VLT/ESPRESSO: Binary versus spot hypotheses
[NO] 478/1854 | Massive and massless particles in Mielke--Baekler geometries
[NO] 479/1854 | DenseOn with the LateOn: Fully Open Dense and Late-Interaction Models for Multilingual, Long-Context, and Code Search
[NO] 480/1854 | ContactFlow: A video action conditioning that transfers across embodiments
[NO] 481/1854 | Stability of local Riemannian Ricci curvature lower bounds
[NO] 482/1854 | Linguistic Monoculture in LLM-Assisted Language Use
[NO] 483/1854 | Effective Hamiltonians for Predictive Quantum Control
[NO] 484/1854 | Effect of Multi-Species Plasma on Fanaroff-Riley Radio Jets
[NO] 485/1854 | Nanoscale Imaging of Strain-Controlled Altermagnetic Domains in α-MnTe
[NO] 486/1854 | Disentangling intermittent flow structure contributions to anomalous scaling and multifractality in turbulence
[NO] 487/1854 | Divertor topology and vacuum vessel design for stellarators
[NO] 488/1854 | Enforcing IID structure on time-bin encoded QKD protocols via coarse-graining
[NO] 489/1854 | Nonlinear Stability and Instability of Finite-Energy Solutions of the Compressible Euler-Riesz Equations with General Pressure Laws
[NO] 490/1854 | Explicit Separations for One-Query Unitary Synthesis
[NO] 491/1854 | Formation of $\mathrm{L}1_2$-ordered $γ'$-$\mathrm{Ni}_3\mathrm{Al}$ precipitates in ternary Cu-Ni-Al alloys modelled using an ab initio concentration wave theory and atomistic simulations
[NO] 492/1854 | Dual Enhancement of Superconductivity in FeSe/SrTiO3 via Orbital and Correlation Synergy
[NO] 493/1854 | Numerical approach to the London Equation of superconductivity
[NO] 494/1854 | Entanglement-Assisted Quantum Locally Recoverable Codes: Characterizations, Bounds, and Constructions
[NO] 495/1854 | Angular Momentum Transfer in Magnetic Weyl Semimetal Spheres
[NO] 496/1854 | SciFigQual-Bench: A Benchmark for Scientific Figure Quality Assessment with Full-Manuscript Context
