[2026-08-07 22:34:34] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-06
正在获取论文...
[arXiv] 2026-08-06 | Periods of E-operators
[YES] 113/1898 | MicroEvo: Knowledge-Guided LLM Sampling for Efficient Microarchitecture Design Space Exploration
[NO] 114/1898 | Search for an all-sky and a Galactic Ridge diffuse neutrino emission with the first 2 years of KM3NeT/ARCA data
[NO] 115/1898 | Stochastic Choice with Distribution-Dependent Preferences
[NO] 116/1898 | Quantum Amplitude Estimation for Travel Time Estimation in Stochastic Vehicle Routing Problems
[NO] 117/1898 | Learning visual representations for compositional analysis of artworks and photographs
[NO] 118/1898 | Explicit and Stable Pseudospectral Time-Domain Method for the Föppl-von Kármán Equations
[NO] 119/1898 | Hardware Keystores for AI Agent Signing Workflows: A Zero-Trust MCP Enforcement Architecture
[NO] 120/1898 | Poli-Bias: Understanding and Measuring Large Language Model Biases in International Political Conflicts
[NO] 121/1898 | Calculations of the Krypton Phase Diagram and Novel Plasticity
[NO] 122/1898 | DCAS: Decoupling CLI Agent Scaffolding to Internalize Planning across Scaffolds
[NO] 123/1898 | Beyond Sequence Order: Syntax-Informed Positional Embeddings for Transformers
[YES] 124/1898 | IcFuzz: Fuzzing Isaac Sim with Semantic Stage Guidance and Multi-level Mutation
[NO] 125/1898 | Dense-Cast: A lightweight ensemble of deep learning architectures for precipitation nowcasting
[NO] 126/1898 | Training-Free Token-Level Steering for LLM Personalized Co-Writing
[NO] 127/1898 | Cleo: A Transparent and Controllable Chatbot for Conversational Commerce
[NO] 128/1898 | Strong Weil Degree Divisibility at Higher Levels
[NO] 129/1898 | Partition Functions of Hermitian and PT-Symmetric Oscillators from Integrable Models
[NO] 130/1898 | On $\{2\}$-Roman graph recognition of Partner Limited graphs
[NO] 131/1898 | Learning When to Trust via Selective Context Preference Optimization
[NO] 132/1898 | A Coprimality Topology on the Gaussian Integers: Kolmogorov Quotient and Gaussian Prime Density
[NO] 133/1898 | Investigating Artificial Intelligence Digital Sovereignty in Mobile Shopping Apps: A Case Study of Nigeria
[NO] 134/1898 | Structured coherence: A modern perspective on optical coherence as a resource
[NO] 135/1898 | RP-OPSD: Reasoning-Pivot-Guided On-Policy Self-Distillation for Multilingual Reasoning Transfer
[NO] 136/1898 | Multi-State Geometry of Density Matrices and Rectification Sum Rules
[NO] 137/1898 | Sharp Tail Bounds Beyond Twice the Mean
[YES] 138/1898 | Benchmarking and Enhancing LLMs for Rule-Intensive Review of National Standard Documents
[NO] 139/1898 | Metal-Coordination Effects on the Stability and ORR/OER Activity of Layered Organometallic Single-Atom Catalysts: A Theoretical Study
[NO] 140/1898 | Beyond Top-K: Replacing Black-Box Retrieval with Interpretable Agentic Operations
[NO] 141/1898 | Relative Cohomology and Deformations of Logarithmic Foliations on Complex Spaces
[NO] 142/1898 | Exact renewal laws for minimal common-denominator profiles in simultaneous Laurent-series approximation
[NO] 143/1898 | Fault Diagnosis and Prognosis in Partially-Observed Discrete Event Systems with Delayed Observations
[NO] 144/1898 | Automatic Translation of Unstructured Requirements into Linear Temporal Logic through Large Language Models
[NO] 145/1898 | Quantum Lifts of Noninteger Power Law Field Theories
[NO] 146/1898 | Near-field Hydrodynamics Disentangles Angular Correlations in Confined Active Suspensions
[NO] 147/1898 | A Damped Subspace Splitting Algorithm for Constrained Density Functional Theory
[NO] 148/1898 | The Judgment-Consequence Gap: LLM Moral Reasoning in Healthcare Decisions
[NO] 149/1898 | Prandtl--Batchelor and flux-expulsion selection for steady MHD flows in a disk
[NO] 150/1898 | Towards fault-tolerance with universal phase-error-transparent gates for high-spin cat codes
[NO] 151/1898 | An Optimal Agnostic PAC Algorithm
[NO] 152/1898 | Nonproportional Response of a GAGG Scintillator to Beta and Gamma Radiation over a Wide Energy Range in PIKACHU
[NO] 153/1898 | A Gaussian Covariance Matrix for Joint Pre- and Post-Reconstruction Full-Shape Power Spectrum Analysis
[NO] 154/1898 | Schreier Sets of Intervals, Super-Schreier Sets, and Catalan Numbers
[NO] 155/1898 | Area and Perimeter Rules of Velocity Circulation in Two-Dimensional Turbulence with Large-scale Absolute Equilibrium
[NO] 156/1898 | A Quantum Circuit Framework for Protein Ensemble-Level Energetics
[NO] 157/1898 | Gradient Descent on Point Clouds and Applications in Learned Operator Correction
[NO] 158/1898 | Visual Grounding in Zero-Shot Vision-Language Control
[NO] 159/1898 | Prior-SG: Task and Prior Driven Region Segmentation for Scene Graphs in Arbitrarily-Structured Environments
[YES] 160/1898 | Implicit Computation of Filtered Prime Implicants
[NO] 161/1898 | Quantum error correction with global control
[NO] 162/1898 | X-Z Round Scheduling for the Surface Code with Defects under Biased Noise
[NO] 163/1898 | Jsymm: A Python package for symmetry analysis of exchange tensors in magnetic Hamiltonians
[NO] 164/1898 | Curriculum Multiple Shooting for Robust Training of Neural and Universal Differential Equations
[NO] 165/1898 | Phonon spectral functions of low-density polaron metals
[NO] 166/1898 | A Two-Tier Perspective on Inference-Time Parallelism in Multi-Agent LLM Systems
[NO] 167/1898 | A Gap in the 42-Queue Layout Algorithm for Planar Graphs
[NO] 168/1898 | A Second-Order Monolithic Scheme for the Coupled Stokes--Biot Model Using Total Pressure
[NO] 169/1898 | APQF: Agentic Profiling-Guided Structured Pruning and Mixed-Precision Quantization with Adaptive Fine-Tuning
[NO] 170/1898 | VideoArgus: Agentic Rubric-Grounded Unified Evaluation for Video Generation and Editing
[NO] 171/1898 | Newton's Second Law: A Theoretical Identity Derived from the Principle of Excluded Perpetual Motion and the Weak Equivalence Principle
[NO] 172/1898 | Hypothesis Testing with Conditional Queries: Learnability and the Value of Interaction
[NO] 173/1898 | A Paturi Theorem for Signed Subcube Representations
[NO] 174/1898 | Toward Deployable Bangla Sign Language Recognition with Expert-Validated Data and a Lightweight Attention-Based Model
[NO] 175/1898 | Localized Stabilization of Transport PDEs by Interior Flux Feedback
[NO] 176/1898 | DASH: Divergence-Adaptive Supervision Horizons for On-Policy Self-Distillation of Reasoning Models
[NO] 177/1898 | Timestep-Conditioned Transformers for Global Weather Forecasting
[NO] 178/1898 | Well-posedness of stochastic time-nonlocal telegraph equations with Hölder diffusion coefficient: hereditary phase-space lifting and novel generalized coupling method
[NO] 179/1898 | The mean absolute deviation of the classical discrete distributions: collapse identities, complete asymptotic expansions, and enveloping series
[NO] 180/1898 | A Neutron Star Hidden Inside a Black Hole
[NO] 181/1898 | Design and Evaluation of a Touchscreen-Based Teleoperation Interface for Robotic Manipulators
[NO] 182/1898 | ErgoSurf: Ergodic Control for the Coverage of Unknown Surfaces
[NO] 183/1898 | VENUSS: a unified finite-element model of solidifying lava
[NO] 184/1898 | HOPE: Hand-Object Pressure Estimation from Monocular Videos
[NO] 185/1898 | Routing LLM Inference to the Cleanest Grid in Real Time
[NO] 186/1898 | EvReflection: Event-Driven Micro-Dynamics for Reflection Removal
[NO] 187/1898 | On Same-Sample and Independent-Sample Stochastic Extragradient for Monotone Variational Inequalities
[NO] 188/1898 | Dual-Faraday-laser-pumped cesium beam clock with $7.7\times 10^{-13}/\sqrtτ$ frequency stability
[NO] 189/1898 | What out-of-the-box LLMs can(t) do in law? A Turing test in Italian exams for lawyers, judges and notaries
[NO] 190/1898 | Simulation of positronium laser cooling using the Lindblad master equation
[NO] 191/1898 | CogVis: Must Open-Vocabulary Change Detection Perceive the Scene Anew for Every Query?
[NO] 192/1898 | Errorless Irrationality: A unified computational account of the inverse base-rate effect across predictive, observational, and unsupervised procedures
[NO] 193/1898 | Pseudoreal AMSB: Troubling Tensions with Tumbling
[NO] 194/1898 | PLB: Priority-Aware Load Balancing for Replicated Databases under Constrained Resources
[NO] 195/1898 | Fundamental groups of the complements to reducible curves on smooth surfaces with restricted classes of components
[NO] 196/1898 | ChromOps.jl: High-order simulation and discrete forward sensitivity analysis for chromatography models
[NO] 197/1898 | Search for the charged lepton flavour violating decay $η'\to eμ$
[NO] 198/1898 | Kastor: An efficient fine-tuning strategy for generative emulation of PDE simulations
[NO] 199/1898 | Does Latent Context Help? A Controlled Evaluation of Inverse Reinforcement Learning in Arctic Shipping
[NO] 200/1898 | MultiMoQ: Multi-Access Media-Over-QUIC for Robust Immersive Video Streaming
[NO] 201/1898 | An Effective String Theory Toolbox for Quantum Hall Interfaces III: Open Worldsheets, Endpoint Conditions, and Branes
[NO] 202/1898 | An Effective String Theory Toolbox for Quantum Hall Interfaces II: Majorana Fermions on Fluctuating Moore-Read Worldsheets
[NO] 203/1898 | Strategic Heterogeneity: Welfare Gains from Secession and Immigration
[NO] 204/1898 | "I don't know anything about laptops!" - User Perception of Digital Product Advisors Adapting to Their Knowledge Levels
[NO] 205/1898 | Wave scattering around a submerged vertical permeable breakwater
[NO] 206/1898 | Signal or Spurious Cue? A Randomized Audit of Survey-Country Metadata in LLM Social Inference
[NO] 207/1898 | Domain-Grounded Candidate Selection for Agentic Image Editing: A Shadow Removal Case
[NO] 208/1898 | Balanced Routing for Symmetric Quantum Circuits
[NO] 209/1898 | Bar-JEPA: Extracting Values from Bar Chart with Joint-Embedding Predictive Architecture
[NO] 210/1898 | DARAD: Dual Adapters and Ranking-Aware Distillation for Continual Remote Sensing Image-Text Retrieval
[NO] 211/1898 | Fixed-Effect Saturation Is Not Weak Identification: Certifying Inference under Measurement Error
[NO] 212/1898 | Tracking performance of RLS algorithms in WSSUS channels
[NO] 213/1898 | Quaternionic Quantum q-Oscillator And Unbounded Subnormal Operators In Quantum Economics
[NO] 214/1898 | PaCoNet: Deep Data Extraction for Parallel Coordinates
[NO] 215/1898 | Minimization-based polynomial corrections for high-order curved boundaries on fixed and moving domains: assessment on finite volume and discontinuous Galerkin schemes
[NO] 216/1898 | QSCI-CMP: Quantum-Selected Configuration Interaction with Chemically Motivated Preselection
[NO] 217/1898 | Foundation Model-Assisted Full Waveform Inversion
[NO] 218/1898 | A note on generalized BV mean curvature flow with a critical forcing term
[NO] 219/1898 | How to Recognize New Words: A Comparison Between Context Biasing Methods and Speech LLMs
[NO] 220/1898 | Cross-Sectional Heterogeneity in LSTM Networks for Financial Time Series
[NO] 221/1898 | UniVVT: A Unified End-to-End Framework for High-Fidelity Video Virtual Try-on
[NO] 222/1898 | ConceptADapt: Concept-guided Adaptive Feature Reconstruction with Dynamic Attention for Few-Shot Industrial Anomaly Detection
[NO] 223/1898 | Algebraic Cryptanalytic Extraction on Hard-Label Neural Networks
[NO] 224/1898 | Closed-Loop Decision-Focused Learning for User-Aware Cloud Orchestration under Uncertainty
[NO] 225/1898 | From chiral to conformal anomalies: a double copy perspective for CFT correlators
[NO] 226/1898 | LILAC: An Idempotent Neural Speech Codec
[NO] 227/1898 | Kinematically Resolving the Fe K Complex in Her X-1: The Accretion Disk and Ionized Wind Across X-ray Eclipses
[NO] 228/1898 | Multilayer Dual-polarized Microstrip Antenna Design by Topology Optimization with Enhanced Bandwidth
[NO] 229/1898 | Positive Solutions for a One-Dimensional Minkowski-Curvature Equation with a Sign-Changing Nonlinearity under Mixed Boundary Conditions
[NO] 230/1898 | Symbolic extension of $\mathcal{C}^{1,α}$ maps in arbitrary dimensions
[NO] 231/1898 | Constrained Correlation Clustering: Towards Optimality
[NO] 232/1898 | BORAY-3D: A ray tracing code for three-dimensional magnetized plasma configurations
[YES] 233/1898 | Breaking Customized LLMs for Coding: Automated Red Teaming for Instruction Backdoor Attacks
[NO] 234/1898 | Two base rates, two weights: base-rate neglect has a second axis
[NO] 235/1898 | Reconnection Jets Detected during the Footpoint Drift of a CME Flux Rope: New Signatures of Ongoing 3D Arcade-Flux Rope Reconnection
[NO] 236/1898 | Bayesian Expected Uncertainty Reduction (B-EUR) Model: A Computational Account of What Makes Design Options Worth Trying
[NO] 237/1898 | Benefits of Shifting Passenger Traffic from Air to Rail: A Case Study of California High-Speed Rail
[NO] 238/1898 | ChronoVision: Temporal Reasoning via Latent State Reconstruction
[NO] 239/1898 | Impact of spin-orbit coupling on electron correlation corrections to the density of states in anisotropic conductors
[NO] 240/1898 | ALTER: Modeling Longitudinal Changes via Regional Differencing for 3D CT Report Generation
[YES] 241/1898 | SkillZip: Contract-Preserving Graph Compression for Scalable Agent Skill Libraries
[NO] 242/1898 | Epistemic Trustworthiness in Generative AI: A Normative Framework for Warranted Reliance in High-Stakes Workflows
[NO] 243/1898 | Uncertainty-Aware World Model for Aerial Image-Goal Navigation
[NO] 244/1898 | How Much Reconstruction Does Quantum Machine Learning Need? Late Fusion of Independently Trained Quantum Subcircuits
[NO] 245/1898 | JTA: Joint Testability Architecture for Scenario-Based Validation of Safety-Critical Software
[NO] 246/1898 | Effect of Discharge on the Nonlinear Bar Growth: A Flume Experiment
[NO] 247/1898 | Efficient higher-order multi-scale method and its convergence estimate for dynamic nonlinear hygro-thermo-mechanical coupling problems of heterogeneous structures
[NO] 248/1898 | Where Models Converge and Humans Diverge: A Coverage Framework for Distributional Pluralism in Open-Ended Generation
[NO] 249/1898 | Viveka: Context-Aware Sensing for Energy Efficiency in Smart Wearables
[NO] 250/1898 | Sharp Bounds on the Independence Number of Simplicial Spheres
[NO] 251/1898 | ESVR: 3D Ellipsoid-based Sparse Volume Rendering via Structure-aware Primitive Learning and Per-primitive Ray Sampling
[NO] 252/1898 | Exploring Dependence, Overreliance, and Addiction Related Behaviors Associated with Large Language Model Use Among Software Engineers
[NO] 253/1898 | A Recentered-Domain Yau-Yau Filter for Target Tracking
[NO] 254/1898 | Turing's Frist Imitation Game: Design Concepts and a Human-Approximates-Machine Reading
[NO] 255/1898 | Ruelle's inequality and the Pesin formula for geodesic flows on manifolds without conjugate points
[NO] 256/1898 | A Bitopological Approach to Finite Reduction and Bounded Exact-Value Certificates for Fitting's Finite Heyting-valued Modal Logic
[NO] 257/1898 | Divergence-free interpolation of tangential vector fields via matrix-valued kernels
[NO] 258/1898 | Ulam Median is NP-hard for Four Permutations
[NO] 259/1898 | Hyper-ES: Effective Evolution Strategies for LLM Reasoning via Descent Direction Merging
[NO] 260/1898 | Coherent and Stochastic Axion Dark Matter from Thermal Relaxation
[NO] 261/1898 | A Roadmap for Transient Hunters: Mapping Stellar Mass and Star Formation Rate Anisotropies in the Local Universe
[NO] 262/1898 | Topometric Autonomous Vehicle Localization by Combining Visual Embeddings and Feed-Forward 3D Models
[NO] 263/1898 | Strong averaging principle for multiscale time-inhomogeneous SDEs with multiplicative $α$-stable noises
[NO] 264/1898 | Measurement-induced entanglement Hamiltonian
[NO] 265/1898 | Knowledge-Optimising Investment Decisions with Informative Datasets
[NO] 266/1898 | Thermal Non-equilibrium Cycles in a Non-eruptive Pseudo-Streamer
[NO] 267/1898 | Dissipation-induced bulk and boundary criticality in the Haldane chain
[NO] 268/1898 | Multi-Year Geospatial Reasoning using Interannually-Consistent Historical Predictions as a Free Input Modality
[NO] 269/1898 | Diff-VF: Training-free High-quality Long Video Generation via Diffusion Model
