[2026-09-02 23:53:00] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-01
正在获取论文...
[arXiv] 2026-09-01 | It Takes Two to Match: Co-Evolving Generative Retriever with Reinforcement Learning
[NO] 254/2000 | AInfer-PD: Communication-Safe In-Place Prefill-Decode Multiplexing for Distributed MoE Rollouts
[NO] 255/2000 | A Galactic microblazar as a potential accelerator of ultra-high-energy particles
[NO] 256/2000 | Disclosure-Gated User Simulation for Companion-Agent Evaluation
[NO] 257/2000 | On Algebraic Integrability of Vector Fields with Rational Function Coefficients that Separate Variables
[NO] 258/2000 | Conditional Flow Matching for Cross-Field MRI Harmonisation
[NO] 259/2000 | Learning the Shoreline: A Very High-Resolution Approach to Reef Island Dynamics
[NO] 260/2000 | The injective envelope of simple modules over Leavitt path algebras II: simples arising from exclusive cycles
[NO] 261/2000 | The Ramsey threshold for trees versus odd cycles
[NO] 262/2000 | Illiquidity at Risk
[NO] 263/2000 | Extended Abstract of Counting Divisorial Contractions with Centre a $cA_n$-Singularity
[NO] 264/2000 | Optical free space extreme learning machine for the implementation of emergent complex systems
[NO] 265/2000 | Cavity-control of Majorana bound states in superconductor-semiconductor heterostructures
[NO] 266/2000 | Lightweight CFR-Based Modulation Adaptation in a Real-Time MIMO-OFDM SDR Testbed
[NO] 267/2000 | DramaChain Bench: An End-to-End Benchmark for Short-Drama Generation
[NO] 268/2000 | Towards Effective Structured Context Modeling for Conversational Recommender Systems via Dual-node Monte Carlo Tree Search
[NO] 269/2000 | An efficient EM algorithm for both element-wise and structural missingness in matrix-variate normal mixture models
[NO] 270/2000 | BME-like Quartet Weights for Phylogenetic Trees
[NO] 271/2000 | The Minimum Q-Order of BFGS with Exact Line Search Is One
[NO] 272/2000 | CRAFT: Fine-Tuning Pre-hoc Explainability in AI-native 6G RAN
[NO] 273/2000 | Bond-number-controlled durability of cohesive granular materials under repeated vibration
[NO] 274/2000 | Real-Time Neuromorphic Spectrum Intelligence Simulator
[NO] 275/2000 | A 21-Coloring of the Plane Without Monochromatic Unit-Area Rectangles
[NO] 276/2000 | Consistency Without Alignment: Item-Sensitive Language Models Indistinguishable From Random
[NO] 277/2000 | Expanding the trilayer Ruddlesden-Popper nickelate family: Synthesis and characterization of Sm$_4$Ni$_3$O$_{10-δ}$ single crystals
[NO] 278/2000 | Shape Optimization and Bernoulli Free Boundary Problems for the Riemannian $p$-Laplacian
[YES] 279/2000 | WiseSpec: Requirements-Driven Agents for Code Generation
[NO] 280/2000 | Hodge--Tate splitting and Akizuki--Nakano vanishing in positive characteristic
[NO] 281/2000 | BiMTokenizer: Preserving Semantic-Acoustic Balance in Low-Bitrate Speech Tokenization via Bidirectional State-Space Modeling
[NO] 282/2000 | Delay-Doppler Sensing Performance Analysis for MIMO-OFDM ISAC Systems
[NO] 283/2000 | Iso-$μ/T$ holographic entropy and its attractor for a strongly coupled quantum fluid
[NO] 284/2000 | Higgs-Demailly System and Positivity of Higgs Bundles
[NO] 285/2000 | GenONet: A Generative operator Network for High-Resolution Precipitation Nowcasting
[NO] 286/2000 | Optimal Uniform Pricing for Multi-Interval Dispatch without Make-Whole Uplifts
[NO] 287/2000 | Projected Gradient Method on Hadamard Manifolds
[NO] 288/2000 | Exploring Nonlinear Body Oscillations for Natural Quadruped Gaits
[NO] 289/2000 | Singular Cholesky Fibers over Finite Fields
[NO] 290/2000 | DeSyR: A Decoupled Symbolic Recovery Framework with PINN-Guided Structure Search and Physics-Informed Coefficient Refinement
[NO] 291/2000 | Transferable End-to-End Optimization for Indirect Long-Term Memory Poisoning in LLM Agents
[NO] 292/2000 | Soft-Argmax for the Projective Plane via the Veronese Embedding
[NO] 293/2000 | Optical-Phonon-Enabled Large Lattice Thermal Conductivity Anisotropy in Hexagonal Perovskites Cs$BX_3$ ($B$ = Mg, Cd; $X$ = Cl, Br, I)
[NO] 294/2000 | Some explorations of Kirchhoff dynamics
[NO] 295/2000 | CoVer: Conflict-Aware Claim Verification
[NO] 296/2000 | UniScale: Exploring Unimanual Gesture Mapping Strategies for Gaze+Pinch-based Scaling Interaction
[NO] 297/2000 | Large Exchange Magnetostriction in a Kagome Antiferromagnet at Room Temperature
[NO] 298/2000 | Using LLMs to Elicit Security Requirements for Service-Oriented Cyber Ranges
[NO] 299/2000 | Reissner-Nordstrom in the Bertotti-Robinson-Bonnor-Melvin electromagnetic field
[NO] 300/2000 | Towards reliable multimodal disaster severity assessment through preference optimization and explainable vision-language reasoning
[NO] 301/2000 | MemoryWalker: Stop Training Agents on Contexts They Never Saw
[NO] 302/2000 | Assessment of Numerical Lift Coefficient Data for a Circular Cylinder with Application to Bladeless Turbines
[NO] 303/2000 | Ontic and epistemic states in the theory of spacetime-local beables
[NO] 304/2000 | Towards Generalizable Visually Grounded Exploration of Household Devices
[NO] 305/2000 | Replacing Training with Memory: Listwise Selection for Text-to-SQL
[NO] 306/2000 | Krasner Completions of Filtered Bands
[NO] 307/2000 | One Policy, Any Budget: Internalizing Budget-Aware Search via Reinforcement Learning
[NO] 308/2000 | Effective Interventions Against AI-Enhanced Scams
[NO] 309/2000 | SFAD: Speculative Factuality-Aware Decoding
[NO] 310/2000 | High-Rank Encoding Can Improve Approximate Quantum Error Correction
[NO] 311/2000 | Extension of valuation rings as limits of complete intersection algebras
[NO] 312/2000 | A Unified Mechanistic Analysis of Knowledge- and Safety-Based Refusals
[NO] 313/2000 | Can Large Language Models Forecast What Researchers Study Next?
[NO] 314/2000 | Heard but Not Heeded: Paralinguistic Information Encoding and Loss in Audio-Language Models
[NO] 315/2000 | Efficiently classifying shocks in complex systems requires dormant reporters
[NO] 316/2000 | On the Aleksandrov--Bakelman--Pucci estimates for the weighted $1$-Laplacian
[NO] 317/2000 | ChatDev 2.0: A No-Code Multi-Agent Platform for Developing Everything
[NO] 318/2000 | SoK: Motion Data Privacy in Extended Reality
[NO] 319/2000 | MUGEN: Generating Unlearnable Graph Examples for Multiple Learning Tasks
[NO] 320/2000 | Narrow-Sense Type-III Dirac Cones and Additional Flat Lines on a Honeycomb Lattice with Anisotropic Next-Nearest-Neighbor Hoppings
[NO] 321/2000 | Boundary behavior and optimal pointwise Hölder exponent of the total local time of $(1+β)$-stable super-Brownian motion
[NO] 322/2000 | SCoNE: Selective Context-aware Neuron Editing for Robust Retrieval-Augmented Generation
[NO] 323/2000 | Creative Generation via Multi-Agent Debate: Does Debate Suppress Diversity?
[NO] 324/2000 | Triple-Bottom-Line Sustainability of Language Models for Edge AI: A Comparison Between SLMs and Quantized LLMs
[NO] 325/2000 | Drift-Aware LLM Routing with Sparse Contexts and Shared Budgets
[NO] 326/2000 | Self-Reports Are Not Verification: Environment-Grounded Auditing of LLM Operators in Evolutionary Search
[NO] 327/2000 | IMU-Aided Correction of Orientation-Induced Ranging Error in Bluetooth Channel Sounding on Commercial Hardware
[NO] 328/2000 | Induced Embeddings of Graphs into Abelian Cayley Graphs
[NO] 329/2000 | CRSF: Collusion-Resilient Privacy-Preserving Sensor Fusion with Byzantine-Robust Participation
[NO] 330/2000 | CaRL-EM: Cost-Aware Reinforcement Learning for Entity Matching with LLMs
[NO] 331/2000 | When Metropolis and Hastings Meet Bradley and Terry: Exact MCMC From Preference Voting
[NO] 332/2000 | The Interlingua Hypothesis: LLMs Translate via a Latent Task-agnostic Feature Space
[NO] 333/2000 | The $\mathrm{FK}_3$ knot polynomial
[NO] 334/2000 | Keller sequences of exact $\infty$-categories
[NO] 335/2000 | Probing Factual Knowledge Transfer with Training Data Interventions
[NO] 336/2000 | Modelpedia: A Catalog of Model Findings for the Meta-Science of AI
[NO] 337/2000 | A Checklist to assess the energy and carbon impacts of ML/AI applications in Earth System Modeling
[NO] 338/2000 | Ctrl-F-Resist. Practices, Challenges, and Technical Needs of Civil Society Organizations Monitoring the Far-Right Online
[NO] 339/2000 | Double cluster swapping for spin models: Pfaffian relations and sharpness
[NO] 340/2000 | PyDoseRT Proton: A GPU Pencil-Beam Engine with a Convolutional Residual-Correction Network for Fast Proton Dose Calculation
[NO] 341/2000 | On Braided Differential Calculi and Quantum G-structures
[NO] 342/2000 | Consensus-based optimization for linearly separable functions
[NO] 343/2000 | Nonabelian Chabauty for the Thrice-punctured Line over Cyclotomic Fields
[NO] 344/2000 | $\texttt{BilbyFlow}$: user-friendly neural posterior estimation for gravitational-wave astronomy
[NO] 345/2000 | Exceptional Points in Photonics: From Non-Hermitian Physics to Applications
[NO] 346/2000 | Sharp embeddings between quasi-Banach Besov spaces and shallow ReLU variation spaces
[YES] 347/2000 | Efficient SWE Agent Benchmarking via Trajectory-Aware Evaluation
[NO] 348/2000 | PopPert: Population-level Joint-Distribution Modeling for Single-Cell Perturbation Prediction
[NO] 349/2000 | Exact Risk-Complexity Laws for Projective Boundaries in Scenario Optimization and Distribution-Free Certification
[NO] 350/2000 | Constructive Port-Hamiltonian Energy Shaping Design of Dispatchable Virtual Oscillators in Grid-Forming Converters
[NO] 351/2000 | Collision-based logic in Lenia and its composition boundary
[NO] 352/2000 | Validating a BDT-based Electron-Positron Identification Algorithm at CLAS12 with Experimental Data
[NO] 353/2000 | Mass Bounds for Confined Area-Minimizing Minimal Surfaces
[NO] 354/2000 | Matched Queries for Curvature and Density at Branching Junctions
[NO] 355/2000 | One-Layer Transformer Provably Learns Multiclass One-Nearest Neighbor in Context
[NO] 356/2000 | The Constitutional Coverage Trilemma in AI Governance
[NO] 357/2000 | AI and the Economy: An Economic Examination of Production, Distribution, Firms, Labor, and Welfare
[NO] 358/2000 | Ricci curvature for fluid models on the torus via Zeitlin's quantization
[NO] 359/2000 | Tunneling characteristics of twisted double bilayer graphene heterostructures
[NO] 360/2000 | Ready to Speak: Aligning LLMs for TTS-Friendly Text Generation
[NO] 361/2000 | First tomographic measurements of the angular clustering and bias of photometric quasars from S-PLUS
[NO] 362/2000 | Interferometry reveals spin-singlet fractional quantum Hall edges in graphene
[NO] 363/2000 | A Projection Identity for Simplices Sharp Inequalities, Converse Results, and Affine Projections
[NO] 364/2000 | Freshness-Aware Constrained Sensing-Aided Beam Prediction with Knowledge Distillation
[NO] 365/2000 | S$^2$Prune: Spatially Structured Visual Token Pruning for Multimodal Large Language Models
[NO] 366/2000 | REFACTOR-VLA: Unsupervised Library Learning of Typed Motor Programs
[NO] 367/2000 | Geometric Fixed-Time Sliding Mode Control for Constrained Attitude Tracking on $\mathrm{SO}(3)$
[NO] 368/2000 | Who Judges the Judges? A Chinese Safety QA Benchmark for Evaluating LLM Responses and Safety Judges
[NO] 369/2000 | Identification of Compositional Risks in Data Protection Impact Assessments and Beyond
[NO] 370/2000 | FinLifeBench: Exhaustive Life-Event History and Financial-State Reconstruction from Longitudinal Banking Dialogue
[NO] 371/2000 | Angular power spectrum of induced gravitational waves: breaking model and parameter degeneracies in PTA observations
[NO] 372/2000 | Verification of $K$- and Infinite-Step Strong/Weak Anonymity Using Concurrent Compositions
[NO] 373/2000 | Low-threshold vortex lasing in three-dimensional cavities via flatband bound states in the continuum
[NO] 374/2000 | Classic AI Scaffolding for LLM Social Agents
[NO] 375/2000 | Early Warning Signals Can Vanish or Amplify: Dimensionality in Complex Systems
[NO] 376/2000 | Peirce Stability of Null Polynomials and a Sharp Radical Bound for Finite Rings
[NO] 377/2000 | Partially Observed Mean Field Games Without Perfect Recall: Optimality Conditions and Equilibria
[NO] 378/2000 | Uncovering Understanding-Generation Synergy in Native Unified Multimodal Models: From Representation, Task to System
[NO] 379/2000 | Uniform stability of expanding simple waves for Euler--Poisson--Boltzmann: a singular compensation approach
[NO] 380/2000 | The JWST Emission Line Survey (JELS): A narrow-band determination of the H$α$ Luminosity Function and Cosmic Star Formation into the Epoch of Reionization
[NO] 381/2000 | SpatialGuard: Harness-Guided Verifiable Spatial Reasoning for Text-to-Image Generation
[NO] 382/2000 | A Proof of Fraenkel's Conjecture
[NO] 383/2000 | Evaluating Usability in Biomedical Visualization: Rethinking Heuristic Evaluation for Spatial Omics and Multidisciplinary Research Platforms
[NO] 384/2000 | Selective Agent Guidance via Entropy: Learning Autonomous Policies from Imperfect VLM Teachers
[NO] 385/2000 | Hypersurfaces of constant higher order mean curvature in hyperbolic space with prescribed asymptotic boundary at infinity
[NO] 386/2000 | A Mathematical Theory of Reusable Neural Bases for Network Compression
[NO] 387/2000 | Irreducibility and regularisation properties of Gaussian quantum Markov semigroups
[NO] 388/2000 | Stability of the Riemannian positive mass theorem for spin manifolds
[NO] 389/2000 | A Constrained Kuramoto Gradient-Flow System Can Perform High-Accuracy Finite-Time Inference
[NO] 390/2000 | Generalized Semi-Infinite Programming for Robust Optimal Control with Decision-Dependent Uncertainty
[NO] 391/2000 | Quantum Sparse Autoencoders for Q-Matrix Estimation in Cognitive Diagnosis
[NO] 392/2000 | First-principles optical response of shock-compressed LiF: Quasiparticle, excitonic, and ionic-temperature effects
[NO] 393/2000 | Benchmarking Spatial, Spectral, and Self-Supervised Cues for Face Forgery Detection under Realistic Degradation
[NO] 394/2000 | Data-Driven Case Study of gNB Placement Optimization in a Private Indoor 5G Testbed
[NO] 395/2000 | Rethinking Learnability in Offline Data-driven Optimization
[NO] 396/2000 | Faster Convergence of Multidimensional Approximate Agreement via Smallest Enclosing Balls
[NO] 397/2000 | Jet creation and wave energy dissipation by a submerged elastic plate
[NO] 398/2000 | Superconducting diode effect from field-induced $s+if$ pairing in Ising superconductors
[NO] 399/2000 | Mobile Backscatter Communication for the Battery-less Internet of Things
[NO] 400/2000 | Gromov-Hausdorff Stability and Rigidity of manifolds via Heisenberg-Pauli-Weyl Uncertainty Principle
[NO] 401/2000 | Confluence relations for $q$-analogues of multiple zeta values
[NO] 402/2000 | Lagrangian varieties from $q$-matrix models
[NO] 403/2000 | Global representations of algebras with a near-unanimity term
[NO] 404/2000 | Learning Sparse Decision Trees via Transformer Variational Auto-Encoders
[NO] 405/2000 | Pix2Rep-v2: Data-Efficient Representation Learning for Dense Medical Imaging Applications
[NO] 406/2000 | Accelerated primal--dual dynamics and algorithms for convex optimization with nonlinear inequality constraints
[NO] 407/2000 | Flip-graph non-convexity for once-punctured polygons
[NO] 408/2000 | Blackbox Small-Signal Modeling of Grid-Connected Inverters in Asymmetrical Power Grids
[NO] 409/2000 | On the Reliability of Generative Augmentation: A Wasserstein-Based Theoretical and Empirical Study
[NO] 410/2000 | A Scalable Framework for Simultaneously Optimizing Damper Positions and Viscosities
